District,State,Year,Registered_HH,Employment_Demanded,Employment_Availed,Persons_Employed,Total_Persondays,HH_Completed_100Days,Unskilled_Wage_Current,Unskilled_Wage_Previous_Liability,Total_Expenditure,Avg_Wage_Per_Personday,Cost_Per_Personday,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total,total_area,total_production,agri_yield_index,asset_index_0_1,Annual_Rainfall_mm,Total_Income,ADJ_TOT_EXP,NFHS-4_MPI,NFHS-5_MPI,Rural_Population,Area_sqkm
FARRUKHABAD,UTTAR PRADESH,2015,142782,48921,38260,43924,1082196,839,1141.36,165.36,1607.3,160.96,180.16,38260.0,5538.0,7833.0,36060.0,21151.0,492328.0,23.276819062928467,0.41536062,775.921630859375,11832.38465,41135737,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2016,136347,43363,33976,37859,969047,54,1486.03,556.41,2361.03,173.94,197.95,33976.0,5375.0,6566.0,31280.0,26030.0,548672.0,21.07844794467921,0.384384931,1136.35498046875,11683.22187,32937206,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2017,143375,47659,39722,45628,1333232,11,2189.25,189.67,3168.17,175.0,222.13,39722.0,9426.0,7979.0,37610.0,23577.0,578342.0,24.529923230266785,0.36689529,871.969482421875,11485.82895,33683073,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2018,149709,43166,35892,41330,1202190,6,2016.96,123.2,2978.36,175.0,220.66,35892.0,10559.0,5651.0,35648.0,22622.0,582060.0,25.729820528688887,0.399414315,840.1656494140625,20499.7168,35943737,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2019,158209,44783,38923,43873,1568991,31,2838.65,85.73,3594.41,181.99,216.86,38923.0,10439.0,5247.0,38597.0,23331.0,612677.0,26.26021173545926,0.453546185,1078.2666015625,20595.16513,34887477,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2020,200344,106174,77217,85057,3256985,5792,6484.66,19.99,10781.63,200.99,313.36,77217.0,15985.0,12387.0,72538.0,19521.0,333671.0,17.09292556733774,0.385229203,1492.2271728515625,12734.12981,26322741,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2021,190728,82465,64388,71489,2742081,5546,5546.19,45.75,7781.58,204.0,264.78,64388.0,14563.0,10433.0,60927.0,20388.0,401734.0,19.704433980773004,0.408813747,1160.1322021484375,15547.63006,29287496,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2022,117753,61620,54500,58185,2663462,5112,5624.93,43.34,9826.3,213.0,283.63,54500.0,11652.0,13082.0,45086.0,24370.0,717129.0,29.426713171932704,0.412283449,1290.5267333984375,15308.78414,38888125,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2023,107410,52772,48722,52610,2487073,2763,5684.69,46.07,8475.85,229.87,275.62,48722.0,13695.0,11895.0,40714.0,24370.0,717129.0,29.426713171932704,0.480056071,1079.6859130859375,18450.45861,54985375,0.188,0.112,1469019.0,2132.64
FARRUKHABAD,UTTAR PRADESH,2024,112001,46695,42516,45771,2203202,3251,5194.02,28.54,7476.95,236.84,360.69,42516.0,11834.0,11273.0,34494.0,24370.0,717129.0,29.426713171932704,0.522589252,1174.552734375,27634.59468,68939220,0.188,0.112,1469019.0,2132.64
FATEHABAD,HARYANA,2014,44817,21979,15620,22817,234249,27,528.51,274.68,1177.24,228.61,328.16,15620.0,12148.0,16674.0,6143.0,178000.0,669000.0,3.758426966292135,0.5775231,908.7413330078124,20236.91021,38875156,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2015,44831,26636,23013,37302,568238,297,1177.96,5.8,1367.65,249.3,277.96,23013.0,19516.0,27602.0,9700.0,183000.0,536000.0,2.92896174863388,0.571946614,523.66796875,16966.41415,45423317,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2016,48365,36017,31643,52239,873731,319,2161.02,234.2,3197.62,254.4,330.34,31643.0,27321.0,36724.0,15506.0,184000.0,789100.0,4.288586956521739,0.578861633,368.6143798828125,21979.03343,52722862,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2017,51100,37614,32911,54053,1162229,551,0.0,57.22,539.04,270.13,325.52,32911.0,29494.0,37635.0,16408.0,190350.0,813150.0,4.2718676122931445,0.574220919,563.848388671875,22928.88831,55729697,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2018,54762,40202,35848,59151,1419240,1237,0.0,6.17,2427.37,276.73,371.49,35848.0,32950.0,40267.0,18869.0,192200.0,844300.0,4.392819979188346,0.677132342,520.626708984375,26826.33542,56696806,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2019,57500,41881,37504,62401,1336612,618,3720.45,63.24,5980.62,281.15,369.73,37504.0,34982.0,41927.0,20474.0,195500.0,850200.0,4.348849104859335,0.694818598,841.84814453125,33413.32529,61134722,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2020,63154,49606,46369,79081,1770902,1488,5384.94,39.91,7246.68,305.97,350.28,46369.0,43003.0,52029.0,27052.0,194440.0,639817.44,3.29056490434067,0.648139787,840.9826049804688,16564.05308,43197320,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2021,66172,52396,49213,84596,2020786,2474,6198.26,33.46,8063.02,310.76,348.95,49213.0,46997.0,55123.0,29473.0,193747.0,840970.0,4.340557531213387,0.5991922,980.889404296875,18799.29912,51285864,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2022,68706,52952,49137,83460,1694048,706,5355.88,80.9,9258.43,323.17,478.29,49137.0,46948.0,53822.0,29638.0,193270.0,701380.0,3.6290164019247686,0.596073756,1175.6351318359375,26009.09161,72696748,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2023,73796,58088,54572,93486,2384736,738,7692.43,119.1,14676.01,343.67,574.74,54572.0,52750.0,58463.0,35023.0,193270.0,701380.0,3.6290164019247686,0.644941864,470.8044128417969,24690.53068,63929023,0.046,0.031,762423.0,2503.26
FATEHABAD,HARYANA,2024,78503,59147,54693,89283,2157417,422,7592.77,501.85,13536.69,361.71,471.08,54693.0,52947.0,55609.0,33674.0,193270.0,701380.0,3.6290164019247686,0.683469828,659.9511108398438,24992.47355,35330123,0.046,0.031,762423.0,2503.26
FATEHPUR,UTTAR PRADESH,2014,251775,68331,57706,66819,1952841,1317,2381.14,414.19,4127.94,155.25,211.04,57706.0,20875.0,24983.0,41814.0,105217.0,678857.0,6.451970689147191,0.14016155,1237.6739908854167,6274.32624,35265512,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2015,271679,106492,92286,110707,3406932,4606,3577.5,581.63,5027.74,161.04,176.23,92286.0,38412.0,41705.0,68951.0,104228.0,662852.0,6.359634647119776,0.178992862,1148.3800455729167,7414.257897,40506424,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2016,257248,88865,76114,91084,2753622,756,4338.35,1869.84,7499.52,173.97,208.51,76114.0,33550.0,31854.0,59186.0,113554.0,696346.0,6.132289483417581,0.167736066,1523.4786783854167,7974.924436,44092242,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2017,248696,77193,66420,78061,2550539,657,4245.59,418.88,6626.83,174.99,226.25,66420.0,31970.0,26443.0,51585.0,105912.0,471355.0,4.450439987914495,0.217631913,1221.8157552083333,9557.461747,35951721,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2018,263334,94166,78565,90738,3393886,753,5807.84,199.55,9349.57,174.99,250.92,78565.0,37788.0,37306.0,53406.0,100592.0,503533.0,5.005696278034039,0.212496664,1665.755859375,10734.18726,39087616,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2019,280122,103705,86897,99756,4520777,2824,8188.39,155.83,11157.12,181.98,233.7,86897.0,38424.0,40896.0,58847.0,104793.0,779630.0,7.439714484746118,0.217056725,1727.5735677083333,14082.90986,60363044,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2020,374179,182124,144394,168683,6401668,12593,12731.92,39.78,21805.15,200.99,294.85,144394.0,63887.0,73268.0,95317.0,100970.0,266828.0,2.6426463305932457,0.223325644,2039.025390625,10555.1483,43827595,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2021,388350,128728,113125,131826,5435926,8497,10867.39,105.46,13930.51,203.97,247.31,113125.0,55300.0,55538.0,76188.0,94545.0,249448.0,2.638404992331694,0.260582183,1236.6346842447915,13073.59739,48162178,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2022,291876,127849,114299,128703,4938114,5303,10137.97,144.81,21306.06,213.01,348.49,114299.0,56876.0,49434.0,79196.0,114467.0,294777.0,2.575213817082653,0.300839809,1805.2705078125,14642.24528,61349284,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2023,245564,112795,104765,117893,5573625,7512,12604.2,332.02,17154.15,229.84,293.74,104765.0,54977.0,39938.0,77884.0,114467.0,294777.0,2.575213817082653,0.353994811,1827.4736328125,15613.9646,67457320,0.202,0.123,2310740.0,4064.99
FATEHPUR,UTTAR PRADESH,2024,262589,92469,84774,92281,4163319,5288,9672.8,212.45,15855.46,236.53,382.02,84774.0,42981.0,31301.0,60914.0,114467.0,294777.0,2.575213817082653,0.405581821,2427.1689453125,19189.80856,74555863,0.202,0.123,2310740.0,4064.99
FIROZABAD,UTTAR PRADESH,2014,100640,34828,30391,36928,1355318,1832,1779.31,42.35,2797.32,155.98,230.52,30391.0,6776.0,13831.0,23001.0,24830.0,63041.0,2.538904550946436,0.216436236,585.7304280598959,8089.024449,10112737,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2015,120072,49354,42727,52291,1754502,1584,2218.88,287.85,2959.94,160.98,180.85,42727.0,13165.0,18504.0,33684.0,24648.0,62415.0,2.5322541382667967,0.26152945,581.9870198567709,7976.071581,11118745,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2016,121638,46976,40798,47265,1315789,89,2173.34,601.88,3427.56,173.98,200.49,40798.0,12420.0,16409.0,30769.0,26090.0,65567.0,2.513108470678421,0.313516079,1057.0323079427085,10505.71859,12173696,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2017,125674,42134,36178,42892,1398718,136,2316.02,104.85,2850.45,174.98,198.04,36178.0,11840.0,16345.0,26496.0,23193.0,68679.0,2.9611951882033374,0.373425086,991.2021484375,13418.50509,13542952,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2018,136036,43331,38138,44480,1698115,371,2917.38,109.65,3934.13,175.0,215.42,38138.0,14304.0,17215.0,27213.0,23972.0,70656.0,2.947438678458201,0.391385656,552.2576497395834,16525.05562,13069389,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2019,147158,50750,44283,50775,2140478,1157,3884.11,47.48,4869.22,181.98,221.9,44283.0,16793.0,20867.0,29843.0,23795.0,86545.41,3.637125866778735,0.3714557,842.8243815104166,24155.97251,14679300,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2020,202620,99240,79683,90837,3381491,7696,6737.44,14.86,9357.94,200.99,257.4,79683.0,27489.0,32364.0,58261.0,26373.0,69187.53,2.6234228187919464,0.335688892,1202.3308919270833,16753.33365,13267266,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2021,224779,100611,80585,91980,3349822,6109,6722.34,31.65,7933.19,203.99,230.87,80585.0,28244.0,29161.0,62647.0,25981.0,64593.0,2.486162965243832,0.351780372,1066.7469889322915,14845.25661,10739710,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2022,152288,92688,77219,85149,3478891,4262,7292.63,26.36,11791.25,212.99,291.97,77219.0,29803.0,24690.0,60273.0,24275.0,69708.0,2.8715962924819776,0.386019416,1030.18408203125,11400.77236,8840748,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2023,132727,105718,80571,84443,4165710,4304,9451.77,92.04,14051.32,229.97,293.07,80571.0,32587.0,22303.0,62039.0,24275.0,69708.0,2.8715962924819776,0.383108855,958.943359375,17322.75323,15542194,0.149,0.08,1664987.0,2343.99
FIROZABAD,UTTAR PRADESH,2024,156202,90221,82849,86515,5281488,8892,12442.22,75.53,17296.17,236.83,373.26,82844.0,35956.0,21569.0,64824.0,24275.0,69708.0,2.8715962924819776,0.447601382,840.5127766927084,23228.57998,17170819,0.149,0.08,1664987.0,2343.99
GADAG,KARNATAKA,2014,116244,39562,29742,85339,1280501,1238,2280.67,853.35,6031.27,190.71,381.15,29742.0,38908.0,11113.0,69343.0,5453.0,203917.0,37.39537869062901,0.243981816,211.94429524739584,7854.52178,17921858,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2015,122269,58053,40702,99656,1584766,2914,2103.51,146.47,3788.5,203.92,294.4,40702.0,44149.0,13724.0,79530.0,8080.0,387176.0,47.917821782178216,0.265310586,300.0227864583333,8331.574675,20068504,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2016,128834,77507,66139,166090,3140207,7963,6638.93,1130.17,10936.03,224.76,316.29,66139.0,75519.0,23109.0,132566.0,8246.0,166215.0,20.15704584040747,0.265681357,279.2104899088542,9857.12635,26320670,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2017,131539,76523,67956,146905,2640668,485,5880.4,397.71,8971.92,236.39,309.51,67956.0,66502.0,19995.0,117871.0,6623.0,65397.0,9.874226181488751,0.252292392,256.7978515625,16694.83613,32154230,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2018,137673,67401,59350,116107,2657558,4966,6063.8,343.19,9998.96,249.28,330.11,71885.0,67954.0,21746.0,116032.0,8583.0,152748.00657,17.796575389723873,0.271662763,244.76167805989584,20864.71135,41999973,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2019,144688,83470,75814,150154,3190138,2808,7899.76,529.34,13534.98,249.11,327.55,75814.0,69406.0,23497.0,114194.0,7371.0,92468.0,12.544837878171212,0.35849347,224.0970662434896,14113.50628,48008838,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2020,154430,89545,81880,168952,3100486,3594,8374.68,47.23,11399.89,275.13,305.73,81880.0,77986.0,29367.0,126266.0,7595.0,69929.0,9.207241606319949,0.309542704,397.9750162760417,12332.38852,28866886,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2021,160646,104237,98659,209164,4243605,2338,12092.03,148.16,15601.33,288.91,327.92,98659.0,96847.0,34883.0,157822.0,8886.0,102133.0,11.493697951834346,0.30176162,598.8515625,13257.15757,35594322,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2022,163133,96156,85082,174904,2935218,428,8865.41,161.18,15306.01,304.75,422.44,85082.0,82947.0,30826.0,129011.0,10314.0,146047.0,14.160073686251696,0.30691869,615.7489420572916,16750.61468,48541267,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2023,164218,101978,95899,203782,3967470,636,12132.15,74.72,17230.21,306.83,396.17,95899.0,97102.0,33965.0,152006.0,10314.0,146047.0,14.160073686251696,0.354199993,270.00994873046875,13617.74297,68462600,0.084,0.062,685261.0,4386.56
GADAG,KARNATAKA,2024,166734,98576,92322,195680,3185217,798,10455.48,37.86,14242.99,331.54,435.09,92322.0,94536.0,31991.0,147234.0,10314.0,146047.0,14.160073686251696,0.386269076,370.4361165364583,8664.625012,54986734,0.084,0.062,685261.0,4386.56
GANDERBAL,JAMMU AND KASHMIR,2014,35839,11086,7568,9595,220575,68,94.03,435.85,1421.43,156.65,372.33,7568.0,2507.0,20.0,7529.0,7684.0,8684.0,1.1301405517959395,0.348468179,,18676.26504,18721391,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2015,36690,21349,18648,25695,776027,645,579.48,328.61,2430.61,163.99,308.68,18648.0,6945.0,53.0,20603.0,7831.0,19157.3,2.446341463414634,0.372396166,,18153.09001,20000849,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2016,34528,19643,16710,22439,811057,460,562.26,681.46,2096.38,172.99,238.52,16710.0,5998.0,36.0,17922.0,7832.0,19386.0,2.475229826353422,0.398055154,,14144.25603,16996963,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2017,34958,18818,15649,21524,684211,331,657.29,844.43,2767.94,178.98,361.55,15649.0,6131.0,18.0,17009.0,7791.0,22455.87,2.882283403927609,0.383614346,,18989.82265,21289683,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2018,35063,14941,12046,16762,562908,363,278.01,545.09,1192.46,185.99,236.47,12046.0,5137.0,14.0,12695.0,8032.0,23665.33,2.9463807270916336,0.551696764,,27017.4796,23634292,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2019,34310,15334,12746,17643,423773,44,147.45,761.87,1431.14,188.99,236.56,12746.0,5233.0,1.0,13807.0,7746.0,24385.33,3.148119029176349,0.464306737,,15114.98498,12180670,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2020,35011,21304,19510,28822,927767,391,1871.6,660.7,3548.75,204.0,286.18,19510.0,9326.0,2.0,22465.0,7852.0,24040.27,3.061674732552216,0.359112919,,9771.658735,6172544,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2021,35966,18547,17663,25885,843893,283,1786.64,10.81,2651.76,213.97,285.45,17663.0,8559.0,1.0,20349.0,0.0,0.0,,0.435336332,,18208.32905,13323169,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2022,37372,18088,17366,24173,789206,274,1720.97,11.93,2654.89,226.97,281.87,17366.0,7847.0,1.0,18540.0,0.0,0.0,,0.438383301,,27962.92012,28081849,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2023,36985,17843,17107,24439,780828,93,1831.88,63.73,2617.18,243.98,301.88,17107.0,8361.0,0.0,18195.0,0.0,0.0,,0.459954802,,27848.00997,29805301,0.034,0.015,250407.0,233.6
GANDERBAL,JAMMU AND KASHMIR,2024,38795,19400,18656,27045,1043965,197,2654.97,64.47,3463.77,258.74,422.42,18656.0,9364.0,2.0,20291.0,0.0,0.0,,0.433102859,,29568.39095,29284808,0.034,0.015,250407.0,233.6
GANDHINAGAR,GUJARAT,2014,35453,6499,5974,6826,140174,33,217.03,6.69,623.12,156.72,342.92,5974.0,1666.0,226.0,6592.0,39848.0,143342.0,3.597219433848625,0.232068482,660.0174967447916,8619.738683,44313946,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2015,32775,5833,5217,7150,222416,63,309.42,2.31,398.99,157.12,174.47,5217.0,3256.0,550.0,6581.0,36102.0,125016.0,3.462855243476816,0.259286399,454.8076985677083,7862.911611,47162355,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2016,35285,10222,8885,11972,285827,10,435.81,40.16,944.5,167.53,289.64,8885.0,4911.0,664.0,11288.0,30899.0,103864.0,3.3614032816596007,0.251713118,599.7056477864584,9677.513272,43071632,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2017,55463,13544,12227,15564,446386,90,770.79,41.13,1333.94,180.27,275.44,12227.0,5580.0,512.0,15026.0,33838.0,111595.0,3.2979194987883447,0.247360018,845.970703125,13850.71337,46201050,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2018,41397,12328,11188,16378,510343,169,876.33,29.02,1607.13,175.5,262.46,11188.0,6909.0,471.0,15893.0,35905.0,124499.0,3.467455786102214,0.31895879,715.0677083333334,16302.1733,53472802,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2019,42348,9794,8655,12101,344325,102,612.87,20.64,1053.19,181.02,231.96,8655.0,5324.0,302.0,11790.0,35782.0,103863.0,2.902660555586608,0.315040566,1418.1012369791667,11712.17233,45106919,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2020,47501,11539,9413,12686,310945,31,602.39,13.53,997.56,197.95,255.79,9413.0,5586.0,394.0,12277.0,30056.0,97478.0,3.243212669683258,0.307794103,1044.06103515625,9276.108269,34978362,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2021,49648,17994,11740,16246,592970,298,1244.77,12.56,1601.05,212.15,253.26,11740.0,6810.0,375.0,15861.0,34341.0,35756.79,1.0412273958242335,0.345533273,1078.7516276041667,18509.30416,56840550,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2022,43844,11511,5969,7712,201184,15,432.24,12.37,1495.9,218.51,324.43,5969.0,3190.0,171.0,7541.0,33432.0,107963.0,3.229331179708064,0.334426916,981.93359375,11371.00826,41315013,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2023,35414,10866,8555,10484,359366,170,827.16,3.98,1443.06,230.9,356.42,8555.0,4693.0,225.0,10254.0,33432.0,107963.0,3.229331179708064,0.341749899,725.9853515625,8196.202829,36697659,0.078,0.023,791126.0,1763.41
GANDHINAGAR,GUJARAT,2024,45064,8671,7734,9064,328871,128,840.15,4.03,1547.78,258.07,450.47,7734.0,3852.0,250.0,8807.0,33432.0,107963.0,3.229331179708064,0.316285114,1260.9353841145833,10767.28641,32533012,0.078,0.023,791126.0,1763.41
GANJAM,ODISHA,2014,479560,142533,131807,168077,5894002,11517,4574.97,1158.32,9220.89,142.41,194.03,131807.0,76037.0,36507.0,119300.0,265773.0,776009.3,2.919819921511967,0.244668719,821.044921875,7914.144555,15489235,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2015,494598,182675,171961,241119,8528004,16697,10996.71,3734.95,19711.27,155.09,203.89,171961.0,112806.0,54441.0,169937.0,243073.0,546130.6,2.246776071385962,0.272084973,759.7718394886364,8331.820794,23066594,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2016,492638,200255,186215,268272,8877589,5285,11417.29,2190.56,20651.31,153.59,160.9,186215.0,128474.0,60585.0,189262.0,244058.0,724858.8,2.970026796908932,0.271247644,1178.071200284091,8067.148513,24334340,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2017,492366,208394,194277,278544,9669588,8456,14672.3,2079.26,26101.41,157.29,243.47,194277.0,137975.0,62136.0,198071.0,205069.0,336084.5,1.638884960671774,0.225179981,747.6564275568181,6192.611499,31415235,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2018,503697,200578,185940,254608,8849738,6418,13911.3,437.57,22616.68,162.73,250.09,185940.0,128640.0,53414.0,184866.0,250024.0,474732.8,1.89874892010367,0.243318193,631.8132990056819,10858.28397,63543756,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2019,535742,226252,208559,290498,13433374,46113,20350.6,418.18,29153.76,159.81,219.33,208559.0,151813.0,56551.0,215629.0,298010.0,756331.2,2.5379389953357268,0.273925829,945.6786221590908,11458.53399,71501678,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2020,619659,388930,346481,486474,24175408,77275,38650.63,1067.45,50243.34,162.52,204.6,346481.0,257709.0,84474.0,374746.0,275159.0,801741.5,2.9137389654708734,0.290451521,1088.5775923295455,2387.339507,21807870,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2021,602964,480370,399736,546298,29885385,129168,42255.56,452.68,63372.86,142.92,196.9,399736.0,293769.0,93369.0,423797.0,257660.0,569957.2999999999,2.212051928898548,0.293765863,1137.28515625,2407.532618,28570400,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2022,480015,447884,404685,535757,27669549,98701,44286.6,198.51,60599.99,163.29,213.62,404685.0,299197.0,89623.0,418472.0,293689.0,905995.2,3.084879583505,0.285829491,701.0093661221591,8197.277554,61763298,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2023,461752,361764,320610,400939,19286509,35580,43416.03,834.02,53096.29,226.99,256.33,320610.0,229821.0,63177.0,317902.0,293689.0,905995.2,3.084879583505,0.322915809,638.8932439630681,14107.10152,96853751,0.098,0.029,2761030.0,7846.32
GANJAM,ODISHA,2024,464056,193122,159672,186492,6563476,3827,14709.11,152.51,27855.04,228.09,303.71,159672.0,110358.0,28717.0,147738.0,293689.0,905995.2,3.084879583505,0.30559151,666.4053622159091,11006.09776,69669301,0.098,0.029,2761030.0,7846.32
