District,State,Year,Registered_HH,Employment_Demanded,Employment_Availed,Persons_Employed,Total_Persondays,HH_Completed_100Days,Unskilled_Wage_Current,Unskilled_Wage_Previous_Liability,Total_Expenditure,Avg_Wage_Per_Personday,Cost_Per_Personday,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total,total_area,total_production,agri_yield_index,asset_index_0_1,Annual_Rainfall_mm,Total_Income,ADJ_TOT_EXP,NFHS-4_MPI,NFHS-5_MPI,Rural_Population,Area_sqkm
DHULE,MAHARASHTRA,2016,225544,41779,38981,73343,2319896,6470,4270.42,465.44,7459.53,196.85,273.7,38981.0,27953.0,4227.0,48319.0,216090.0,886139.0,4.10078670924152,0.304305942,1263.1735026041667,7311.757949,12183981,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2017,257317,67672,62282,116576,3594890,9813,7154.18,235.91,10026.78,206.04,266.28,62282.0,44911.0,7367.0,78597.0,219801.0,602000.0,2.7388410425794243,0.241841605,1061.822265625,10596.32043,18286067,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2018,264793,73488,67933,130401,3897678,10899,7915.68,175.29,12793.28,207.04,301.13,67933.0,51389.0,8723.0,87805.0,238704.0,428746.0,1.7961408271331858,0.285339556,1007.754638671875,13419.71551,17665196,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2019,284065,53652,48774,91507,1888649,3109,3880.33,123.29,7951.69,207.86,347.25,48774.0,36203.0,4531.0,56351.0,261974.0,210745.0,0.8044500599296114,0.326907077,1681.5721028645833,24823.42573,25521576,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2020,381484,43629,38951,69863,1035385,831,2381.29,101.41,3925.29,238.17,355.44,38951.0,27291.0,3060.0,41948.0,261869.95,520122.73,1.986187151293992,0.279326241,1173.980224609375,5803.995755,7570113,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2021,400442,34538,30689,53738,801031,852,1929.27,104.16,2867.57,248.25,336.77,30689.0,20805.0,3209.0,38489.0,279149.5,687554.44,2.463033034270167,0.33981904,1152.8310546875,19808.35129,16921914,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2022,414073,47181,41741,71375,1115214,854,2751.98,44.33,3533.06,256.09,290.13,41741.0,28468.0,4812.0,46851.0,273267.18,954625.64,3.493378312024152,0.307794207,1226.9285481770833,7853.395359,6972416,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2023,434292,52936,44928,74798,1693572,3401,4468.92,97.43,5649.09,272.44,312.68,44928.0,29245.0,4637.0,51722.0,273267.18,954625.64,3.493378312024152,0.325920623,1073.9112955729167,9368.972452,10575144,0.167,0.099,1479826.0,7078.33
DHULE,MAHARASHTRA,2024,454857,77801,67022,113857,3454437,9331,9020.06,137.29,10089.93,297.05,326.93,67022.0,48133.0,4937.0,83982.0,273267.18,954625.64,3.493378312024152,0.349394006,1077.8626302083333,26606.88463,26478227,0.167,0.099,1479826.0,7078.33
DINDIGUL,TAMIL NADU,2014,296264,192263,191667,216972,8279604,4646,8553.36,512.47,11296.29,121.05,147.11,191667.0,182920.0,57406.0,159227.0,3298581.0,229569.0,0.0695962900410813,0.235030951,36.754432678222656,8411.920025,30616422,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2015,309477,205318,204287,232815,12153799,23866,15159.35,1429.46,20535.85,140.76,171.33,204287.0,196182.0,60584.0,171810.0,1532177.0,70440224.0,45.97394687428411,0.25786486,74.01460266113281,7715.893415,28283987,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2016,301858,216221,215345,244987,12480802,32944,13761.84,1922.63,18493.73,151.49,173.12,215345.0,207388.0,62898.0,181672.0,2079565.0,2759885.0,1.3271453404918818,0.2677237,20.08402633666992,11237.72526,49315313,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2017,309873,219178,217692,248272,9376867,4119,14197.84,5117.6,22214.59,153.71,183.36,217692.0,208760.0,62958.0,184935.0,11860.0,189258.0,15.957672849915683,0.286282451,144.9574737548828,16489.13539,72496447,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2018,321421,221461,212528,242084,12121443,32028,20641.73,190.1,25009.78,177.06,210.56,212528.0,202628.0,59280.0,182411.0,8715970.0,246760.0,0.0283112493503304,0.352595716,77.2997817993164,15461.84558,56604660,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2019,334521,235045,227160,256870,13824586,10923,25081.5,818.72,30176.16,182.1,208.54,227160.0,215363.0,67051.0,189478.0,9107442.0,227472.0,0.0249764972425846,0.40730431,455.2039184570313,10021.4703,37058837,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2020,353649,267876,260185,294980,15648941,11357,31199.17,63.33,37878.19,202.69,232.58,260185.0,246042.0,76107.0,218500.0,11715.0,189427.0,16.16961160904823,0.313297583,148.51133728027344,6906.988613,32585096,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2021,367851,275101,265934,300328,15923429,16343,36006.95,519.11,48538.93,229.1,280.82,265934.0,249790.0,75437.0,224525.0,4149056.0,66992952.0,16.14655285443243,0.274708556,34.811161041259766,8375.302963,31044504,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2022,356821,256159,247394,273901,12489014,8626,29007.58,471.63,48272.34,238.74,298.6,247394.0,231075.0,67633.0,205992.0,15730.0,282300.0,17.946598855689764,0.272232786,54.60426712036133,7860.205392,31151390,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2023,310755,266271,260624,287239,16434131,12342,42127.42,808.23,55569.76,256.44,327.84,260624.0,243379.0,68933.0,218010.0,15730.0,282300.0,17.946598855689764,0.355719424,52.61293029785156,10193.13825,39246087,0.016,0.018,1351735.0,5473.21
DINDIGUL,TAMIL NADU,2024,315134,233179,222855,242519,9722434,3711,27679.71,17.16,43772.33,287.89,399.8,222855.0,207191.0,56420.0,185914.0,15730.0,282300.0,17.946598855689764,0.407444872,81.52259826660156,18561.78152,79691729,0.016,0.018,1351735.0,5473.21
DUMKA,JHARKHAND,2014,189607,72000,66546,96328,2773210,4871,4031.35,3.04,5300.04,157.98,203.84,66546.0,28626.0,5033.0,41239.0,65014.0,83647.0,1.2865998092718491,0.139246226,343.31865234375,7317.918324,30598684,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2015,201282,79425,70281,102071,4412213,17124,5649.97,52.61,8110.66,161.99,215.87,70281.0,33082.0,5292.0,46424.0,59868.0,29577.99,0.4940534175185408,0.180148088,268.110498046875,5162.918931,28296519,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2016,211842,109838,89117,127512,3553161,1359,4971.77,938.02,9343.88,166.99,263.5,89117.0,42776.0,6840.0,62461.0,62788.0,175791.65999999997,2.799765241765942,0.160410849,335.0421875,6649.025941,30560753,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2017,200646,99810,73179,93587,3057035,3379,4982.47,363.76,8087.65,167.99,180.13,73179.0,32673.0,5297.0,54310.0,125695.0,242833.0,1.931922510839731,0.170498131,288.709423828125,9743.742116,33378747,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2018,228903,88312,72835,89522,3332531,1949,5535.08,55.09,9268.81,167.99,247.82,72835.0,33397.0,4576.0,56662.0,112347.0,226007.0,2.011687005438508,0.209267201,365.95556640625,11756.1911,35800277,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2019,261819,98930,84860,102438,4313243,3336,7312.04,18.89,11806.31,170.98,264.05,84860.0,40844.0,4750.0,67228.0,105925.0,282130.0,2.66348831720557,0.25221992,330.1495849609375,15993.79738,47726124,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2020,335187,175793,125915,148257,6131527,6297,11828.1,42.24,14495.28,193.98,237.67,125915.0,62699.0,6539.0,99964.0,119606.0,295398.0,2.469759042188519,0.241297086,384.427978515625,12239.38383,37717687,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2021,345726,145715,125238,145685,6089953,8473,11385.46,23.77,14676.03,224.99,268.11,125238.0,64889.0,6570.0,100253.0,125139.0,236477.0,1.8897146373232965,0.258771356,386.060205078125,12703.02445,43408589,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2022,323858,142018,103387,117866,5246488,5444,12241.09,567.35,16053.43,235.8,287.98,103387.0,54411.0,5638.0,79700.0,16747.0,36032.0,2.15154953125933,0.246056791,255.7126953125,11024.10545,44459586,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2023,331163,163177,108849,121125,6044857,5517,15332.68,168.35,20615.7,254.96,328.34,108849.0,56405.0,5572.0,81677.0,16747.0,36032.0,2.15154953125933,0.205341591,229.1264892578125,6630.378271,26755629,0.256,0.178,1231264.0,3733.75
DUMKA,JHARKHAND,2024,343162,137121,98336,106810,5608572,4594,15175.74,65.68,17424.78,271.96,321.36,98336.0,50986.0,5105.0,73113.0,16747.0,36032.0,2.15154953125933,0.290745457,280.0902587890625,15484.61187,41645047,0.256,0.178,1231264.0,3733.75
DURG,CHHATTISGARH,2014,107658,61331,54554,83883,1764157,1142,2727.01,940.33,5215.57,155.53,216.25,54554.0,51089.0,9805.0,68772.0,132076.0,244250.0,1.849314031315304,0.295225833,967.7847493489584,10246.98694,83289964,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2015,107596,68577,58439,86951,1950224,2224,1447.77,18.36,2246.63,154.46,170.0,58439.0,54403.0,10093.0,71113.0,130703.0,174587.0,1.3357535787242834,0.334415595,889.6581217447916,9376.752634,60871251,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2016,103263,65824,57158,86163,1978202,2075,3052.11,1557.75,5361.84,161.58,190.4,57158.0,53728.0,10341.0,70244.0,135770.0,398736.0,2.9368490830080285,0.334742158,1406.2293294270833,12410.28825,82322532,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2017,106919,73802,65430,97550,2961279,5044,4652.27,130.83,7119.79,168.3,220.08,65430.0,61939.0,10775.0,80111.0,128670.0,173878.0,1.351348410662936,0.330858412,790.2353515625,14856.77303,88007398,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2018,109361,77945,71423,108868,3348008,5478,5501.15,323.34,7956.3,170.53,232.08,71423.0,68335.0,11323.0,90915.0,139466.0,291490.0,2.0900434514505326,0.36221522,946.4166666666666,18215.23537,106107101,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2019,112519,82722,73955,113314,3376752,5583,5621.6,205.91,7195.54,170.07,197.83,73955.0,71322.0,12253.0,94225.0,140739.0,382124.0,2.715125160758568,0.399089711,1249.699951171875,20964.44876,96619306,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2020,121457,102757,93285,152336,5881341,15828,10337.17,121.16,13665.09,184.3,219.02,93285.0,91933.0,16925.0,126576.0,148133.0,367752.0,2.4825798437890274,0.380360686,1156.2236328125,10147.1567,57043988,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2021,122720,96421,90753,140686,4548003,8292,7710.7,497.06,10425.44,187.1,205.94,90753.0,89776.0,15407.0,117063.0,145280.0,334812.0,2.3045980176211454,0.387828831,1128.88427734375,16312.84596,95706789,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2022,124855,96430,89392,134391,4546400,10061,8783.87,793.35,11737.47,198.69,227.32,89392.0,88751.0,14598.0,111849.0,143311.0,401265.0,2.7999595285777086,0.346929797,1029.533203125,22067.22496,112089160,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2023,125029,97065,90404,132141,4717201,11277,9669.92,253.44,13888.81,209.79,269.09,90404.0,89610.0,14072.0,110318.0,143311.0,401265.0,2.7999595285777086,0.355848353,1150.3335774739585,16137.68993,109193390,0.084,0.014,2059107.0,7980.14
DURG,CHHATTISGARH,2024,116872,96368,90364,127404,3965488,5548,8882.2,226.77,14683.74,226.44,339.13,90364.0,87903.0,13869.0,105926.0,143311.0,401265.0,2.7999595285777086,0.371460598,1257.335693359375,15006.11002,113159896,0.084,0.014,2059107.0,7980.14
ERNAKULAM,KERALA,2014,198850,93452,81679,88504,3265723,4234,6139.11,2466.62,9705.17,214.28,237.96,81679.0,79924.0,17326.0,69821.0,4644.2,9974.0,2.1476249946169417,0.403395428,91.04899088541669,12341.20779,100636951,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2015,206937,96064,86982,97449,4398760,10780,7826.93,858.05,9553.27,233.22,246.93,86982.0,84859.0,19094.0,76864.0,5950.31,12652.0,2.126275773867244,0.41084951,69.1069844563802,14126.24052,113712378,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2016,208764,90692,82058,90804,3621653,6277,8654.83,2431.5,13480.07,242.81,287.72,82058.0,79628.0,18455.0,70841.0,4730.0,10695.0,2.2610993657505287,0.418578208,21.959431966145832,13544.54129,113940721,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2017,216645,82729,72229,79827,3508933,7666,8943.19,135.95,11609.71,259.32,302.56,72229.0,69035.0,15891.0,62486.0,5414.16,12888.0,2.380424664213839,0.425773283,188.34611002604169,17630.16319,114431507,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2018,229840,90952,82264,93900,5905560,26454,15878.11,153.08,18041.89,272.33,293.86,82264.0,79400.0,17244.0,74795.0,5001.610000000001,11191.68,2.237615487812924,0.45831247,77.91349283854167,21357.66322,118656819,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2019,239642,88926,79802,89630,4603229,16237,12449.71,204.9,16462.53,272.25,317.11,79802.0,76244.0,15817.0,71880.0,4650.0,10864.0,2.336344086021505,0.48279041,368.44189453125,21354.76323,116671483,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2020,258184,97587,88569,98435,5570632,27899,16238.8,87.4,21901.08,292.46,339.24,88569.0,85072.0,18883.0,77647.0,4723.0,10991.0,2.327122591573153,0.391665563,306.4513346354167,16230.96383,91006452,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2021,272952,91719,86981,96541,5636402,29092,16318.68,53.04,21794.19,292.92,315.93,86981.0,82002.0,18942.0,75620.0,4727.129999999999,10482.9,2.21760349302854,0.36465779,101.2300516764323,15462.25899,75932033,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2022,272987,82954,79918,87611,5175350,27418,15982.41,191.1,22018.38,310.84,367.56,79918.0,74757.0,17679.0,67889.0,4627.08,11386.53,2.4608457169532407,0.382831719,153.3156941731771,20495.11958,123304151,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2023,268769,75523,72790,80259,5047235,28518,16748.11,104.86,20687.56,332.53,378.78,72790.0,67993.0,16225.0,62156.0,4627.08,11386.53,2.4608457169532407,0.418050865,123.5537618001302,27825.66336,147568522,0.0,0.0,1048025.0,2137.74
ERNAKULAM,KERALA,2024,269150,65866,63560,69338,4154825,24446,14190.61,35.53,19422.14,342.88,427.87,63560.0,58587.0,13629.0,54195.0,4627.08,11386.53,2.4608457169532407,0.459135333,327.87510172526044,28908.99525,112560539,0.0,0.0,1048025.0,2137.74
ERODE,TAMIL NADU,2014,197242,89403,88995,94223,4205465,6599,4796.34,66.06,7369.0,122.62,181.29,88995.0,77988.0,28094.0,65496.0,668875.0,2513731.0,3.758147635955896,0.332051186,543.025439453125,13231.68888,35049211,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2015,198592,107449,106493,114161,6006069,15097,7229.73,345.04,10137.5,138.13,180.1,106493.0,96238.0,35566.0,77461.0,418106.0,9379044.0,22.43221575389973,0.345715793,626.602294921875,9856.307216,28698223,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2016,187050,113887,112887,119658,8007588,36550,8413.67,1061.28,12172.85,144.97,177.64,112887.0,103873.0,37314.0,81185.0,234964.0,1542041.0,6.562881973408692,0.326549976,499.37470703125,9824.255294,31155408,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2017,195042,108268,107348,113445,5431485,3920,7866.65,3189.02,13483.83,146.71,190.5,107348.0,98180.0,34640.0,77670.0,205380.0,1113553.0,5.4219154737559645,0.336055688,800.124267578125,13574.90901,38785269,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2018,201494,94656,86306,91425,4049743,1441,6845.96,86.19,10355.42,175.07,259.32,86306.0,77581.0,25672.0,64320.0,239048.0,5850901.0,24.475841671965465,0.396313815,729.20546875,16687.96298,47077498,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2019,210277,101168,93124,98353,5360103,4157,9567.74,249.46,13312.58,179.46,237.92,93124.0,83892.0,29048.0,67319.0,402553.0,10389560.0,25.8091729536235,0.370274769,862.241796875,11618.78626,42635220,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2020,227675,126934,120012,127976,7152808,4703,14409.72,65.18,21237.72,204.74,269.46,120012.0,107738.0,38289.0,86393.0,242459.0,5713841.0,23.56621531887865,0.342099211,633.6994140625,3042.530789,12154252,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2021,236606,130326,121610,128896,7142485,4826,16419.5,231.74,25509.93,234.23,309.55,121610.0,108905.0,37463.0,88211.0,278113.0,6064776.0,21.80687706076307,0.323326295,599.3638671875,7841.850156,31629870,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2022,241454,123213,116376,122737,7067193,10661,17248.2,308.5,28623.33,246.48,321.42,116376.0,104772.0,34749.0,85283.0,3283296.0,8541611.0,2.601535469235792,0.328677969,649.617919921875,10800.11248,45044660,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2023,241253,124756,119271,124736,7681602,9941,20808.9,171.62,27123.92,271.08,343.52,119271.0,107997.0,34519.0,87685.0,3283296.0,8541611.0,2.601535469235792,0.353801376,318.332470703125,8809.097763,39625673,0.012,0.005,1093768.0,4991.71
ERODE,TAMIL NADU,2024,192150,114122,106514,111438,5511410,4813,15820.85,14.65,20776.83,288.85,353.26,106514.0,96443.0,30491.0,79147.0,3283296.0,8541611.0,2.601535469235792,0.395507044,371.2316650390625,16601.42312,61168746,0.012,0.005,1093768.0,4991.71
ETAH,UTTAR PRADESH,2014,130277,33509,28659,33071,1082048,1114,1399.3,64.13,2468.94,156.0,248.1,28659.0,5575.0,12518.0,20553.0,19287.0,61344.0,3.180587960802613,0.313216596,801.1585693359375,15267.48335,50117649,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2015,138131,45561,39399,47357,1604614,2419,1935.42,257.81,2746.92,160.99,188.02,39399.0,8750.0,17190.0,30167.0,31377.0,60427.0,1.9258373968193263,0.359465655,609.1187133789062,15595.57563,50866370,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2016,129754,43271,38185,45759,1523614,419,2445.41,588.35,3739.46,173.98,204.92,38185.0,9968.0,13993.0,31766.0,20505.0,56762.0,2.7682028773469884,0.355994969,1163.2412109375,13616.68616,45634599,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2017,140650,44722,38861,45661,1584792,546,2641.0,181.56,4022.73,175.0,242.42,38861.0,11700.0,13095.0,32556.0,17344.0,56674.0,3.267642988929889,0.374831184,893.466796875,16306.56299,42653390,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2018,148928,39484,34824,39651,1497403,468,2545.43,88.16,4041.94,174.99,248.06,34824.0,10144.0,10654.0,28991.0,19897.0,62545.0,3.143438709353169,0.411551008,737.9154052734375,23064.12176,40765633,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2019,158204,46347,40519,46774,1966229,828,3531.7,95.21,5172.46,181.83,246.07,40519.0,12459.0,10745.0,36023.0,22184.0,80033.6,3.607717273710783,0.456437597,842.6842651367188,27526.11265,43095748,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2020,204634,96985,73796,88011,3581440,8441,7096.39,48.86,12477.59,200.99,326.78,73796.0,23387.0,18078.0,69895.0,30397.0,679144.0,22.34246800671119,0.395219293,1433.8380126953125,19215.82663,27372793,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2021,234356,72995,63868,73628,2713606,3210,5417.16,69.0,6825.42,203.95,237.69,63868.0,20416.0,14675.0,58928.0,29585.0,739681.0,25.00189285110698,0.404291211,1038.3988037109375,21460.04845,30874533,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2022,163210,66509,59033,66798,2837149,4439,5953.89,75.31,12492.62,212.98,340.56,59033.0,20222.0,13606.0,53170.0,20735.0,50828.0,2.451314203038341,0.3926154,1100.4111328125,17412.54228,34753008,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2023,134566,66239,61343,68756,3212058,4032,7329.06,73.42,10785.0,229.86,290.44,61343.0,23072.0,13354.0,55380.0,20735.0,50828.0,2.451314203038341,0.461517879,790.9840698242188,22421.29017,51612341,0.175,0.11,1506338.0,2392.79
ETAH,UTTAR PRADESH,2024,145120,61084,54453,60057,3078783,6831,7219.06,28.61,11015.78,236.78,359.41,54453.0,20342.0,11449.0,48572.0,20735.0,50828.0,2.451314203038341,0.531301463,806.7861938476562,30379.26896,40230085,0.175,0.11,1506338.0,2392.79
ETAWAH,UTTAR PRADESH,2014,129113,33736,29393,32174,1086206,846,1362.39,159.05,2089.42,155.36,203.21,29393.0,4993.0,14581.0,17539.0,54892.0,160874.0,2.9307367193762297,0.232698806,561.3253987630209,12447.08507,49974989,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2015,133651,38203,33441,36760,1236612,1427,1378.03,294.47,2048.47,160.89,180.71,33441.0,6296.0,17056.0,19644.0,55426.0,146248.0,2.6386172554396854,0.287344386,827.2982584635416,10709.14152,57593135,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2016,132329,38448,33669,37552,1134417,116,1739.28,587.25,2792.15,173.76,198.21,33669.0,7879.0,16791.0,20698.0,53468.0,171261.0,3.2030560335153737,0.271075137,1099.5259602864585,8723.594715,47087507,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2017,137916,41186,36676,40903,1384409,391,2239.21,229.23,3066.59,174.91,206.51,36676.0,10600.0,18697.0,22116.0,54258.0,180364.0,3.324191824247116,0.262111265,798.9220377604166,12705.1064,55033079,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2018,143069,42722,37859,41856,1575292,683,2665.46,169.01,3802.05,175.0,215.31,37859.0,11281.0,17680.0,24102.0,56338.0,193878.0,3.44133622066811,0.286439435,690.9156901041666,14661.00973,56488711,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2019,150137,47550,42608,47867,1883266,1380,3404.83,95.51,4224.8,181.84,213.08,42608.0,11544.0,18617.0,29171.0,53341.0,194463.0,3.6456571867794,0.359644029,1235.0319010416667,18953.04818,66439610,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2020,200809,120995,102265,116869,4603769,9954,9052.03,19.01,13516.72,200.97,280.32,102265.0,25466.0,40825.0,75891.0,55774.0,172420.0,3.091404597124108,0.369982601,1692.2447916666667,16033.865,49022845,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2021,200734,79109,68230,78058,2713285,5222,5437.82,153.0,6774.71,203.94,236.42,68230.0,18914.0,28111.0,49832.0,53792.0,161357.0,2.999646787626413,0.377788838,1364.7024739583333,23464.32064,54630637,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2022,157690,69533,61343,69630,2707093,5299,5672.76,87.62,10324.23,212.94,333.84,61343.0,18654.0,25898.0,43667.0,52693.0,156183.0,2.9640179910044977,0.362120938,1263.23779296875,19968.51255,59762203,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2023,124994,59014,53293,60034,2490217,3837,5628.57,88.36,8344.61,229.64,300.87,53293.0,17180.0,21521.0,38430.0,52693.0,156183.0,2.9640179910044977,0.439006101,1093.7460123697915,14428.83094,53141159,0.116,0.064,1215511.0,2260.42
ETAWAH,UTTAR PRADESH,2024,136815,53669,48303,53227,2288511,4156,5361.28,83.26,8599.27,236.75,345.98,48303.0,16125.0,18819.0,34344.0,52693.0,156183.0,2.9640179910044977,0.477982334,1223.7342122395833,20302.81326,73898880,0.116,0.064,1215511.0,2260.42
FARIDABAD,HARYANA,2014,7784,1181,1146,1209,22007,5,45.72,0.0,75.77,235.86,379.64,1146.0,368.0,549.0,660.0,11100.0,30000.0,2.702702702702702,0.502869,762.4879760742188,21999.31637,84424838,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2015,4216,630,582,606,17874,9,22.4,0.85,47.77,250.84,399.79,582.0,290.0,291.0,315.0,13100.0,105100.0,8.022900763358779,0.563870379,659.4739379882812,21961.53912,82378088,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2016,3309,1298,1263,1369,53561,81,137.4,23.0,270.54,258.94,464.22,1263.0,550.0,572.0,797.0,13700.0,154500.0,11.277372262773724,0.562231136,731.7522583007812,24779.83853,82140932,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2017,3428,706,702,728,34741,36,0.0,1.21,79.65,276.86,499.65,702.0,252.0,254.0,474.0,12600.0,60610.0,4.81031746031746,0.557740661,973.4288940429688,29786.04795,99556651,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2018,3644,723,638,694,33634,142,0.0,0.25,86.2,281.0,531.71,638.0,288.0,194.0,500.0,13983.0,59300.0,4.24086390617178,0.648427464,374.3133850097656,45105.66866,130183110,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2019,3977,947,942,1017,39802,124,112.27,1.18,176.52,284.0,441.06,942.0,411.0,272.0,745.0,17800.0,58000.0,3.258426966292135,0.709002614,725.373291015625,51168.00719,140580803,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2020,5958,2238,2158,2340,81132,158,250.17,1.81,440.46,309.0,510.95,2158.0,940.0,736.0,1604.0,81522.0,56019.41,0.6871692303917961,0.652675396,1299.227783203125,28732.48145,98488534,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2021,7010,1906,1862,2155,96869,225,304.29,0.56,446.75,315.0,461.18,1862.0,971.0,500.0,1655.0,16051.0,62224.6,3.8766805806491806,0.656665806,884.5905151367188,24788.56854,93489265,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2022,6684,1061,1016,1217,34045,25,110.58,0.81,156.3,330.84,396.14,1016.0,595.0,396.0,821.0,16640.0,43990.0,2.6436298076923075,0.655824696,881.8773803710938,35321.18967,133539614,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2023,6834,1399,1278,1454,50279,67,174.55,1.98,218.01,356.57,411.96,1278.0,688.0,368.0,1086.0,16640.0,43990.0,2.6436298076923075,0.596875395,544.1614379882812,27104.54831,103276191,0.047,0.032,370878.0,522.58
FARIDABAD,HARYANA,2024,7266,789,663,801,25065,2,91.45,0.92,155.7,372.72,635.2,663.0,341.0,162.0,639.0,16640.0,43990.0,2.6436298076923075,0.723333058,966.2444458007812,47283.69514,163624518,0.047,0.032,370878.0,522.58
FARRUKHABAD,UTTAR PRADESH,2014,130460,31556,24106,26836,655053,261,822.28,142.33,1659.59,155.73,245.99,24106.0,2644.0,4754.0,22067.0,20274.0,470656.0,23.21475781789484,0.344961801,603.3693237304688,14676.585,42808812,0.188,0.112,1469019.0,2132.64
