District,Year,Total Income
FATEHPUR,2023,15613.9646
FATEHPUR,2024,19189.80856
FATEHPUR,2025,25741.99735
FIROZABAD,2014,8089.024449
FIROZABAD,2015,7976.071581
FIROZABAD,2016,10505.71859
FIROZABAD,2017,13418.50509
FIROZABAD,2018,16525.05562
FIROZABAD,2019,24155.97251
FIROZABAD,2020,16753.33365
FIROZABAD,2021,14845.25661
FIROZABAD,2022,11400.77236
FIROZABAD,2023,17322.75323
FIROZABAD,2024,23228.57998
FIROZABAD,2025,34884.36834
FIROZPUR,2014,22506.98266
FIROZPUR,2015,17484.57979
FIROZPUR,2016,16796.46731
FIROZPUR,2017,17292.0558
FIROZPUR,2018,32336.09979
FIROZPUR,2019,29895.25187
FIROZPUR,2020,21275.42235
FIROZPUR,2021,15163.87341
FIROZPUR,2022,29046.27319
FIROZPUR,2023,21557.82442
FIROZPUR,2024,34658.26453
FIROZPUR,2025,35196.12044
GADAG,2014,7854.52178
GADAG,2015,8331.574675
GADAG,2016,9857.12635
GADAG,2017,16694.83613
GADAG,2018,20864.71135
GADAG,2019,14113.50628
GADAG,2020,12332.38852
GADAG,2021,13257.15757
GADAG,2022,16750.61468
GADAG,2023,13617.74297
GADAG,2024,8664.625012
GADAG,2025,13050.78369
GAJAPATI,2017,3683.495204
GAJAPATI,2018,8816.122756
GAJAPATI,2019,12443.42112
GAJAPATI,2020,5044.900285
GAJAPATI,2021,7605.402521
GAJAPATI,2022,13381.27391
GAJAPATI,2023,15640.68579
GAJAPATI,2024,19417.53611
GAJAPATI,2025,4164.289419
GANDERBAL,2014,18676.26504
GANDERBAL,2015,18153.09001
GANDERBAL,2016,14144.25603
GANDERBAL,2017,18989.82265
GANDERBAL,2018,27017.4796
GANDERBAL,2019,15114.98498
GANDERBAL,2020,9771.658735
GANDERBAL,2021,18208.32905
GANDERBAL,2022,27962.92012
GANDERBAL,2023,27848.00997
GANDERBAL,2024,29568.39095
GANDERBAL,2025,29151.88581
GANDHINAGAR,2014,8619.738683
GANDHINAGAR,2015,7862.911611
GANDHINAGAR,2016,9677.513272
GANDHINAGAR,2017,13850.71337
GANDHINAGAR,2018,16302.1733
GANDHINAGAR,2019,11712.17233
GANDHINAGAR,2020,9276.108269
GANDHINAGAR,2021,18509.30416
GANDHINAGAR,2022,11371.00826
GANDHINAGAR,2023,8196.202829
GANDHINAGAR,2024,10767.28641
GANDHINAGAR,2025,16847.97834
GANGANAGAR,2014,13166.15909
GANGANAGAR,2015,10301.88897
GANGANAGAR,2016,9921.420496
GANGANAGAR,2017,15827.288
GANGANAGAR,2018,22948.14476
GANGANAGAR,2019,24388.44115
GANGANAGAR,2020,6870.586584
GANGANAGAR,2021,10707.79311
GANGANAGAR,2022,11400.5689
GANGANAGAR,2023,17514.56006
GANGANAGAR,2024,8809.398631
GANGANAGAR,2025,5282.082898
GANJAM,2014,7914.144555
GANJAM,2015,8331.820794
GANJAM,2016,8067.148513
GANJAM,2017,6192.611499
GANJAM,2018,10858.28397
GANJAM,2019,11458.53399
GANJAM,2020,2387.339507
GANJAM,2021,2407.532618
GANJAM,2022,8197.277554
GANJAM,2023,14107.10152
GANJAM,2024,11006.09776
GANJAM,2025,1756.354959
GARHWA,2014,5662.217949
GARHWA,2017,2648.698136
GARHWA,2018,4964.416438
GARHWA,2019,8082.438275
GARHWA,2020,6315.108975
GARHWA,2021,8987.62192
GARHWA,2022,7098.226169
GARHWA,2023,1398.110699
GARHWA,2024,8625.489574
GARHWA,2025,-99.0
GAUTAM BUDDHA NAGAR,2014,19894.12948
GAUTAM BUDDHA NAGAR,2015,19851.2029
GAUTAM BUDDHA NAGAR,2016,20505.9471
GAUTAM BUDDHA NAGAR,2017,32951.94964
GAUTAM BUDDHA NAGAR,2018,51801.29653
GAUTAM BUDDHA NAGAR,2019,51459.29452
GAUTAM BUDDHA NAGAR,2020,20651.4811
GAUTAM BUDDHA NAGAR,2021,28493.394
GAUTAM BUDDHA NAGAR,2022,30487.54271
GAUTAM BUDDHA NAGAR,2023,16131.78039
GAUTAM BUDDHA NAGAR,2024,22081.37718
GAUTAM BUDDHA NAGAR,2025,50290.36127
GAYA,2014,7897.675153
GAYA,2015,7735.674936
GAYA,2016,7939.639665
GAYA,2017,9622.857995
GAYA,2018,10127.75454
GAYA,2019,10913.16009
GAYA,2020,10373.67989
GAYA,2021,11214.07642
GAYA,2022,12417.16844
GAYA,2023,9585.301668
GAYA,2024,10115.033
GAYA,2025,13817.32756
GHAZIABAD,2014,16508.88927
GHAZIABAD,2015,15840.17054
GHAZIABAD,2016,16569.16782
GHAZIABAD,2017,21932.4845
GHAZIABAD,2018,29634.43934
GHAZIABAD,2019,32562.45466
GHAZIABAD,2020,21826.67382
GHAZIABAD,2021,25116.97882
GHAZIABAD,2022,25167.87998
GHAZIABAD,2023,19379.75025
GHAZIABAD,2024,25630.75967
GHAZIABAD,2025,55513.24556
GHAZIPUR,2014,14100.85176
GHAZIPUR,2015,11777.87533
GHAZIPUR,2016,11582.65273
GHAZIPUR,2017,13338.25326
GHAZIPUR,2018,17927.50427
GHAZIPUR,2019,13053.5344
GHAZIPUR,2020,10107.1007
GHAZIPUR,2021,12617.4426
GHAZIPUR,2022,11918.12077
GHAZIPUR,2023,14003.60124
GHAZIPUR,2024,18825.27484
GHAZIPUR,2025,25661.84654
GIRIDIH,2014,8280.94532
GIRIDIH,2015,5336.881599
GIRIDIH,2016,5441.167308
GIRIDIH,2017,8176.366925
GIRIDIH,2018,9958.591488
GIRIDIH,2019,11640.4156
GIRIDIH,2020,7167.083919
GIRIDIH,2021,3393.068716
GIRIDIH,2022,3781.655482
GIRIDIH,2023,3339.657974
GIRIDIH,2024,10465.00446
GIRIDIH,2025,-99.0
GOALPARA,2014,2324.472599
GOALPARA,2015,2122.309596
GOALPARA,2016,2269.864555
GOALPARA,2017,2616.395579
GOALPARA,2018,3667.365767
GOALPARA,2019,2309.585667
GOALPARA,2020,1233.359923
GOALPARA,2021,200.599021
GOALPARA,2022,1511.243177
GOALPARA,2023,-99.0
GOALPARA,2024,-99.0
GOALPARA,2025,-99.0
GODDA,2014,-99.0
GODDA,2017,12373.47768
GODDA,2018,8929.449933
GODDA,2019,3739.979933
GODDA,2020,5220.06514
GODDA,2021,1397.214794
GODDA,2022,1429.181779
GODDA,2023,223.4010272
GODDA,2024,-99.0
GODDA,2025,
GOLAGHAT,2017,3702.175499
GOLAGHAT,2018,7054.043339
GOLAGHAT,2019,14282.4545
GOLAGHAT,2020,11306.18333
GOLAGHAT,2021,12513.52895
GOLAGHAT,2022,13245.30541
GOLAGHAT,2023,4661.967676
GOLAGHAT,2024,9074.00684
GOLAGHAT,2025,6920.104582
GONDA,2014,13636.17209
GONDA,2015,10977.59959
GONDA,2016,15404.34764
GONDA,2017,17834.19442
GONDA,2018,13249.46172
GONDA,2019,11580.80604
GONDA,2020,11336.4786
GONDA,2021,17148.24559
GONDA,2022,18648.18721
GONDA,2023,21428.52543
GONDA,2024,25096.16431
GONDA,2025,40007.83682
GONDIYA,2014,25821.54342
GONDIYA,2015,24304.91225
GONDIYA,2016,15255.95074
GONDIYA,2017,16836.44946
GONDIYA,2018,15832.47599
GONDIYA,2019,16386.31486
GONDIYA,2020,12815.63215
GONDIYA,2021,19266.05544
GONDIYA,2022,20247.0345
GONDIYA,2023,23481.4062
GONDIYA,2024,31444.70167
GONDIYA,2025,42398.98868
GOPALGANJ,2014,8212.842821
GOPALGANJ,2015,7928.461829
GOPALGANJ,2016,10083.08297
GOPALGANJ,2017,11822.98703
GOPALGANJ,2018,13713.4205
GOPALGANJ,2019,14848.0357
GOPALGANJ,2020,12042.46694
GOPALGANJ,2021,15190.00498
GOPALGANJ,2022,15670.63564
GOPALGANJ,2023,2761.993807
GOPALGANJ,2024,8012.634713
GOPALGANJ,2025,4643.935608
GORAKHPUR,2014,11103.84155
GORAKHPUR,2015,10239.67657
GORAKHPUR,2016,8539.243229
GORAKHPUR,2017,9757.063768
GORAKHPUR,2018,15119.68454
GORAKHPUR,2019,12837.87896
GORAKHPUR,2020,7581.396098
GORAKHPUR,2021,12273.24009
GORAKHPUR,2022,13055.81122
GORAKHPUR,2023,12252.5169
GORAKHPUR,2024,21358.4974
GORAKHPUR,2025,31817.93138
GULBARGA,2014,10711.4337
GULBARGA,2015,8864.240351
GULBARGA,2016,13468.9
GULBARGA,2017,12824.62967
GULBARGA,2018,19422.97217
GULBARGA,2019,15612.15544
GULBARGA,2020,9330.673354
GULBARGA,2021,9416.81197
GULBARGA,2022,15214.21293
GULBARGA,2023,15088.243
GULBARGA,2024,13039.2017
GULBARGA,2025,24531.9988
GUMLA,2014,8344.384948
GUMLA,2015,5181.526105
GUMLA,2016,4117.442637
GUMLA,2017,4566.510617
GUMLA,2018,6083.568643
GUMLA,2019,4989.959435
GUMLA,2020,176.7751435
GUMLA,2021,3016.646081
GUMLA,2022,4714.659559
GUMLA,2023,1008.552525
GUMLA,2024,5078.267737
GUMLA,2025,-99.0
GUNA,2014,6635.96805
GUNA,2015,7773.956522
GUNA,2017,5920.527189
GUNA,2018,12918.06096
GUNA,2019,15845.45215
GUNA,2020,7651.156101
GUNA,2021,9031.01581
GUNA,2022,11772.83473
GUNA,2023,12052.98646
GUNA,2024,11716.2391
GUNA,2025,2679.822644
GUNTUR,2014,10516.57715
GUNTUR,2015,8232.751349
GUNTUR,2016,8495.768095
GUNTUR,2017,10103.19025
GUNTUR,2018,10073.04134
GUNTUR,2019,8846.066679
GUNTUR,2020,8396.525878
GUNTUR,2021,11933.60517
GUNTUR,2022,10293.57143
GUNTUR,2023,11559.84716
GUNTUR,2024,21475.49084
GUNTUR,2025,25135.33364
GURDASPUR,2014,31012.55058
GURDASPUR,2015,18847.38251
GURDASPUR,2016,17298.5797
GURDASPUR,2017,19664.99092
GURDASPUR,2018,25527.77
GURDASPUR,2019,26553.23047
GURDASPUR,2020,19583.66861
GURDASPUR,2021,18484.43665
GURDASPUR,2022,21908.04362
GURDASPUR,2023,12686.23665
GURDASPUR,2024,14645.47403
GURDASPUR,2025,20973.38206
GURGAON,2014,18232.73225
GURGAON,2015,20175.35238
GURGAON,2016,21570.1276
GURGAON,2017,30583.66846
GURGAON,2018,52656.2724
GURGAON,2019,56840.58208
GURGAON,2020,28067.18732
GURGAON,2021,23047.83191
GURGAON,2022,33188.71953
GURGAON,2023,19831.16517
GURGAON,2024,45710.63544
GURGAON,2025,73588.24196
GWALIOR,2014,10638.14772
GWALIOR,2015,12861.95894
GWALIOR,2016,11584.0603
GWALIOR,2017,5952.624785
GWALIOR,2018,11244.43618
GWALIOR,2019,20794.95889
GWALIOR,2020,15028.00712
GWALIOR,2021,20946.5578
GWALIOR,2022,19721.89439
GWALIOR,2023,18515.19224
GWALIOR,2024,21689.60014
GWALIOR,2025,23399.30904
HAILAKANDI,2014,3556.148754
HAILAKANDI,2015,3951.349323
HAILAKANDI,2016,5113.18534
HAILAKANDI,2017,5025.397049
HAILAKANDI,2018,8045.998495
HAILAKANDI,2019,2889.932327
HAILAKANDI,2020,-99.0
HAILAKANDI,2021,-99.0
HAILAKANDI,2022,2174.242695
HAILAKANDI,2023,3947.646996
HAILAKANDI,2024,9489.352305
HAILAKANDI,2025,11312.27391
HAMIRPUR,2014,8681.921935
HAMIRPUR,2015,10650.97416
HAMIRPUR,2016,12817.63923
HAMIRPUR,2017,12966.56971
HAMIRPUR,2018,12727.32732
HAMIRPUR,2019,12956.94022
HAMIRPUR,2020,8913.380042
HAMIRPUR,2021,11856.33187
HAMIRPUR,2022,11951.51027
HAMIRPUR,2023,11269.57713
HAMIRPUR,2024,24431.06136
HAMIRPUR,2025,33220.90575
HANUMANGARH,2014,8238.985404
HANUMANGARH,2015,7025.130536
HANUMANGARH,2016,7823.593984
HANUMANGARH,2017,4521.392366
HANUMANGARH,2018,19005.51077
HANUMANGARH,2019,9885.463666
HANUMANGARH,2020,9210.703629
HANUMANGARH,2021,2879.464412
HANUMANGARH,2022,4890.364647
HANUMANGARH,2023,2044.734704
HANUMANGARH,2024,3005.31638
HANUMANGARH,2025,622.5518805
HAORA,2014,9979.163173
HAORA,2015,10805.42064
HAORA,2016,10077.20729
HAORA,2017,12798.09908
HAORA,2018,14463.57197
HAORA,2019,14480.69485
HAORA,2020,4646.290678
HAORA,2021,9290.866799
HAORA,2022,14287.60442
HAORA,2023,6260.768481
HAORA,2024,11303.05876
HAORA,2025,20576.94108
HARDA,2014,14367.16286
HARDA,2015,15924.13346
HARDA,2016,14152.27504
HARDA,2017,16843.27993
HARDA,2018,16634.00475
HARDA,2019,17647.57718
HARDA,2020,14776.99794
HARDA,2021,18544.51337
HARDA,2022,18362.84568
HARDA,2023,9450.390395
HARDA,2024,17874.31009
HARDA,2025,4199.23063
HARDOI,2014,6088.220982
HARDOI,2015,7603.277646
HARDOI,2016,5602.025757
HARDOI,2017,8506.688628
HARDOI,2018,9617.367019
HARDOI,2019,10245.31638
HARDOI,2020,7668.376277
HARDOI,2021,7992.334385
HARDOI,2022,6489.90145
HARDOI,2023,8637.602234
HARDOI,2024,14130.28737
HARDOI,2025,24928.91712
HARDWAR,2014,17946.0531
HARDWAR,2015,20254.60614
HARDWAR,2016,20407.21189
HARDWAR,2017,25907.4216
HARDWAR,2018,33452.087
HARDWAR,2019,34842.08348
HARDWAR,2020,25001.17271
HARDWAR,2021,32171.93715
HARDWAR,2022,26273.01212
HARDWAR,2023,23133.74171
HARDWAR,2024,37476.0404
HARDWAR,2025,41673.78015
HASSAN,2014,11835.49737
HASSAN,2015,10537.04364
HASSAN,2016,8846.016663
HASSAN,2017,10877.4985
HASSAN,2018,12304.017
HASSAN,2019,15821.98703
HASSAN,2020,10248.13838
HASSAN,2021,11050.81234
HASSAN,2022,16751.16752
HASSAN,2023,18880.223
HASSAN,2024,19150.98402
HASSAN,2025,2885.856356
HATHRAS,2014,8300.438304
HATHRAS,2015,8229.221872
HATHRAS,2016,10203.25864
HATHRAS,2017,14316.7105
HATHRAS,2018,15605.17363
HATHRAS,2019,21510.90814
HATHRAS,2020,15290.06102
HATHRAS,2021,10047.46605
HATHRAS,2022,14328.89136
HATHRAS,2023,21251.11384
HATHRAS,2024,22833.58206
HATHRAS,2025,27234.08379
HAVERI,2017,7728.202282
HAVERI,2018,13582.618
HAVERI,2019,11923.72871
HAVERI,2020,14215.85839
HAVERI,2021,28215.27956
HAVERI,2022,13325.01212
HAVERI,2023,20309.5183
HAVERI,2024,17449.91795
HAVERI,2025,16583.99322
HAZARIBAGH,2014,13371.64469
HAZARIBAGH,2015,11587.64674
HAZARIBAGH,2016,8579.177766
HAZARIBAGH,2017,9362.130909
HAZARIBAGH,2018,9921.679489
HAZARIBAGH,2019,11455.00932
HAZARIBAGH,2020,9566.528998
HAZARIBAGH,2021,12082.40511
HAZARIBAGH,2022,13809.15486
HAZARIBAGH,2023,8468.485847
HAZARIBAGH,2024,15234.02935
HAZARIBAGH,2025,9717.796225
HINGOLI,2016,6613.829343
HINGOLI,2017,8518.460324
HINGOLI,2018,7171.444247
HINGOLI,2019,10589.58443
HINGOLI,2020,7291.724124
HINGOLI,2021,12547.31755
HINGOLI,2022,11365.33511
HINGOLI,2023,14076.33604
HINGOLI,2024,23350.35122
HINGOLI,2025,43078.07145
HISAR,2014,16035.81299
HISAR,2015,17946.52284
HISAR,2016,21017.31296
HISAR,2017,26040.22705
HISAR,2018,34714.97312
HISAR,2019,64347.79514
HISAR,2020,29392.95832
HISAR,2021,31723.16664
HISAR,2022,34604.52643
HISAR,2023,51018.56968
HISAR,2024,55774.24974
HISAR,2025,66683.82335
HOSHANGABAD,2014,8383.292378
HOSHANGABAD,2015,10038.13221
HOSHANGABAD,2016,10533.31886
HOSHANGABAD,2017,9989.480475
HOSHANGABAD,2018,13598.29815
HOSHANGABAD,2019,11623.10636
HOSHANGABAD,2020,8503.68274
HOSHANGABAD,2021,8764.049357
HOSHANGABAD,2022,10992.28451
HOSHANGABAD,2023,6742.011271
HOSHANGABAD,2024,7950.281166
HOSHANGABAD,2025,1257.355403
HOSHIARPUR,2014,28205.68898
HOSHIARPUR,2015,20145.54323
HOSHIARPUR,2016,19620.12596
HOSHIARPUR,2017,19209.93498
HOSHIARPUR,2018,25056.68419
HOSHIARPUR,2019,25162.39362
HOSHIARPUR,2020,18719.12003
HOSHIARPUR,2021,18104.83764
HOSHIARPUR,2022,21908.76145
HOSHIARPUR,2023,11833.72826
HOSHIARPUR,2024,23370.33455
HOSHIARPUR,2025,31152.20419
HUGLI,2014,9677.283432
HUGLI,2015,10804.44638
HUGLI,2016,10703.80986
HUGLI,2017,10262.67732
HUGLI,2018,12830.07797
HUGLI,2019,11484.766
HUGLI,2020,2734.360188
HUGLI,2021,8805.839011
HUGLI,2022,13822.67335
HUGLI,2023,6957.596639
HUGLI,2024,7748.564
HUGLI,2025,15638.32092
HYDERABAD,2014,14571.43411
HYDERABAD,2015,13750.82197
HYDERABAD,2016,11628.24835
HYDERABAD,2017,17097.70813
HYDERABAD,2018,18548.91064
HYDERABAD,2019,20455.71453
HYDERABAD,2020,10673.282
HYDERABAD,2021,18195.01623
HYDERABAD,2022,23590.9436
HYDERABAD,2023,48155.11096
HYDERABAD,2024,88180.07881
HYDERABAD,2025,80216.974
IDUKKI,2014,21667.37355
IDUKKI,2015,15884.17533
IDUKKI,2016,10144.90726
IDUKKI,2017,11688.70184
IDUKKI,2018,12769.22632
IDUKKI,2019,10171.1954
IDUKKI,2020,4644.85068
IDUKKI,2021,6599.712059
IDUKKI,2022,10827.21745
IDUKKI,2023,18460.46466
IDUKKI,2024,4589.667017
IDUKKI,2025,2036.141781
INDORE,2014,14381.2388
INDORE,2015,10717.7827
INDORE,2016,10977.3942
INDORE,2017,14617.45352
INDORE,2018,23781.72845
INDORE,2019,22613.21822
INDORE,2020,18730.53531
INDORE,2021,18592.49438
INDORE,2022,14638.80013
INDORE,2023,12260.10514
INDORE,2024,22087.19691
INDORE,2025,22744.97426
JABALPUR,2014,13293.86573
JABALPUR,2015,12153.27275
JABALPUR,2016,11342.82358
JABALPUR,2017,14430.54399
JABALPUR,2018,10781.37836
JABALPUR,2019,14646.69952
JABALPUR,2020,9918.193497
JABALPUR,2021,13077.89035
JABALPUR,2022,13310.91326
JABALPUR,2023,13685.91833
JABALPUR,2024,14345.59843
JABALPUR,2025,16629.85355
JAGATSINGHAPUR,2014,7600.265871
JAGATSINGHAPUR,2015,8031.989532
JAGATSINGHAPUR,2016,7186.867446
JAGATSINGHAPUR,2017,7786.822904
JAGATSINGHAPUR,2018,12903.64364
JAGATSINGHAPUR,2019,12752.83004
JAGATSINGHAPUR,2020,6097.641573
JAGATSINGHAPUR,2021,10398.95561
JAGATSINGHAPUR,2022,11485.64429
JAGATSINGHAPUR,2023,15617.78839
JAGATSINGHAPUR,2024,15045.41712
JAGATSINGHAPUR,2025,17493.01232
JAINTIA HILLS,2017,3568.96486
JAINTIA HILLS,2018,13214.26573
JAINTIA HILLS,2019,34365.60139
JAINTIA HILLS,2020,21894.48768
JAINTIA HILLS,2021,37386.82848
JAINTIA HILLS,2022,52950.81641
JAINTIA HILLS,2023,49726.35992
JAINTIA HILLS,2024,52161.30659
JAINTIA HILLS,2025,50995.87008
JAIPUR,2014,18311.71478
JAIPUR,2015,13886.13422
JAIPUR,2016,14129.00864
JAIPUR,2017,16155.4281
JAIPUR,2018,24304.69526
JAIPUR,2019,24226.98007
JAIPUR,2020,19001.00135
JAIPUR,2021,17713.75545
JAIPUR,2022,20205.13648
JAIPUR,2023,24303.97934
JAIPUR,2024,34574.67621
JAIPUR,2025,41686.96137
JAISALMER,2014,4513.194139
JAISALMER,2015,4459.865322
JAISALMER,2016,9473.470051
JAISALMER,2017,10082.37896
JAISALMER,2018,14767.62573
JAISALMER,2019,16502.25325
JAISALMER,2020,16807.12721
JAISALMER,2021,17396.49429
JAISALMER,2022,20026.7852
JAISALMER,2023,21683.78443
JAISALMER,2024,25248.58034
JAISALMER,2025,16552.10088
JAJAPUR,2017,6630.281063
JAJAPUR,2018,8984.764645
JAJAPUR,2019,8679.43092
JAJAPUR,2020,4116.209704
JAJAPUR,2021,3050.622552
JAJAPUR,2022,8881.667694
JAJAPUR,2023,6787.712561
JAJAPUR,2024,10774.0168
JAJAPUR,2025,10002.63948
JALANDHAR,2014,17519.24075
JALANDHAR,2015,16083.82457
JALANDHAR,2016,15576.29812
JALANDHAR,2017,26186.91086
JALANDHAR,2018,36235.80644
JALANDHAR,2019,31600.9059
JALANDHAR,2020,15366.58877
JALANDHAR,2021,32556.09047
JALANDHAR,2022,35708.13469
JALANDHAR,2023,21230.25401
JALANDHAR,2024,26341.53828
JALANDHAR,2025,25728.95238
JALAUN,2014,18360.46387
JALAUN,2015,19326.22477
JALAUN,2016,17718.32707
JALAUN,2017,13362.53533
JALAUN,2018,11658.84076
JALAUN,2019,13383.36492
JALAUN,2020,12786.32742
JALAUN,2021,14267.21563
JALAUN,2022,19412.15506
JALAUN,2023,19874.42637
JALAUN,2024,28138.78597
JALAUN,2025,35944.23192
JALGAON,2014,13518.53964
JALGAON,2015,12413.47169
JALGAON,2016,12697.57985
JALGAON,2017,13628.25629
JALGAON,2018,21262.29287
JALGAON,2019,24807.54912
JALGAON,2020,12075.72881
JALGAON,2021,29846.00629
JALGAON,2022,21768.67368
JALGAON,2023,10221.80627
JALGAON,2024,29269.48744
JALGAON,2025,35037.8838
JALNA,2014,5377.771697
JALNA,2015,-99.0
JALNA,2016,9710.802432
JALNA,2017,10889.77517
JALNA,2018,12944.60135
JALNA,2019,14203.16476
JALNA,2020,8915.523598
JALNA,2021,10181.00952
JALNA,2022,19968.0829
JALNA,2023,23137.95182
JALNA,2024,19954.51702
JALNA,2025,29903.59412
JALOR,2014,8690.838224
JALOR,2015,6048.045499
JALOR,2017,1606.84947
JALOR,2018,9732.324763
JALOR,2019,6545.333143
JALOR,2020,5081.585911
JALOR,2021,6354.580944
JALOR,2022,378.9019168
JALOR,2023,63.3340814
JALOR,2024,8385.632643
JALOR,2025,-99.0
JALPAIGURI,2014,7808.043051
JALPAIGURI,2015,8156.31889
JALPAIGURI,2016,9042.754722
JALPAIGURI,2017,10779.42338
JALPAIGURI,2018,12191.28796
JALPAIGURI,2019,12009.64323
JALPAIGURI,2020,5552.216612
JALPAIGURI,2021,11842.50726
JALPAIGURI,2022,14614.70415
JALPAIGURI,2023,13778.49339
JALPAIGURI,2024,8656.74602
JALPAIGURI,2025,13683.35564
JAMMU,2014,19454.76825
JAMMU,2015,18778.53873
JAMMU,2016,17205.96938
JAMMU,2017,27772.27936
JAMMU,2018,43313.19892
JAMMU,2019,28648.62814
JAMMU,2020,5432.895153
JAMMU,2021,11885.47652
JAMMU,2022,11547.0796
JAMMU,2023,15548.33443
JAMMU,2024,16045.28213
JAMMU,2025,14298.32355
JAMNAGAR,2014,8925.877621
JAMNAGAR,2015,8250.186856
JAMNAGAR,2016,7923.34931
JAMNAGAR,2017,9386.090904
JAMNAGAR,2018,17734.29648
JAMNAGAR,2019,23225.72624
JAMNAGAR,2020,8686.342153
JAMNAGAR,2021,7730.170673
JAMNAGAR,2022,17222.71763
JAMNAGAR,2023,5910.896375
JAMNAGAR,2024,161.3235471
JAMNAGAR,2025,12832.92392
JAMTARA,2014,5709.979057
JAMTARA,2015,5660.624335
JAMTARA,2016,4979.317104
JAMTARA,2017,7969.28478
JAMTARA,2018,10804.79352
JAMTARA,2019,10676.00455
JAMTARA,2020,3910.534984
JAMTARA,2021,6527.249169
JAMTARA,2022,9030.07648
JAMTARA,2023,6610.424062
JAMTARA,2024,-99.0
JAMUI,2014,2179.668679
JAMUI,2015,2650.5
JANJGIR-CHAMPA,2014,6316.877875
JANJGIR-CHAMPA,2015,7467.173472
JANJGIR-CHAMPA,2016,8039.478585
JANJGIR-CHAMPA,2017,8503.423553
JANJGIR-CHAMPA,2018,10581.51421
JANJGIR-CHAMPA,2019,14175.9067
JANJGIR-CHAMPA,2020,7783.053362
JANJGIR-CHAMPA,2021,13666.67373
JANJGIR-CHAMPA,2022,15536.19454
JANJGIR-CHAMPA,2023,14729.05008
JANJGIR-CHAMPA,2024,19845.09144
JANJGIR-CHAMPA,2025,15976.25298
JASHPUR,2017,3419.982512
JASHPUR,2018,11409.17627
JASHPUR,2019,10245.24377
JASHPUR,2020,1029.70739
JASHPUR,2021,441.1048075
JASHPUR,2022,4093.089393
JASHPUR,2023,9424.840898
JASHPUR,2024,15084.43214
JASHPUR,2025,7706.323995
JAUNPUR,2014,11750.06483
JAUNPUR,2015,9053.734606
JAUNPUR,2016,8844.232063
JAUNPUR,2017,14153.22634
JAUNPUR,2018,12930.93926
JAUNPUR,2019,10904.49666
JAUNPUR,2020,10777.64312
JAUNPUR,2021,13100.67198
JAUNPUR,2022,12017.72244
JAUNPUR,2023,14785.61087
JAUNPUR,2024,19137.72941
JAUNPUR,2025,28861.98289
JEHANABAD,2017,6152.705166
JEHANABAD,2018,9030.664315
JEHANABAD,2019,10438.18932
JEHANABAD,2020,7200.791854
JEHANABAD,2021,11050.69565
JEHANABAD,2022,12320.523
JEHANABAD,2023,11788.54494
JEHANABAD,2024,12971.88763
JEHANABAD,2025,16139.16836
JHABUA,2014,11053.34399
JHABUA,2015,11101.47128
JHABUA,2016,13577.32754
JHABUA,2017,11875.60891
JHABUA,2018,14913.19223
JHABUA,2019,15456.01753
JHABUA,2020,13083.53831
JHABUA,2021,16135.3502
JHABUA,2022,21176.79236
JHABUA,2023,10446.45214
JHABUA,2024,17128.65907
JHABUA,2025,15514.29755
JHAJJAR,2017,11848.30798
JHAJJAR,2018,18276.81344
JHAJJAR,2019,26595.80946
JHAJJAR,2020,18192.3499
JHAJJAR,2021,13221.01266
JHAJJAR,2022,23050.44501
JHAJJAR,2023,24311.9561
JHAJJAR,2024,35942.45755
JHAJJAR,2025,54377.94803
JHALAWAR,2014,8177.50036
JHALAWAR,2015,8399.306256
JHALAWAR,2016,9247.006089
JHALAWAR,2017,12596.22843
JHALAWAR,2018,23234.28046
JHALAWAR,2019,21084.52712
JHALAWAR,2020,16090.00717
JHALAWAR,2021,19240.12055
JHALAWAR,2022,18435.53857
JHALAWAR,2023,18409.98898
JHALAWAR,2024,24302.19875
JHALAWAR,2025,13951.29249
JHANSI,2014,9740.131225
JHANSI,2015,12434.55224
JHANSI,2016,14186.80529
JHANSI,2017,10846.20329
JHANSI,2018,12471.25784
JHANSI,2019,15374.40974
JHANSI,2020,11238.10499
JHANSI,2021,14083.5871
JHANSI,2022,18258.02932
JHANSI,2023,18990.27249
JHANSI,2024,26096.74818
JHANSI,2025,36089.70725
JHARSUGUDA,2014,3086.460242
JHARSUGUDA,2015,4265.287621
JHARSUGUDA,2016,3731.863515
JHARSUGUDA,2017,2291.929588
JHARSUGUDA,2018,8141.149214
JHARSUGUDA,2019,7107.632917
JHARSUGUDA,2020,-99.0
JHARSUGUDA,2021,-99.0
JHARSUGUDA,2022,-99.0
JHARSUGUDA,2023,-99.0
JHARSUGUDA,2024,-99.0
JHARSUGUDA,2025,-99.0
JHUNJHUNUN,2014,14744.74394
JHUNJHUNUN,2015,12120.07974
JHUNJHUNUN,2016,12367.82568
JHUNJHUNUN,2017,19190.6469
JHUNJHUNUN,2018,27212.0025
JHUNJHUNUN,2019,25742.57402
JHUNJHUNUN,2020,21766.80706
JHUNJHUNUN,2021,17948.07511
JHUNJHUNUN,2022,20910.84048
JHUNJHUNUN,2023,24103.81442
JHUNJHUNUN,2024,22238.66022
JHUNJHUNUN,2025,17128.422
JIND,2014,25689.39167
JIND,2015,21326.13187
JIND,2016,20160.19685
JIND,2017,26052.89708
JIND,2018,36279.08753
JIND,2019,49576.79217
JIND,2020,30880.26373
JIND,2021,33390.95264
