District,Year,Total Income
PRAKASAM,2018,11814.39025
PRAKASAM,2019,9316.44364
PRAKASAM,2020,6339.521902
PRAKASAM,2021,10669.94198
PRAKASAM,2022,9475.762306
PRAKASAM,2023,12998.52742
PRAKASAM,2024,25911.77387
PRAKASAM,2025,26748.31142
PRATAPGARH,2014,11243.2813
PRATAPGARH,2015,11729.71154
PRATAPGARH,2016,11026.24843
PRATAPGARH,2017,10154.48816
PRATAPGARH,2018,12302.76049
PRATAPGARH,2019,11330.32094
PRATAPGARH,2020,10753.75882
PRATAPGARH,2021,13921.92979
PRATAPGARH,2022,12194.07311
PRATAPGARH,2023,7654.377165
PRATAPGARH,2024,14244.64337
PRATAPGARH,2025,26723.11833
PUDUCHERRY,2014,18722.56182
PUDUCHERRY,2015,19009.937
PUDUCHERRY,2016,20060.74835
PUDUCHERRY,2017,16830.44357
PUDUCHERRY,2018,17518.01472
PUDUCHERRY,2019,20385.69337
PUDUCHERRY,2020,11067.90938
PUDUCHERRY,2021,17702.6387
PUDUCHERRY,2022,17228.43336
PUDUCHERRY,2023,11945.94103
PUDUCHERRY,2024,16795.3857
PUDUCHERRY,2025,13008.58256
PUDUKKOTTAI,2014,10213.04561
PUDUKKOTTAI,2015,9309.293005
PUDUKKOTTAI,2016,14226.57983
PUDUKKOTTAI,2017,13882.29205
PUDUKKOTTAI,2018,18873.28792
PUDUKKOTTAI,2019,14953.89065
PUDUKKOTTAI,2020,6850.21862
PUDUKKOTTAI,2021,11141.872
PUDUKKOTTAI,2022,4611.593183
PUDUKKOTTAI,2023,8177.556783
PUDUKKOTTAI,2024,9943.975786
PUDUKKOTTAI,2025,1980.71239
PULWAMA,2024,-99.0
PULWAMA,2025,14286.2203
PUNE,2014,15594.09785
PUNE,2015,14813.51703
PUNE,2016,16224.63495
PUNE,2017,17822.87619
PUNE,2018,18347.56476
PUNE,2019,18102.20512
PUNE,2020,8805.835083
PUNE,2021,15124.18471
PUNE,2022,15904.17477
PUNE,2023,17476.31931
PUNE,2024,20714.55909
PUNE,2025,26998.97867
PURBA CHAMPARAN,2014,7263.359499
PURBA CHAMPARAN,2015,7098.086295
PURBA CHAMPARAN,2016,9170.566061
PURBA CHAMPARAN,2017,10307.35523
PURBA CHAMPARAN,2018,9737.32668
PURBA CHAMPARAN,2019,10712.19812
PURBA CHAMPARAN,2020,3512.208738
PURBA CHAMPARAN,2021,3006.148592
PURBA CHAMPARAN,2022,7425.143492
PURBA CHAMPARAN,2023,5241.540596
PURBA CHAMPARAN,2024,5753.641839
PURBA CHAMPARAN,2025,207.394558
PURBA MEDINIPUR,2014,8645.055318
PURBA MEDINIPUR,2015,9634.796167
PURBA MEDINIPUR,2016,7783.910703
PURBA MEDINIPUR,2017,7529.491929
PURBA MEDINIPUR,2018,6420.157243
PURBA MEDINIPUR,2019,6294.090665
PURBA MEDINIPUR,2020,3406.150074
PURBA MEDINIPUR,2021,7263.419229
PURBA MEDINIPUR,2022,11575.12519
PURBA MEDINIPUR,2023,6070.035804
PURBA MEDINIPUR,2024,1900.897594
PURBA MEDINIPUR,2025,25445.96474
PURBI SINGHBHUM,2014,15161.06008
PURBI SINGHBHUM,2015,15140.92817
PURBI SINGHBHUM,2016,18678.27021
PURBI SINGHBHUM,2017,24392.26521
PURBI SINGHBHUM,2018,27409.73126
PURBI SINGHBHUM,2019,23942.25953
PURBI SINGHBHUM,2020,19577.55487
PURBI SINGHBHUM,2021,19250.72045
PURBI SINGHBHUM,2022,25216.30874
PURBI SINGHBHUM,2023,22787.72375
PURBI SINGHBHUM,2024,24064.2934
PURBI SINGHBHUM,2025,17153.0644
PURI,2014,7318.70749
PURI,2015,7480.154225
PURI,2016,8492.242584
PURI,2017,7859.940555
PURI,2018,11612.52734
PURI,2019,10333.17974
PURI,2020,7012.410868
PURI,2021,7463.967972
PURI,2022,9645.032523
PURI,2023,14067.54308
PURI,2024,17068.611
PURI,2025,21489.20872
PURNIA,2014,7768.397745
PURNIA,2015,8061.881885
PURNIA,2016,8480.719707
PURNIA,2017,9013.444336
PURNIA,2018,9819.581096
PURNIA,2019,13253.87944
PURNIA,2020,8456.589929
PURNIA,2021,7064.326365
PURNIA,2022,5987.371338
PURNIA,2023,4509.161018
PURNIA,2024,4855.114608
PURNIA,2025,5094.063265
PURULIYA,2014,8923.476066
PURULIYA,2015,9398.258541
PURULIYA,2016,10923.20963
PURULIYA,2017,10723.98414
PURULIYA,2018,10704.3267
PURULIYA,2019,11973.20984
PURULIYA,2020,2026.847315
PURULIYA,2021,10385.98106
PURULIYA,2022,12029.94896
PURULIYA,2023,5946.127361
PURULIYA,2024,7444.732219
PURULIYA,2025,7200.659121
RAE BARELI,2014,11713.61403
RAE BARELI,2015,11488.91085
RAE BARELI,2016,11190.39159
RAE BARELI,2017,12013.25019
RAE BARELI,2018,13239.14804
RAE BARELI,2019,11416.96791
RAE BARELI,2020,8332.329281
RAE BARELI,2021,13963.4085
RAE BARELI,2022,14841.02424
RAE BARELI,2023,14462.95149
RAE BARELI,2024,16050.06501
RAE BARELI,2025,24897.22254
RAICHUR,2014,7795.043559
RAICHUR,2015,9176.748474
RAICHUR,2016,11697.95842
RAICHUR,2017,16897.05004
RAICHUR,2018,22541.5679
RAICHUR,2019,15947.22519
RAICHUR,2020,9954.609381
RAICHUR,2021,10874.75145
RAICHUR,2022,14225.609
RAICHUR,2023,12443.25409
RAICHUR,2024,13937.94159
RAICHUR,2025,17273.96319
RAIGARH,2014,9298.263933
RAIGARH,2015,10330.30013
RAIGARH,2016,11555.60207
RAIGARH,2017,14704.28153
RAIGARH,2018,17364.39171
RAIGARH,2019,16959.55579
RAIGARH,2020,8523.30141
RAIGARH,2021,8210.579911
RAIGARH,2022,12128.05418
RAIGARH,2023,15540.26829
RAIGARH,2024,26973.07199
RAIGARH,2025,26818.65134
RAIPUR,2014,11512.03786
RAIPUR,2015,8980.341495
RAIPUR,2016,10774.49353
RAIPUR,2017,13120.43883
RAIPUR,2018,11709.35794
RAIPUR,2019,15335.17711
RAIPUR,2020,8034.246651
RAIPUR,2021,11371.98513
RAIPUR,2022,16240.37033
RAIPUR,2023,13736.42832
RAIPUR,2024,11922.06427
RAIPUR,2025,14313.17344
RAISEN,2014,7780.757573
RAISEN,2015,11988.14171
RAISEN,2016,11030.46085
RAISEN,2017,7692.323696
RAISEN,2018,12442.84694
RAISEN,2019,12817.54146
RAISEN,2020,7603.197993
RAISEN,2021,11451.24423
RAISEN,2022,13971.35587
RAISEN,2023,7152.180518
RAISEN,2024,7524.400675
RAISEN,2025,4717.606739
RAJGARH,2017,9420.934831
RAJGARH,2018,24413.16537
RAJGARH,2019,19227.92763
RAJGARH,2020,14002.17396
RAJGARH,2021,17807.27432
RAJGARH,2022,13380.82384
RAJGARH,2023,179.3242412
RAJGARH,2024,14160.10906
RAJGARH,2025,3932.886562
RAJKOT,2014,10382.93063
RAJKOT,2015,10311.17476
RAJKOT,2016,9603.197046
RAJKOT,2017,13316.13521
RAJKOT,2018,18221.01903
RAJKOT,2019,21996.09565
RAJKOT,2020,7478.371078
RAJKOT,2021,14165.60045
RAJKOT,2022,16380.04058
RAJKOT,2023,5775.280671
RAJKOT,2024,2525.739395
RAJKOT,2025,130.8718498
RAJNANDGAON,2014,10141.862
RAJNANDGAON,2015,13296.8552
RAJNANDGAON,2016,15212.31102
RAJNANDGAON,2017,12210.6414
RAJNANDGAON,2018,13878.37148
RAJNANDGAON,2019,10801.42615
RAJNANDGAON,2020,6061.08775
RAJNANDGAON,2021,6925.132864
RAJNANDGAON,2022,13711.68281
RAJNANDGAON,2023,8518.462542
RAJNANDGAON,2024,13414.64646
RAJNANDGAON,2025,30457.85605
RAJSAMAND,2014,13690.11669
RAJSAMAND,2015,12792.11967
RAJSAMAND,2016,13979.63494
RAJSAMAND,2017,9597.0217
RAJSAMAND,2018,18172.25354
RAJSAMAND,2019,18955.49932
RAJSAMAND,2020,10598.44221
RAJSAMAND,2021,11998.71991
RAJSAMAND,2022,13982.07089
RAJSAMAND,2023,21582.31541
RAJSAMAND,2024,34194.47361
RAJSAMAND,2025,18745.82376
RAMANAGARA,2014,22261.13022
RAMANAGARA,2015,13903.02544
RAMANAGARA,2016,16235.44237
RAMANAGARA,2017,20143.51966
RAMANAGARA,2018,15280.3453
RAMANAGARA,2019,11878.36213
RAMANAGARA,2020,5137.735632
RAMANAGARA,2021,19502.60353
RAMANAGARA,2022,24256.0284
RAMANAGARA,2023,7771.721349
RAMANAGARA,2024,865.5116426
RAMANAGARA,2025,-99.0
RAMANATHAPURAM,2017,9271.317095
RAMANATHAPURAM,2018,11143.77301
RAMANATHAPURAM,2019,11880.6311
RAMANATHAPURAM,2020,5776.268319
RAMANATHAPURAM,2021,7614.639858
RAMANATHAPURAM,2022,6227.345912
RAMANATHAPURAM,2023,6114.664744
RAMANATHAPURAM,2024,14524.65221
RAMANATHAPURAM,2025,11834.22244
RAMBAN,2024,-99.0
RAMBAN,2025,-99.0
RAMGARH,2014,10918.21406
RAMGARH,2015,11024.05101
RAMGARH,2016,8696.369117
RAMGARH,2017,11219.49365
RAMGARH,2018,15544.84354
RAMGARH,2019,17650.56776
RAMGARH,2020,14375.64289
RAMGARH,2021,12598.09222
RAMGARH,2022,14029.81559
RAMGARH,2023,13290.5941
RAMGARH,2024,18762.39221
RAMGARH,2025,-99.0
RAMPUR,2014,8658.065971
RAMPUR,2015,8436.213759
RAMPUR,2016,7319.392489
RAMPUR,2017,11920.73045
RAMPUR,2018,14457.46377
RAMPUR,2019,13118.97948
RAMPUR,2020,10805.3986
RAMPUR,2021,11994.33381
RAMPUR,2022,12063.41801
RAMPUR,2023,19730.99133
RAMPUR,2024,27069.37275
RAMPUR,2025,32191.69715
RANCHI,2014,9806.550047
RANCHI,2015,8246.117016
RANCHI,2016,7206.047013
RANCHI,2017,9803.41544
RANCHI,2018,13588.24279
RANCHI,2019,11970.34846
RANCHI,2020,7875.162537
RANCHI,2021,11354.20999
RANCHI,2022,11121.40904
RANCHI,2023,7828.41816
RANCHI,2024,13698.18321
RANCHI,2025,7489.724635
RANGAREDDY,2014,13892.0234
RANGAREDDY,2015,12866.31379
RANGAREDDY,2016,9740.366665
RANGAREDDY,2017,10419.26394
RANGAREDDY,2018,19300.23315
RANGAREDDY,2019,21005.74545
RANGAREDDY,2020,14979.64224
RANGAREDDY,2021,23738.8399
RANGAREDDY,2022,21401.42457
RANGAREDDY,2023,38688.91523
RANGAREDDY,2024,58741.90043
RANGAREDDY,2025,52819.19229
RATLAM,2014,7397.050971
RATLAM,2015,8841.344333
RATLAM,2016,11237.29547
RATLAM,2017,11077.39479
RATLAM,2018,18584.09872
RATLAM,2019,16422.22781
RATLAM,2020,17108.32208
RATLAM,2021,15409.6793
RATLAM,2022,27237.67691
RATLAM,2023,13402.43336
RATLAM,2024,13159.06041
RATLAM,2025,7139.92329
RATNAGIRI,2014,11239.91806
RATNAGIRI,2015,15023.21545
RATNAGIRI,2016,13275.28757
RATNAGIRI,2017,12850.26931
RATNAGIRI,2018,14981.12208
RATNAGIRI,2019,11093.66316
RATNAGIRI,2020,6168.716314
RATNAGIRI,2021,8350.968083
RATNAGIRI,2022,8118.160648
RATNAGIRI,2023,7845.997545
RATNAGIRI,2024,11175.40719
RATNAGIRI,2025,23427.96688
RAYAGADA,2014,4290.757236
RAYAGADA,2015,4844.953987
RAYAGADA,2016,5220.510355
RAYAGADA,2017,5356.315092
RAYAGADA,2018,6320.263151
RAYAGADA,2019,6706.419271
RAYAGADA,2020,561.6684786
RAYAGADA,2021,3841.452537
RAYAGADA,2022,3323.729041
RAYAGADA,2023,5840.710189
RAYAGADA,2024,9244.741254
RAYAGADA,2025,1776.972509
REASI,2017,4046.87756
REASI,2018,1773.228753
REASI,2019,1749.542174
REASI,2020,-99.0
REASI,2021,-99.0
REASI,2022,-99.0
REASI,2023,-99.0
REASI,2024,-99.0
REASI,2025,-99.0
REWA,2014,10445.14211
REWA,2015,12545.37576
REWA,2016,9907.2371
REWA,2017,6078.316618
REWA,2018,11844.20719
REWA,2019,9101.375522
REWA,2020,5459.33797
REWA,2021,21991.02097
REWA,2022,21652.77549
REWA,2023,3301.120455
REWA,2024,2713.562781
REWA,2025,-99.0
REWARI,2014,27244.59706
REWARI,2015,22859.03425
REWARI,2016,31614.76523
REWARI,2017,21526.77571
REWARI,2018,20540.23155
REWARI,2019,22140.52099
REWARI,2020,6989.80397
REWARI,2021,5941.997368
REWARI,2022,16675.6316
REWARI,2023,4136.530802
REWARI,2024,19984.69673
REWARI,2025,29731.37067
RI BHOI,2017,8421.140722
RI BHOI,2018,16654.15421
RI BHOI,2019,35210.53816
RI BHOI,2020,16307.7085
RI BHOI,2021,24287.64434
RI BHOI,2022,40167.4345
RI BHOI,2023,47378.65417
RI BHOI,2024,48579.11564
RI BHOI,2025,48013.80615
ROHTAK,2014,22280.30484
ROHTAK,2015,20508.63274
ROHTAK,2016,20092.83615
ROHTAK,2017,27033.86143
ROHTAK,2018,39052.43204
ROHTAK,2019,50236.09937
ROHTAK,2020,33158.50908
ROHTAK,2021,37358.46177
ROHTAK,2022,42860.54104
ROHTAK,2023,49951.35797
ROHTAK,2024,63909.44471
ROHTAK,2025,64922.77519
ROHTAS,2017,8360.82772
ROHTAS,2018,9402.293794
ROHTAS,2019,14557.46058
ROHTAS,2020,6552.447167
ROHTAS,2021,12370.01931
ROHTAS,2022,11633.78079
ROHTAS,2023,6125.544995
ROHTAS,2024,13456.30409
ROHTAS,2025,6604.785416
RUDRAPRAYAG,2017,19555.62312
RUDRAPRAYAG,2018,25477.66066
RUDRAPRAYAG,2019,23765.23367
RUDRAPRAYAG,2020,8727.724514
RUDRAPRAYAG,2021,12805.24561
RUDRAPRAYAG,2022,3544.486393
RUDRAPRAYAG,2023,8462.130546
RUDRAPRAYAG,2024,3669.27398
RUDRAPRAYAG,2025,18037.61816
RUPNAGAR,2014,25805.99759
RUPNAGAR,2015,26346.48246
RUPNAGAR,2016,25007.04091
RUPNAGAR,2017,28409.61558
RUPNAGAR,2018,38405.41212
RUPNAGAR,2019,38428.49335
RUPNAGAR,2020,34235.99406
RUPNAGAR,2021,36265.51121
RUPNAGAR,2022,36005.25983
RUPNAGAR,2023,15727.60367
RUPNAGAR,2024,30390.011
RUPNAGAR,2025,48234.56743
SABAR KANTHA,2014,7631.789257
SABAR KANTHA,2015,9238.026424
SABAR KANTHA,2016,11008.20821
SABAR KANTHA,2017,11730.0815
SABAR KANTHA,2018,10842.17414
SABAR KANTHA,2019,14624.66926
SABAR KANTHA,2020,13846.85208
SABAR KANTHA,2021,14165.52908
SABAR KANTHA,2022,24936.88565
SABAR KANTHA,2023,10626.93462
SABAR KANTHA,2024,16885.56228
SABAR KANTHA,2025,8873.538589
SAGAR,2014,10639.97435
SAGAR,2015,13282.87867
SAGAR,2016,9471.544944
SAGAR,2017,8691.965333
SAGAR,2018,11287.1947
SAGAR,2019,15637.58068
SAGAR,2020,16598.88676
SAGAR,2021,19390.43716
SAGAR,2022,17506.92559
SAGAR,2023,12633.49111
SAGAR,2024,21147.71015
SAGAR,2025,15740.67817
SAHARANPUR,2014,10378.49573
SAHARANPUR,2015,10600.1987
SAHARANPUR,2016,8721.756773
SAHARANPUR,2017,12617.70908
SAHARANPUR,2018,12122.48704
SAHARANPUR,2019,11708.91816
SAHARANPUR,2020,11903.98793
SAHARANPUR,2021,13599.59704
SAHARANPUR,2022,12896.12089
SAHARANPUR,2023,8607.915064
SAHARANPUR,2024,16041.79785
SAHARANPUR,2025,39546.77458
SAHARSA,2014,14459.05567
SAHARSA,2015,14097.58598
SAHARSA,2016,12336.52095
SAHARSA,2017,9954.077544
SAHARSA,2018,9632.064467
SAHARSA,2019,11770.28238
SAHARSA,2020,9268.99543
SAHARSA,2021,11392.89351
SAHARSA,2022,11549.63871
SAHARSA,2023,4760.840194
SAHARSA,2024,10069.04073
SAHARSA,2025,13102.76726
SAHIBZADA AJIT SINGH NAGAR,2014,32272.84124
SAHIBZADA AJIT SINGH NAGAR,2015,31705.99889
SAHIBZADA AJIT SINGH NAGAR,2016,23717.50253
SAHIBZADA AJIT SINGH NAGAR,2017,29250.45704
SAHIBZADA AJIT SINGH NAGAR,2018,49920.54528
SAHIBZADA AJIT SINGH NAGAR,2019,48938.74919
SAHIBZADA AJIT SINGH NAGAR,2020,41978.88795
SAHIBZADA AJIT SINGH NAGAR,2021,55697.44814
SAHIBZADA AJIT SINGH NAGAR,2022,62550.83492
SAHIBZADA AJIT SINGH NAGAR,2023,44914.09031
SAHIBZADA AJIT SINGH NAGAR,2024,49436.78938
SAHIBZADA AJIT SINGH NAGAR,2025,67518.23902
SALEM,2014,13608.98329
SALEM,2015,10430.70153
SALEM,2016,10754.97469
SALEM,2017,15167.05775
SALEM,2018,18862.84856
SALEM,2019,10816.93615
SALEM,2020,4831.515358
SALEM,2021,11307.41141
SALEM,2022,12960.79166
SALEM,2023,13293.59949
SALEM,2024,18525.76802
SALEM,2025,19334.8845
SAMASTIPUR,2014,9655.595967
SAMASTIPUR,2015,8747.385113
SAMASTIPUR,2016,7275.904106
SAMASTIPUR,2017,9736.08366
SAMASTIPUR,2018,10380.95579
SAMASTIPUR,2019,7073.711365
SAMASTIPUR,2020,2175.614153
SAMASTIPUR,2021,9872.261559
SAMASTIPUR,2022,5669.542219
SAMASTIPUR,2023,9291.644508
SAMASTIPUR,2024,13783.76438
SAMASTIPUR,2025,16734.91839
SAMBA,2014,17192.07991
SAMBA,2015,18016.08788
SAMBA,2016,17507.57893
SAMBA,2017,26819.8842
SAMBA,2018,37856.54144
SAMBA,2019,19182.12997
SAMBA,2020,7287.970279
SAMBA,2021,4567.053007
SAMBA,2022,5264.332247
SAMBA,2023,7580.21259
SAMBA,2024,6895.115783
SAMBA,2025,18922.67633
SAMBALPUR,2014,3996.001114
SAMBALPUR,2015,6377.780387
SAMBALPUR,2016,5405.321411
SAMBALPUR,2017,5325.912649
SAMBALPUR,2018,7598.257744
SAMBALPUR,2019,8888.383545
SAMBALPUR,2020,2557.647701
SAMBALPUR,2021,624.211118
SAMBALPUR,2022,2630.608192
SAMBALPUR,2023,9969.211936
SAMBALPUR,2024,11536.32545
SAMBALPUR,2025,1858.201918
SANGLI,2014,6468.846065
SANGLI,2015,10901.09608
SANGLI,2016,10925.45343
SANGLI,2017,15101.75163
SANGLI,2018,12035.34935
SANGLI,2019,13283.75876
SANGLI,2020,8520.283768
SANGLI,2021,8869.859012
SANGLI,2022,14588.81933
SANGLI,2023,17300.69497
SANGLI,2024,24989.97571
SANGLI,2025,36032.85624
SANGRUR,2014,19823.81678
SANGRUR,2015,15309.28744
SANGRUR,2016,13866.99817
SANGRUR,2017,31744.63389
SANGRUR,2018,53896.15235
SANGRUR,2019,45125.58566
SANGRUR,2020,20739.60859
SANGRUR,2021,51270.93402
SANGRUR,2022,44754.97255
SANGRUR,2023,24432.61445
SANGRUR,2024,21268.75193
SANGRUR,2025,6844.770749
SANT KABIR NAGAR,2014,8305.85273
SANT KABIR NAGAR,2015,8072.441937
SANT KABIR NAGAR,2016,9236.340974
SANT KABIR NAGAR,2017,9929.543128
SANT KABIR NAGAR,2018,10948.2128
SANT KABIR NAGAR,2019,12428.20697
SANT KABIR NAGAR,2020,11178.33048
SANT KABIR NAGAR,2021,16274.88374
SANT KABIR NAGAR,2022,13844.56743
SANT KABIR NAGAR,2023,10946.40459
SANT KABIR NAGAR,2024,14422.01293
SANT KABIR NAGAR,2025,12020.85931
SARAIKELA-KHARSAWAN,2017,11496.13031
SARAIKELA-KHARSAWAN,2018,13132.69345
SARAIKELA-KHARSAWAN,2019,12027.37385
SARAIKELA-KHARSAWAN,2020,1681.346886
SARAIKELA-KHARSAWAN,2021,52.79021229
SARAIKELA-KHARSAWAN,2022,1116.163406
SARAIKELA-KHARSAWAN,2023,8332.472616
SARAIKELA-KHARSAWAN,2024,12914.44081
SARAIKELA-KHARSAWAN,2025,3713.291976
SARAN,2014,8033.220073
SARAN,2015,7604.717504
SARAN,2016,8562.489858
SARAN,2017,11782.4573
SARAN,2018,12658.06795
SARAN,2019,11807.58718
SARAN,2020,10274.32948
SARAN,2021,14186.53465
SARAN,2022,12586.42816
SARAN,2023,6730.550386
SARAN,2024,9681.132222
SARAN,2025,15003.86931
SATARA,2014,7393.379303
SATARA,2015,11140.67697
SATARA,2016,10990.78835
SATARA,2017,12487.47439
SATARA,2018,9611.421666
SATARA,2019,12680.01075
SATARA,2020,5077.881166
SATARA,2021,8518.155869
SATARA,2022,11075.81878
SATARA,2023,16452.46018
SATARA,2024,23029.60702
SATARA,2025,25029.98676
SATNA,2014,13197.29317
SATNA,2015,12155.10378
SATNA,2016,10803.42396
SATNA,2017,7922.704741
SATNA,2018,13015.44836
SATNA,2019,15766.29791
SATNA,2020,10847.8122
SATNA,2021,18164.67851
SATNA,2022,20410.3573
SATNA,2023,8439.49544
SATNA,2024,12692.31129
SATNA,2025,12859.65212
SAWAI MADHOPUR,2014,7599.467134
SAWAI MADHOPUR,2015,15003.85307
SAWAI MADHOPUR,2016,18252.72101
SAWAI MADHOPUR,2017,19722.50356
SAWAI MADHOPUR,2018,21134.06998
SAWAI MADHOPUR,2019,25347.03909
SAWAI MADHOPUR,2020,16764.01639
SAWAI MADHOPUR,2021,23063.59614
SAWAI MADHOPUR,2022,17203.35078
SAWAI MADHOPUR,2023,22170.70579
SAWAI MADHOPUR,2024,33227.08286
SAWAI MADHOPUR,2025,12381.54343
SEHORE,2014,9658.820857
SEHORE,2015,11751.40573
SEHORE,2016,10400.69204
SEHORE,2017,12900.82662
SEHORE,2018,21240.30006
SEHORE,2019,14136.20618
SEHORE,2020,8553.217114
SEHORE,2021,7676.773102
SEHORE,2022,10416.11964
SEHORE,2023,5900.346615
SEHORE,2024,11526.02377
SEHORE,2025,510.6193588
SEONI,2014,5794.839699
SEONI,2015,9280.100686
SEONI,2016,5319.60032
SEONI,2017,9370.403652
SEONI,2018,11600.82724
SEONI,2019,12621.71926
SEONI,2020,10868.47788
SEONI,2021,11852.82043
SEONI,2022,12561.21518
SEONI,2023,17326.83635
SEONI,2024,16745.70758
SEONI,2025,9903.666259
SHAHDOL,2014,5267.315354
SHAHDOL,2015,6071.417093
SHAHDOL,2016,6906.537491
SHAHDOL,2017,7092.212732
SHAHID BHAGAT SINGH NAGAR,2017,20865.13866
SHAHID BHAGAT SINGH NAGAR,2018,21608.17672
SHAHID BHAGAT SINGH NAGAR,2019,17971.793
SHAHID BHAGAT SINGH NAGAR,2020,6243.073884
SHAHID BHAGAT SINGH NAGAR,2021,14328.75068
SHAHID BHAGAT SINGH NAGAR,2022,17696.87984
SHAHID BHAGAT SINGH NAGAR,2023,9297.227797
SHAHID BHAGAT SINGH NAGAR,2024,6090.922515
SHAHID BHAGAT SINGH NAGAR,2025,44857.76599
SHAHJAHANPUR,2014,12011.21908
SHAHJAHANPUR,2015,12021.8886
SHAHJAHANPUR,2016,8071.096828
SHAHJAHANPUR,2017,12929.26483
SHAHJAHANPUR,2018,15427.94887
SHAHJAHANPUR,2019,14999.3715
SHAHJAHANPUR,2020,9124.732704
SHAHJAHANPUR,2021,8861.433996
SHAHJAHANPUR,2022,9097.854734
SHAHJAHANPUR,2023,18289.50081
SHAHJAHANPUR,2024,25004.35321
SHAHJAHANPUR,2025,34142.83872
SHAJAPUR,2014,8197.519875
SHAJAPUR,2015,8948.621011
SHAJAPUR,2016,7954.447231
SHAJAPUR,2017,22133.8042
SHAJAPUR,2018,16420.02095
SHAJAPUR,2019,34091.38662
SHAJAPUR,2020,16122.15726
SHAJAPUR,2021,22885.67299
SHAJAPUR,2022,18112.55646
SHAJAPUR,2023,16584.24647
SHAJAPUR,2024,17917.07259
SHAJAPUR,2025,-99.0
SHEIKHPURA,2014,5432.029992
SHEIKHPURA,2015,7622.089101
SHEIKHPURA,2016,6091.706188
SHEIKHPURA,2017,8899.102787
SHEIKHPURA,2018,11863.21301
SHEIKHPURA,2019,8828.570199
SHEIKHPURA,2020,6014.668633
SHEIKHPURA,2021,9228.922306
SHEIKHPURA,2022,4789.90391
SHEIKHPURA,2023,3883.180424
SHEIKHPURA,2024,3956.459716
SHEIKHPURA,2025,1118.333894
SHEOHAR,2014,5881.475837
SHEOHAR,2015,5848.831822
SHEOHAR,2016,7133.47401
SHEOHAR,2017,8661.450264
SHEOHAR,2018,11143.85974
SHEOHAR,2019,10978.783
SHEOHAR,2020,10665.47779
SHEOHAR,2021,10576.38942
SHEOHAR,2022,11429.04532
SHEOHAR,2023,5958.829494
SHEOHAR,2024,9107.62957
SHEOHAR,2025,7454.118644
SHIMLA,2014,19741.55916
SHIMLA,2015,20642.69147
SHIMLA,2016,21136.07539
SHIMLA,2017,29805.20041
SHIMLA,2018,21857.1488
SHIMLA,2019,23866.59324
SHIMLA,2020,15850.83868
SHIMLA,2021,21396.12203
SHIMLA,2022,14738.45298
SHIMLA,2023,11474.03546
SHIMLA,2024,19910.11919
SHIMLA,2025,37849.07381
SHIMOGA,2014,10679.58491
SHIMOGA,2015,10147.87614
SHIMOGA,2016,10208.13249
SHIMOGA,2017,10875.63015
SHIMOGA,2018,10045.95352
SHIMOGA,2019,9870.49403
SHIMOGA,2020,2674.972318
SHIMOGA,2021,23748.80302
SHIMOGA,2022,9918.281354
SHIMOGA,2023,20605.93897
SHIMOGA,2024,9085.455381
SHIMOGA,2025,2092.404904
SHIVPURI,2014,14604.31904
SHIVPURI,2015,15769.04762
SHIVPURI,2017,2626.660188
SHIVPURI,2018,12604.50027
SHIVPURI,2019,18967.84425
SHIVPURI,2020,13051.82532
SHIVPURI,2021,11594.83261
SHIVPURI,2022,20571.69715
SHIVPURI,2023,12459.05875
SHIVPURI,2024,16357.84753
SHIVPURI,2025,20832.59467
SHRAWASTI,2014,18167.05405
SHRAWASTI,2015,10245.21836
SHRAWASTI,2016,12175.11741
SHRAWASTI,2017,13160.21058
SHRAWASTI,2018,8893.554283
SHRAWASTI,2019,11239.21313
SHRAWASTI,2020,13579.03996
SHRAWASTI,2021,12339.91089
SHRAWASTI,2022,19246.69925
SHRAWASTI,2023,15521.01359
SHRAWASTI,2024,15288.85661
SHRAWASTI,2025,27332.56129
SIKAR,2014,14700.50065
SIKAR,2015,12478.08607
SIKAR,2016,12634.36997
SIKAR,2017,19362.76211
SIKAR,2018,26345.60861
SIKAR,2019,25324.75448
SIKAR,2020,20697.04437
SIKAR,2021,17753.42946
SIKAR,2022,23402.06428
SIKAR,2023,26925.72033
SIKAR,2024,25129.16226
SIKAR,2025,26523.68178
SIMDEGA,2014,13033.33333
SIMDEGA,2023,-99.0
SIMDEGA,2024,-99.0
SIMDEGA,2025,
SINDHUDURG,2014,13281.52801
SINDHUDURG,2015,11216.72862
SINDHUDURG,2016,6664.062364
SINDHUDURG,2017,9040.860215
SINDHUDURG,2018,6500.964169
SINDHUDURG,2019,8567.671414
SINDHUDURG,2020,5278.849337
SINDHUDURG,2021,8019.789735
SINDHUDURG,2022,9285.94044
SINDHUDURG,2023,4847.744182
SINDHUDURG,2024,-99.0
SINDHUDURG,2025,-99.0
SINGRAULI,2014,12126.2516
SINGRAULI,2015,13378.63546
SINGRAULI,2016,13779.81303
SINGRAULI,2017,12343.325
SIRMAUR,2014,16290.23562
SIRMAUR,2015,16721.91079
SIRMAUR,2016,14770.24
SIRMAUR,2017,19440.46196
SIRMAUR,2018,21843.33248
SIRMAUR,2019,21924.87705
SIRMAUR,2020,13877.86383
SIRMAUR,2021,5945.751642
SIRMAUR,2022,21925.10304
SIRMAUR,2023,15098.45704
SIRMAUR,2024,32537.31512
SIRMAUR,2025,29824.93013
SIROHI,2014,8760.07275
SIROHI,2015,4686.034881
SIROHI,2016,9140.6875
