District,State,Year,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total
MAHABUBABAD,TELANGANA,2022,118832.0,116709.0,24246.0,83659.0
MAHABUBABAD,TELANGANA,2023,111638.0,107021.0,22206.0,79169.0
MAHABUBABAD,TELANGANA,2024,108842.0,102391.0,20462.0,74046.0
MAHABUBABAD,TELANGANA,2025,90620.0,83956.0,15700.0,59065.0
MAHABUBNAGAR,TELANGANA,2020,79056.0,71118.0,20713.0,81400.0
MAHABUBNAGAR,TELANGANA,2021,70603.0,63235.0,16719.0,70700.0
MAHABUBNAGAR,TELANGANA,2022,65799.0,59203.0,15066.0,65018.0
MAHABUBNAGAR,TELANGANA,2023,64810.0,57794.0,14528.0,62825.0
MAHABUBNAGAR,TELANGANA,2024,65605.0,58587.0,14452.0,63559.0
MAHABUBNAGAR,TELANGANA,2025,48417.0,43203.0,9441.0,44236.0
MAHARAJGANJ,UTTAR PRADESH,2014,107141.0,39949.0,38431.0,93959.0
MAHARAJGANJ,UTTAR PRADESH,2015,140936.0,60353.0,51029.0,129004.0
MAHARAJGANJ,UTTAR PRADESH,2016,136093.0,66129.0,47848.0,129129.0
MAHARAJGANJ,UTTAR PRADESH,2017,133781.0,66673.0,47513.0,124946.0
MAHARAJGANJ,UTTAR PRADESH,2018,139049.0,70270.0,45513.0,130756.0
MAHARAJGANJ,UTTAR PRADESH,2019,148483.0,75454.0,46410.0,140993.0
MAHARAJGANJ,UTTAR PRADESH,2020,233588.0,118651.0,62995.0,231418.0
MAHARAJGANJ,UTTAR PRADESH,2021,158604.0,83235.0,42610.0,151445.0
MAHARAJGANJ,UTTAR PRADESH,2022,167120.0,94448.0,45948.0,159071.0
MAHARAJGANJ,UTTAR PRADESH,2023,167518.0,100252.0,45828.0,159011.0
MAHARAJGANJ,UTTAR PRADESH,2024,166993.0,101621.0,44695.0,155033.0
MAHARAJGANJ,UTTAR PRADESH,2025,137051.0,86255.0,36105.0,124137.0
MAHASAMUND,CHHATTISGARH,2014,90440.0,87758.0,20987.0,109259.0
MAHASAMUND,CHHATTISGARH,2015,104215.0,101524.0,22544.0,124519.0
MAHASAMUND,CHHATTISGARH,2016,95427.0,90224.0,20377.0,114460.0
MAHASAMUND,CHHATTISGARH,2017,113181.0,104072.0,25600.0,135004.0
MAHASAMUND,CHHATTISGARH,2018,124795.0,118075.0,27527.0,155626.0
MAHASAMUND,CHHATTISGARH,2019,109759.0,104311.0,23451.0,137737.0
MAHASAMUND,CHHATTISGARH,2020,145993.0,150750.0,33888.0,199458.0
MAHASAMUND,CHHATTISGARH,2021,130533.0,133734.0,28958.0,173051.0
MAHASAMUND,CHHATTISGARH,2022,108724.0,107659.0,22478.0,137427.0
MAHASAMUND,CHHATTISGARH,2023,106028.0,102011.0,21875.0,128518.0
MAHASAMUND,CHHATTISGARH,2024,105785.0,100577.0,21588.0,126976.0
MAHASAMUND,CHHATTISGARH,2025,79540.0,71628.0,15380.0,90375.0
MAHBUBNAGAR,TELANGANA,2014,299368.0,306083.0,116808.0,367994.0
MAHBUBNAGAR,TELANGANA,2015,333218.0,336355.0,130569.0,408108.0
MAHBUBNAGAR,TELANGANA,2016,119541.0,118855.0,37001.0,147776.0
MAHBUBNAGAR,TELANGANA,2017,102341.0,98992.0,28279.0,125328.0
MAHBUBNAGAR,TELANGANA,2018,96456.0,92896.0,26548.0,113464.0
MAHBUBNAGAR,TELANGANA,2019,105208.0,92452.0,26511.0,114068.0
MAHENDRAGARH,HARYANA,2014,12080.0,4753.0,1915.0,11922.0
MAHENDRAGARH,HARYANA,2015,4438.0,2393.0,1487.0,4203.0
MAHENDRAGARH,HARYANA,2016,9339.0,4638.0,2961.0,8748.0
MAHENDRAGARH,HARYANA,2017,8560.0,4489.0,2739.0,8394.0
MAHENDRAGARH,HARYANA,2018,7657.0,3823.0,1796.0,7991.0
MAHENDRAGARH,HARYANA,2019,6395.0,3336.0,1451.0,6635.0
MAHENDRAGARH,HARYANA,2020,12345.0,6818.0,4307.0,11792.0
MAHENDRAGARH,HARYANA,2021,7914.0,4962.0,3056.0,7249.0
MAHENDRAGARH,HARYANA,2022,3841.0,2411.0,1449.0,3507.0
MAHENDRAGARH,HARYANA,2023,9479.0,5962.0,3865.0,8385.0
MAHENDRAGARH,HARYANA,2024,6889.0,4298.0,2522.0,6080.0
MAHENDRAGARH,HARYANA,2025,4907.0,3490.0,2233.0,4014.0
MAHESANA,GUJARAT,2014,14798.0,7678.0,2303.0,19731.0
MAHESANA,GUJARAT,2015,10537.0,6071.0,2236.0,13845.0
MAHESANA,GUJARAT,2016,18243.0,10895.0,2826.0,25815.0
MAHESANA,GUJARAT,2017,18604.0,9198.0,2470.0,23682.0
MAHESANA,GUJARAT,2018,14761.0,6391.0,1655.0,17329.0
MAHESANA,GUJARAT,2019,14093.0,6786.0,1274.0,17609.0
MAHESANA,GUJARAT,2020,14724.0,7190.0,1661.0,18285.0
MAHESANA,GUJARAT,2021,20154.0,10215.0,2254.0,24618.0
MAHESANA,GUJARAT,2022,16006.0,8233.0,1930.0,19490.0
MAHESANA,GUJARAT,2023,16352.0,8215.0,1808.0,19626.0
MAHESANA,GUJARAT,2024,15512.0,7256.0,1331.0,18375.0
MAHESANA,GUJARAT,2025,9316.0,4485.0,692.0,11793.0
MAHISAGAR,GUJARAT,2014,16444.0,10658.0,1546.0,17167.0
MAHISAGAR,GUJARAT,2015,30060.0,22008.0,2622.0,25370.0
MAHISAGAR,GUJARAT,2016,24401.0,17914.0,1975.0,23447.0
MAHISAGAR,GUJARAT,2017,31263.0,21384.0,2098.0,27994.0
MAHISAGAR,GUJARAT,2018,33139.0,23274.0,2444.0,33337.0
MAHISAGAR,GUJARAT,2019,27489.0,18762.0,1931.0,27296.0
MAHISAGAR,GUJARAT,2020,39700.0,28033.0,2536.0,39263.0
MAHISAGAR,GUJARAT,2021,54563.0,40288.0,3444.0,52415.0
MAHISAGAR,GUJARAT,2022,50108.0,37303.0,3077.0,46612.0
MAHISAGAR,GUJARAT,2023,41019.0,29394.0,2446.0,36979.0
MAHISAGAR,GUJARAT,2024,37220.0,24121.0,1849.0,31567.0
MAHISAGAR,GUJARAT,2025,38933.0,25652.0,1723.0,36340.0
MAHOBA,UTTAR PRADESH,2014,15135.0,8314.0,7334.0,15777.0
MAHOBA,UTTAR PRADESH,2015,37607.0,25304.0,18499.0,44789.0
MAHOBA,UTTAR PRADESH,2016,27543.0,18982.0,12031.0,33603.0
MAHOBA,UTTAR PRADESH,2017,19137.0,12635.0,9114.0,21186.0
MAHOBA,UTTAR PRADESH,2018,20329.0,13140.0,8538.0,23520.0
MAHOBA,UTTAR PRADESH,2019,24700.0,16092.0,9251.0,30161.0
MAHOBA,UTTAR PRADESH,2020,49199.0,34926.0,25519.0,58499.0
MAHOBA,UTTAR PRADESH,2021,35401.0,23937.0,17090.0,40415.0
MAHOBA,UTTAR PRADESH,2022,27121.0,17145.0,11463.0,29232.0
MAHOBA,UTTAR PRADESH,2023,28984.0,17410.0,9802.0,31866.0
MAHOBA,UTTAR PRADESH,2024,27285.0,15363.0,9197.0,28502.0
MAHOBA,UTTAR PRADESH,2025,22379.0,12777.0,8051.0,22349.0
MAINPURI,UTTAR PRADESH,2014,34146.0,8643.0,13411.0,26293.0
MAINPURI,UTTAR PRADESH,2015,52805.0,15856.0,20759.0,43257.0
MAINPURI,UTTAR PRADESH,2016,49504.0,16337.0,19787.0,41703.0
MAINPURI,UTTAR PRADESH,2017,47552.0,17037.0,19842.0,38609.0
MAINPURI,UTTAR PRADESH,2018,49016.0,17986.0,19045.0,41032.0
MAINPURI,UTTAR PRADESH,2019,53146.0,17601.0,19628.0,43699.0
MAINPURI,UTTAR PRADESH,2020,95550.0,27017.0,34245.0,77087.0
MAINPURI,UTTAR PRADESH,2021,84798.0,25420.0,28481.0,69546.0
MAINPURI,UTTAR PRADESH,2022,77102.0,31771.0,25230.0,65934.0
MAINPURI,UTTAR PRADESH,2023,93283.0,37414.0,29307.0,80508.0
MAINPURI,UTTAR PRADESH,2024,89880.0,36213.0,27244.0,76817.0
MAINPURI,UTTAR PRADESH,2025,87203.0,34197.0,26302.0,73450.0
MAJULI,ASSAM,2017,19599.0,10487.0,2949.0,11795.0
MAJULI,ASSAM,2018,21029.0,11535.0,3621.0,13322.0
MAJULI,ASSAM,2019,24408.0,15770.0,4143.0,17358.0
MAJULI,ASSAM,2020,25118.0,17160.0,3866.0,17401.0
MAJULI,ASSAM,2021,24411.0,17200.0,3748.0,15800.0
MAJULI,ASSAM,2022,21633.0,15047.0,3513.0,13990.0
MAJULI,ASSAM,2023,20459.0,15360.0,3771.0,13175.0
MAJULI,ASSAM,2024,18685.0,13686.0,3373.0,10328.0
MAJULI,ASSAM,2025,16760.0,12294.0,2265.0,8462.0
MALAPPURAM,KERALA,2014,104265.0,92965.0,29936.0,80773.0
MALAPPURAM,KERALA,2015,108611.0,96769.0,30908.0,88293.0
MALAPPURAM,KERALA,2016,91758.0,84295.0,28787.0,71144.0
MALAPPURAM,KERALA,2017,77221.0,70735.0,25097.0,58553.0
MALAPPURAM,KERALA,2018,88682.0,80567.0,26708.0,71092.0
MALAPPURAM,KERALA,2019,87144.0,78116.0,25160.0,68500.0
MALAPPURAM,KERALA,2020,95372.0,84991.0,30866.0,72525.0
MALAPPURAM,KERALA,2021,97076.0,85088.0,32454.0,72848.0
MALAPPURAM,KERALA,2022,93293.0,82125.0,33492.0,68163.0
MALAPPURAM,KERALA,2023,88992.0,80148.0,31764.0,67580.0
MALAPPURAM,KERALA,2024,84775.0,75429.0,27397.0,66528.0
MALAPPURAM,KERALA,2025,74044.0,66035.0,24010.0,55994.0
MALERKOTLA,PUNJAB,2016,0.0,0.0,0.0,0.0
MALERKOTLA,PUNJAB,2017,0.0,0.0,0.0,0.0
MALERKOTLA,PUNJAB,2018,0.0,0.0,0.0,0.0
MALERKOTLA,PUNJAB,2019,0.0,0.0,0.0,0.0
MALERKOTLA,PUNJAB,2020,0.0,0.0,0.0,0.0
MALERKOTLA,PUNJAB,2021,0.0,0.0,0.0,0.0
MALERKOTLA,PUNJAB,2022,8457.0,7418.0,8302.0,1206.0
MALERKOTLA,PUNJAB,2023,9372.0,8280.0,9057.0,1515.0
MALERKOTLA,PUNJAB,2024,8953.0,7788.0,8482.0,1466.0
MALERKOTLA,PUNJAB,2025,9288.0,8156.0,8599.0,1673.0
MALKANGIRI,ODISHA,2014,31819.0,11645.0,8123.0,5510.0
MALKANGIRI,ODISHA,2015,43777.0,24525.0,15585.0,9120.0
MALKANGIRI,ODISHA,2016,37820.0,24610.0,13875.0,8782.0
MALKANGIRI,ODISHA,2017,31543.0,20512.0,10068.0,7615.0
MALKANGIRI,ODISHA,2018,28778.0,15553.0,7508.0,6071.0
MALKANGIRI,ODISHA,2019,41155.0,25695.0,11402.0,11029.0
MALKANGIRI,ODISHA,2020,71686.0,52888.0,22910.0,19743.0
MALKANGIRI,ODISHA,2021,72083.0,51038.0,22260.0,17545.0
MALKANGIRI,ODISHA,2022,71527.0,48977.0,22895.0,17255.0
MALKANGIRI,ODISHA,2023,76582.0,52362.0,26750.0,18654.0
MALKANGIRI,ODISHA,2024,66037.0,41721.0,22420.0,15346.0
MALKANGIRI,ODISHA,2025,64515.0,40270.0,21214.0,14602.0
MAMIT,MIZORAM,2014,20465.0,7405.0,0.0,0.0
MAMIT,MIZORAM,2015,21352.0,7564.0,0.0,9.0
MAMIT,MIZORAM,2016,20881.0,8059.0,0.0,11.0
MAMIT,MIZORAM,2017,20946.0,7784.0,0.0,221.0
MAMIT,MIZORAM,2018,20895.0,8625.0,0.0,3.0
MAMIT,MIZORAM,2019,21396.0,14478.0,0.0,1.0
MAMIT,MIZORAM,2020,22106.0,15453.0,0.0,1.0
MAMIT,MIZORAM,2021,22453.0,10477.0,0.0,7.0
MAMIT,MIZORAM,2022,22793.0,10703.0,1.0,15.0
MAMIT,MIZORAM,2023,23054.0,10876.0,1.0,25.0
MAMIT,MIZORAM,2024,23432.0,9678.0,2.0,28.0
MAMIT,MIZORAM,2025,24325.0,10376.0,2.0,36.0
MANCHERIAL,TELANGANA,2016,70035.0,65451.0,39727.0,61719.0
MANCHERIAL,TELANGANA,2017,70290.0,66602.0,39316.0,62611.0
MANCHERIAL,TELANGANA,2018,66358.0,62809.0,36436.0,57516.0
MANCHERIAL,TELANGANA,2019,63457.0,56257.0,32866.0,52377.0
MANCHERIAL,TELANGANA,2020,75479.0,69097.0,42295.0,65543.0
MANCHERIAL,TELANGANA,2021,70005.0,66033.0,39081.0,61313.0
MANCHERIAL,TELANGANA,2022,62914.0,58674.0,33939.0,52700.0
MANCHERIAL,TELANGANA,2023,57608.0,52438.0,29939.0,45728.0
MANCHERIAL,TELANGANA,2024,63838.0,58464.0,32502.0,52034.0
MANCHERIAL,TELANGANA,2025,53766.0,48489.0,26643.0,41509.0
MANDI,HIMACHAL PRADESH,2014,117051.0,101957.0,40696.0,105053.0
MANDI,HIMACHAL PRADESH,2015,116300.0,101458.0,40567.0,104947.0
MANDI,HIMACHAL PRADESH,2016,136588.0,120786.0,49856.0,125335.0
MANDI,HIMACHAL PRADESH,2017,125792.0,111097.0,45294.0,116716.0
MANDI,HIMACHAL PRADESH,2018,137200.0,122791.0,50145.0,128919.0
MANDI,HIMACHAL PRADESH,2019,133825.0,120239.0,48725.0,126278.0
MANDI,HIMACHAL PRADESH,2020,152477.0,137160.0,57635.0,151876.0
MANDI,HIMACHAL PRADESH,2021,170960.0,155713.0,63507.0,170993.0
MANDI,HIMACHAL PRADESH,2022,156660.0,141710.0,57166.0,149992.0
MANDI,HIMACHAL PRADESH,2023,173588.0,158071.0,67217.0,174152.0
MANDI,HIMACHAL PRADESH,2024,181098.0,165361.0,70077.0,184334.0
MANDI,HIMACHAL PRADESH,2025,138472.0,124821.0,51689.0,135213.0
MANDLA,MADHYA PRADESH,2014,125023.0,106723.0,20018.0,78007.0
MANDLA,MADHYA PRADESH,2015,131507.0,107500.0,17992.0,70443.0
MANDLA,MADHYA PRADESH,2016,133056.0,106250.0,18237.0,71382.0
MANDLA,MADHYA PRADESH,2017,149347.0,121103.0,20982.0,87371.0
MANDLA,MADHYA PRADESH,2018,171331.0,145118.0,23371.0,102321.0
MANDLA,MADHYA PRADESH,2019,165528.0,141814.0,20952.0,95644.0
MANDLA,MADHYA PRADESH,2020,200558.0,189344.0,27532.0,131226.0
MANDLA,MADHYA PRADESH,2021,199986.0,186268.0,26053.0,128808.0
MANDLA,MADHYA PRADESH,2022,187135.0,168583.0,22979.0,113762.0
MANDLA,MADHYA PRADESH,2023,183818.0,164027.0,20579.0,104010.0
MANDLA,MADHYA PRADESH,2024,177520.0,156706.0,18504.0,94747.0
MANDLA,MADHYA PRADESH,2025,163582.0,142198.0,16392.0,83504.0
MANDSAUR,MADHYA PRADESH,2014,41318.0,49490.0,21752.0,83672.0
MANDSAUR,MADHYA PRADESH,2015,40982.0,44887.0,21290.0,77642.0
MANDSAUR,MADHYA PRADESH,2016,42491.0,35713.0,20702.0,65097.0
MANDSAUR,MADHYA PRADESH,2017,64819.0,38570.0,27581.0,80019.0
MANDSAUR,MADHYA PRADESH,2018,76567.0,53303.0,33781.0,104272.0
MANDSAUR,MADHYA PRADESH,2019,61881.0,44666.0,21845.0,94552.0
MANDSAUR,MADHYA PRADESH,2020,87789.0,84831.0,31774.0,167347.0
MANDSAUR,MADHYA PRADESH,2021,68029.0,58857.0,26221.0,114483.0
MANDSAUR,MADHYA PRADESH,2022,60704.0,48735.0,25486.0,89848.0
MANDSAUR,MADHYA PRADESH,2023,60669.0,43079.0,19419.0,86875.0
MANDSAUR,MADHYA PRADESH,2024,56781.0,32498.0,15371.0,65741.0
MANDSAUR,MADHYA PRADESH,2025,66339.0,40055.0,20380.0,76027.0
MANENDRAGARH CHIRMIRI BHARATPUR,CHHATTISGARH,2023,65848.0,53017.0,4830.0,38208.0
MANENDRAGARH CHIRMIRI BHARATPUR,CHHATTISGARH,2024,62308.0,48461.0,4109.0,35875.0
MANENDRAGARH CHIRMIRI BHARATPUR,CHHATTISGARH,2025,43962.0,32420.0,3101.0,24672.0
MANGAN DISTRICT,SIKKIM,2016,7167.0,2733.0,62.0,744.0
MANGAN DISTRICT,SIKKIM,2017,7215.0,2779.0,68.0,735.0
MANGAN DISTRICT,SIKKIM,2018,6920.0,2785.0,71.0,669.0
MANGAN DISTRICT,SIKKIM,2019,6754.0,2833.0,73.0,541.0
MANGAN DISTRICT,SIKKIM,2020,6580.0,2893.0,78.0,464.0
MANGAN DISTRICT,SIKKIM,2021,6407.0,2823.0,61.0,358.0
MANGAN DISTRICT,SIKKIM,2022,5685.0,2567.0,57.0,424.0
MANGAN DISTRICT,SIKKIM,2023,5758.0,2632.0,53.0,395.0
MANGAN DISTRICT,SIKKIM,2024,5470.0,2478.0,63.0,388.0
MANGAN DISTRICT,SIKKIM,2025,4985.0,2229.0,15.0,393.0
MANSA,PUNJAB,2014,10038.0,6034.0,9231.0,1913.0
MANSA,PUNJAB,2015,33265.0,24257.0,35243.0,6982.0
MANSA,PUNJAB,2016,31827.0,24404.0,33174.0,6550.0
MANSA,PUNJAB,2017,37160.0,29737.0,39764.0,8427.0
MANSA,PUNJAB,2018,34148.0,26536.0,35890.0,7912.0
MANSA,PUNJAB,2019,33972.0,26868.0,34622.0,8431.0
MANSA,PUNJAB,2020,41083.0,32941.0,41965.0,11449.0
MANSA,PUNJAB,2021,38321.0,31276.0,38825.0,9912.0
MANSA,PUNJAB,2022,39145.0,33847.0,40739.0,9073.0
MANSA,PUNJAB,2023,37568.0,32561.0,37778.0,8477.0
MANSA,PUNJAB,2024,37320.0,31828.0,37565.0,8541.0
MANSA,PUNJAB,2025,33332.0,28445.0,32785.0,7610.0
MATHURA,UTTAR PRADESH,2014,24553.0,10959.0,15214.0,18288.0
MATHURA,UTTAR PRADESH,2015,28492.0,13453.0,17937.0,21139.0
MATHURA,UTTAR PRADESH,2016,35258.0,17902.0,20068.0,29183.0
MATHURA,UTTAR PRADESH,2017,30212.0,14995.0,16046.0,25723.0
MATHURA,UTTAR PRADESH,2018,28482.0,14258.0,14653.0,24854.0
MATHURA,UTTAR PRADESH,2019,34490.0,16853.0,16218.0,30354.0
MATHURA,UTTAR PRADESH,2020,81579.0,39325.0,34621.0,75292.0
MATHURA,UTTAR PRADESH,2021,77984.0,35521.0,29795.0,70862.0
MATHURA,UTTAR PRADESH,2022,63131.0,30282.0,22379.0,56530.0
MATHURA,UTTAR PRADESH,2023,60995.0,30712.0,22858.0,53392.0
MATHURA,UTTAR PRADESH,2024,61193.0,31151.0,22004.0,52656.0
MATHURA,UTTAR PRADESH,2025,56223.0,28942.0,19883.0,48120.0
MAU,UTTAR PRADESH,2014,60243.0,22108.0,20609.0,45862.0
MAU,UTTAR PRADESH,2015,85711.0,34845.0,29964.0,67176.0
MAU,UTTAR PRADESH,2016,110839.0,51584.0,36752.0,88890.0
MAU,UTTAR PRADESH,2017,93409.0,44945.0,32350.0,72724.0
MAU,UTTAR PRADESH,2018,96112.0,46448.0,30939.0,76577.0
MAU,UTTAR PRADESH,2019,92098.0,45035.0,29475.0,72319.0
MAU,UTTAR PRADESH,2020,153265.0,76947.0,51495.0,122562.0
MAU,UTTAR PRADESH,2021,110101.0,59745.0,38918.0,87949.0
MAU,UTTAR PRADESH,2022,111274.0,63217.0,45880.0,79956.0
MAU,UTTAR PRADESH,2023,100182.0,58356.0,40527.0,72604.0
MAU,UTTAR PRADESH,2024,92755.0,53918.0,37185.0,66280.0
MAU,UTTAR PRADESH,2025,83595.0,50684.0,35379.0,59753.0
MAYILADUTHURAI,TAMIL NADU,2021,142014.0,144200.0,97237.0,108369.0
MAYILADUTHURAI,TAMIL NADU,2022,144636.0,146636.0,97374.0,112651.0
MAYILADUTHURAI,TAMIL NADU,2023,149024.0,149236.0,96341.0,116900.0
MAYILADUTHURAI,TAMIL NADU,2024,144966.0,144210.0,90746.0,110911.0
MAYILADUTHURAI,TAMIL NADU,2025,103285.0,98940.0,60901.0,68637.0
MAYURBHANJ,ODISHA,2014,175879.0,108223.0,33821.0,77560.0
MAYURBHANJ,ODISHA,2015,226374.0,161796.0,46812.0,109317.0
MAYURBHANJ,ODISHA,2016,229938.0,167153.0,46200.0,115838.0
MAYURBHANJ,ODISHA,2017,258666.0,193286.0,49912.0,135341.0
MAYURBHANJ,ODISHA,2018,221482.0,161463.0,40463.0,112606.0
MAYURBHANJ,ODISHA,2019,237550.0,170718.0,41570.0,116661.0
MAYURBHANJ,ODISHA,2020,310481.0,230195.0,47696.0,174893.0
MAYURBHANJ,ODISHA,2021,280447.0,204115.0,40362.0,154475.0
MAYURBHANJ,ODISHA,2022,263579.0,192565.0,36887.0,142642.0
MAYURBHANJ,ODISHA,2023,278567.0,204146.0,37840.0,153324.0
MAYURBHANJ,ODISHA,2024,213594.0,146876.0,26152.0,113516.0
MAYURBHANJ,ODISHA,2025,209255.0,147150.0,25074.0,108047.0
MEDAK,TELANGANA,2014,236547.0,242707.0,120097.0,279424.0
MEDAK,TELANGANA,2015,261850.0,267867.0,134508.0,310828.0
MEDAK,TELANGANA,2016,89106.0,87944.0,34394.0,109194.0
MEDAK,TELANGANA,2017,85708.0,85481.0,33057.0,105577.0
MEDAK,TELANGANA,2018,90779.0,91328.0,34159.0,113022.0
MEDAK,TELANGANA,2019,90795.0,88588.0,32161.0,110051.0
MEDAK,TELANGANA,2020,108277.0,107669.0,39935.0,135664.0
MEDAK,TELANGANA,2021,102100.0,99054.0,34645.0,124851.0
MEDAK,TELANGANA,2022,95882.0,93316.0,32189.0,116888.0
MEDAK,TELANGANA,2023,91141.0,86604.0,29168.0,107762.0
MEDAK,TELANGANA,2024,93805.0,88510.0,29290.0,108928.0
MEDAK,TELANGANA,2025,74809.0,68700.0,21092.0,81437.0
MEDCHAL,TELANGANA,2016,999.0,710.0,368.0,612.0
MEDCHAL,TELANGANA,2017,4467.0,3448.0,1399.0,2996.0
MEDCHAL,TELANGANA,2018,3774.0,2972.0,1122.0,2476.0
MEDCHAL,TELANGANA,2019,2811.0,2260.0,987.0,1713.0
MEDCHAL,TELANGANA,2020,5587.0,4226.0,1641.0,3816.0
MEDCHAL,TELANGANA,2021,4499.0,3540.0,1449.0,3193.0
MEDCHAL,TELANGANA,2022,3572.0,2858.0,1097.0,2478.0
MEDCHAL,TELANGANA,2023,2413.0,1980.0,647.0,1778.0
MEDCHAL,TELANGANA,2024,1946.0,1631.0,522.0,1432.0
MEDCHAL,TELANGANA,2025,299.0,235.0,107.0,181.0
MEERUT,UTTAR PRADESH,2014,10299.0,5573.0,5560.0,7866.0
MEERUT,UTTAR PRADESH,2015,11359.0,4748.0,7360.0,7059.0
MEERUT,UTTAR PRADESH,2016,11751.0,5464.0,7116.0,7663.0
MEERUT,UTTAR PRADESH,2017,8373.0,3824.0,5115.0,5314.0
MEERUT,UTTAR PRADESH,2018,8879.0,3486.0,5233.0,5442.0
MEERUT,UTTAR PRADESH,2019,11562.0,4401.0,6034.0,7261.0
MEERUT,UTTAR PRADESH,2020,28897.0,11159.0,14782.0,18316.0
MEERUT,UTTAR PRADESH,2021,20978.0,8155.0,10554.0,12982.0
MEERUT,UTTAR PRADESH,2022,19131.0,7998.0,9719.0,11838.0
MEERUT,UTTAR PRADESH,2023,16755.0,6773.0,8026.0,10442.0
MEERUT,UTTAR PRADESH,2024,15079.0,6366.0,7350.0,9017.0
MEERUT,UTTAR PRADESH,2025,11571.0,4752.0,5739.0,6892.0
MEWAT,HARYANA,2014,6144.0,7218.0,967.0,15389.0
MEWAT,HARYANA,2015,7079.0,8523.0,971.0,18122.0
MEWAT,HARYANA,2016,8647.0,7968.0,720.0,18015.0
MEWAT,HARYANA,2017,12578.0,6969.0,713.0,17117.0
MEWAT,HARYANA,2018,16619.0,8488.0,702.0,20418.0
MEWAT,HARYANA,2019,29009.0,13996.0,666.0,33666.0
MEWAT,HARYANA,2020,75829.0,35336.0,1353.0,83692.0
MEWAT,HARYANA,2021,55702.0,24325.0,637.0,58804.0
MEWAT,HARYANA,2022,9155.0,4099.0,109.0,9710.0
MEWAT,HARYANA,2023,9784.0,5315.0,173.0,11691.0
MEWAT,HARYANA,2024,17335.0,9234.0,261.0,20328.0
MEWAT,HARYANA,2025,6599.0,3507.0,99.0,7691.0
MIRZAPUR,UTTAR PRADESH,2014,49115.0,28444.0,38711.0,30115.0
MIRZAPUR,UTTAR PRADESH,2015,70343.0,42352.0,54557.0,46145.0
MIRZAPUR,UTTAR PRADESH,2016,62344.0,39094.0,48025.0,41446.0
MIRZAPUR,UTTAR PRADESH,2017,62738.0,39167.0,45845.0,40957.0
MIRZAPUR,UTTAR PRADESH,2018,66576.0,41621.0,44343.0,46130.0
MIRZAPUR,UTTAR PRADESH,2019,72746.0,44060.0,44398.0,53432.0
MIRZAPUR,UTTAR PRADESH,2020,170315.0,105714.0,108161.0,132709.0
MIRZAPUR,UTTAR PRADESH,2021,129973.0,81232.0,82009.0,96740.0
MIRZAPUR,UTTAR PRADESH,2022,105806.0,67190.0,65595.0,73670.0
MIRZAPUR,UTTAR PRADESH,2023,92784.0,59296.0,52312.0,67058.0
MIRZAPUR,UTTAR PRADESH,2024,88671.0,56116.0,49921.0,59896.0
MIRZAPUR,UTTAR PRADESH,2025,64062.0,41704.0,35587.0,41885.0
MOGA,PUNJAB,2014,22992.0,19037.0,24877.0,2314.0
MOGA,PUNJAB,2015,33630.0,28302.0,38714.0,4015.0
MOGA,PUNJAB,2016,33448.0,28092.0,37799.0,3847.0
MOGA,PUNJAB,2017,43242.0,36268.0,50765.0,5141.0
MOGA,PUNJAB,2018,42154.0,35541.0,48863.0,5125.0
MOGA,PUNJAB,2019,39744.0,32846.0,45110.0,5371.0
MOGA,PUNJAB,2020,44472.0,37050.0,50257.0,6256.0
MOGA,PUNJAB,2021,42085.0,34973.0,46600.0,5097.0
MOGA,PUNJAB,2022,41804.0,35212.0,46065.0,4570.0
MOGA,PUNJAB,2023,39937.0,33943.0,43675.0,4109.0
MOGA,PUNJAB,2024,36030.0,30418.0,38595.0,3544.0
MOGA,PUNJAB,2025,34345.0,29482.0,36067.0,3389.0
MOHLA MANPUR AMBAGARH CHOWKI,CHHATTISGARH,2023,53799.0,54345.0,4564.0,44542.0
MOHLA MANPUR AMBAGARH CHOWKI,CHHATTISGARH,2024,50514.0,49009.0,3994.0,40584.0
MOHLA MANPUR AMBAGARH CHOWKI,CHHATTISGARH,2025,45493.0,43109.0,3484.0,35187.0
MOKOKCHUNG,NAGALAND,2014,34478.0,12414.0,0.0,192.0
MOKOKCHUNG,NAGALAND,2015,35218.0,16617.0,0.0,360.0
MOKOKCHUNG,NAGALAND,2016,36304.0,15464.0,1.0,397.0
MOKOKCHUNG,NAGALAND,2017,39119.0,15072.0,1.0,450.0
MOKOKCHUNG,NAGALAND,2018,34172.0,18624.0,2.0,416.0
MOKOKCHUNG,NAGALAND,2019,32876.0,15543.0,2.0,302.0
MOKOKCHUNG,NAGALAND,2020,34180.0,15861.0,0.0,268.0
MOKOKCHUNG,NAGALAND,2021,34245.0,16595.0,0.0,115.0
MOKOKCHUNG,NAGALAND,2022,35288.0,17002.0,0.0,2.0
MOKOKCHUNG,NAGALAND,2023,33432.0,18149.0,0.0,0.0
MOKOKCHUNG,NAGALAND,2024,19463.0,9873.0,0.0,1.0
MOKOKCHUNG,NAGALAND,2025,19964.0,10411.0,0.0,4.0
MON,NAGALAND,2014,36974.0,11924.0,0.0,311.0
MON,NAGALAND,2015,37423.0,11799.0,0.0,311.0
MON,NAGALAND,2016,37662.0,12136.0,0.0,312.0
MON,NAGALAND,2017,39167.0,14535.0,9.0,313.0
