DISTRICT,YEAR,asset_index_0_1
Supaul,2019,0.18155374161548632
Supaul,2020,0.19910949576662434
Supaul,2021,0.22688483018597394
Supaul,2022,0.3104674581217496
Supaul,2023,0.334042149356059
Supaul,2025,0.23702600918904468
Vaishali,2014,0.08282123372606154
Vaishali,2015,0.12291604325211977
Vaishali,2016,0.13451704068914697
Vaishali,2017,0.15502014807994735
Vaishali,2018,0.17780482805355227
Vaishali,2019,0.17868814270788158
Vaishali,2020,0.20203328265404535
Vaishali,2021,0.19186183097946194
Vaishali,2022,0.16730722169416856
Vaishali,2023,0.20693012345998468
Vaishali,2024,0.23018304286140565
Vaishali,2025,0.20222978497104138
Chandigarh,2014,0.6840043469830168
Chandigarh,2015,0.7614670162105328
Chandigarh,2016,0.7580677204761711
Chandigarh,2017,0.7541955801871844
Chandigarh,2018,0.7903217746551697
Chandigarh,2019,0.8149948791054308
Chandigarh,2020,0.7950374181480394
Chandigarh,2021,0.7823273351278506
Chandigarh,2022,0.7888890179600565
Chandigarh,2023,0.7968156984797802
Chandigarh,2024,0.8761062486761395
Chandigarh,2025,0.8905039578014478
Bastar,2014,0.09447914084384673
Bastar,2015,0.10716073314371592
Bastar,2017,0.11376184694464908
Bastar,2023,0.22558648646526963
Bastar,2025,0.3009523879607283
Bilaspur,2014,0.2071507377825116
Bilaspur,2015,0.2378022058228554
Bilaspur,2016,0.23653146963650307
Bilaspur,2017,0.2435612326854429
Bilaspur,2018,0.28790725129487077
Bilaspur,2019,0.30858672833294876
Bilaspur,2020,0.32036345477594785
Bilaspur,2021,0.3088765346837479
Bilaspur,2022,0.31325447522411776
Bilaspur,2023,0.323801208649317
Bilaspur,2024,0.33949751353746155
Bilaspur,2025,0.3373752093772891
Dantewada,2023,0.28726763557004653
Dantewada,2025,0.3163664529347672
Dhamtari,2014,0.24447190325337056
Dhamtari,2015,0.30129347613890906
Dhamtari,2016,0.2981768196553729
Dhamtari,2017,0.28224976868909113
Dhamtari,2018,0.3025833134169482
Dhamtari,2019,0.3477342293563622
Dhamtari,2020,0.3267733335217615
Dhamtari,2021,0.32873040088567007
Dhamtari,2022,0.31208570204750374
Dhamtari,2023,0.3047747796041688
Dhamtari,2024,0.35584903541544577
Dhamtari,2025,0.38815499257847985
Durg,2014,0.29522583299859617
Durg,2015,0.3344155953482747
Durg,2016,0.3347421575043849
Durg,2017,0.33085841222014456
Durg,2018,0.3622152196397765
Durg,2019,0.39908971068927135
Durg,2020,0.38036068578301474
Durg,2021,0.38782883078583263
Durg,2022,0.3469297973501491
Durg,2023,0.35584835344957916
Durg,2024,0.3714605976814845
Durg,2025,0.39840538713778123
Janjgir-Champa,2014,0.19386226953782312
Janjgir-Champa,2015,0.21966952780710422
Janjgir-Champa,2016,0.22116319260406656
Janjgir-Champa,2017,0.2392803032902936
Janjgir-Champa,2018,0.28926009884555
Janjgir-Champa,2019,0.3051564693116806
Janjgir-Champa,2020,0.30699090975693877
Janjgir-Champa,2021,0.31885526822915844
Janjgir-Champa,2022,0.32559799767645475
Janjgir-Champa,2023,0.33669414614896304
Janjgir-Champa,2024,0.3387452567034567
Janjgir-Champa,2025,0.3468045108670211
Jashpur,2018,0.26033281059551266
Jashpur,2019,0.3109658979267843
Jashpur,2020,0.3563853101461633
Jashpur,2021,0.3518186896691046
Jashpur,2023,0.2874103149240656
Jashpur,2024,0.31475114405472243
Jashpur,2025,0.3113309803708439
Kabirdham,2017,0.23881467302826007
Kabirdham,2018,0.2629796466967001
Kabirdham,2019,0.28175205740666115
Kabirdham,2020,0.31796154606308974
Kabirdham,2021,0.31350142074542436
Kabirdham,2022,0.30471685349160077
Kabirdham,2023,0.30325661221073624
Kabirdham,2024,0.32920435482759053
Kabirdham,2025,0.350146881981417
Korba,2014,0.21316129525126956
Korba,2015,0.2744301722387338
Korba,2016,0.26296915229488893
Korba,2017,0.2800632328107998
Korba,2018,0.3579338070011935
Korba,2019,0.38979028399203997
Korba,2020,0.34532909175722265
Korba,2021,0.36396882879731174
Korba,2022,0.3747132615491587
Korba,2023,0.36435113908980943
Korba,2024,0.3581235169762777
Korba,2025,0.3799119413644449
Koriya,2014,0.08995031660938914
Koriya,2015,0.12760252501368544
Koriya,2016,0.1300939098539725
Mahasamund,2017,0.2248564390634241
Mahasamund,2018,0.2869276355336548
Mahasamund,2019,0.31478590105760645
Mahasamund,2020,0.32793173149746835
Mahasamund,2021,0.33257073606621057
Mahasamund,2022,0.28882167531078445
Mahasamund,2023,0.31239674068061585
Mahasamund,2024,0.35648960243231065
Mahasamund,2025,0.3633525246682771
Narayanpur,2025,0.32127043433203334
North Bastar (Kanker),2025,0.22764427415050612
