region_id,year,pillar3_income_score
BASTI_UTTAR PRADESH,2016.0,0.5
BASTI_UTTAR PRADESH,2017.0,0.6
BASTI_UTTAR PRADESH,2018.0,0.5
BASTI_UTTAR PRADESH,2019.0,0.5
BASTI_UTTAR PRADESH,2020.0,0.55
BASTI_UTTAR PRADESH,2021.0,0.6
BASTI_UTTAR PRADESH,2022.0,0.45
BASTI_UTTAR PRADESH,2023.0,0.3
BASTI_UTTAR PRADESH,2024.0,0.5
BELAGAVI_KARNATAKA,2015.0,0.7
BELAGAVI_KARNATAKA,2016.0,0.6
BELAGAVI_KARNATAKA,2017.0,0.45
BELAGAVI_KARNATAKA,2018.0,0.6
BELAGAVI_KARNATAKA,2019.0,0.7
BELAGAVI_KARNATAKA,2020.0,0.65
BELAGAVI_KARNATAKA,2021.0,0.5
BELAGAVI_KARNATAKA,2022.0,0.55
BELAGAVI_KARNATAKA,2023.0,0.7
BELAGAVI_KARNATAKA,2024.0,0.7
BETUL_MADHYA PRADESH,2015.0,0.7
BETUL_MADHYA PRADESH,2016.0,0.65
BETUL_MADHYA PRADESH,2017.0,0.45
BETUL_MADHYA PRADESH,2018.0,0.3
BETUL_MADHYA PRADESH,2019.0,0.45
BETUL_MADHYA PRADESH,2020.0,0.4
BETUL_MADHYA PRADESH,2021.0,0.5
BETUL_MADHYA PRADESH,2022.0,0.5
BETUL_MADHYA PRADESH,2023.0,0.65
BETUL_MADHYA PRADESH,2024.0,0.6
BHANDARA_MAHARASHTRA,2015.0,0.5
BHANDARA_MAHARASHTRA,2016.0,0.5
BHANDARA_MAHARASHTRA,2017.0,0.4
BHANDARA_MAHARASHTRA,2018.0,0.55
BHANDARA_MAHARASHTRA,2019.0,0.55
BHANDARA_MAHARASHTRA,2020.0,0.65
BHANDARA_MAHARASHTRA,2021.0,0.6
BHANDARA_MAHARASHTRA,2022.0,0.65
BHANDARA_MAHARASHTRA,2023.0,0.7
BHANDARA_MAHARASHTRA,2024.0,0.5
BHARATPUR_RAJASTHAN,2015.0,0.65
BHARATPUR_RAJASTHAN,2016.0,0.6
BHARATPUR_RAJASTHAN,2017.0,0.65
BHARATPUR_RAJASTHAN,2018.0,0.5
