DISTRICT,Year,ADJ_TOT_EXP
Sheikhpura,2018,6052348
Sheikhpura,2019,5588840
Sheikhpura,2020,3163489
Sheikhpura,2021,5895784
Sheikhpura,2022,3331634
Sheikhpura,2023,2397038
Sheikhpura,2024,1776636
Sheikhpura,2025,176126
Sheohar,2014,18784220
Sheohar,2015,20572830
Sheohar,2016,23789595
Sheohar,2017,25821540
Sheohar,2018,32336343
Sheohar,2019,25618510
Sheohar,2020,24927725
Sheohar,2021,27751544
Sheohar,2022,31540137
Sheohar,2023,16426838
Sheohar,2024,18781510
Sheohar,2025,2173281
Shimla,2014,63581669
Shimla,2015,67324902
Shimla,2016,79512020
Shimla,2017,92981916
Shimla,2018,104257955
Shimla,2019,98661165
Shimla,2020,77046315
Shimla,2021,53643826
Shimla,2022,73660493
Shimla,2023,53686248
Shimla,2024,46513431
Shimla,2025,31463774
Shimoga,2014,11761653
Shimoga,2015,7843804
Shimoga,2016,8889891
Shimoga,2017,11809075
Shimoga,2018,11795140
Shimoga,2019,12572559
Shimoga,2020,983380
Shimoga,2021,16998411
Shimoga,2022,11348559
Shimoga,2023,22605604
Shimoga,2024,9636225
Shimoga,2025,763523
Shivpuri,2014,1828313
Shivpuri,2015,315998
Shivpuri,2017,1383885
Shivpuri,2018,11431494
Shivpuri,2019,13286574
Shivpuri,2020,9505186
Shivpuri,2021,12980512
Shivpuri,2022,19795760
Shivpuri,2023,14461560
Shivpuri,2024,16663965
Shivpuri,2025,6535837
Shrawasti,2014,3327703
Shrawasti,2015,3460052
Shrawasti,2016,3341728
Shrawasti,2017,3775912
Shrawasti,2018,2642428
Shrawasti,2019,2684715
Shrawasti,2020,3895299
Shrawasti,2021,4298309
Shrawasti,2022,5575023
Shrawasti,2023,5246388
Shrawasti,2024,4699163
Shrawasti,2025,1673247
Sikar,2014,37089701
Sikar,2015,28482515
Sikar,2016,35893472
Sikar,2017,60118984
Sikar,2018,90187490
Sikar,2019,92585742
Sikar,2020,73821800
Sikar,2021,69443351
Sikar,2022,78358676
Sikar,2023,80141071
Sikar,2024,82611835
Sikar,2025,1567762209
Simdega,2014,770835
Simdega,2023,-41184
Simdega,2024,-76032
Simdega,2025,-9504
Sindhudurg,2014,73206184
Sindhudurg,2015,24195199
Sindhudurg,2016,12391335
Sindhudurg,2017,16283195
Sindhudurg,2018,13094444
Sindhudurg,2019,20109421
Sindhudurg,2020,12479729
Sindhudurg,2021,16457426
Sindhudurg,2022,14402847
Sindhudurg,2023,7436443
Sindhudurg,2024,-190080
Sindhudurg,2025,-63360
Singrauli,2014,20847390
Singrauli,2015,28865656
Singrauli,2016,33928893
Singrauli,2017,5124606
Sirmaur,2014,4668557
Sirmaur,2015,6570769
Sirmaur,2016,5842393
Sirmaur,2017,9374382
Sirmaur,2018,12827474
Sirmaur,2019,11440129
Sirmaur,2020,7600912
Sirmaur,2021,1762314
Sirmaur,2022,10982563
Sirmaur,2023,6955309
Sirmaur,2024,25673557
Sirmaur,2025,4684513
Sirohi,2014,1315387
Sirohi,2015,884747
Sirohi,2016,1769448
Sirohi,2017,951538
Sirohi,2018,1022674
Sirohi,2019,524680
Sirohi,2020,-38016
Sirohi,2021,-38016
Sirohi,2022,-38016
Sirohi,2023,-38016
Sirohi,2024,-39402
Sirohi,2025,125852
Sirsa,2014,10841423
Sirsa,2015,14178975
Sirsa,2016,17942981
Sirsa,2017,18463878
Sirsa,2018,18229958
Sirsa,2019,22258462
Sirsa,2020,8880479
Sirsa,2021,13339394
Sirsa,2022,11783076
Sirsa,2023,18619831
Sirsa,2024,16529609
Sirsa,2025,2748147
Sitamarhi,2014,1144507
Sitamarhi,2015,345669
Sitamarhi,2017,5288172
Sitamarhi,2018,15178811
Sitamarhi,2019,13460964
Sitamarhi,2020,7386798
Sitamarhi,2021,7902852
Sitamarhi,2022,15256884
Sitamarhi,2023,5847975
Sitamarhi,2024,8547876
Sitamarhi,2025,6013335
Sitapur,2014,19250178
Sitapur,2015,19996096
Sitapur,2016,15599511
Sitapur,2017,14564567
Sitapur,2018,17272375
Sitapur,2019,16642780
Sitapur,2020,8915370
Sitapur,2021,7028459
Sitapur,2022,14042997
Sitapur,2023,23721508
Sitapur,2024,31043312
Sitapur,2025,12274349
Sivaganga,2014,26410828
Sivaganga,2015,27297791
Sivaganga,2016,49269120
Sivaganga,2017,58720210
Sivaganga,2018,44797230
Sivaganga,2019,52447352
Sivaganga,2020,38543986
Sivaganga,2021,37318524
Sivaganga,2022,52678892
Sivaganga,2023,55872786
Sivaganga,2024,63206963
Sivaganga,2025,19773118
Sivasagar,2014,4698984
Sivasagar,2015,4740275
Sivasagar,2016,4789900
Sivasagar,2017,8030450
Sivasagar,2018,6559514
Sivasagar,2019,4977315
Sivasagar,2020,2741022
Sivasagar,2021,540668
Sivasagar,2022,2538183
Sivasagar,2023,1669656
Sivasagar,2024,2844409
Sivasagar,2025,108019
Siwan,2014,405318
Siwan,2015,895334
Siwan,2016,903603
Siwan,2017,4665557
Siwan,2018,5630005
Siwan,2019,3789748
Siwan,2020,6072975
Siwan,2021,7345236
Siwan,2022,5382640
Siwan,2023,885869
Siwan,2024,2937136
Siwan,2025,1255931
Solan,2014,6814467
Solan,2015,8951809
Solan,2016,10694868
Solan,2017,13709365
Solan,2018,15272645
Solan,2019,17572223
Solan,2020,11667591
Solan,2021,5988854
Solan,2022,8765431
Solan,2023,1427718
Solan,2024,8907805
Solan,2025,4549765
Solapur,2014,58675700
Solapur,2015,72478159
Solapur,2016,84469868
Solapur,2017,91036916
Solapur,2018,92441222
Solapur,2019,103084336
Solapur,2020,50942803
Solapur,2021,42345267
Solapur,2022,83250993
Solapur,2023,88443756
Solapur,2024,86527647
Solapur,2025,26073146
Sonbhadra,2017,1434697
Sonbhadra,2018,2368609
Sonbhadra,2019,2194388
Sonbhadra,2020,1838782
Sonbhadra,2021,1349506
Sonbhadra,2022,1365628
Sonbhadra,2023,392305
Sonbhadra,2024,36558
Sonbhadra,2025,-12078
Sonipat,2014,53502936
Sonipat,2015,44355449
Sonipat,2016,47742884
Sonipat,2017,58505530
Sonipat,2018,60606224
Sonipat,2019,60956334
Sonipat,2020,33725349
Sonipat,2021,47063747
Sonipat,2022,50948916
Sonipat,2023,9426928
Sonipat,2024,56426649
Sonipat,2025,36648512
Sonitpur,2014,3774094
Sonitpur,2015,4503952
Sonitpur,2016,7612824
Sonitpur,2017,7797070
Sonitpur,2018,9879326
Sonitpur,2019,16325947
Sonitpur,2020,12291990
Sonitpur,2021,17467208
Sonitpur,2022,17459247
Sonitpur,2023,8917087
Sonitpur,2024,26197202
Sonitpur,2025,6759947
South,2014,6754983
South,2015,4474660
South,2016,4161739
South,2017,7273998
South,2018,10232407
South,2019,11673013
South,2020,6843455
South,2021,7708741
South,2022,9058518
South,2023,8913853
South,2024,17204440
South,2025,6000528
South - South West - Central - New Delhi,2014,43828585
South - South West - Central - New Delhi,2015,42337935
South - South West - Central - New Delhi,2016,35885909
South - South West - Central - New Delhi,2017,48093620
South - South West - Central - New Delhi,2018,77668977
South - South West - Central - New Delhi,2019,79757145
South - South West - Central - New Delhi,2020,58047939
South - South West - Central - New Delhi,2021,75726751
South - South West - Central - New Delhi,2022,92266866
South - South West - Central - New Delhi,2023,65687407
South - South West - Central - New Delhi,2024,149213683
South - South West - Central - New Delhi,2025,63354085
South 24 Parganas,2014,73585459
South 24 Parganas,2015,70285612
South 24 Parganas,2016,80432106
South 24 Parganas,2017,73036926
South 24 Parganas,2018,91659273
South 24 Parganas,2019,90139021
South 24 Parganas,2020,44723233
South 24 Parganas,2021,66336206
South 24 Parganas,2022,78724308
South 24 Parganas,2023,33776205
South 24 Parganas,2024,86658212
South 24 Parganas,2025,28501627
South Goa,2014,94017491
South Goa,2015,89053513
South Goa,2016,123606056
South Goa,2017,119501511
South Goa,2018,106315371
South Goa,2019,45682363
South Goa,2020,16066954
South Goa,2021,31444197
South Goa,2022,56839752
South Goa,2023,39558930
South Goa,2024,17322692
South Goa,2025,9568654
South Sikkim,2018,923584
South Sikkim,2019,6791055
South Sikkim,2020,3936422
South Sikkim,2021,2801141
South Sikkim,2022,5483329
South Sikkim,2023,18921626
South Sikkim,2024,13609612
South Sikkim,2025,8114079
South Tripura,2017,577647
South Tripura,2018,7851032
South Tripura,2019,5557237
South Tripura,2020,5029247
South Tripura,2021,6520014
South Tripura,2022,5644376
South Tripura,2023,2891444
South Tripura,2024,723106
South Tripura,2025,798712
South West,2014,27630080
South West,2015,25118941
South West,2016,22549545
South West,2017,33505580
South West,2018,42913850
South West,2019,43344240
South West,2020,30195248
South West,2021,34410790
South West,2022,41666924
South West,2023,31434647
South West,2024,47820818
South West,2025,17903888
Sri Potti Sriramulu Nellore,2014,59232189
Sri Potti Sriramulu Nellore,2015,60208461
Sri Potti Sriramulu Nellore,2016,75661382
Sri Potti Sriramulu Nellore,2017,94462773
Sri Potti Sriramulu Nellore,2018,87373969
Sri Potti Sriramulu Nellore,2019,98000459
Sri Potti Sriramulu Nellore,2020,19447796
Sri Potti Sriramulu Nellore,2021,64662150
Sri Potti Sriramulu Nellore,2022,75954728
Sri Potti Sriramulu Nellore,2023,136674927
Sri Potti Sriramulu Nellore,2024,166786725
Sri Potti Sriramulu Nellore,2025,65810608
Srikakulam,2014,6069071
Srikakulam,2015,6968959
Srikakulam,2016,5872174
Srikakulam,2017,11286151
Srikakulam,2018,16188369
Srikakulam,2019,11751837
Srikakulam,2020,4594816
Srikakulam,2021,6287435
Srikakulam,2022,2970607
Srikakulam,2023,7756441
Srikakulam,2024,13236020
Srikakulam,2025,976957
Srinagar,2014,86362383
Srinagar,2015,83080420
Srinagar,2016,52377121
Srinagar,2017,75726233
Srinagar,2018,78321622
Srinagar,2019,33441096
Srinagar,2020,12913124
Srinagar,2021,12544954
Srinagar,2022,76304237
Srinagar,2023,97392126
Srinagar,2024,93365493
Srinagar,2025,26213173
Subarnapur,2014,-1485
Subarnapur,2017,2432948
Subarnapur,2018,7937358
Subarnapur,2019,8723168
Subarnapur,2020,900816
Subarnapur,2021,586018
Subarnapur,2022,2540421
Subarnapur,2023,8639636
Subarnapur,2024,12852965
Subarnapur,2025,3470521
Sultanpur,2014,43465502
Sultanpur,2015,41573976
Sultanpur,2016,40002921
Sultanpur,2017,39490789
Sultanpur,2018,47266043
Sultanpur,2019,62053330
Sultanpur,2020,44041749
Sultanpur,2021,46051625
Sultanpur,2022,50440163
Sultanpur,2023,44464052
Sultanpur,2024,36001180
Sultanpur,2025,21890394
Sundargarh,2014,49216699
Sundargarh,2015,55316714
Sundargarh,2016,59734771
Sundargarh,2017,65450251
Sundargarh,2018,91350000
Sundargarh,2019,105801277
Sundargarh,2020,63382350
Sundargarh,2021,72756029
Sundargarh,2022,113424824
Sundargarh,2023,137252329
Sundargarh,2024,115428838
Sundargarh,2025,40620837
Supaul,2017,4204900
Supaul,2018,10725117
Supaul,2019,8399319
Supaul,2020,4831744
Supaul,2021,6116266
Supaul,2022,7340832
Supaul,2023,5050542
Supaul,2024,4709762
Supaul,2025,2369096
Surat,2014,71094478
Surat,2015,72623518
Surat,2016,92288273
Surat,2017,76700320
Surat,2018,97870702
Surat,2019,107660996
Surat,2020,55785905
Surat,2021,111117114
Surat,2022,113942098
Surat,2023,59044199
Surat,2024,78713874
Surat,2025,19729474
Surendranagar,2014,7056236
Surendranagar,2015,6467871
Surendranagar,2016,6220851
Surendranagar,2017,10891045
Surendranagar,2018,14664972
Surendranagar,2019,17737423
Surendranagar,2020,5262842
Surendranagar,2021,7702549
Surendranagar,2022,12632324
Surendranagar,2023,3246151
Surendranagar,2024,6120470
Surendranagar,2025,566179
Surguja,2015,7489551
Surguja,2016,7941983
Surguja,2017,6499926
Surguja,2018,15668823
Surguja,2019,14841073
Surguja,2020,3888358
Surguja,2021,13710449
Surguja,2022,18375248
Surguja,2023,23604618
Surguja,2024,32241245
Surguja,2025,9587869
Tapi,2014,5949987
Tapi,2015,4322416
Tapi,2016,4260731
Tapi,2017,4039921
Tapi,2018,2933809
Tapi,2019,4309021
Tapi,2020,1259698
Tapi,2021,3438879
Tapi,2022,3967685
Tapi,2023,-38016
Tapi,2024,1855962
Tapi,2025,-12672
Tarn Taran,2014,7983522
Tarn Taran,2015,6541318
Tarn Taran,2016,6909491
Tarn Taran,2017,10694868
Tarn Taran,2018,14794694
Tarn Taran,2019,13058588
Tarn Taran,2020,8390539
Tarn Taran,2021,8996731
Tarn Taran,2022,8822806
Tarn Taran,2023,4174265
Tarn Taran,2024,5984648
Tarn Taran,2025,1932501
Tehri Garhwal,2014,3252761
Tehri Garhwal,2015,5381493
Tehri Garhwal,2016,5428644
Tehri Garhwal,2017,4996240
Tehri Garhwal,2018,7951423
Tehri Garhwal,2019,4321400
Tehri Garhwal,2020,698708
Tehri Garhwal,2021,-57024
Tehri Garhwal,2022,-57024
Tehri Garhwal,2023,-57024
Tehri Garhwal,2024,-44352
Tehri Garhwal,2025,-6336
Thane,2014,492328571
Thane,2015,397077715
Thane,2016,356352180
Thane,2017,522750555
Thane,2018,652391445
Thane,2019,542967048
Thane,2020,186446690
Thane,2021,245369152
Thane,2022,372334311
Thane,2023,331744856
Thane,2024,709791625
Thane,2025,320506099
Thanjavur,2014,28335790
Thanjavur,2015,38787525
Thanjavur,2016,61429990
Thanjavur,2017,96722553
Thanjavur,2018,59216840
Thanjavur,2019,77948310
Thanjavur,2020,60364281
Thanjavur,2021,91492887
Thanjavur,2022,90056054
Thanjavur,2023,118878647
Thanjavur,2024,121987067
Thanjavur,2025,37445911
Theni,2014,25639846
Theni,2015,21866404
Theni,2016,36223347
Theni,2017,63842762
Theni,2018,49880629
Theni,2019,39799447
Theni,2020,35074268
Theni,2021,38544114
Theni,2022,45960049
Theni,2023,41377905
Theni,2024,63479089
Theni,2025,22504590
Thiruvallur,2014,157791941
Thiruvallur,2015,185460992
Thiruvallur,2016,170486851
Thiruvallur,2017,127583840
Thiruvallur,2018,165079885
Thiruvallur,2019,178527234
Thiruvallur,2020,69924213
Thiruvallur,2021,69551283
Thiruvallur,2022,96046325
Thiruvallur,2023,98770896
Thiruvallur,2024,117479413
Thiruvallur,2025,38717735
Thiruvananthapuram,2014,50192615
Thiruvananthapuram,2015,48094577
Thiruvananthapuram,2016,46660507
Thiruvananthapuram,2017,61470968
Thiruvananthapuram,2018,92131591
Thiruvananthapuram,2019,106822014
Thiruvananthapuram,2020,55253982
Thiruvananthapuram,2021,67471227
Thiruvananthapuram,2022,93220226
Thiruvananthapuram,2023,101977517
Thiruvananthapuram,2024,101029501
Thiruvananthapuram,2025,38085687
Thiruvarur,2014,4238770
Thiruvarur,2015,4841344
Thiruvarur,2016,6957426
Thiruvarur,2017,9492109
Thiruvarur,2018,6893328
Thiruvarur,2019,7007451
Thiruvarur,2020,5360920
Thiruvarur,2021,8292472
Thiruvarur,2022,7072257
Thiruvarur,2023,9534130
Thiruvarur,2024,11550978
Thiruvarur,2025,3652725
Thoothukkudi,2014,6098307
Thoothukkudi,2015,5713350
Thoothukkudi,2016,6499122
Thoothukkudi,2017,9210666
Thoothukkudi,2018,8589743
Thoothukkudi,2019,11828216
Thoothukkudi,2020,1685433
Thoothukkudi,2021,7284839
Thoothukkudi,2022,9402974
Thoothukkudi,2023,5238252
Thoothukkudi,2024,15253250
Thoothukkudi,2025,2448541
Thrissur,2014,13676521
Thrissur,2015,17940928
Thrissur,2016,16947596
Thrissur,2017,16886906
Thrissur,2018,16368635
Thrissur,2019,19513577
Thrissur,2020,11088068
Thrissur,2021,5426417
Thrissur,2022,16108962
Thrissur,2023,22602172
Thrissur,2024,17100304
Thrissur,2025,8643378
Tiruchirappalli,2014,37752697
Tiruchirappalli,2015,43031989
Tiruchirappalli,2016,75064127
Tiruchirappalli,2017,41424491
Tiruchirappalli,2018,53540937
Tiruchirappalli,2019,57674146
Tiruchirappalli,2020,48362558
Tiruchirappalli,2021,63004967
Tiruchirappalli,2022,37874146
Tiruchirappalli,2023,54939702
Tiruchirappalli,2024,104608554
Tiruchirappalli,2025,36969481
Tirunelveli,2014,21362748
Tirunelveli,2015,24989713
Tirunelveli,2016,28755196
Tirunelveli,2017,37604366
Tirunelveli,2018,41435247
Tirunelveli,2019,43661113
Tirunelveli,2020,5378967
Tirunelveli,2021,31741426
Tirunelveli,2022,46187391
Tirunelveli,2023,29992998
Tirunelveli,2024,76657773
Tirunelveli,2025,28962106
Tiruppur,2014,57327934
Tiruppur,2015,58381907
Tiruppur,2016,59650164
Tiruppur,2017,65505844
Tiruppur,2018,86773887
Tiruppur,2019,72249706
Tiruppur,2020,37717593
Tiruppur,2021,51577232
Tiruppur,2022,86864683
Tiruppur,2023,73717551
Tiruppur,2024,109432850
Tiruppur,2025,42446113
Tiruvannamalai,2017,5547163
Tiruvannamalai,2018,15249360
Tiruvannamalai,2019,9461163
Tiruvannamalai,2020,441566
Tiruvannamalai,2021,274801
Tiruvannamalai,2022,1207627
Tiruvannamalai,2023,2602715
Tiruvannamalai,2024,9555274
Tiruvannamalai,2025,464689
Tonk,2014,9369250
Tonk,2015,9944603
Tonk,2016,14591008
Tonk,2017,11165733
Tonk,2018,11323656
Tonk,2019,12829985
Tonk,2020,1915331
Tonk,2021,920443
Tonk,2022,1633432
Tonk,2023,7575097
Tonk,2024,2970180
Tonk,2025,537420
Tumkur,2014,60579560
Tumkur,2015,48730513
Tumkur,2016,66588619
Tumkur,2017,83441776
Tumkur,2018,77297335
Tumkur,2019,86088650
Tumkur,2020,66106042
Tumkur,2021,47883064
Tumkur,2022,110134806
Tumkur,2023,85376508
Tumkur,2024,43457893
Tumkur,2025,9358990
Udaipur,2014,43127614
Udaipur,2015,41821247
Udaipur,2016,40194757
Udaipur,2017,52158907
Udaipur,2018,76595500
Udaipur,2019,78238854
Udaipur,2020,63310842
Udaipur,2021,57514536
Udaipur,2022,92554706
Udaipur,2023,71552411
Udaipur,2024,78550018
Udaipur,2025,28315662
Udalguri,2014,161950
Udham Singh Nagar,2017,7753168
Udham Singh Nagar,2018,22112536
Udham Singh Nagar,2019,20819305
Udham Singh Nagar,2020,6575018
Udham Singh Nagar,2021,15520841
Udham Singh Nagar,2022,7872914
Udham Singh Nagar,2023,13171076
Udham Singh Nagar,2024,22752476
Udham Singh Nagar,2025,11427610
Udhampur,2014,39765956
Udhampur,2015,48627134
Udhampur,2016,44709963
Udhampur,2017,52552569
Udhampur,2018,90634466
Udhampur,2019,42431019
Udhampur,2020,6897868
Udhampur,2021,9819654
Udhampur,2022,21649378
Udhampur,2023,24176978
Udhampur,2024,31122811
Udhampur,2025,8379223
Udupi,2014,26215682
Udupi,2015,21862462
Udupi,2016,36218423
Udupi,2017,48966132
Udupi,2018,38879781
Udupi,2019,41865497
Udupi,2020,9408012
Udupi,2021,40058601
Udupi,2022,45870221
Udupi,2023,77344719
Udupi,2024,33901349
Udupi,2025,18348482
Ujjain,2014,36863471
Ujjain,2015,44863507
Ujjain,2016,43857798
Ujjain,2017,40305280
Ujjain,2018,47683080
Ujjain,2019,54991207
Ujjain,2020,51085062
Ujjain,2021,63870462
Ujjain,2022,71754916
Ujjain,2023,29522466
Ujjain,2024,73841629
Ujjain,2025,-250668
Umaria,2017,3115292
Umaria,2018,8889356
Umaria,2019,9727133
Umaria,2020,3191300
Umaria,2021,8330367
Umaria,2022,10043666
Umaria,2023,4948740
Umaria,2024,8686150
Umaria,2025,-42966
Una,2014,8393208
Una,2015,11455291
Una,2016,14468050
Una,2017,13365807
Una,2018,15925381
Una,2019,15926316
Una,2020,11187732
Una,2021,3486477
Una,2022,10813809
Una,2023,3989627
Una,2024,19015686
Una,2025,7451390
Unnao,2014,17371727
Unnao,2015,16558113
Unnao,2016,18590422
Unnao,2017,16072440
Unnao,2018,20233572
Unnao,2019,20171344
Unnao,2020,17330189
Unnao,2021,21545950
Unnao,2022,20752710
Unnao,2023,23400705
Unnao,2024,42812676
Unnao,2025,14803246
Uttar Dinajpur,2014,33599423
Uttar Dinajpur,2015,37490470
Uttar Dinajpur,2016,37610629
Uttar Dinajpur,2017,34921408
Uttar Dinajpur,2018,40193424
Uttar Dinajpur,2019,47452293
Uttar Dinajpur,2020,20061203
Uttar Dinajpur,2021,28697854
Uttar Dinajpur,2022,40649848
Uttar Dinajpur,2023,61627864
Uttar Dinajpur,2024,57892935
Uttar Dinajpur,2025,27583937
Uttara Kannada,2014,42156140
Uttara Kannada,2015,46239103
Uttara Kannada,2016,52314915
Uttara Kannada,2017,67524649
Uttara Kannada,2018,73658922
Uttara Kannada,2019,56840972
Uttara Kannada,2020,22614509
Uttara Kannada,2021,35497799
Uttara Kannada,2022,51018324
Uttara Kannada,2023,87095273
Uttara Kannada,2024,44476575
Uttara Kannada,2025,15437727
Uttarkashi,2014,3969802
Uttarkashi,2015,4028885
Uttarkashi,2016,4557708
Uttarkashi,2017,3988577
Uttarkashi,2018,8282835
Uttarkashi,2019,11086721
Uttarkashi,2020,1117504
Uttarkashi,2021,-57024
Uttarkashi,2022,-57024
Uttarkashi,2023,-57024
Uttarkashi,2024,-57024
Uttarkashi,2025,-9504
Vadodara,2014,44205949
Vadodara,2015,53329840
Vadodara,2016,65617705
Vadodara,2017,61520940
Vadodara,2018,75539907
Vadodara,2019,85670264
Vadodara,2020,38217482
Vadodara,2021,74411658
Vadodara,2022,64833262
Vadodara,2023,44103515
Vadodara,2024,38243038
Vadodara,2025,16057992
Vaishali,2014,2014526
Vaishali,2015,2226297
Vaishali,2016,3370935
Vaishali,2017,4828221
Vaishali,2018,5276773
Vaishali,2019,5593414
Vaishali,2020,5874876
Vaishali,2021,4637012
Vaishali,2022,5654147
Vaishali,2023,2110540
Vaishali,2024,5314870
Vaishali,2025,2268471
Valsad,2017,2850795
Valsad,2018,7994144
Valsad,2019,10083802
Valsad,2020,6858162
Valsad,2021,11295348
Valsad,2022,8353147
Valsad,2023,925711
Valsad,2024,5671234
Valsad,2025,2041691
Varanasi,2014,67593459
Varanasi,2015,53870584
Varanasi,2016,44795106
Varanasi,2017,43391739
Varanasi,2018,53316789
Varanasi,2019,60707041
Varanasi,2020,41293882
Varanasi,2021,53479756
Varanasi,2022,59165452
Varanasi,2023,49909215
Varanasi,2024,56390378
Varanasi,2025,26540308
Vellore,2014,55778395
Vellore,2015,66567771
Vellore,2016,54584874
Vellore,2017,49681123
Vellore,2018,74894143
Vellore,2019,71125348
Vellore,2020,14999155
Vellore,2021,12011623
Vellore,2022,16864066
Vellore,2023,27660854
Vellore,2024,55610197
Vellore,2025,9459543
Vidisha,2014,4418719
Vidisha,2015,4847501
Vidisha,2016,6448193
Vidisha,2017,5714996
Vidisha,2018,9953868
Vidisha,2019,8509786
Vidisha,2020,4888596
Vidisha,2021,5750427
Vidisha,2022,9568218
Vidisha,2023,4998327
Vidisha,2024,7621158
Vidisha,2025,951330
Viluppuram,2014,69126102
Viluppuram,2015,72360653
Viluppuram,2016,88847784
Viluppuram,2017,59906229
Viluppuram,2018,65176153
Viluppuram,2019,74900748
Viluppuram,2020,48032098
Viluppuram,2021,59651554
Viluppuram,2022,55206077
Viluppuram,2023,40371471
Viluppuram,2024,38736469
Viluppuram,2025,7706321
Virudhunagar,2014,6912560
Virudhunagar,2015,7022149
Virudhunagar,2016,16082932
Virudhunagar,2017,28305089
Virudhunagar,2018,14859681
Virudhunagar,2019,14013519
Virudhunagar,2020,4397020
Virudhunagar,2021,13974915
Virudhunagar,2022,9656594
Virudhunagar,2023,10537177
Virudhunagar,2024,29253030
Virudhunagar,2025,8441842
Visakhapatnam,2014,107795245
Visakhapatnam,2015,96215168
Visakhapatnam,2016,121094948
Visakhapatnam,2017,116812146
Visakhapatnam,2018,168834817
Visakhapatnam,2019,140613712
Visakhapatnam,2020,125849940
Visakhapatnam,2021,183536552
Visakhapatnam,2022,219593101
Visakhapatnam,2023,295697482
Visakhapatnam,2024,315070955
Visakhapatnam,2025,96132045
Vizianagaram,2014,33371182
Vizianagaram,2015,29079671
Vizianagaram,2016,32205076
Vizianagaram,2017,35052045
Vizianagaram,2018,55994594
Vizianagaram,2019,53221020
Vizianagaram,2020,38291047
Vizianagaram,2021,57985968
Vizianagaram,2022,61602803
Vizianagaram,2023,67733920
Vizianagaram,2024,66993691
Vizianagaram,2025,35943674
Warangal,2014,94389544
Warangal,2015,77824536
Warangal,2016,70937556
Warangal,2017,67379547
Warangal,2018,103279418
Warangal,2019,100884169
Warangal,2020,51012560
Warangal,2021,101367089
Warangal,2022,142578083
Warangal,2023,159150689
Warangal,2024,174079971
Warangal,2025,63917758
Wardha,2014,49935191
Wardha,2015,54928553
Wardha,2016,58180079
Wardha,2017,68604757
Wardha,2018,65611026
Wardha,2019,68320202
Wardha,2020,39491576
Wardha,2021,60065301
Wardha,2022,62236587
Wardha,2023,68340314
Wardha,2024,63015531
Wardha,2025,19203229
Washim,2016,8234394
Washim,2017,53424869
Washim,2018,44837841
Washim,2019,44390742
Washim,2020,26497064
Washim,2021,39027918
Washim,2022,48360834
Washim,2023,50596370
Washim,2024,43379437
Washim,2025,17634820
Wayanad,2014,8147313
Wayanad,2015,10449710
Wayanad,2016,8792516
Wayanad,2017,7836635
Wayanad,2018,7136159
Wayanad,2019,11097892
Wayanad,2020,7702012
Wayanad,2021,10596084
Wayanad,2022,16239206
Wayanad,2023,18191795
Wayanad,2024,18995460
Wayanad,2025,6093404
West,2014,2129062
West,2015,2149389
West,2016,2610126
West,2017,3282335
West,2018,4051545
West,2019,4260630
West,2020,2104140
West,2021,3329972
West,2022,4145991
West,2023,1717121
West,2024,2548988
West,2025,1688183
West Godavari,2014,32999267
West Godavari,2015,37049664
West Godavari,2016,35928137
West Godavari,2017,40937002
West Godavari,2018,64363362
West Godavari,2019,54081126
West Godavari,2020,45517060
West Godavari,2021,76705382
West Godavari,2022,80612878
West Godavari,2023,106136380
West Godavari,2024,103565197
West Godavari,2025,44965447
West Khasi Hills,2017,4557988
West Khasi Hills,2018,27360154
West Khasi Hills,2019,37844315
West Khasi Hills,2020,16131376
West Khasi Hills,2021,11145413
West Khasi Hills,2022,28792794
West Khasi Hills,2023,43253691
West Khasi Hills,2024,47195698
West Khasi Hills,2025,14522352
West Nimar (Khargone),2014,12114425
West Nimar (Khargone),2015,10189986
West Nimar (Khargone),2016,10350563
West Nimar (Khargone),2017,10576228
West Nimar (Khargone),2018,15775288
West Nimar (Khargone),2019,21141041
West Nimar (Khargone),2020,14942707
West Nimar (Khargone),2021,15678725
West Nimar (Khargone),2022,17200682
West Nimar (Khargone),2023,10453310
West Nimar (Khargone),2024,22360644
West Nimar (Khargone),2025,3702300
West Sikkim,2018,44550
West Sikkim,2019,3085880
West Sikkim,2020,3207952
West Sikkim,2021,1929845
West Sikkim,2022,2730321
West Sikkim,2023,2167309
West Sikkim,2024,1280960
West Sikkim,2025,2440960
West Tripura,2017,21386786
West Tripura,2018,64881541
West Tripura,2019,71822989
West Tripura,2020,55006801
West Tripura,2021,55930253
West Tripura,2022,53746346
West Tripura,2023,31419973
West Tripura,2024,23574672
West Tripura,2025,9855570
Y.S.R.,2014,1863472
Y.S.R.,2015,1697994
Y.S.R.,2016,1574529
Y.S.R.,2017,5001875
Y.S.R.,2018,16479384
Y.S.R.,2019,17362211
Y.S.R.,2020,8279019
Y.S.R.,2021,9576371
Y.S.R.,2022,11230207
Y.S.R.,2023,9896980
Y.S.R.,2024,10595471
Y.S.R.,2025,6515433
Yadgiri,2014,4247016
Yadgiri,2015,4188115
Yadgiri,2016,6416391
Yadgiri,2017,9011893
Yadgiri,2018,9640289
Yadgiri,2019,16155191
Yadgiri,2020,4151808
Yadgiri,2021,4532020
Yadgiri,2022,6878497
Yadgiri,2023,7820663
Yadgiri,2024,3526752
Yadgiri,2025,696522
Yamunanagar,2014,13891089
