region_id,year,pillar5_structural_persistence_score
BHAVNAGAR_GUJARAT,2019.0,0.21910455456716113
BHAVNAGAR_GUJARAT,2020.0,0.16869395630304374
BHAVNAGAR_GUJARAT,2021.0,0.25260747548079576
BHAVNAGAR_GUJARAT,2022.0,0.13715293899467718
BHAVNAGAR_GUJARAT,2023.0,0.10045550026260597
BHAVNAGAR_GUJARAT,2024.0,0.09180299479639054
BHILWARA_RAJASTHAN,2015.0,0.22435721422960947
BHILWARA_RAJASTHAN,2016.0,0.3534911493363254
BHILWARA_RAJASTHAN,2017.0,0.41991363818719596
BHILWARA_RAJASTHAN,2018.0,0.3739427060733018
BHILWARA_RAJASTHAN,2019.0,0.4859536206522297
BHILWARA_RAJASTHAN,2020.0,0.6078495462107002
BHILWARA_RAJASTHAN,2021.0,0.7822501953864551
BHILWARA_RAJASTHAN,2022.0,0.6160896071321759
BHILWARA_RAJASTHAN,2023.0,0.6462573981000665
BHILWARA_RAJASTHAN,2024.0,0.7732294092749221
BHIWANI_HARYANA,2015.0,0.061373405247010814
BHIWANI_HARYANA,2016.0,0.053230453023883434
BHIWANI_HARYANA,2017.0,0.13015158459995663
BHIWANI_HARYANA,2018.0,0.1225957452212253
BHIWANI_HARYANA,2019.0,0.029872650545132936
BHIWANI_HARYANA,2020.0,0.05320162798748234
BHIWANI_HARYANA,2021.0,0.15297655129987472
BHIWANI_HARYANA,2022.0,0.13073910927831467
BHIWANI_HARYANA,2023.0,0.07485986585322302
BHIWANI_HARYANA,2024.0,0.102368367557493
BHOJPUR_BIHAR,2015.0,0.017353341176067495
BHOJPUR_BIHAR,2016.0,0.020129044006094707
BHOJPUR_BIHAR,2017.0,0.0417477346203301
BHOJPUR_BIHAR,2018.0,0.03129301018768398
BHOJPUR_BIHAR,2019.0,0.045846054328764346
BHOJPUR_BIHAR,2020.0,0.04605502171193999
BHOJPUR_BIHAR,2021.0,0.09435581760663382
BHOJPUR_BIHAR,2022.0,0.06971682761608276
BHOJPUR_BIHAR,2023.0,0.19936777494585337
BHOJPUR_BIHAR,2024.0,0.16555921613336413
BHOPAL_MADHYA PRADESH,2015.0,0.27146120563443726
BHOPAL_MADHYA PRADESH,2016.0,0.14324274112473454
BHOPAL_MADHYA PRADESH,2017.0,0.3111603613856534
BHOPAL_MADHYA PRADESH,2018.0,0.36785044959044366
BHOPAL_MADHYA PRADESH,2019.0,0.5023973760942638
BHOPAL_MADHYA PRADESH,2020.0,0.3319303860069949
BHOPAL_MADHYA PRADESH,2021.0,0.44798355833518116
BHOPAL_MADHYA PRADESH,2022.0,0.3899696105989039
BHOPAL_MADHYA PRADESH,2023.0,0.30418562829687407
BHOPAL_MADHYA PRADESH,2024.0,0.3205916467861827
BIJNOR_UTTAR PRADESH,2015.0,0.11222965126577766
BIJNOR_UTTAR PRADESH,2016.0,0.13747019257885335
BIJNOR_UTTAR PRADESH,2017.0,0.11816308396695996
BIJNOR_UTTAR PRADESH,2018.0,0.1108525038537237
BIJNOR_UTTAR PRADESH,2019.0,0.11323876228326754
BIJNOR_UTTAR PRADESH,2020.0,0.14040726922147662
BIJNOR_UTTAR PRADESH,2021.0,0.22350218550080558
BIJNOR_UTTAR PRADESH,2022.0,0.18205867875235585
BIJNOR_UTTAR PRADESH,2023.0,0.2022035691651778
BIJNOR_UTTAR PRADESH,2024.0,0.23248494293859098
BILASPUR_CHHATTISGARH,2015.0,0.15493404371391467
BILASPUR_CHHATTISGARH,2016.0,0.46200831945666315
BILASPUR_CHHATTISGARH,2017.0,0.30496804683291956
BILASPUR_CHHATTISGARH,2018.0,0.4200234805480617
BILASPUR_CHHATTISGARH,2019.0,0.4590795243901837
BILASPUR_CHHATTISGARH,2020.0,0.45627268096676393
BILASPUR_CHHATTISGARH,2021.0,0.5587535500777747
BILASPUR_CHHATTISGARH,2022.0,0.5326890085916646
BILASPUR_CHHATTISGARH,2023.0,0.4285196501870694
BILASPUR_CHHATTISGARH,2024.0,0.4044492535853378
BOKARO_JHARKHAND,2015.0,0.1849080549785365
BOKARO_JHARKHAND,2016.0,0.18851652942646324
BOKARO_JHARKHAND,2017.0,0.18247826179776763
BOKARO_JHARKHAND,2018.0,0.17669408324215727
BOKARO_JHARKHAND,2019.0,0.13777272126701529
BOKARO_JHARKHAND,2020.0,0.13521353506841086
BOKARO_JHARKHAND,2021.0,0.19074360266265764
BOKARO_JHARKHAND,2022.0,0.1695889805426795
BOKARO_JHARKHAND,2023.0,0.12124423866561358
BOKARO_JHARKHAND,2024.0,0.12065511378085182
BUDAUN_UTTAR PRADESH,2015.0,0.07412997091191789
BUDAUN_UTTAR PRADESH,2016.0,0.11410519810744522
BUDAUN_UTTAR PRADESH,2017.0,0.11193530829656245
BUDAUN_UTTAR PRADESH,2018.0,0.12297707462343467
BUDAUN_UTTAR PRADESH,2019.0,0.13999569294231037
BUDAUN_UTTAR PRADESH,2020.0,0.19909830901410105
BUDAUN_UTTAR PRADESH,2021.0,0.21803040592256454
BUDAUN_UTTAR PRADESH,2022.0,0.13784802013839303
BUDAUN_UTTAR PRADESH,2023.0,0.1974423958725083
BUDAUN_UTTAR PRADESH,2024.0,0.22853658590470838
BUNDI_RAJASTHAN,2015.0,0.17457264249926202
BUNDI_RAJASTHAN,2016.0,0.25243431882453704
BUNDI_RAJASTHAN,2017.0,0.2870884768577995
BUNDI_RAJASTHAN,2018.0,0.27080755276941615
BUNDI_RAJASTHAN,2019.0,0.3112451458505231
BUNDI_RAJASTHAN,2020.0,0.4284253477773592
BUNDI_RAJASTHAN,2021.0,0.4596569340213098
BUNDI_RAJASTHAN,2022.0,0.29171711333164557
BUNDI_RAJASTHAN,2023.0,0.2728828051280766
BUNDI_RAJASTHAN,2024.0,0.24059510153465632
BURHANPUR_MADHYA PRADESH,2015.0,0.14696395100686552
BURHANPUR_MADHYA PRADESH,2016.0,0.21538019887272106
BURHANPUR_MADHYA PRADESH,2017.0,0.20080049228222643
BURHANPUR_MADHYA PRADESH,2018.0,0.2282359659880309
BURHANPUR_MADHYA PRADESH,2019.0,0.2623644563328695
BURHANPUR_MADHYA PRADESH,2020.0,0.23338139799618046
BURHANPUR_MADHYA PRADESH,2021.0,0.43185421061340523
BURHANPUR_MADHYA PRADESH,2022.0,0.36812341836632906
BURHANPUR_MADHYA PRADESH,2023.0,0.2897779054255105
BURHANPUR_MADHYA PRADESH,2024.0,0.21469579987988768
BUXAR_BIHAR,2015.0,0.04127197837452859
BUXAR_BIHAR,2016.0,0.1500421919350386
BUXAR_BIHAR,2017.0,0.07445978970790666
BUXAR_BIHAR,2018.0,0.07954380399717247
BUXAR_BIHAR,2019.0,0.08220391327423088
BUXAR_BIHAR,2020.0,0.062152110108983395
BUXAR_BIHAR,2021.0,0.0814223246063443
BUXAR_BIHAR,2022.0,0.07663432630893839
BUXAR_BIHAR,2023.0,0.24768007236331127
BUXAR_BIHAR,2024.0,0.28942393565156116
CHANDRAPUR_MAHARASHTRA,2015.0,0.1832469455930764
CHANDRAPUR_MAHARASHTRA,2016.0,0.24518073205705218
CHANDRAPUR_MAHARASHTRA,2017.0,0.2115150989812907
CHANDRAPUR_MAHARASHTRA,2018.0,0.24656355012983064
CHANDRAPUR_MAHARASHTRA,2019.0,0.2788952459611378
CHANDRAPUR_MAHARASHTRA,2020.0,0.15264964323420738
CHANDRAPUR_MAHARASHTRA,2021.0,0.1602630842421186
CHANDRAPUR_MAHARASHTRA,2022.0,0.16767727003226032
CHANDRAPUR_MAHARASHTRA,2023.0,0.15290902929418315
CHANDRAPUR_MAHARASHTRA,2024.0,0.17577136876681607
CHATRA_JHARKHAND,2015.0,0.28967853154589157
CHATRA_JHARKHAND,2016.0,0.2766121775808321
CHATRA_JHARKHAND,2017.0,0.2726853934040081
CHATRA_JHARKHAND,2018.0,0.2122389420844439
CHATRA_JHARKHAND,2019.0,0.16540710583387488
CHATRA_JHARKHAND,2020.0,0.16472118843848893
CHATRA_JHARKHAND,2021.0,0.20326148106253175
CHATRA_JHARKHAND,2022.0,0.26440830226786677
CHATRA_JHARKHAND,2023.0,0.32075334449517795
CHATRA_JHARKHAND,2024.0,0.34119486169568414
CHHINDWARA_MADHYA PRADESH,2015.0,0.15065363429947515
CHHINDWARA_MADHYA PRADESH,2016.0,0.3150829768600121
CHHINDWARA_MADHYA PRADESH,2017.0,0.2996836448728755
CHHINDWARA_MADHYA PRADESH,2018.0,0.3567268783175653
CHHINDWARA_MADHYA PRADESH,2019.0,0.4450719275311152
CHHINDWARA_MADHYA PRADESH,2020.0,0.43450712212897685
CHHINDWARA_MADHYA PRADESH,2021.0,0.7633387812678533
CHHINDWARA_MADHYA PRADESH,2022.0,0.6661334622256858
