State,District,Year,arhar_area,arhar_production,arhar_yield
Madhya Pradesh,Shahdol,2013-2014,12593.0,7708.0,0.61
Madhya Pradesh,Shahdol,2014-2015,16000.0,10000.0,0.63
Madhya Pradesh,Shahdol,2015-2016,16000.0,16000.0,1.0
Madhya Pradesh,Shahdol,2017-2018,18900.0,17960.0,0.95
Madhya Pradesh,Shahdol,2018-2019,4263.0,1978.0,0.46
Madhya Pradesh,Shahdol,2019-2020,9276.0,10640.0,1.15
Madhya Pradesh,Shahdol,2020-2021,9326.0,9140.0,0.98
Madhya Pradesh,Shahdol,2021-2022,6531.0,4082.0,0.63
Madhya Pradesh,Shahdol,2022-2023,5630.0,3659.0,0.65
Madhya Pradesh,Shajapur,2013-2014,1687.0,680.0,0.4
Madhya Pradesh,Shajapur,2014-2015,6000.0,4000.0,0.67
Madhya Pradesh,Shajapur,2015-2016,2000.0,1000.0,0.5
Madhya Pradesh,Shajapur,2017-2018,3200.0,2320.0,0.73
Madhya Pradesh,Shajapur,2018-2019,559.0,308.0,0.55
Madhya Pradesh,Shajapur,2019-2020,464.0,188.0,0.41
Madhya Pradesh,Shajapur,2020-2021,456.0,202.0,0.44
Madhya Pradesh,Shajapur,2021-2022,51.0,26.0,0.51
Madhya Pradesh,Shajapur,2022-2023,108.0,59.0,0.55
Madhya Pradesh,Sheopur,2013-2014,1894.0,1421.0,0.75
Madhya Pradesh,Sheopur,2014-2015,5000.0,6000.0,1.2
Madhya Pradesh,Sheopur,2015-2016,1000.0,1000.0,1.0
Madhya Pradesh,Sheopur,2016-2017,2000.0,2000.0,1.0
Madhya Pradesh,Sheopur,2017-2018,2010.0,1830.0,0.91
Madhya Pradesh,Sheopur,2018-2019,9242.0,7763.0,0.84
Madhya Pradesh,Sheopur,2019-2020,518.0,546.0,1.05
Madhya Pradesh,Sheopur,2020-2021,622.0,513.0,0.82
Madhya Pradesh,Sheopur,2021-2022,601.0,394.0,0.66
Madhya Pradesh,Sheopur,2022-2023,102.0,98.0,0.96
Madhya Pradesh,Shivpuri,2013-2014,874.0,296.0,0.34
Madhya Pradesh,Shivpuri,2014-2015,5000.0,4000.0,0.8
Madhya Pradesh,Shivpuri,2015-2016,2000.0,1000.0,0.5
Madhya Pradesh,Shivpuri,2018-2019,237.0,137.0,0.58
Madhya Pradesh,Shivpuri,2019-2020,63.0,33.0,0.52
Madhya Pradesh,Shivpuri,2020-2021,42.0,22.0,0.52
Madhya Pradesh,Shivpuri,2021-2022,38.0,22.0,0.58
Madhya Pradesh,Shivpuri,2022-2023,28.0,21.0,0.75
Madhya Pradesh,Sidhi,2013-2014,18643.0,5890.0,0.32
Madhya Pradesh,Sidhi,2014-2015,20000.0,18000.0,0.9
Madhya Pradesh,Sidhi,2015-2016,30000.0,32000.0,1.07
Madhya Pradesh,Sidhi,2016-2017,21000.0,20000.0,0.95
Madhya Pradesh,Sidhi,2017-2018,21500.0,32100.0,1.49
Madhya Pradesh,Sidhi,2018-2019,6792.0,3131.0,0.46
Madhya Pradesh,Sidhi,2019-2020,21438.0,25618.0,1.19
Madhya Pradesh,Sidhi,2020-2021,19984.0,26379.0,1.32
Madhya Pradesh,Sidhi,2021-2022,17932.0,12248.0,0.68
Madhya Pradesh,Sidhi,2022-2023,16551.0,11917.0,0.72
Madhya Pradesh,Singrauli,2013-2014,17449.0,24635.0,1.41
Madhya Pradesh,Singrauli,2014-2015,22000.0,32000.0,1.45
Madhya Pradesh,Singrauli,2015-2016,23000.0,45000.0,1.96
Madhya Pradesh,Singrauli,2016-2017,23000.0,22000.0,0.96
Madhya Pradesh,Singrauli,2017-2018,24700.0,26920.0,1.09
Madhya Pradesh,Singrauli,2018-2019,2909.0,4355.0,1.5
Madhya Pradesh,Singrauli,2019-2020,24530.0,57351.0,2.34
Madhya Pradesh,Singrauli,2020-2021,22752.0,38109.0,1.67
Madhya Pradesh,Singrauli,2021-2022,19664.0,23696.0,1.21
Madhya Pradesh,Singrauli,2022-2023,18849.0,12063.0,0.64
Madhya Pradesh,Tikamgarh,2013-2014,61.0,4.0,0.07
Madhya Pradesh,Tikamgarh,2016-2017,7000.0,7000.0,1.0
Madhya Pradesh,Tikamgarh,2017-2018,60.0,90.0,1.5
Madhya Pradesh,Tikamgarh,2018-2019,71.0,17.0,0.24
Madhya Pradesh,Tikamgarh,2019-2020,13.0,4.0,0.31
Madhya Pradesh,Tikamgarh,2020-2021,9.0,5.0,0.56
Madhya Pradesh,Ujjain,2013-2014,1312.0,423.0,0.32
Madhya Pradesh,Ujjain,2014-2015,5000.0,4000.0,0.8
Madhya Pradesh,Ujjain,2015-2016,1000.0,1000.0,1.0
Madhya Pradesh,Ujjain,2016-2017,7000.0,10000.0,1.43
Madhya Pradesh,Ujjain,2017-2018,870.0,660.0,0.76
Madhya Pradesh,Ujjain,2018-2019,317.0,180.0,0.57
Madhya Pradesh,Ujjain,2019-2020,270.0,135.0,0.5
Madhya Pradesh,Ujjain,2020-2021,192.0,214.0,1.11
Madhya Pradesh,Ujjain,2021-2022,8.0,10.0,1.25
Madhya Pradesh,Ujjain,2022-2023,69.0,51.0,0.74
Madhya Pradesh,Umaria,2013-2014,9162.0,3799.0,0.41
Madhya Pradesh,Umaria,2014-2015,12000.0,9000.0,0.75
Madhya Pradesh,Umaria,2015-2016,14000.0,9000.0,0.64
Madhya Pradesh,Umaria,2016-2017,19000.0,22000.0,1.16
Madhya Pradesh,Umaria,2017-2018,10350.0,13140.0,1.27
Madhya Pradesh,Umaria,2018-2019,4239.0,1823.0,0.43
Madhya Pradesh,Umaria,2019-2020,6878.0,7786.0,1.13
Madhya Pradesh,Umaria,2020-2021,7873.0,8739.0,1.11
Madhya Pradesh,Umaria,2021-2022,6980.0,4698.0,0.67
Madhya Pradesh,Umaria,2022-2023,5390.0,3746.0,0.69
Madhya Pradesh,Vidisha,2013-2014,9092.0,4982.0,0.55
Madhya Pradesh,Vidisha,2014-2015,4000.0,3000.0,0.75
Madhya Pradesh,Vidisha,2015-2016,5000.0,2000.0,0.4
Madhya Pradesh,Vidisha,2016-2017,4000.0,4000.0,1.0
Madhya Pradesh,Vidisha,2017-2018,7300.0,8320.0,1.14
Madhya Pradesh,Vidisha,2018-2019,1244.0,878.0,0.71
Madhya Pradesh,Vidisha,2019-2020,150.0,69.0,0.46
Madhya Pradesh,Vidisha,2020-2021,104.0,69.0,0.66
Madhya Pradesh,Vidisha,2021-2022,1164.0,875.0,0.75
Madhya Pradesh,Vidisha,2022-2023,250.0,210.0,0.84
Maharashtra,Ahilyanagar,2013-2014,11000.0,9200.0,0.84
Maharashtra,Ahilyanagar,2014-2015,9100.0,1800.0,0.2
Maharashtra,Ahilyanagar,2015-2016,9300.0,2200.0,0.24
Maharashtra,Ahilyanagar,2016-2017,21968.0,22038.0,1.0
Maharashtra,Ahilyanagar,2017-2018,15700.0,15600.0,0.99
Maharashtra,Ahilyanagar,2018-2019,19058.0,4757.0,0.25
Maharashtra,Ahilyanagar,2019-2020,19747.0,9948.0,0.5
Maharashtra,Ahilyanagar,2020-2021,20664.59,15667.3,0.76
Maharashtra,Ahilyanagar,2021-2022,22874.75,18530.84,0.81
Maharashtra,Ahilyanagar,2022-2023,23881.0,22018.0,0.92
Maharashtra,Akola,2013-2014,66500.0,83800.0,1.26
Maharashtra,Akola,2014-2015,50100.0,19600.0,0.39
Maharashtra,Akola,2015-2016,54300.0,45100.0,0.83
Maharashtra,Akola,2016-2017,59920.0,142043.0,2.37
Maharashtra,Akola,2017-2018,58681.0,59742.0,1.02
Maharashtra,Akola,2018-2019,57074.0,34547.0,0.61
Maharashtra,Akola,2019-2020,50907.0,115501.0,2.27
Maharashtra,Akola,2020-2021,54116.38,50377.98,0.93
Maharashtra,Akola,2021-2022,57839.22,158086.14,2.73
Maharashtra,Akola,2022-2023,55836.0,42268.0,0.76
Maharashtra,Amravati,2013-2014,96200.0,133900.0,1.39
Maharashtra,Amravati,2014-2015,103800.0,36800.0,0.35
Maharashtra,Amravati,2015-2016,108200.0,57600.0,0.53
Maharashtra,Amravati,2016-2017,122612.0,146932.0,1.2
Maharashtra,Amravati,2017-2018,112300.0,111100.0,0.99
Maharashtra,Amravati,2018-2019,112813.0,125540.0,1.11
Maharashtra,Amravati,2019-2020,110012.0,90183.0,0.82
Maharashtra,Amravati,2020-2021,110012.0,101099.96,0.92
Maharashtra,Amravati,2021-2022,114828.33,113392.98,0.99
Maharashtra,Amravati,2022-2023,116835.0,39630.0,0.34
Maharashtra,Beed,2013-2014,56400.0,37700.0,0.67
Maharashtra,Beed,2014-2015,60600.0,10200.0,0.17
Maharashtra,Beed,2015-2016,72300.0,11700.0,0.16
Maharashtra,Beed,2016-2017,89190.0,81624.0,0.92
Maharashtra,Beed,2017-2018,92600.0,52200.0,0.56
Maharashtra,Beed,2018-2019,51121.0,5609.0,0.11
Maharashtra,Beed,2019-2020,58598.0,44228.0,0.75
Maharashtra,Beed,2020-2021,60460.09,87034.29,1.44
Maharashtra,Beed,2021-2022,66224.16,54740.89,0.83
Maharashtra,Beed,2022-2023,48520.0,41795.0,0.86
Maharashtra,Bhandara,2013-2014,11300.0,7100.0,0.63
Maharashtra,Bhandara,2014-2015,11600.0,4000.0,0.34
Maharashtra,Bhandara,2015-2016,11500.0,5200.0,0.45
Maharashtra,Bhandara,2016-2017,11824.0,22988.0,1.94
Maharashtra,Bhandara,2017-2018,12305.0,13120.0,1.07
Maharashtra,Bhandara,2018-2019,12865.0,12743.0,0.99
Maharashtra,Bhandara,2019-2020,10414.0,5207.0,0.5
Maharashtra,Bhandara,2020-2021,10886.4,16266.46,1.49
Maharashtra,Bhandara,2021-2022,10963.93,6541.08,0.6
Maharashtra,Bhandara,2022-2023,11041.0,4710.0,0.43
Maharashtra,Buldhana,2013-2014,21100.0,14800.0,0.7
Maharashtra,Buldhana,2014-2015,69600.0,18500.0,0.27
Maharashtra,Buldhana,2015-2016,72600.0,24200.0,0.33
Maharashtra,Buldhana,2016-2017,77864.0,64484.0,0.83
Maharashtra,Buldhana,2017-2018,76195.0,47788.0,0.63
Maharashtra,Buldhana,2018-2019,88381.0,45400.0,0.51
Maharashtra,Buldhana,2019-2020,93099.0,111274.0,1.2
Maharashtra,Buldhana,2020-2021,94953.55,142648.3,1.5
Maharashtra,Buldhana,2021-2022,100510.05,371696.23,3.7
Maharashtra,Buldhana,2022-2023,78974.0,68944.0,0.87
Maharashtra,Chandrapur,2013-2014,32600.0,28500.0,0.87
Maharashtra,Chandrapur,2014-2015,38200.0,19800.0,0.52
Maharashtra,Chandrapur,2015-2016,38700.0,26200.0,0.68
Maharashtra,Chandrapur,2016-2017,40143.0,72902.0,1.82
Maharashtra,Chandrapur,2017-2018,40431.0,53949.0,1.33
Maharashtra,Chandrapur,2018-2019,44322.0,48875.0,1.1
Maharashtra,Chandrapur,2019-2020,46520.0,62586.0,1.35
Maharashtra,Chandrapur,2020-2021,47931.74,77837.08,1.62
Maharashtra,Chandrapur,2021-2022,49800.35,45029.47,0.9
Maharashtra,Chandrapur,2022-2023,51520.0,91289.0,1.77
Maharashtra,Chhatrapati Sambhajinagar,2013-2014,28600.0,26800.0,0.94
Maharashtra,Chhatrapati Sambhajinagar,2014-2015,32900.0,8700.0,0.26
Maharashtra,Chhatrapati Sambhajinagar,2015-2016,44600.0,12100.0,0.27
Maharashtra,Chhatrapati Sambhajinagar,2016-2017,60725.0,71469.0,1.18
Maharashtra,Chhatrapati Sambhajinagar,2017-2018,63900.0,52600.0,0.82
Maharashtra,Chhatrapati Sambhajinagar,2018-2019,37901.0,9835.0,0.26
Maharashtra,Chhatrapati Sambhajinagar,2019-2020,37808.0,29059.0,0.77
Maharashtra,Chhatrapati Sambhajinagar,2020-2021,40863.31,28337.08,0.69
Maharashtra,Chhatrapati Sambhajinagar,2021-2022,40863.31,25200.4,0.62
Maharashtra,Chhatrapati Sambhajinagar,2022-2023,32605.0,19674.0,0.6
Maharashtra,Dharashiv,2013-2014,101000.0,115700.0,1.15
Maharashtra,Dharashiv,2014-2015,101000.0,28600.0,0.28
Maharashtra,Dharashiv,2015-2016,60500.0,8700.0,0.14
Maharashtra,Dharashiv,2016-2017,66804.0,58649.0,0.88
Maharashtra,Dharashiv,2017-2018,70300.0,58100.0,0.83
Maharashtra,Dharashiv,2018-2019,58049.0,13351.0,0.23
Maharashtra,Dharashiv,2019-2020,66619.0,24783.0,0.37
Maharashtra,Dharashiv,2020-2021,69376.95,65014.01,0.94
Maharashtra,Dharashiv,2021-2022,69628.55,49450.19,0.71
Maharashtra,Dharashiv,2022-2023,41972.0,26094.0,0.62
Maharashtra,Dhule,2013-2014,9000.0,7500.0,0.83
Maharashtra,Dhule,2014-2015,11600.0,5200.0,0.45
Maharashtra,Dhule,2015-2016,15000.0,5300.0,0.35
Maharashtra,Dhule,2016-2017,9082.0,7639.0,0.84
Maharashtra,Dhule,2017-2018,9900.0,9300.0,0.94
Maharashtra,Dhule,2018-2019,11036.0,4240.0,0.38
Maharashtra,Dhule,2019-2020,15594.0,8019.0,0.51
Maharashtra,Dhule,2020-2021,15939.95,10242.6,0.64
Maharashtra,Dhule,2021-2022,17541.57,9916.25,0.57
Maharashtra,Dhule,2022-2023,3097.0,1992.0,0.64
Maharashtra,Gadchiroli,2013-2014,4100.0,2600.0,0.63
Maharashtra,Gadchiroli,2014-2015,4600.0,1600.0,0.35
Maharashtra,Gadchiroli,2015-2016,4600.0,1800.0,0.39
Maharashtra,Gadchiroli,2016-2017,4648.0,9037.0,1.94
Maharashtra,Gadchiroli,2017-2018,5299.0,5650.0,1.07
Maharashtra,Gadchiroli,2018-2019,5409.0,5358.0,0.99
Maharashtra,Gadchiroli,2019-2020,5349.0,4814.0,0.9
Maharashtra,Gadchiroli,2020-2021,5617.79,8394.11,1.49
Maharashtra,Gadchiroli,2021-2022,5362.21,6396.58,1.19
Maharashtra,Gadchiroli,2022-2023,5224.0,5729.0,1.1
Maharashtra,Gondia,2013-2014,6000.0,3800.0,0.63
Maharashtra,Gondia,2014-2015,6500.0,2200.0,0.34
Maharashtra,Gondia,2015-2016,6500.0,2900.0,0.45
Maharashtra,Gondia,2016-2017,6560.0,12754.0,1.94
Maharashtra,Gondia,2017-2018,6354.0,6775.0,1.07
Maharashtra,Gondia,2018-2019,5751.0,5696.0,0.99
Maharashtra,Gondia,2019-2020,5868.0,4107.0,0.7
Maharashtra,Gondia,2020-2021,5985.11,8942.95,1.49
Maharashtra,Gondia,2021-2022,5860.25,6990.7,1.19
Maharashtra,Gondia,2022-2023,5785.0,6344.0,1.1
Maharashtra,Hingoli,2013-2014,38900.0,33200.0,0.85
Maharashtra,Hingoli,2014-2015,41100.0,18500.0,0.45
Maharashtra,Hingoli,2015-2016,47000.0,13600.0,0.29
Maharashtra,Hingoli,2016-2017,76379.0,82738.0,1.08
Maharashtra,Hingoli,2017-2018,77000.0,61900.0,0.8
Maharashtra,Hingoli,2018-2019,47044.0,18150.0,0.39
Maharashtra,Hingoli,2019-2020,50494.0,46688.0,0.92
Maharashtra,Hingoli,2020-2021,46272.87,13092.29,0.28
Maharashtra,Hingoli,2021-2022,45690.81,45028.29,0.99
Maharashtra,Hingoli,2022-2023,44459.0,27311.0,0.61
Maharashtra,Jalgaon,2013-2014,18400.0,20400.0,1.11
Maharashtra,Jalgaon,2014-2015,15600.0,8200.0,0.53
Maharashtra,Jalgaon,2015-2016,15500.0,7700.0,0.5
Maharashtra,Jalgaon,2016-2017,19764.0,21387.0,1.08
Maharashtra,Jalgaon,2017-2018,19500.0,14400.0,0.74
Maharashtra,Jalgaon,2018-2019,20891.0,10516.0,0.5
Maharashtra,Jalgaon,2019-2020,21751.0,11066.0,0.51
Maharashtra,Jalgaon,2020-2021,21085.5,17119.11,0.81
Maharashtra,Jalgaon,2021-2022,22786.21,13156.76,0.58
Maharashtra,Jalgaon,2022-2023,11916.0,9023.0,0.76
Maharashtra,Jalna,2013-2014,44200.0,47500.0,1.07
Maharashtra,Jalna,2014-2015,47200.0,11900.0,0.25
Maharashtra,Jalna,2015-2016,46500.0,10100.0,0.22
Maharashtra,Jalna,2016-2017,46176.0,61424.0,1.33
Maharashtra,Jalna,2017-2018,54400.0,42600.0,0.78
Maharashtra,Jalna,2018-2019,54333.0,19263.0,0.35
Maharashtra,Jalna,2019-2020,54922.0,70046.0,1.28
Maharashtra,Jalna,2020-2021,53863.75,66346.67,1.23
Maharashtra,Jalna,2021-2022,61715.52,69226.3,1.12
Maharashtra,Jalna,2022-2023,48935.0,56114.0,1.15
Maharashtra,Kolhapur,2013-2014,400.0,200.0,0.5
Maharashtra,Kolhapur,2014-2015,1500.0,400.0,0.27
Maharashtra,Kolhapur,2015-2016,1500.0,200.0,0.13
Maharashtra,Kolhapur,2016-2017,1321.0,498.0,0.38
Maharashtra,Kolhapur,2017-2018,2000.0,300.0,0.15
Maharashtra,Kolhapur,2018-2019,1887.0,2504.0,1.33
Maharashtra,Kolhapur,2019-2020,786.0,1545.0,1.97
Maharashtra,Kolhapur,2020-2021,695.57,418.25,0.6
Maharashtra,Kolhapur,2021-2022,888.16,1284.19,1.45
Maharashtra,Kolhapur,2022-2023,881.0,1045.0,1.19
Maharashtra,Latur,2013-2014,112400.0,156200.0,1.39
Maharashtra,Latur,2014-2015,113200.0,28300.0,0.25
Maharashtra,Latur,2015-2016,116200.0,30900.0,0.27
Maharashtra,Latur,2016-2017,126097.0,432434.0,3.43
Maharashtra,Latur,2017-2018,111300.0,131400.0,1.18
Maharashtra,Latur,2018-2019,114087.0,54420.0,0.48
Maharashtra,Latur,2019-2020,108642.0,132824.0,1.22
Maharashtra,Latur,2020-2021,111326.31,164494.09,1.48
Maharashtra,Latur,2021-2022,115458.26,73916.38,0.64
Maharashtra,Latur,2022-2023,68615.0,23521.0,0.34
Maharashtra,Nagpur,2013-2014,58600.0,26600.0,0.45
Maharashtra,Nagpur,2014-2015,62000.0,21100.0,0.34
Maharashtra,Nagpur,2015-2016,67800.0,27900.0,0.41
Maharashtra,Nagpur,2016-2017,65650.0,168643.0,2.57
Maharashtra,Nagpur,2017-2018,65973.0,73976.0,1.12
Maharashtra,Nagpur,2018-2019,63334.0,49192.0,0.78
Maharashtra,Nagpur,2019-2020,65043.0,83767.0,1.29
Maharashtra,Nagpur,2020-2021,67757.56,102809.48,1.52
Maharashtra,Nagpur,2021-2022,78135.08,98426.76,1.26
Maharashtra,Nagpur,2022-2023,57804.0,70151.0,1.21
Maharashtra,Nanded,2013-2014,71600.0,46100.0,0.64
Maharashtra,Nanded,2014-2015,71600.0,14700.0,0.21
Maharashtra,Nanded,2015-2016,76900.0,14400.0,0.19
Maharashtra,Nanded,2016-2017,86628.0,104818.0,1.21
Maharashtra,Nanded,2017-2018,77200.0,67900.0,0.88
Maharashtra,Nanded,2018-2019,74341.0,68706.0,0.92
Maharashtra,Nanded,2019-2020,80193.0,56710.0,0.71
Maharashtra,Nanded,2020-2021,80193.14,85722.64,1.07
Maharashtra,Nanded,2021-2022,90900.79,59667.28,0.66
Maharashtra,Nanded,2022-2023,64133.0,58278.0,0.91
Maharashtra,Nandurbar,2013-2014,12000.0,4700.0,0.39
Maharashtra,Nandurbar,2014-2015,12600.0,2800.0,0.22
Maharashtra,Nandurbar,2015-2016,13600.0,4200.0,0.31
Maharashtra,Nandurbar,2016-2017,17925.0,9592.0,0.54
Maharashtra,Nandurbar,2017-2018,21000.0,11600.0,0.55
Maharashtra,Nandurbar,2018-2019,20597.0,4788.0,0.23
Maharashtra,Nandurbar,2019-2020,23918.0,10879.0,0.45
Maharashtra,Nandurbar,2020-2021,24864.6,12098.13,0.49
Maharashtra,Nandurbar,2021-2022,22471.21,7819.98,0.35
Maharashtra,Nandurbar,2022-2023,12760.0,6165.0,0.48
Maharashtra,Nashik,2013-2014,10100.0,7100.0,0.7
Maharashtra,Nashik,2014-2015,5700.0,1500.0,0.26
Maharashtra,Nashik,2015-2016,5900.0,1700.0,0.29
Maharashtra,Nashik,2016-2017,7437.0,5673.0,0.76
Maharashtra,Nashik,2017-2018,7600.0,6200.0,0.82
Maharashtra,Nashik,2018-2019,7579.0,1891.0,0.25
Maharashtra,Nashik,2019-2020,6343.0,2245.0,0.35
Maharashtra,Nashik,2020-2021,6220.59,5629.33,0.9
Maharashtra,Nashik,2021-2022,6941.76,4762.05,0.69
Maharashtra,Nashik,2022-2023,5939.0,4692.0,0.79
Maharashtra,Palghar,2014-2015,2300.0,900.0,0.39
Maharashtra,Palghar,2015-2016,2500.0,900.0,0.36
Maharashtra,Palghar,2016-2017,2574.0,2109.0,0.82
Maharashtra,Palghar,2017-2018,2500.0,1200.0,0.48
Maharashtra,Palghar,2018-2019,2310.0,377.0,0.16
Maharashtra,Palghar,2019-2020,2310.0,1026.0,0.44
Maharashtra,Palghar,2020-2021,2486.2,1645.86,0.66
Maharashtra,Palghar,2021-2022,2903.3,1746.34,0.6
Maharashtra,Palghar,2022-2023,2903.0,1865.0,0.64
Maharashtra,Parbhani,2013-2014,70500.0,52900.0,0.75
Maharashtra,Parbhani,2014-2015,68600.0,14100.0,0.21
Maharashtra,Parbhani,2015-2016,64800.0,9200.0,0.14
Maharashtra,Parbhani,2016-2017,52753.0,66643.0,1.26
Maharashtra,Parbhani,2017-2018,53300.0,80100.0,1.5
Maharashtra,Parbhani,2018-2019,42947.0,19383.0,0.45
Maharashtra,Parbhani,2019-2020,46116.0,52938.0,1.15
Maharashtra,Parbhani,2020-2021,46115.15,59386.76,1.29
Maharashtra,Parbhani,2021-2022,48303.58,81241.8,1.68
Maharashtra,Parbhani,2022-2023,47085.0,42589.0,0.9
Maharashtra,Pune,2013-2014,4200.0,2400.0,0.57
Maharashtra,Pune,2014-2015,3000.0,700.0,0.23
Maharashtra,Pune,2015-2016,1300.0,600.0,0.46
Maharashtra,Pune,2016-2017,1773.0,1547.0,0.87
Maharashtra,Pune,2017-2018,2000.0,1300.0,0.65
Maharashtra,Pune,2018-2019,1103.0,338.0,0.31
Maharashtra,Pune,2019-2020,2122.0,1374.0,0.65
Maharashtra,Pune,2020-2021,2322.26,1918.72,0.83
Maharashtra,Pune,2021-2022,1986.17,1512.67,0.76
Maharashtra,Pune,2022-2023,997.0,829.0,0.83
Maharashtra,Raigad,2013-2014,600.0,300.0,0.5
Maharashtra,Raigad,2014-2015,1200.0,500.0,0.42
Maharashtra,Raigad,2015-2016,1600.0,600.0,0.38
Maharashtra,Raigad,2016-2017,1758.0,1440.0,0.82
Maharashtra,Raigad,2017-2018,300.0,200.0,0.67
Maharashtra,Raigad,2018-2019,193.0,31.0,0.16
Maharashtra,Raigad,2019-2020,222.0,130.0,0.59
Maharashtra,Raigad,2020-2021,208.94,138.32,0.66
Maharashtra,Raigad,2021-2022,1290.52,776.25,0.6
Maharashtra,Raigad,2022-2023,980.0,630.0,0.64
Maharashtra,Ratnagiri,2013-2014,100.0,100.0,1.0
Maharashtra,Ratnagiri,2014-2015,600.0,200.0,0.33
Maharashtra,Ratnagiri,2015-2016,800.0,300.0,0.38
Maharashtra,Ratnagiri,2016-2017,180.0,147.0,0.82
Maharashtra,Ratnagiri,2020-2021,45.67,30.23,0.66
Maharashtra,Ratnagiri,2021-2022,45.67,27.47,0.6
Maharashtra,Ratnagiri,2022-2023,43.0,28.0,0.65
Maharashtra,Sangli,2013-2014,6300.0,3300.0,0.52
Maharashtra,Sangli,2014-2015,6900.0,2000.0,0.29
Maharashtra,Sangli,2015-2016,5300.0,600.0,0.11
Maharashtra,Sangli,2016-2017,10707.0,4040.0,0.38
Maharashtra,Sangli,2017-2018,7400.0,2200.0,0.3
Maharashtra,Sangli,2018-2019,7749.0,1174.0,0.15
Maharashtra,Sangli,2019-2020,8152.0,1676.0,0.21
Maharashtra,Sangli,2020-2021,10588.18,6293.07,0.59
Maharashtra,Sangli,2021-2022,11929.24,7360.34,0.62
Maharashtra,Sangli,2022-2023,9941.0,7009.0,0.71
Maharashtra,Satara,2013-2014,1600.0,800.0,0.5
Maharashtra,Satara,2014-2015,1300.0,400.0,0.31
Maharashtra,Satara,2015-2016,2000.0,200.0,0.1
Maharashtra,Satara,2016-2017,2326.0,878.0,0.38
Maharashtra,Satara,2017-2018,1700.0,300.0,0.18
Maharashtra,Satara,2018-2019,1635.0,1165.0,0.71
Maharashtra,Satara,2019-2020,1903.0,1588.0,0.83
Maharashtra,Satara,2020-2021,1153.0,392.14,0.34
Maharashtra,Satara,2021-2022,1223.0,409.46,0.33
Maharashtra,Satara,2022-2023,1122.0,978.0,0.87
Maharashtra,Sindhudurg,2014-2015,100.0,0.0,0.0
Maharashtra,Sindhudurg,2015-2016,700.0,300.0,0.43
Maharashtra,Sindhudurg,2016-2017,713.0,584.0,0.82
Maharashtra,Sindhudurg,2020-2021,2.0,1.32,0.66
Maharashtra,Sindhudurg,2021-2022,2.0,1.2,0.6
Maharashtra,Solapur,2013-2014,18800.0,9200.0,0.49
Maharashtra,Solapur,2014-2015,18800.0,9000.0,0.48
Maharashtra,Solapur,2015-2016,18200.0,3000.0,0.16
Maharashtra,Solapur,2016-2017,29968.0,16798.0,0.56
Maharashtra,Solapur,2017-2018,29800.0,18700.0,0.63
Maharashtra,Solapur,2018-2019,35316.0,4052.0,0.11
Maharashtra,Solapur,2019-2020,51532.0,29432.0,0.57
Maharashtra,Solapur,2020-2021,55028.24,33980.26,0.62
Maharashtra,Solapur,2021-2022,60637.32,31379.81,0.52
Maharashtra,Solapur,2022-2023,62818.0,33495.0,0.53
Maharashtra,Thane,2013-2014,2800.0,1500.0,0.54
Maharashtra,Thane,2014-2015,400.0,200.0,0.5
Maharashtra,Thane,2015-2016,600.0,200.0,0.33
Maharashtra,Thane,2016-2017,79.0,65.0,0.82
Maharashtra,Thane,2020-2021,744.4,492.79,0.66
Maharashtra,Thane,2021-2022,1244.09,748.32,0.6
Maharashtra,Thane,2022-2023,1256.0,806.0,0.64
Maharashtra,Wardha,2013-2014,70600.0,47600.0,0.67
Maharashtra,Wardha,2014-2015,72800.0,19200.0,0.26
Maharashtra,Wardha,2015-2016,77900.0,29000.0,0.37
Maharashtra,Wardha,2016-2017,84984.0,128712.0,1.51
Maharashtra,Wardha,2017-2018,88536.0,100637.0,1.14
Maharashtra,Wardha,2018-2019,74812.0,83244.0,1.11
Maharashtra,Wardha,2019-2020,74538.0,100804.0,1.35
Maharashtra,Wardha,2020-2021,71632.5,132842.79,1.85
Maharashtra,Wardha,2021-2022,78312.92,109121.23,1.39
Maharashtra,Wardha,2022-2023,76863.0,50153.0,0.65
Maharashtra,Washim,2013-2014,46200.0,22300.0,0.48
Maharashtra,Washim,2014-2015,52300.0,16200.0,0.31
Maharashtra,Washim,2015-2016,52500.0,23000.0,0.44
Maharashtra,Washim,2016-2017,55586.0,35565.0,0.64
Maharashtra,Washim,2017-2018,55031.0,19041.0,0.35
Maharashtra,Washim,2018-2019,57063.0,34405.0,0.6
Maharashtra,Washim,2019-2020,62018.0,39030.0,0.63
Maharashtra,Washim,2020-2021,62655.72,53497.59,0.85
Maharashtra,Washim,2021-2022,66198.05,36859.07,0.56
Maharashtra,Washim,2022-2023,63628.0,39666.0,0.62
Maharashtra,Yavatmal,2013-2014,109200.0,80400.0,0.74
Maharashtra,Yavatmal,2014-2015,111800.0,25500.0,0.23
Maharashtra,Yavatmal,2015-2016,119700.0,62600.0,0.52
Maharashtra,Yavatmal,2016-2017,173525.0,230958.0,1.33
Maharashtra,Yavatmal,2017-2018,134600.0,130800.0,0.97
Maharashtra,Yavatmal,2018-2019,130308.0,144939.0,1.11
Maharashtra,Yavatmal,2019-2020,137562.0,43324.0,0.31
Maharashtra,Yavatmal,2020-2021,137562.24,79938.93,0.58
Maharashtra,Yavatmal,2021-2022,137562.25,139075.43,1.01
