State,District,Year,arhar_area,arhar_production,arhar_yield
Haryana,Yamunanagar,2020-2021,6.0,6.0,1.0
Himachal Pradesh,Bilaspur,2018-2019,3.0,1.0,0.33
Himachal Pradesh,Bilaspur,2019-2020,4.0,4.0,1.0
Himachal Pradesh,Bilaspur,2021-2022,10.0,9.0,0.9
Himachal Pradesh,Chamba,2018-2019,6.0,3.0,0.5
Himachal Pradesh,Chamba,2019-2020,16.0,12.0,0.75
Himachal Pradesh,Kangra,2013-2014,22.0,6.0,0.27
Himachal Pradesh,Kangra,2014-2015,9.0,3.0,0.33
Himachal Pradesh,Kangra,2015-2016,12.0,3.0,0.25
Himachal Pradesh,Kangra,2016-2017,1.0,0.0,0.0
Himachal Pradesh,Kangra,2017-2018,12.0,5.0,0.42
Himachal Pradesh,Kangra,2018-2019,19.0,10.0,0.53
Himachal Pradesh,Kangra,2019-2020,28.0,17.0,0.61
Himachal Pradesh,Kullu,2018-2019,4.0,2.0,0.5
Himachal Pradesh,Kullu,2019-2020,11.0,6.0,0.55
Himachal Pradesh,Mandi,2020-2021,2.0,2.0,1.0
Himachal Pradesh,Mandi,2021-2022,1.0,1.0,1.0
Himachal Pradesh,Mandi,2022-2023,1.0,1.0,1.0
Himachal Pradesh,Shimla,2013-2014,33.0,9.0,0.27
Himachal Pradesh,Shimla,2014-2015,10.0,4.0,0.4
Himachal Pradesh,Shimla,2015-2016,18.0,8.0,0.44
Himachal Pradesh,Shimla,2016-2017,9.0,1.0,0.11
Himachal Pradesh,Shimla,2017-2018,18.0,11.0,0.61
Himachal Pradesh,Shimla,2018-2019,8.0,4.0,0.5
Himachal Pradesh,Shimla,2019-2020,9.0,5.0,0.56
Himachal Pradesh,Shimla,2020-2021,6.0,5.0,0.83
Himachal Pradesh,Shimla,2021-2022,4.0,3.0,0.75
Himachal Pradesh,Sirmaur,2013-2014,16.0,8.0,0.5
Himachal Pradesh,Sirmaur,2014-2015,1.0,0.0,0.0
Himachal Pradesh,Sirmaur,2015-2016,15.0,4.0,0.27
Himachal Pradesh,Sirmaur,2016-2017,1.0,1.0,1.0
Himachal Pradesh,Sirmaur,2017-2018,15.0,7.0,0.47
Himachal Pradesh,Sirmaur,2018-2019,9.0,5.0,0.56
Himachal Pradesh,Sirmaur,2019-2020,9.0,6.0,0.67
Himachal Pradesh,Solan,2022-2023,12.0,10.0,0.83
Jharkhand,Bokaro,2013-2014,57.0,92.0,1.61
Jharkhand,Bokaro,2014-2015,27.0,91.0,3.37
Jharkhand,Bokaro,2015-2016,40.0,99.0,2.48
Jharkhand,Bokaro,2016-2017,29.0,111.0,3.83
Jharkhand,Bokaro,2017-2018,8955.0,7080.0,0.79
Jharkhand,Bokaro,2018-2019,7202.0,5654.0,0.79
Jharkhand,Bokaro,2019-2020,6620.0,9268.0,1.4
Jharkhand,Bokaro,2020-2021,9118.0,9392.0,1.03
Jharkhand,Bokaro,2021-2022,6373.0,6373.0,1.0
Jharkhand,Bokaro,2022-2023,6000.0,8400.0,1.4
Jharkhand,Chatra,2013-2014,969.0,2136.0,2.2
Jharkhand,Chatra,2014-2015,851.0,1897.0,2.23
Jharkhand,Chatra,2015-2016,698.0,1318.0,1.89
Jharkhand,Chatra,2016-2017,710.0,905.0,1.27
Jharkhand,Chatra,2017-2018,8683.0,10854.0,1.25
Jharkhand,Chatra,2018-2019,7380.0,9373.0,1.27
Jharkhand,Chatra,2019-2020,8010.0,10493.0,1.31
Jharkhand,Chatra,2020-2021,8110.0,7786.0,0.96
Jharkhand,Chatra,2021-2022,8010.0,10814.0,1.35
Jharkhand,Chatra,2022-2023,4393.0,5887.0,1.34
Jharkhand,Deoghar,2013-2014,17.0,30.0,1.76
Jharkhand,Deoghar,2014-2015,32.0,70.0,2.19
Jharkhand,Deoghar,2017-2018,6166.0,4625.0,0.75
Jharkhand,Deoghar,2018-2019,5268.0,3951.0,0.75
Jharkhand,Deoghar,2019-2020,5693.0,5124.0,0.9
Jharkhand,Deoghar,2020-2021,3988.0,3589.0,0.9
Jharkhand,Deoghar,2021-2022,5900.0,6490.0,1.1
Jharkhand,Deoghar,2022-2023,643.0,707.0,1.1
Jharkhand,Dhanbad,2017-2018,2412.0,2894.0,1.2
Jharkhand,Dhanbad,2018-2019,2124.0,2336.0,1.1
Jharkhand,Dhanbad,2019-2020,1783.0,2140.0,1.2
Jharkhand,Dhanbad,2020-2021,1785.0,2142.0,1.2
Jharkhand,Dhanbad,2021-2022,1787.0,2144.0,1.2
Jharkhand,Dhanbad,2022-2023,486.0,583.0,1.2
Jharkhand,Dumka,2013-2014,614.0,995.0,1.62
Jharkhand,Dumka,2014-2015,524.0,1323.0,2.52
Jharkhand,Dumka,2015-2016,466.0,1200.0,2.58
Jharkhand,Dumka,2016-2017,539.0,1033.0,1.92
Jharkhand,Dumka,2017-2018,15821.0,12103.0,0.76
Jharkhand,Dumka,2018-2019,14223.0,12587.0,0.88
Jharkhand,Dumka,2019-2020,12210.0,11294.0,0.92
Jharkhand,Dumka,2020-2021,12319.0,11087.0,0.9
Jharkhand,Dumka,2021-2022,12546.0,11291.0,0.9
Jharkhand,Dumka,2022-2023,247.0,222.0,0.9
Jharkhand,East singhbum,2013-2014,52.0,84.0,1.62
Jharkhand,East singhbum,2014-2015,91.0,166.0,1.82
Jharkhand,East singhbum,2015-2016,68.0,108.0,1.59
Jharkhand,East singhbum,2016-2017,78.0,117.0,1.5
Jharkhand,East singhbum,2017-2018,9898.0,10393.0,1.05
Jharkhand,East singhbum,2018-2019,9356.0,7485.0,0.8
Jharkhand,East singhbum,2019-2020,8200.0,9020.0,1.1
Jharkhand,East singhbum,2020-2021,7922.0,7764.0,0.98
Jharkhand,East singhbum,2021-2022,4000.0,3940.0,0.99
Jharkhand,East singhbum,2022-2023,2300.0,2277.0,0.99
Jharkhand,Garhwa,2013-2014,4013.0,4675.0,1.16
Jharkhand,Garhwa,2014-2015,3207.0,8277.0,2.58
Jharkhand,Garhwa,2015-2016,3094.0,3871.0,1.25
Jharkhand,Garhwa,2016-2017,2643.0,5891.0,2.23
Jharkhand,Garhwa,2017-2018,20964.0,11710.0,0.56
Jharkhand,Garhwa,2018-2019,21970.0,14281.0,0.65
Jharkhand,Garhwa,2019-2020,24082.0,15653.0,0.65
Jharkhand,Garhwa,2020-2021,22450.0,21889.0,0.98
Jharkhand,Garhwa,2021-2022,21565.0,21134.0,0.98
Jharkhand,Garhwa,2022-2023,20255.0,16710.0,0.82
Jharkhand,Giridih,2013-2014,88.0,141.0,1.6
Jharkhand,Giridih,2014-2015,110.0,200.0,1.82
Jharkhand,Giridih,2015-2016,109.0,168.0,1.54
Jharkhand,Giridih,2016-2017,70.0,89.0,1.27
Jharkhand,Giridih,2017-2018,6480.0,9882.0,1.53
Jharkhand,Giridih,2018-2019,7269.0,9886.0,1.36
Jharkhand,Giridih,2019-2020,7631.0,10500.0,1.38
Jharkhand,Giridih,2020-2021,8040.0,11296.0,1.4
Jharkhand,Giridih,2021-2022,8040.0,11352.0,1.41
Jharkhand,Giridih,2022-2023,5165.0,7386.0,1.43
Jharkhand,Godda,2013-2014,201.0,326.0,1.62
Jharkhand,Godda,2014-2015,158.0,287.0,1.82
Jharkhand,Godda,2015-2016,194.0,320.0,1.65
Jharkhand,Godda,2016-2017,815.0,1520.0,1.87
Jharkhand,Godda,2017-2018,1168.0,1168.0,1.0
Jharkhand,Godda,2018-2019,5089.0,5038.0,0.99
Jharkhand,Godda,2019-2020,5432.0,5160.0,0.95
Jharkhand,Godda,2020-2021,6500.0,6370.0,0.98
Jharkhand,Godda,2021-2022,9000.0,7110.0,0.79
Jharkhand,Godda,2022-2023,6776.0,5082.0,0.75
Jharkhand,Gumla,2013-2014,819.0,851.0,1.04
Jharkhand,Gumla,2014-2015,827.0,1226.0,1.48
Jharkhand,Gumla,2015-2016,772.0,1246.0,1.61
Jharkhand,Gumla,2016-2017,181.0,187.0,1.03
Jharkhand,Gumla,2017-2018,11569.0,18325.0,1.58
Jharkhand,Gumla,2018-2019,12730.0,19884.0,1.56
Jharkhand,Gumla,2019-2020,8908.0,12560.0,1.41
Jharkhand,Gumla,2020-2021,16000.0,22560.0,1.41
Jharkhand,Gumla,2021-2022,15784.0,22255.0,1.41
Jharkhand,Gumla,2022-2023,15367.0,21053.0,1.37
Jharkhand,Hazaribagh,2013-2014,410.0,887.0,2.16
Jharkhand,Hazaribagh,2014-2015,395.0,694.0,1.76
Jharkhand,Hazaribagh,2015-2016,275.0,414.0,1.51
Jharkhand,Hazaribagh,2016-2017,461.0,587.0,1.27
Jharkhand,Hazaribagh,2017-2018,7970.0,9564.0,1.2
Jharkhand,Hazaribagh,2018-2019,6706.0,8047.0,1.2
Jharkhand,Hazaribagh,2019-2020,6812.0,8174.0,1.2
Jharkhand,Hazaribagh,2020-2021,7880.0,7565.0,0.96
Jharkhand,Hazaribagh,2021-2022,8317.0,8483.0,1.02
Jharkhand,Hazaribagh,2022-2023,5621.0,5733.0,1.02
Jharkhand,Jamtara,2013-2014,36.0,24.0,0.67
Jharkhand,Jamtara,2014-2015,23.0,13.0,0.57
Jharkhand,Jamtara,2015-2016,30.0,20.0,0.67
Jharkhand,Jamtara,2016-2017,25.0,19.0,0.76
Jharkhand,Jamtara,2017-2018,365.0,478.0,1.31
Jharkhand,Jamtara,2018-2019,203.0,162.0,0.8
Jharkhand,Jamtara,2019-2020,851.0,894.0,1.05
Jharkhand,Jamtara,2020-2021,510.0,638.0,1.25
Jharkhand,Jamtara,2021-2022,4004.0,5205.0,1.3
Jharkhand,Jamtara,2022-2023,3705.0,5187.0,1.4
Jharkhand,Khunti,2013-2014,604.0,651.0,1.08
Jharkhand,Khunti,2014-2015,560.0,958.0,1.71
Jharkhand,Khunti,2015-2016,416.0,454.0,1.09
Jharkhand,Khunti,2016-2017,373.0,489.0,1.31
Jharkhand,Khunti,2017-2018,7120.0,7156.0,1.01
Jharkhand,Khunti,2018-2019,6422.0,2774.0,0.43
Jharkhand,Khunti,2019-2020,4911.0,3929.0,0.8
Jharkhand,Khunti,2020-2021,11095.0,11650.0,1.05
Jharkhand,Khunti,2021-2022,9500.0,9975.0,1.05
Jharkhand,Khunti,2022-2023,7333.0,6086.0,0.83
Jharkhand,Koderma,2013-2014,489.0,2136.0,4.37
Jharkhand,Koderma,2014-2015,142.0,241.0,1.7
Jharkhand,Koderma,2015-2016,178.0,325.0,1.83
Jharkhand,Koderma,2016-2017,245.0,238.0,0.97
Jharkhand,Koderma,2017-2018,6600.0,5280.0,0.8
Jharkhand,Koderma,2018-2019,6802.0,6802.0,1.0
Jharkhand,Koderma,2019-2020,6405.0,5124.0,0.8
Jharkhand,Koderma,2020-2021,6405.0,7686.0,1.2
Jharkhand,Koderma,2021-2022,6900.0,8280.0,1.2
Jharkhand,Koderma,2022-2023,7220.0,8664.0,1.2
Jharkhand,Latehar,2013-2014,1816.0,2068.0,1.14
Jharkhand,Latehar,2014-2015,1383.0,1700.0,1.23
Jharkhand,Latehar,2015-2016,1709.0,1588.0,0.93
Jharkhand,Latehar,2016-2017,1871.0,3145.0,1.68
Jharkhand,Latehar,2017-2018,22917.0,35109.0,1.53
Jharkhand,Latehar,2018-2019,24549.0,37609.0,1.53
Jharkhand,Latehar,2019-2020,23586.0,36676.0,1.55
Jharkhand,Latehar,2020-2021,25422.0,39557.0,1.56
Jharkhand,Latehar,2021-2022,26366.0,40920.0,1.55
Jharkhand,Latehar,2022-2023,25166.0,39058.0,1.55
Jharkhand,Lohardaga,2013-2014,614.0,828.0,1.35
Jharkhand,Lohardaga,2014-2015,498.0,477.0,0.96
Jharkhand,Lohardaga,2015-2016,461.0,571.0,1.24
Jharkhand,Lohardaga,2016-2017,341.0,495.0,1.45
Jharkhand,Lohardaga,2017-2018,6951.0,7299.0,1.05
Jharkhand,Lohardaga,2018-2019,5686.0,5970.0,1.05
Jharkhand,Lohardaga,2019-2020,5534.0,5811.0,1.05
Jharkhand,Lohardaga,2020-2021,5215.0,5476.0,1.05
Jharkhand,Lohardaga,2021-2022,5000.0,5000.0,1.0
Jharkhand,Lohardaga,2022-2023,4050.0,4253.0,1.05
Jharkhand,Pakur,2013-2014,265.0,334.0,1.26
Jharkhand,Pakur,2014-2015,222.0,335.0,1.51
Jharkhand,Pakur,2015-2016,368.0,739.0,2.01
Jharkhand,Pakur,2016-2017,532.0,992.0,1.86
Jharkhand,Pakur,2017-2018,8084.0,6265.0,0.77
Jharkhand,Pakur,2018-2019,8001.0,5161.0,0.65
Jharkhand,Pakur,2019-2020,7650.0,5929.0,0.78
Jharkhand,Pakur,2020-2021,8849.0,6858.0,0.78
Jharkhand,Pakur,2021-2022,7462.0,5783.0,0.77
Jharkhand,Pakur,2022-2023,4938.0,2469.0,0.5
Jharkhand,Palamu,2013-2014,26220.0,35528.0,1.35
Jharkhand,Palamu,2014-2015,21566.0,21480.0,1.0
Jharkhand,Palamu,2015-2016,16483.0,16879.0,1.02
Jharkhand,Palamu,2016-2017,27752.0,60666.0,2.19
Jharkhand,Palamu,2017-2018,30502.0,27574.0,0.9
Jharkhand,Palamu,2018-2019,22022.0,14424.0,0.65
Jharkhand,Palamu,2019-2020,32844.0,30381.0,0.93
Jharkhand,Palamu,2020-2021,30412.0,33605.0,1.1
Jharkhand,Palamu,2021-2022,30086.0,32974.0,1.1
Jharkhand,Palamu,2022-2023,22373.0,24700.0,1.1
Jharkhand,Ramgarh,2013-2014,149.0,285.0,1.91
Jharkhand,Ramgarh,2014-2015,708.0,1639.0,2.31
Jharkhand,Ramgarh,2015-2016,29.0,41.0,1.41
Jharkhand,Ramgarh,2016-2017,23.0,29.0,1.26
Jharkhand,Ramgarh,2017-2018,6020.0,7224.0,1.2
Jharkhand,Ramgarh,2018-2019,4909.0,5891.0,1.2
Jharkhand,Ramgarh,2019-2020,4861.0,5833.0,1.2
Jharkhand,Ramgarh,2020-2021,5675.0,5845.0,1.03
Jharkhand,Ramgarh,2021-2022,6555.0,7538.0,1.15
Jharkhand,Ramgarh,2022-2023,4621.0,5152.0,1.11
Jharkhand,Ranchi,2013-2014,1121.0,2917.0,2.6
Jharkhand,Ranchi,2014-2015,1030.0,2496.0,2.42
Jharkhand,Ranchi,2015-2016,919.0,1828.0,1.99
Jharkhand,Ranchi,2016-2017,861.0,1358.0,1.58
Jharkhand,Ranchi,2017-2018,14028.0,11222.0,0.8
Jharkhand,Ranchi,2018-2019,11631.0,9770.0,0.84
Jharkhand,Ranchi,2019-2020,12001.0,10801.0,0.9
Jharkhand,Ranchi,2020-2021,13275.0,11948.0,0.9
Jharkhand,Ranchi,2021-2022,13281.0,11953.0,0.9
Jharkhand,Ranchi,2022-2023,11565.0,10409.0,0.9
Jharkhand,Sahebganj,2013-2014,336.0,468.0,1.39
Jharkhand,Sahebganj,2014-2015,114.0,162.0,1.42
Jharkhand,Sahebganj,2015-2016,339.0,317.0,0.94
Jharkhand,Sahebganj,2016-2017,359.0,670.0,1.87
Jharkhand,Sahebganj,2017-2018,8945.0,3972.0,0.44
Jharkhand,Sahebganj,2018-2019,6825.0,3030.0,0.44
Jharkhand,Sahebganj,2019-2020,7012.0,3611.0,0.51
Jharkhand,Sahebganj,2020-2021,7120.0,3667.0,0.52
Jharkhand,Sahebganj,2021-2022,9210.0,4743.0,0.51
Jharkhand,Sahebganj,2022-2023,654.0,337.0,0.52
Jharkhand,Saraikela kharsawan,2013-2014,89.0,8.0,0.09
Jharkhand,Saraikela kharsawan,2014-2015,84.0,153.0,1.82
Jharkhand,Saraikela kharsawan,2015-2016,13.0,19.0,1.46
Jharkhand,Saraikela kharsawan,2016-2017,11.0,17.0,1.55
Jharkhand,Saraikela kharsawan,2017-2018,9654.0,15446.0,1.6
Jharkhand,Saraikela kharsawan,2018-2019,10080.0,12096.0,1.2
Jharkhand,Saraikela kharsawan,2019-2020,7811.0,8983.0,1.15
Jharkhand,Saraikela kharsawan,2020-2021,7957.0,9548.0,1.2
Jharkhand,Saraikela kharsawan,2021-2022,9240.0,11088.0,1.2
Jharkhand,Saraikela kharsawan,2022-2023,10687.0,12824.0,1.2
Jharkhand,Simdega,2013-2014,114.0,270.0,2.37
Jharkhand,Simdega,2014-2015,118.0,226.0,1.92
Jharkhand,Simdega,2015-2016,123.0,162.0,1.32
Jharkhand,Simdega,2016-2017,173.0,513.0,2.97
Jharkhand,Simdega,2017-2018,15000.0,22500.0,1.5
Jharkhand,Simdega,2018-2019,15000.0,22500.0,1.5
Jharkhand,Simdega,2019-2020,15027.0,17281.0,1.15
Jharkhand,Simdega,2020-2021,15002.0,18002.0,1.2
Jharkhand,Simdega,2021-2022,14998.0,20997.0,1.4
Jharkhand,Simdega,2022-2023,3705.0,5187.0,1.4
Jharkhand,West singhbhum,2013-2014,638.0,1420.0,2.23
Jharkhand,West singhbhum,2014-2015,499.0,834.0,1.67
Jharkhand,West singhbhum,2015-2016,154.0,223.0,1.45
Jharkhand,West singhbhum,2016-2017,7.0,11.0,1.57
Jharkhand,West singhbhum,2017-2018,8824.0,8736.0,0.99
Jharkhand,West singhbhum,2018-2019,9593.0,9631.0,1.0
Jharkhand,West singhbhum,2019-2020,6685.0,6926.0,1.04
Jharkhand,West singhbhum,2020-2021,8232.0,9286.0,1.13
Jharkhand,West singhbhum,2021-2022,9715.0,10609.0,1.09
Jharkhand,West singhbhum,2022-2023,10759.0,12158.0,1.13
Karnataka,Bagalkot,2013-2014,4074.0,2129.0,0.52
Karnataka,Bagalkot,2014-2015,6144.0,2673.0,0.44
Karnataka,Bagalkot,2015-2016,4547.0,1261.0,0.28
Karnataka,Bagalkot,2016-2017,37261.0,29239.0,0.78
Karnataka,Bagalkot,2017-2018,23003.0,15974.0,0.69
Karnataka,Bagalkot,2018-2019,42565.0,19329.0,0.45
Karnataka,Bagalkot,2019-2020,50933.0,30145.0,0.59
Karnataka,Bagalkot,2020-2021,51972.0,45579.0,0.88
Karnataka,Bagalkot,2021-2022,68771.0,46695.0,0.68
Karnataka,Bagalkot,2022-2023,36745.0,24693.0,0.67
Karnataka,Bangalore rural,2013-2014,1274.0,815.0,0.64
Karnataka,Bangalore rural,2014-2015,1554.0,1736.0,1.12
Karnataka,Bangalore rural,2015-2016,1416.0,527.0,0.37
Karnataka,Bangalore rural,2016-2017,1274.0,2301.0,1.81
Karnataka,Bangalore rural,2017-2018,1347.0,1144.0,0.85
Karnataka,Bangalore rural,2018-2019,815.0,782.0,0.96
Karnataka,Bangalore rural,2019-2020,822.0,906.0,1.1
Karnataka,Bangalore rural,2020-2021,1049.0,1202.0,1.15
Karnataka,Bangalore rural,2021-2022,684.0,491.0,0.72
Karnataka,Bangalore rural,2022-2023,410.0,211.0,0.51
Karnataka,Belgaum,2013-2014,3834.0,1650.0,0.43
Karnataka,Belgaum,2014-2015,2869.0,2322.0,0.81
Karnataka,Belgaum,2015-2016,5075.0,1143.0,0.23
Karnataka,Belgaum,2016-2017,9895.0,7295.0,0.74
Karnataka,Belgaum,2017-2018,6278.0,4276.0,0.68
Karnataka,Belgaum,2018-2019,14881.0,7719.0,0.52
Karnataka,Belgaum,2019-2020,14311.0,6104.0,0.43
Karnataka,Belgaum,2020-2021,14452.0,6113.0,0.42
Karnataka,Belgaum,2021-2022,17804.0,7210.0,0.4
Karnataka,Belgaum,2022-2023,11286.0,3995.0,0.35
Karnataka,Bellary,2013-2014,3325.0,1614.0,0.49
Karnataka,Bellary,2014-2015,3427.0,1319.0,0.38
Karnataka,Bellary,2015-2016,2931.0,1041.0,0.36
Karnataka,Bellary,2016-2017,11946.0,7036.0,0.59
Karnataka,Bellary,2017-2018,9363.0,7694.0,0.82
Karnataka,Bellary,2018-2019,13708.0,9168.0,0.67
Karnataka,Bellary,2019-2020,11498.0,9547.0,0.83
Karnataka,Bellary,2020-2021,13902.0,10385.0,0.75
Karnataka,Bellary,2021-2022,13832.0,8133.0,0.59
Karnataka,Bellary,2022-2023,3676.0,1662.0,0.45
Karnataka,Bengaluru urban,2013-2014,1011.0,929.0,0.92
Karnataka,Bengaluru urban,2014-2015,2093.0,1362.0,0.65
Karnataka,Bengaluru urban,2015-2016,463.0,170.0,0.37
Karnataka,Bengaluru urban,2016-2017,821.0,820.0,1.0
Karnataka,Bengaluru urban,2017-2018,600.0,569.0,0.95
Karnataka,Bengaluru urban,2018-2019,461.0,279.0,0.61
Karnataka,Bengaluru urban,2019-2020,952.0,659.0,0.69
Karnataka,Bengaluru urban,2020-2021,681.0,517.0,0.76
Karnataka,Bengaluru urban,2021-2022,516.0,344.0,0.67
Karnataka,Bengaluru urban,2022-2023,235.0,181.0,0.77
Karnataka,Bidar,2013-2014,73270.0,59305.0,0.81
Karnataka,Bidar,2014-2015,65965.0,44243.0,0.67
Karnataka,Bidar,2015-2016,67453.0,29797.0,0.44
Karnataka,Bidar,2016-2017,81611.0,101487.0,1.24
Karnataka,Bidar,2017-2018,78680.0,129909.0,1.65
Karnataka,Bidar,2018-2019,77019.0,34828.0,0.45
Karnataka,Bidar,2019-2020,127939.0,156182.0,1.22
Karnataka,Bidar,2020-2021,139653.0,108091.0,0.77
Karnataka,Bidar,2021-2022,130628.0,102543.0,0.79
Karnataka,Bidar,2022-2023,111444.0,110218.0,0.99
Karnataka,Bijapur,2013-2014,180625.0,170564.0,0.94
Karnataka,Bijapur,2014-2015,187324.0,114783.0,0.61
Karnataka,Bijapur,2015-2016,135696.0,39576.0,0.29
Karnataka,Bijapur,2016-2017,388932.0,330320.0,0.85
Karnataka,Bijapur,2017-2018,262563.0,159638.0,0.61
Karnataka,Bijapur,2018-2019,520937.0,167273.0,0.32
Karnataka,Bijapur,2019-2020,497180.0,218685.0,0.44
Karnataka,Bijapur,2020-2021,514353.0,222715.0,0.43
Karnataka,Bijapur,2021-2022,528346.0,222962.0,0.42
Karnataka,Bijapur,2022-2023,367676.0,248549.0,0.68
Karnataka,Chamarajanagar,2013-2014,1124.0,366.0,0.33
Karnataka,Chamarajanagar,2014-2015,1054.0,473.0,0.45
Karnataka,Chamarajanagar,2015-2016,542.0,141.0,0.26
Karnataka,Chamarajanagar,2016-2017,821.0,68.0,0.08
Karnataka,Chamarajanagar,2017-2018,786.0,755.0,0.96
Karnataka,Chamarajanagar,2018-2019,962.0,442.0,0.46
Karnataka,Chamarajanagar,2019-2020,319.0,237.0,0.74
Karnataka,Chamarajanagar,2020-2021,368.0,191.0,0.52
Karnataka,Chamarajanagar,2021-2022,162.0,62.0,0.38
Karnataka,Chamarajanagar,2022-2023,186.0,93.0,0.5
Karnataka,Chikballapur,2013-2014,4989.0,4033.0,0.81
Karnataka,Chikballapur,2014-2015,3417.0,1834.0,0.54
Karnataka,Chikballapur,2015-2016,7682.0,3780.0,0.49
Karnataka,Chikballapur,2016-2017,13168.0,4979.0,0.38
Karnataka,Chikballapur,2017-2018,10720.0,11172.0,1.04
Karnataka,Chikballapur,2018-2019,4417.0,1229.0,0.28
Karnataka,Chikballapur,2019-2020,5149.0,3351.0,0.65
Karnataka,Chikballapur,2020-2021,3477.0,2493.0,0.72
Karnataka,Chikballapur,2021-2022,3201.0,1040.0,0.32
Karnataka,Chikballapur,2022-2023,1330.0,581.0,0.44
Karnataka,Chikmagalur,2013-2014,469.0,431.0,0.92
Karnataka,Chikmagalur,2014-2015,545.0,355.0,0.65
Karnataka,Chikmagalur,2015-2016,754.0,277.0,0.37
Karnataka,Chikmagalur,2016-2017,782.0,781.0,1.0
Karnataka,Chikmagalur,2017-2018,509.0,483.0,0.95
Karnataka,Chikmagalur,2018-2019,332.0,201.0,0.61
Karnataka,Chikmagalur,2019-2020,224.0,155.0,0.69
Karnataka,Chikmagalur,2020-2021,267.0,203.0,0.76
Karnataka,Chikmagalur,2021-2022,122.0,81.0,0.66
Karnataka,Chikmagalur,2022-2023,54.0,41.0,0.76
Karnataka,Chitradurga,2013-2014,8957.0,7250.0,0.81
Karnataka,Chitradurga,2014-2015,8728.0,7205.0,0.83
Karnataka,Chitradurga,2015-2016,9587.0,9581.0,1.0
Karnataka,Chitradurga,2016-2017,23759.0,6568.0,0.28
Karnataka,Chitradurga,2017-2018,13338.0,10099.0,0.76
Karnataka,Chitradurga,2018-2019,4054.0,1806.0,0.45
Karnataka,Chitradurga,2019-2020,5773.0,2687.0,0.47
Karnataka,Chitradurga,2020-2021,4883.0,3179.0,0.65
Karnataka,Chitradurga,2021-2022,9328.0,3171.0,0.34
Karnataka,Chitradurga,2022-2023,6679.0,3139.0,0.47
Karnataka,Dakshin kannad,2018-2019,1.0,1.0,1.0
Karnataka,Dakshin kannad,2019-2020,1.0,1.0,1.0
Karnataka,Davangere,2013-2014,8145.0,6152.0,0.76
Karnataka,Davangere,2014-2015,4403.0,6224.0,1.41
Karnataka,Davangere,2015-2016,8373.0,5361.0,0.64
Karnataka,Davangere,2016-2017,12611.0,7727.0,0.61
Karnataka,Davangere,2017-2018,8143.0,8440.0,1.04
Karnataka,Davangere,2018-2019,4750.0,4955.0,1.04
Karnataka,Davangere,2019-2020,646.0,298.0,0.46
Karnataka,Davangere,2020-2021,510.0,435.0,0.85
Karnataka,Davangere,2021-2022,2199.0,1933.0,0.88
Karnataka,Davangere,2022-2023,502.0,577.0,1.15
Karnataka,Dharwad,2013-2014,2694.0,1996.0,0.74
Karnataka,Dharwad,2014-2015,1609.0,1637.0,1.02
Karnataka,Dharwad,2015-2016,1002.0,267.0,0.27
Karnataka,Dharwad,2016-2017,1551.0,805.0,0.52
Karnataka,Dharwad,2017-2018,881.0,375.0,0.43
Karnataka,Dharwad,2018-2019,628.0,184.0,0.29
Karnataka,Dharwad,2019-2020,545.0,389.0,0.71
Karnataka,Dharwad,2020-2021,283.0,161.0,0.57
Karnataka,Dharwad,2021-2022,186.0,126.0,0.68
Karnataka,Dharwad,2022-2023,69.0,53.0,0.77
Karnataka,Gadag,2013-2014,1808.0,670.0,0.37
Karnataka,Gadag,2014-2015,1540.0,726.0,0.47
Karnataka,Gadag,2015-2016,1651.0,289.0,0.18
Karnataka,Gadag,2016-2017,3482.0,1684.0,0.48
Karnataka,Gadag,2017-2018,3373.0,2150.0,0.64
Karnataka,Gadag,2018-2019,2975.0,791.0,0.27
Karnataka,Gadag,2019-2020,878.0,449.0,0.51
Karnataka,Gadag,2020-2021,563.0,293.0,0.52
Karnataka,Gadag,2021-2022,661.0,215.0,0.33
Karnataka,Gadag,2022-2023,192.0,121.0,0.63
Karnataka,Gulbarga,2013-2014,369537.0,394592.0,1.07
Karnataka,Gulbarga,2014-2015,315343.0,210003.0,0.67
Karnataka,Gulbarga,2015-2016,261076.0,94993.0,0.36
Karnataka,Gulbarga,2016-2017,388914.0,541641.0,1.39
Karnataka,Gulbarga,2017-2018,328808.0,377652.0,1.15
Karnataka,Gulbarga,2018-2019,613760.0,569078.0,0.93
Karnataka,Gulbarga,2019-2020,606717.0,523354.0,0.86
Karnataka,Gulbarga,2020-2021,581825.0,622553.0,1.07
Karnataka,Gulbarga,2021-2022,621122.0,568948.0,0.92
Karnataka,Gulbarga,2022-2023,476513.0,430768.0,0.9
Karnataka,Hassan,2013-2014,2015.0,869.0,0.43
Karnataka,Hassan,2014-2015,2359.0,3433.0,1.46
Karnataka,Hassan,2015-2016,1915.0,990.0,0.52
Karnataka,Hassan,2016-2017,1770.0,925.0,0.52
Karnataka,Hassan,2017-2018,1622.0,1273.0,0.78
Karnataka,Hassan,2018-2019,1138.0,231.0,0.2
Karnataka,Hassan,2019-2020,880.0,362.0,0.41
Karnataka,Hassan,2020-2021,730.0,316.0,0.43
Karnataka,Hassan,2021-2022,473.0,117.0,0.25
Karnataka,Hassan,2022-2023,222.0,107.0,0.48
Karnataka,Haveri,2013-2014,1673.0,1162.0,0.69
Karnataka,Haveri,2014-2015,1410.0,964.0,0.68
