State,District,Year,sugarcane_area,sugarcane_production,sugarcane_yield
Nagaland,Dimapur,2017-2018,1160.0,50480.0,43.52
Nagaland,Dimapur,2018-2019,1160.0,50480.0,43.52
Nagaland,Dimapur,2019-2020,1160.0,50595.0,43.62
Nagaland,Dimapur,2020-2021,1160.0,52884.0,45.59
Nagaland,Dimapur,2021-2022,1115.0,44600.0,40.0
Nagaland,Dimapur,2022-2023,100.0,4374.0,43.74
Nagaland,Kiphire,2014-2015,160.0,6960.0,43.5
Nagaland,Kiphire,2015-2016,160.0,6960.0,43.5
Nagaland,Kiphire,2016-2017,160.0,6960.0,43.5
Nagaland,Kiphire,2017-2018,160.0,6960.0,43.5
Nagaland,Kiphire,2018-2019,160.0,6960.0,43.5
Nagaland,Kiphire,2019-2020,162.0,6976.0,43.06
Nagaland,Kiphire,2020-2021,163.0,7385.0,45.31
Nagaland,Kiphire,2021-2022,77.0,1526.0,19.82
Nagaland,Kiphire,2022-2023,53.0,2241.0,42.28
Nagaland,Kohima,2014-2015,210.0,9140.0,43.52
Nagaland,Kohima,2015-2016,210.0,9140.0,43.52
Nagaland,Kohima,2016-2017,220.0,9580.0,43.55
Nagaland,Kohima,2017-2018,220.0,9570.0,43.5
Nagaland,Kohima,2018-2019,230.0,10000.0,43.48
Nagaland,Kohima,2019-2020,230.0,10023.0,43.58
Nagaland,Kohima,2020-2021,230.0,10478.0,45.56
Nagaland,Kohima,2021-2022,160.0,1600.0,10.0
Nagaland,Kohima,2022-2023,35.0,1521.0,43.46
Nagaland,Longleng,2014-2015,120.0,5220.0,43.5
Nagaland,Longleng,2015-2016,120.0,5220.0,43.5
Nagaland,Longleng,2016-2017,120.0,5660.0,47.17
Nagaland,Longleng,2017-2018,130.0,5650.0,43.46
Nagaland,Longleng,2018-2019,130.0,5650.0,43.46
Nagaland,Longleng,2019-2020,130.0,5663.0,43.56
Nagaland,Longleng,2020-2021,132.0,6012.0,45.55
Nagaland,Longleng,2021-2022,45.0,450.0,10.0
Nagaland,Longleng,2022-2023,32.0,1384.0,43.25
Nagaland,Mokokchung,2014-2015,340.0,14790.0,43.5
Nagaland,Mokokchung,2015-2016,340.0,14790.0,43.5
Nagaland,Mokokchung,2016-2017,340.0,14800.0,43.53
Nagaland,Mokokchung,2017-2018,340.0,14790.0,43.5
Nagaland,Mokokchung,2018-2019,340.0,14790.0,43.5
Nagaland,Mokokchung,2019-2020,342.0,14824.0,43.35
Nagaland,Mokokchung,2020-2021,342.0,15543.0,45.45
Nagaland,Mokokchung,2021-2022,233.0,6384.0,27.4
Nagaland,Mokokchung,2022-2023,159.0,6942.0,43.66
Nagaland,Mon,2014-2015,510.0,22210.0,43.55
Nagaland,Mon,2015-2016,510.0,22210.0,43.55
Nagaland,Mon,2016-2017,510.0,22210.0,43.55
Nagaland,Mon,2017-2018,510.0,22190.0,43.51
Nagaland,Mon,2018-2019,510.0,22190.0,43.51
Nagaland,Mon,2019-2020,510.0,22241.0,43.61
Nagaland,Mon,2020-2021,512.0,23320.0,45.55
Nagaland,Mon,2021-2022,309.0,4635.0,15.0
Nagaland,Mon,2022-2023,211.0,9175.0,43.48
Nagaland,Noklak,2022-2023,95.0,3985.0,41.95
Nagaland,Nuiland,2022-2023,538.0,23581.0,43.83
Nagaland,Peren,2014-2015,510.0,22140.0,43.41
Nagaland,Peren,2015-2016,510.0,22140.0,43.41
Nagaland,Peren,2016-2017,520.0,22500.0,43.27
Nagaland,Peren,2017-2018,520.0,22630.0,43.52
Nagaland,Peren,2018-2019,520.0,22630.0,43.52
Nagaland,Peren,2019-2020,522.0,22681.0,43.45
Nagaland,Peren,2020-2021,523.0,23781.0,45.47
Nagaland,Peren,2021-2022,390.0,9750.0,25.0
Nagaland,Peren,2022-2023,266.0,11640.0,43.76
Nagaland,Phek,2014-2015,250.0,10890.0,43.56
Nagaland,Phek,2015-2016,250.0,10890.0,43.56
Nagaland,Phek,2016-2017,260.0,11280.0,43.38
Nagaland,Phek,2017-2018,260.0,11310.0,43.5
Nagaland,Phek,2018-2019,260.0,11310.0,43.5
Nagaland,Phek,2019-2020,260.0,11336.0,43.6
Nagaland,Phek,2020-2021,261.0,11886.0,45.54
Nagaland,Phek,2021-2022,280.0,6720.0,24.0
Nagaland,Phek,2022-2023,141.0,6124.0,43.43
Nagaland,Shamator,2022-2023,48.0,2092.0,43.58
Nagaland,Tseminyu,2022-2023,34.0,1481.0,43.56
Nagaland,Tuensang,2014-2015,370.0,16120.0,43.57
Nagaland,Tuensang,2015-2016,370.0,16120.0,43.57
Nagaland,Tuensang,2016-2017,370.0,16120.0,43.57
Nagaland,Tuensang,2017-2018,370.0,16100.0,43.51
Nagaland,Tuensang,2018-2019,370.0,16100.0,43.51
Nagaland,Tuensang,2019-2020,370.0,16135.0,43.61
Nagaland,Tuensang,2020-2021,370.0,16844.0,45.52
Nagaland,Tuensang,2021-2022,350.0,14700.0,42.0
Nagaland,Tuensang,2022-2023,86.0,3748.0,43.58
Nagaland,Wokha,2014-2015,520.0,22650.0,43.56
Nagaland,Wokha,2015-2016,520.0,22650.0,43.56
Nagaland,Wokha,2016-2017,520.0,22650.0,43.56
Nagaland,Wokha,2017-2018,520.0,22630.0,43.52
Nagaland,Wokha,2018-2019,520.0,22630.0,43.52
Nagaland,Wokha,2019-2020,523.0,22682.0,43.37
Nagaland,Wokha,2020-2021,525.0,23915.0,45.55
Nagaland,Wokha,2021-2022,536.0,12382.0,23.1
Nagaland,Wokha,2022-2023,316.0,13770.0,43.58
Nagaland,Zunheboto,2014-2015,220.0,9580.0,43.55
Nagaland,Zunheboto,2015-2016,220.0,9580.0,43.55
Nagaland,Zunheboto,2016-2017,240.0,10130.0,42.21
Nagaland,Zunheboto,2017-2018,240.0,10440.0,43.5
Nagaland,Zunheboto,2018-2019,240.0,10440.0,43.5
Nagaland,Zunheboto,2019-2020,241.0,10464.0,43.42
Nagaland,Zunheboto,2020-2021,242.0,10972.0,45.34
Nagaland,Zunheboto,2021-2022,150.0,1845.0,12.3
Nagaland,Zunheboto,2022-2023,102.0,4436.0,43.49
Odisha,Anugul,2013-2014,42.0,2315.2,55.12
Odisha,Anugul,2014-2015,43.0,2100.1,48.84
Odisha,Anugul,2015-2016,10.0,570.2,57.02
Odisha,Anugul,2016-2017,38.0,1996.4,52.54
Odisha,Anugul,2017-2018,20.0,891.8,44.59
Odisha,Anugul,2018-2019,19.0,869.3,45.75
Odisha,Anugul,2019-2020,6.0,351.4,58.57
Odisha,Anugul,2020-2021,8.0,736.0,92.0
Odisha,Anugul,2021-2022,16.0,660.1,41.26
Odisha,Anugul,2022-2023,55.0,2874.7,52.27
Odisha,Balangir,2013-2014,465.0,39468.3,84.88
Odisha,Balangir,2014-2015,291.0,17531.0,60.24
Odisha,Balangir,2015-2016,323.0,22710.5,70.31
Odisha,Balangir,2016-2017,155.0,7786.1,50.23
Odisha,Balangir,2017-2018,3.0,145.2,48.4
Odisha,Balangir,2018-2019,86.0,5207.3,60.55
Odisha,Balangir,2019-2020,8.0,481.6,60.2
Odisha,Balangir,2020-2021,36.0,1618.2,44.95
Odisha,Balangir,2021-2022,108.0,6836.4,63.3
Odisha,Balangir,2022-2023,122.0,5612.0,46.0
Odisha,Baleshwar,2013-2014,71.0,3368.2,47.44
Odisha,Baleshwar,2014-2015,187.0,6432.8,34.4
Odisha,Baleshwar,2015-2016,508.0,27161.2,53.47
Odisha,Baleshwar,2016-2017,9.0,568.8,63.2
Odisha,Baleshwar,2018-2019,1.0,10.0,10.0
Odisha,Baleshwar,2019-2020,11.0,404.8,36.8
Odisha,Baleshwar,2020-2021,125.0,7100.0,56.8
Odisha,Bargarh,2013-2014,708.0,55667.9,78.63
Odisha,Bargarh,2014-2015,431.0,36276.4,84.17
Odisha,Bargarh,2015-2016,282.0,22230.1,78.83
Odisha,Bargarh,2016-2017,142.0,12956.4,91.24
Odisha,Bargarh,2017-2018,39.0,3322.8,85.2
Odisha,Bargarh,2018-2019,4.0,323.7,80.93
Odisha,Bargarh,2019-2020,39.0,2679.3,68.7
Odisha,Bargarh,2020-2021,4.0,360.0,90.0
Odisha,Bargarh,2021-2022,19.0,1603.6,84.4
Odisha,Bargarh,2022-2023,43.0,3942.2,91.68
Odisha,Bhadrak,2013-2014,116.0,6576.2,56.69
Odisha,Bhadrak,2014-2015,117.0,5616.0,48.0
Odisha,Bhadrak,2015-2016,101.0,6555.8,64.91
Odisha,Bhadrak,2016-2017,77.0,4608.5,59.85
Odisha,Bhadrak,2017-2018,24.0,1089.6,45.4
Odisha,Bhadrak,2018-2019,104.0,3902.8,37.53
Odisha,Bhadrak,2019-2020,39.0,1852.0,47.49
Odisha,Bhadrak,2020-2021,80.0,3040.0,38.0
Odisha,Bhadrak,2021-2022,61.0,2764.5,45.32
Odisha,Bhadrak,2022-2023,44.0,1402.1,31.87
Odisha,Boudh,2013-2014,10.0,578.7,57.87
Odisha,Boudh,2014-2015,3.0,174.4,58.13
Odisha,Boudh,2015-2016,4.0,228.8,57.2
Odisha,Boudh,2018-2019,3.0,167.4,55.8
Odisha,Boudh,2019-2020,2.0,52.8,26.4
Odisha,Boudh,2020-2021,8.0,368.0,46.0
Odisha,Boudh,2021-2022,2.0,111.1,55.55
Odisha,Boudh,2022-2023,1.0,77.0,77.0
Odisha,Cuttack,2013-2014,2851.0,175801.2,61.66
Odisha,Cuttack,2014-2015,956.0,68709.6,71.87
Odisha,Cuttack,2015-2016,861.0,61182.7,71.06
Odisha,Cuttack,2016-2017,715.0,49886.3,69.77
Odisha,Cuttack,2017-2018,113.0,7589.1,67.16
Odisha,Cuttack,2018-2019,564.0,34351.5,60.91
Odisha,Cuttack,2019-2020,992.0,53387.5,53.82
Odisha,Cuttack,2020-2021,890.0,53904.6,60.57
Odisha,Cuttack,2021-2022,705.0,41702.9,59.15
Odisha,Cuttack,2022-2023,489.0,31734.6,64.9
Odisha,Deogarh,2013-2014,5.0,277.7,55.54
Odisha,Deogarh,2014-2015,11.0,542.5,49.32
Odisha,Deogarh,2015-2016,16.0,769.4,48.09
Odisha,Deogarh,2016-2017,4.0,130.1,32.53
Odisha,Deogarh,2017-2018,4.0,132.8,33.2
Odisha,Deogarh,2018-2019,14.0,599.2,42.8
Odisha,Deogarh,2019-2020,1.0,42.0,42.0
Odisha,Deogarh,2021-2022,20.0,910.0,45.5
Odisha,Deogarh,2022-2023,23.0,1125.9,48.95
Odisha,Dhenkanal,2013-2014,222.0,17152.6,77.26
Odisha,Dhenkanal,2014-2015,241.0,16773.6,69.6
Odisha,Dhenkanal,2015-2016,518.0,32845.9,63.41
Odisha,Dhenkanal,2016-2017,109.0,7721.1,70.84
Odisha,Dhenkanal,2017-2018,88.0,6413.4,72.88
Odisha,Dhenkanal,2018-2019,179.0,15537.2,86.8
Odisha,Dhenkanal,2019-2020,132.0,7397.3,56.04
Odisha,Dhenkanal,2020-2021,124.0,8720.5,70.33
Odisha,Dhenkanal,2021-2022,172.0,11634.1,67.64
Odisha,Dhenkanal,2022-2023,1024.0,62577.7,61.11
Odisha,Gajapati,2013-2014,65.0,4342.0,66.8
Odisha,Gajapati,2014-2015,47.0,2494.1,53.07
Odisha,Gajapati,2015-2016,122.0,6856.4,56.2
Odisha,Gajapati,2016-2017,1.0,48.0,48.0
Odisha,Gajapati,2017-2018,10.0,606.0,60.6
Odisha,Gajapati,2018-2019,4.0,172.8,43.2
Odisha,Gajapati,2021-2022,16.0,659.2,41.2
Odisha,Ganjam,2013-2014,1704.0,48862.2,28.68
Odisha,Ganjam,2014-2015,773.0,59009.3,76.34
Odisha,Ganjam,2015-2016,1073.0,81130.6,75.61
Odisha,Ganjam,2016-2017,368.0,30028.8,81.6
Odisha,Ganjam,2017-2018,199.0,13394.5,67.31
Odisha,Ganjam,2018-2019,734.0,38052.8,51.84
Odisha,Ganjam,2019-2020,210.0,12021.2,57.24
Odisha,Ganjam,2020-2021,249.0,15501.5,62.26
Odisha,Ganjam,2021-2022,393.0,25910.1,65.93
Odisha,Ganjam,2022-2023,129.0,7995.2,61.98
Odisha,Jagatsinghapur,2013-2014,266.0,18430.9,69.29
Odisha,Jagatsinghapur,2014-2015,375.0,21981.8,58.62
Odisha,Jagatsinghapur,2015-2016,196.0,12204.3,62.27
Odisha,Jagatsinghapur,2016-2017,385.0,17798.2,46.23
Odisha,Jagatsinghapur,2017-2018,186.0,9002.4,48.4
Odisha,Jagatsinghapur,2018-2019,327.0,20285.8,62.04
Odisha,Jagatsinghapur,2019-2020,336.0,13141.3,39.11
Odisha,Jagatsinghapur,2020-2021,345.0,18957.8,54.95
Odisha,Jagatsinghapur,2021-2022,135.0,7533.0,55.8
Odisha,Jagatsinghapur,2022-2023,542.0,29471.8,54.38
Odisha,Jajapur,2013-2014,1052.0,46103.9,43.83
Odisha,Jajapur,2014-2015,409.0,18121.2,44.31
Odisha,Jajapur,2015-2016,831.0,32748.0,39.41
Odisha,Jajapur,2016-2017,293.0,13928.3,47.54
Odisha,Jajapur,2017-2018,708.0,31847.3,44.98
Odisha,Jajapur,2018-2019,295.0,11543.1,39.13
Odisha,Jajapur,2019-2020,1673.0,68454.1,40.92
Odisha,Jajapur,2020-2021,986.0,42579.4,43.18
Odisha,Jajapur,2021-2022,616.0,11988.6,19.46
Odisha,Jajapur,2022-2023,917.0,44392.9,48.41
Odisha,Jharsuguda,2013-2014,21.0,1405.8,66.94
Odisha,Jharsuguda,2014-2015,45.0,2585.5,57.46
Odisha,Jharsuguda,2015-2016,8.0,448.5,56.06
Odisha,Jharsuguda,2016-2017,51.0,3721.0,72.96
Odisha,Jharsuguda,2017-2018,1.0,63.2,63.2
Odisha,Jharsuguda,2020-2021,7.0,425.6,60.8
Odisha,Jharsuguda,2021-2022,28.0,2885.1,103.04
Odisha,Jharsuguda,2022-2023,16.0,1541.3,96.33
Odisha,Kalahandi,2013-2014,72.0,3744.0,52.0
Odisha,Kalahandi,2014-2015,53.0,2599.7,49.05
Odisha,Kalahandi,2015-2016,112.0,6256.0,55.86
Odisha,Kalahandi,2016-2017,62.0,2976.0,48.0
Odisha,Kalahandi,2017-2018,46.0,2635.8,57.3
Odisha,Kalahandi,2018-2019,49.0,5674.2,115.8
Odisha,Kalahandi,2019-2020,176.0,9468.8,53.8
Odisha,Kalahandi,2020-2021,215.0,12491.5,58.1
Odisha,Kalahandi,2021-2022,39.0,2277.6,58.4
Odisha,Kalahandi,2022-2023,125.0,8350.0,66.8
Odisha,Kendrapara,2013-2014,170.0,9443.5,55.55
Odisha,Kendrapara,2014-2015,53.0,2321.4,43.8
Odisha,Kendrapara,2015-2016,66.0,3073.7,46.57
Odisha,Kendrapara,2016-2017,41.0,1902.4,46.4
Odisha,Kendrapara,2017-2018,22.0,1742.4,79.2
Odisha,Kendrapara,2018-2019,79.0,3931.9,49.77
Odisha,Kendrapara,2019-2020,182.0,9269.8,50.93
Odisha,Kendrapara,2020-2021,26.0,1245.4,47.9
Odisha,Kendrapara,2021-2022,43.0,1576.0,36.65
Odisha,Kendrapara,2022-2023,28.0,1449.6,51.77
Odisha,Kendujhar,2013-2014,17.0,1327.1,78.06
Odisha,Kendujhar,2014-2015,58.0,4570.4,78.8
Odisha,Kendujhar,2015-2016,34.0,2298.4,67.6
Odisha,Kendujhar,2016-2017,27.0,1519.2,56.27
Odisha,Kendujhar,2017-2018,17.0,445.4,26.2
Odisha,Kendujhar,2018-2019,7.0,351.2,50.17
Odisha,Kendujhar,2019-2020,18.0,1476.0,82.0
Odisha,Kendujhar,2021-2022,22.0,1188.0,54.0
Odisha,Khordha,2013-2014,58.0,3485.8,60.1
Odisha,Khordha,2014-2015,92.0,5927.7,64.43
Odisha,Khordha,2015-2016,354.0,23965.8,67.7
Odisha,Khordha,2016-2017,40.0,3306.7,82.67
Odisha,Khordha,2017-2018,5.0,304.0,60.8
Odisha,Khordha,2021-2022,328.0,2872.0,8.76
Odisha,Khordha,2022-2023,314.0,17521.2,55.8
Odisha,Koraput,2013-2014,3537.0,354750.5,100.3
Odisha,Koraput,2014-2015,3362.0,300606.5,89.41
Odisha,Koraput,2015-2016,2261.0,159642.4,70.61
Odisha,Koraput,2016-2017,1213.0,84000.3,69.25
Odisha,Koraput,2017-2018,1867.0,145045.4,77.69
Odisha,Koraput,2018-2019,2375.0,183316.8,77.19
Odisha,Koraput,2019-2020,2687.0,205843.0,76.61
Odisha,Koraput,2020-2021,2096.0,137021.8,65.37
Odisha,Koraput,2021-2022,2210.0,166965.5,75.55
Odisha,Koraput,2022-2023,573.0,30548.3,53.31
Odisha,Malkangiri,2016-2017,4.0,219.2,54.8
Odisha,Mayurbhanj,2013-2014,6.0,350.4,58.4
Odisha,Mayurbhanj,2014-2015,10.0,644.0,64.4
Odisha,Mayurbhanj,2015-2016,13.0,967.2,74.4
Odisha,Nabarangpur,2013-2014,1061.0,49923.2,47.05
Odisha,Nabarangpur,2014-2015,1304.0,66895.2,51.3
Odisha,Nabarangpur,2015-2016,614.0,40578.6,66.09
Odisha,Nabarangpur,2016-2017,1430.0,79779.7,55.79
Odisha,Nabarangpur,2017-2018,250.0,9371.5,37.49
Odisha,Nabarangpur,2018-2019,1598.0,70088.3,43.86
Odisha,Nabarangpur,2019-2020,2022.0,86422.3,42.74
Odisha,Nabarangpur,2020-2021,1722.0,71724.7,41.65
Odisha,Nabarangpur,2021-2022,1797.0,84317.0,46.92
Odisha,Nabarangpur,2022-2023,2552.0,119926.1,46.99
Odisha,Nayagarh,2013-2014,1354.0,66684.5,49.25
Odisha,Nayagarh,2014-2015,1040.0,71794.3,69.03
Odisha,Nayagarh,2015-2016,537.0,26467.7,49.29
Odisha,Nayagarh,2016-2017,316.0,18991.6,60.1
Odisha,Nayagarh,2017-2018,107.0,5979.4,55.88
Odisha,Nayagarh,2018-2019,298.0,20358.2,68.32
Odisha,Nayagarh,2019-2020,293.0,20074.0,68.51
Odisha,Nayagarh,2020-2021,36.0,2591.4,71.98
Odisha,Nayagarh,2021-2022,234.0,16224.4,69.34
Odisha,Nayagarh,2022-2023,233.0,16183.5,69.46
Odisha,Nuapada,2013-2014,8.0,233.0,29.13
Odisha,Nuapada,2015-2016,2.0,60.0,30.0
Odisha,Nuapada,2016-2017,5.0,29.0,5.8
Odisha,Nuapada,2018-2019,1.0,43.2,43.2
Odisha,Nuapada,2019-2020,7.0,413.3,59.04
Odisha,Nuapada,2020-2021,6.0,359.4,59.9
Odisha,Nuapada,2021-2022,13.0,382.2,29.4
Odisha,Nuapada,2022-2023,46.0,2058.8,44.76
Odisha,Puri,2013-2014,159.0,12533.5,78.83
Odisha,Puri,2014-2015,64.0,3425.3,53.52
Odisha,Puri,2015-2016,10.0,521.0,52.1
Odisha,Puri,2018-2019,15.0,475.1,31.67
Odisha,Puri,2019-2020,32.0,1309.6,40.93
Odisha,Puri,2020-2021,16.0,475.6,29.73
Odisha,Puri,2021-2022,38.0,2933.6,77.2
Odisha,Rayagada,2013-2014,21.0,1732.5,82.5
Odisha,Rayagada,2014-2015,10.0,468.0,46.8
Odisha,Rayagada,2015-2016,81.0,4168.8,51.47
Odisha,Rayagada,2017-2018,4.0,223.5,55.88
Odisha,Sambalpur,2013-2014,8.0,305.2,38.15
Odisha,Sambalpur,2014-2015,6.0,216.6,36.1
Odisha,Sambalpur,2015-2016,7.0,289.3,41.33
Odisha,Sambalpur,2016-2017,3.0,103.2,34.4
Odisha,Sonepur,2013-2014,58.0,4596.2,79.24
Odisha,Sonepur,2014-2015,55.0,4043.6,73.52
Odisha,Sonepur,2015-2016,1.0,52.0,52.0
Odisha,Sonepur,2016-2017,2.0,44.0,22.0
Odisha,Sundargarh,2013-2014,86.0,7052.0,82.0
Odisha,Sundargarh,2014-2015,11.0,1029.6,93.6
Odisha,Sundargarh,2015-2016,17.0,1173.9,69.05
Odisha,Sundargarh,2016-2017,3.0,246.0,82.0
Odisha,Sundargarh,2018-2019,22.0,2411.2,109.6
Odisha,Sundargarh,2019-2020,82.0,10328.4,125.96
Odisha,Sundargarh,2020-2021,21.0,2088.0,99.43
Odisha,Sundargarh,2021-2022,35.0,3669.8,104.85
Odisha,Sundargarh,2022-2023,57.0,5590.6,98.08
Puducherry,Pondicherry,2013-2014,2024.0,304066.0,150.23
Puducherry,Pondicherry,2014-2015,1921.0,316965.0,165.0
Puducherry,Pondicherry,2015-2016,1821.0,213968.0,117.5
Puducherry,Pondicherry,2016-2017,1677.0,209625.0,125.0
Puducherry,Pondicherry,2017-2018,1445.0,180625.0,125.0
Puducherry,Pondicherry,2018-2019,1444.0,187720.0,130.0
Puducherry,Pondicherry,2019-2020,1308.0,183120.0,140.0
Puducherry,Pondicherry,2020-2021,1334.0,160080.0,120.0
Puducherry,Pondicherry,2021-2022,1257.0,150840.0,120.0
Puducherry,Pondicherry,2022-2023,1278.0,153360.0,120.0
Punjab,Amritsar,2013-2014,5000.0,401000.0,80.2
Punjab,Amritsar,2014-2015,4000.0,301000.0,75.25
Punjab,Amritsar,2015-2016,4000.0,303000.0,75.75
Punjab,Amritsar,2016-2017,4000.0,302000.0,75.5
Punjab,Amritsar,2017-2018,6000.0,501000.0,83.5
Punjab,Amritsar,2018-2019,7000.0,577000.0,82.43
Punjab,Amritsar,2019-2020,6600.0,523000.0,79.24
Punjab,Amritsar,2020-2021,6000.0,521000.0,86.83
Punjab,Amritsar,2021-2022,6200.0,441000.0,71.13
Punjab,Amritsar,2022-2023,6600.0,513000.0,77.73
Punjab,Barnala,2013-2014,1000.0,90000.0,90.0
Punjab,Barnala,2014-2015,1000.0,87000.0,87.0
Punjab,Barnala,2015-2016,1000.0,88000.0,88.0
Punjab,Barnala,2016-2017,1000.0,103000.0,103.0
Punjab,Barnala,2017-2018,1000.0,85000.0,85.0
Punjab,Barnala,2018-2019,1000.0,80000.0,80.0
Punjab,Barnala,2019-2020,300.0,24000.0,80.0
Punjab,Barnala,2020-2021,300.0,23000.0,76.67
Punjab,Barnala,2021-2022,200.0,16000.0,80.0
Punjab,Barnala,2022-2023,200.0,16000.0,80.0
Punjab,Bathinda,2020-2021,100.0,8000.0,80.0
Punjab,Bathinda,2021-2022,100.0,8000.0,80.0
Punjab,Bathinda,2022-2023,100.0,8000.0,80.0
Punjab,Fatehgarh sahib,2013-2014,3000.0,243000.0,81.0
Punjab,Fatehgarh sahib,2014-2015,3000.0,264000.0,88.0
Punjab,Fatehgarh sahib,2015-2016,3000.0,262000.0,87.33
Punjab,Fatehgarh sahib,2016-2017,3000.0,266000.0,88.67
Punjab,Fatehgarh sahib,2017-2018,3000.0,250000.0,83.33
Punjab,Fatehgarh sahib,2018-2019,3000.0,248000.0,82.67
Punjab,Fatehgarh sahib,2019-2020,2700.0,243000.0,90.0
Punjab,Fatehgarh sahib,2020-2021,2400.0,198000.0,82.5
Punjab,Fatehgarh sahib,2021-2022,2400.0,180000.0,75.0
Punjab,Fatehgarh sahib,2022-2023,2300.0,184000.0,80.0
Punjab,Fazilka,2015-2016,2000.0,178000.0,89.0
Punjab,Fazilka,2016-2017,2000.0,180000.0,90.0
Punjab,Fazilka,2017-2018,2000.0,147000.0,73.5
Punjab,Fazilka,2018-2019,2000.0,142000.0,71.0
Punjab,Fazilka,2019-2020,1600.0,131000.0,81.88
Punjab,Fazilka,2020-2021,1300.0,109000.0,83.85
Punjab,Fazilka,2021-2022,700.0,56000.0,80.0
Punjab,Fazilka,2022-2023,1100.0,79000.0,71.82
Punjab,Firozepur,2013-2014,2000.0,170000.0,85.0
Punjab,Firozepur,2014-2015,2000.0,150000.0,75.0
Punjab,Firozepur,2020-2021,100.0,7000.0,70.0
Punjab,Firozepur,2021-2022,100.0,6000.0,60.0
Punjab,Firozepur,2022-2023,100.0,6000.0,60.0
Punjab,Gurdaspur,2013-2014,21000.0,1560000.0,74.29
Punjab,Gurdaspur,2014-2015,24000.0,1840000.0,76.67
Punjab,Gurdaspur,2015-2016,21000.0,1512000.0,72.0
Punjab,Gurdaspur,2016-2017,21000.0,1706000.0,81.24
Punjab,Gurdaspur,2017-2018,22000.0,1895000.0,86.14
Punjab,Gurdaspur,2018-2019,22000.0,1832000.0,83.27
Punjab,Gurdaspur,2019-2020,20200.0,1648000.0,81.58
Punjab,Gurdaspur,2020-2021,20500.0,1712000.0,83.51
Punjab,Gurdaspur,2021-2022,20600.0,1721000.0,83.54
Punjab,Gurdaspur,2022-2023,22000.0,1900000.0,86.36
Punjab,Hoshiarpur,2013-2014,21000.0,1481000.0,70.52
Punjab,Hoshiarpur,2014-2015,22000.0,1515000.0,68.86
Punjab,Hoshiarpur,2015-2016,22000.0,1622000.0,73.73
Punjab,Hoshiarpur,2016-2017,22000.0,1699000.0,77.23
Punjab,Hoshiarpur,2017-2018,23000.0,1830000.0,79.57
Punjab,Hoshiarpur,2018-2019,24000.0,1884000.0,78.5
Punjab,Hoshiarpur,2019-2020,24300.0,1828000.0,75.23
Punjab,Hoshiarpur,2020-2021,25100.0,2003000.0,79.8
Punjab,Hoshiarpur,2021-2022,23500.0,1889000.0,80.38
Punjab,Hoshiarpur,2022-2023,25500.0,1983000.0,77.76
Punjab,Jalandhar,2013-2014,10000.0,764000.0,76.4
Punjab,Jalandhar,2014-2015,11000.0,825000.0,75.0
Punjab,Jalandhar,2015-2016,11000.0,656000.0,59.64
Punjab,Jalandhar,2016-2017,10000.0,856000.0,85.6
Punjab,Jalandhar,2017-2018,11000.0,958000.0,87.09
Punjab,Jalandhar,2018-2019,11000.0,993000.0,90.27
Punjab,Jalandhar,2019-2020,10100.0,885000.0,87.62
Punjab,Jalandhar,2020-2021,9900.0,970000.0,97.98
Punjab,Jalandhar,2021-2022,9700.0,896000.0,92.37
Punjab,Jalandhar,2022-2023,9500.0,860000.0,90.53
Punjab,Kapurthala,2013-2014,4000.0,328000.0,82.0
Punjab,Kapurthala,2014-2015,4000.0,312000.0,78.0
Punjab,Kapurthala,2015-2016,5000.0,380000.0,76.0
Punjab,Kapurthala,2016-2017,4000.0,327000.0,81.75
Punjab,Kapurthala,2017-2018,4000.0,335000.0,83.75
Punjab,Kapurthala,2018-2019,4000.0,334000.0,83.5
Punjab,Kapurthala,2019-2020,3900.0,330000.0,84.62
Punjab,Kapurthala,2020-2021,3800.0,315000.0,82.89
Punjab,Kapurthala,2021-2022,3400.0,255000.0,75.0
Punjab,Kapurthala,2022-2023,3700.0,329000.0,88.92
Punjab,Ludhiana,2013-2014,2000.0,170000.0,85.0
Punjab,Ludhiana,2014-2015,3000.0,258000.0,86.0
Punjab,Ludhiana,2015-2016,2000.0,171000.0,85.5
Punjab,Ludhiana,2016-2017,2000.0,177000.0,88.5
Punjab,Ludhiana,2017-2018,3000.0,273000.0,91.0
Punjab,Ludhiana,2018-2019,3000.0,268000.0,89.33
Punjab,Ludhiana,2019-2020,2600.0,215000.0,82.69
Punjab,Ludhiana,2020-2021,2500.0,212000.0,84.8
Punjab,Ludhiana,2021-2022,2700.0,215000.0,79.63
Punjab,Ludhiana,2022-2023,2400.0,205000.0,85.42
Punjab,Malerkotla,2021-2022,700.0,63000.0,90.0
Punjab,Malerkotla,2022-2023,600.0,49000.0,81.67
Punjab,Mansa,2020-2021,100.0,8000.0,80.0
Punjab,Mansa,2022-2023,100.0,8000.0,80.0
Punjab,Moga,2021-2022,100.0,8000.0,80.0
Punjab,Moga,2022-2023,100.0,8000.0,80.0
Punjab,Muktsar,2019-2020,400.0,32000.0,80.0
Punjab,Muktsar,2020-2021,100.0,8000.0,80.0
Punjab,Muktsar,2021-2022,200.0,16000.0,80.0
Punjab,Muktsar,2022-2023,200.0,17000.0,85.0
Punjab,Nawanshahr,2013-2014,6000.0,401000.0,66.83
Punjab,Nawanshahr,2014-2015,6000.0,395000.0,65.83
Punjab,Nawanshahr,2015-2016,6000.0,453000.0,75.5
