State,District,Year,pulses_area,pulses_production,pulses_yield
Assam,Udalguri,2022-2023,482.0,586.0,1.22
Assam,West karbi anglong,2020-2021,190.0,138.0,0.73
Assam,West karbi anglong,2021-2022,190.0,138.0,0.73
Assam,West karbi anglong,2022-2023,192.0,140.0,0.73
Bihar,Araria,2013-2014,22.0,23.0,1.05
Bihar,Araria,2016-2017,7.0,7.0,1.0
Bihar,Arwal,2013-2014,576.0,432.0,0.75
Bihar,Arwal,2014-2015,861.0,870.0,1.01
Bihar,Arwal,2015-2016,788.0,788.0,1.0
Bihar,Arwal,2016-2017,718.0,661.0,0.92
Bihar,Arwal,2017-2018,694.0,569.0,0.82
Bihar,Arwal,2018-2019,575.0,525.0,0.91
Bihar,Arwal,2019-2020,289.0,255.0,0.88
Bihar,Arwal,2020-2021,233.0,204.0,0.88
Bihar,Arwal,2021-2022,236.0,233.0,0.99
Bihar,Arwal,2022-2023,234.0,214.0,0.91
Bihar,Aurangabad,2013-2014,1513.0,1135.0,0.75
Bihar,Aurangabad,2014-2015,1053.0,1064.0,1.01
Bihar,Aurangabad,2015-2016,1193.0,1193.0,1.0
Bihar,Aurangabad,2016-2017,644.0,592.0,0.92
Bihar,Aurangabad,2017-2018,651.0,534.0,0.82
Bihar,Aurangabad,2018-2019,776.0,708.0,0.91
Bihar,Aurangabad,2019-2020,622.0,550.0,0.88
Bihar,Aurangabad,2020-2021,623.0,543.0,0.87
Bihar,Aurangabad,2021-2022,737.0,728.0,0.99
Bihar,Aurangabad,2022-2023,709.0,649.0,0.92
Bihar,Banka,2013-2014,3.0,3.0,1.0
Bihar,Banka,2014-2015,25.0,24.0,0.96
Bihar,Banka,2015-2016,10.0,11.0,1.1
Bihar,Banka,2016-2017,28.0,29.0,1.04
Bihar,Banka,2017-2018,27.0,28.0,1.04
Bihar,Banka,2018-2019,43.0,45.0,1.05
Bihar,Banka,2019-2020,80.0,83.0,1.04
Bihar,Banka,2020-2021,79.0,82.0,1.04
Bihar,Banka,2021-2022,79.0,82.0,1.04
Bihar,Banka,2022-2023,73.0,75.0,1.03
Bihar,Begusarai,2013-2014,1281.0,1358.0,1.06
Bihar,Begusarai,2014-2015,1241.0,1253.0,1.01
Bihar,Begusarai,2015-2016,1454.0,1701.0,1.17
Bihar,Begusarai,2016-2017,1454.0,1406.0,0.97
Bihar,Begusarai,2017-2018,1466.0,1727.0,1.18
Bihar,Begusarai,2018-2019,1475.0,1630.0,1.11
Bihar,Begusarai,2019-2020,1235.0,1338.0,1.08
Bihar,Begusarai,2020-2021,1353.0,1518.0,1.12
Bihar,Begusarai,2021-2022,1321.0,1457.0,1.1
Bihar,Begusarai,2022-2023,1279.0,1965.0,1.54
Bihar,Bhagalpur,2013-2014,1261.0,1337.0,1.06
Bihar,Bhagalpur,2014-2015,1142.0,1115.0,0.98
Bihar,Bhagalpur,2015-2016,1183.0,1246.0,1.05
Bihar,Bhagalpur,2016-2017,1151.0,1186.0,1.03
Bihar,Bhagalpur,2017-2018,1308.0,1349.0,1.03
Bihar,Bhagalpur,2018-2019,1309.0,1359.0,1.04
Bihar,Bhagalpur,2019-2020,1291.0,1334.0,1.03
Bihar,Bhagalpur,2020-2021,933.0,965.0,1.03
Bihar,Bhagalpur,2021-2022,864.0,894.0,1.03
Bihar,Bhagalpur,2022-2023,867.0,896.0,1.03
Bihar,Bhojpur,2013-2014,827.0,1034.0,1.25
Bihar,Bhojpur,2014-2015,815.0,823.0,1.01
Bihar,Bhojpur,2015-2016,821.0,865.0,1.05
Bihar,Bhojpur,2016-2017,937.0,1034.0,1.1
Bihar,Bhojpur,2017-2018,747.0,770.0,1.03
Bihar,Bhojpur,2018-2019,666.0,708.0,1.06
Bihar,Bhojpur,2019-2020,527.0,562.0,1.07
Bihar,Bhojpur,2020-2021,462.0,486.0,1.05
Bihar,Bhojpur,2021-2022,528.0,560.0,1.06
Bihar,Bhojpur,2022-2023,395.0,419.0,1.06
Bihar,Buxar,2013-2014,909.0,1136.0,1.25
Bihar,Buxar,2014-2015,734.0,741.0,1.01
Bihar,Buxar,2015-2016,808.0,851.0,1.05
Bihar,Buxar,2016-2017,773.0,853.0,1.1
Bihar,Buxar,2017-2018,816.0,841.0,1.03
Bihar,Buxar,2018-2019,767.0,815.0,1.06
Bihar,Buxar,2019-2020,715.0,762.0,1.07
Bihar,Buxar,2020-2021,621.0,654.0,1.05
Bihar,Buxar,2021-2022,539.0,572.0,1.06
Bihar,Buxar,2022-2023,485.0,514.0,1.06
Bihar,Darbhanga,2013-2014,6.0,6.0,1.0
Bihar,Darbhanga,2014-2015,6.0,6.0,1.0
Bihar,Darbhanga,2015-2016,9.0,9.0,1.0
Bihar,Darbhanga,2016-2017,8.0,8.0,1.0
Bihar,Darbhanga,2017-2018,8.0,8.0,1.0
Bihar,Darbhanga,2018-2019,8.0,8.0,1.0
Bihar,Gaya,2013-2014,191.0,143.0,0.75
Bihar,Gaya,2014-2015,174.0,176.0,1.01
Bihar,Gaya,2015-2016,191.0,191.0,1.0
Bihar,Gaya,2016-2017,187.0,172.0,0.92
Bihar,Gaya,2017-2018,347.0,285.0,0.82
Bihar,Gopalganj,2013-2014,455.0,569.0,1.25
Bihar,Gopalganj,2014-2015,411.0,514.0,1.25
Bihar,Gopalganj,2015-2016,315.0,258.0,0.82
Bihar,Gopalganj,2016-2017,291.0,322.0,1.11
Bihar,Gopalganj,2017-2018,357.0,368.0,1.03
Bihar,Gopalganj,2018-2019,328.0,323.0,0.98
Bihar,Gopalganj,2019-2020,442.0,460.0,1.04
Bihar,Gopalganj,2020-2021,393.0,400.0,1.02
Bihar,Gopalganj,2021-2022,373.0,382.0,1.02
Bihar,Gopalganj,2022-2023,406.0,417.0,1.03
Bihar,Jamui,2013-2014,19.0,20.0,1.05
Bihar,Jamui,2014-2015,2.0,2.0,1.0
Bihar,Jamui,2015-2016,171.0,200.0,1.17
Bihar,Jamui,2016-2017,173.0,167.0,0.97
Bihar,Jamui,2017-2018,147.0,173.0,1.18
Bihar,Jamui,2021-2022,65.0,72.0,1.11
Bihar,Jehanabad,2013-2014,994.0,746.0,0.75
Bihar,Jehanabad,2014-2015,897.0,906.0,1.01
Bihar,Jehanabad,2015-2016,896.0,896.0,1.0
Bihar,Jehanabad,2016-2017,895.0,823.0,0.92
Bihar,Jehanabad,2017-2018,825.0,677.0,0.82
Bihar,Jehanabad,2018-2019,813.0,742.0,0.91
Bihar,Jehanabad,2019-2020,711.0,629.0,0.88
Bihar,Jehanabad,2020-2021,689.0,601.0,0.87
Bihar,Jehanabad,2021-2022,668.0,660.0,0.99
Bihar,Jehanabad,2022-2023,692.0,633.0,0.91
Bihar,Kaimur (bhabua),2013-2014,732.0,915.0,1.25
Bihar,Kaimur (bhabua),2014-2015,642.0,648.0,1.01
Bihar,Kaimur (bhabua),2015-2016,861.0,907.0,1.05
Bihar,Kaimur (bhabua),2016-2017,745.0,822.0,1.1
Bihar,Kaimur (bhabua),2017-2018,844.0,870.0,1.03
Bihar,Kaimur (bhabua),2018-2019,917.0,975.0,1.06
Bihar,Kaimur (bhabua),2019-2020,1111.0,1184.0,1.07
Bihar,Kaimur (bhabua),2020-2021,602.0,634.0,1.05
Bihar,Kaimur (bhabua),2021-2022,612.0,649.0,1.06
Bihar,Kaimur (bhabua),2022-2023,625.0,663.0,1.06
Bihar,Katihar,2013-2014,364.0,386.0,1.06
Bihar,Katihar,2014-2015,193.0,195.0,1.01
Bihar,Katihar,2015-2016,181.0,191.0,1.06
Bihar,Katihar,2016-2017,151.0,156.0,1.03
Bihar,Katihar,2017-2018,17.0,18.0,1.06
Bihar,Katihar,2018-2019,664.0,691.0,1.04
Bihar,Katihar,2019-2020,618.0,640.0,1.04
Bihar,Katihar,2020-2021,249.0,258.0,1.04
Bihar,Katihar,2021-2022,275.0,279.0,1.01
Bihar,Katihar,2022-2023,252.0,259.0,1.03
Bihar,Khagaria,2013-2014,1433.0,1519.0,1.06
Bihar,Khagaria,2014-2015,1432.0,1446.0,1.01
Bihar,Khagaria,2015-2016,1377.0,1611.0,1.17
Bihar,Khagaria,2016-2017,1286.0,1244.0,0.97
Bihar,Khagaria,2017-2018,1246.0,1468.0,1.18
Bihar,Khagaria,2018-2019,1257.0,1389.0,1.11
Bihar,Khagaria,2019-2020,1269.0,1374.0,1.08
Bihar,Khagaria,2020-2021,1026.0,1151.0,1.12
Bihar,Khagaria,2021-2022,948.0,1046.0,1.1
Bihar,Khagaria,2022-2023,1002.0,1497.0,1.49
Bihar,Kishanganj,2013-2014,70.0,74.0,1.06
Bihar,Kishanganj,2014-2015,69.0,70.0,1.01
Bihar,Kishanganj,2015-2016,73.0,77.0,1.05
Bihar,Kishanganj,2016-2017,73.0,75.0,1.03
Bihar,Kishanganj,2017-2018,74.0,76.0,1.03
Bihar,Lakhisarai,2013-2014,644.0,683.0,1.06
Bihar,Lakhisarai,2014-2015,817.0,825.0,1.01
Bihar,Lakhisarai,2015-2016,817.0,956.0,1.17
Bihar,Lakhisarai,2016-2017,743.0,718.0,0.97
Bihar,Lakhisarai,2017-2018,790.0,931.0,1.18
Bihar,Lakhisarai,2018-2019,786.0,869.0,1.11
Bihar,Lakhisarai,2019-2020,807.0,874.0,1.08
Bihar,Lakhisarai,2020-2021,774.0,868.0,1.12
Bihar,Lakhisarai,2021-2022,751.0,828.0,1.1
Bihar,Lakhisarai,2022-2023,1107.0,1094.0,0.99
Bihar,Madhepura,2013-2014,661.0,701.0,1.06
Bihar,Madhepura,2014-2015,799.0,807.0,1.01
Bihar,Madhepura,2015-2016,754.0,762.0,1.01
Bihar,Madhepura,2016-2017,538.0,553.0,1.03
Bihar,Madhepura,2017-2018,736.0,759.0,1.03
Bihar,Madhepura,2018-2019,645.0,660.0,1.02
Bihar,Madhepura,2019-2020,778.0,799.0,1.03
Bihar,Madhepura,2020-2021,737.0,757.0,1.03
Bihar,Madhepura,2021-2022,735.0,763.0,1.04
Bihar,Madhepura,2022-2023,792.0,814.0,1.03
Bihar,Madhubani,2013-2014,78.0,83.0,1.06
Bihar,Madhubani,2014-2015,35.0,35.0,1.0
Bihar,Madhubani,2015-2016,42.0,44.0,1.05
Bihar,Madhubani,2016-2017,44.0,46.0,1.05
Bihar,Madhubani,2017-2018,42.0,43.0,1.02
Bihar,Madhubani,2018-2019,43.0,45.0,1.05
Bihar,Madhubani,2019-2020,46.0,48.0,1.04
Bihar,Madhubani,2020-2021,65.0,67.0,1.03
Bihar,Madhubani,2021-2022,64.0,66.0,1.03
Bihar,Madhubani,2022-2023,61.0,63.0,1.03
Bihar,Munger,2013-2014,228.0,242.0,1.06
Bihar,Munger,2014-2015,254.0,257.0,1.01
Bihar,Munger,2015-2016,316.0,370.0,1.17
Bihar,Munger,2016-2017,316.0,306.0,0.97
Bihar,Munger,2017-2018,316.0,372.0,1.18
Bihar,Munger,2018-2019,316.0,349.0,1.1
Bihar,Munger,2019-2020,395.0,428.0,1.08
Bihar,Munger,2020-2021,395.0,443.0,1.12
Bihar,Munger,2021-2022,397.0,438.0,1.1
Bihar,Munger,2022-2023,394.0,467.0,1.19
Bihar,Muzaffarpur,2013-2014,81.0,86.0,1.06
Bihar,Muzaffarpur,2014-2015,123.0,95.0,0.77
Bihar,Muzaffarpur,2015-2016,80.0,84.0,1.05
Bihar,Muzaffarpur,2016-2017,127.0,122.0,0.96
Bihar,Muzaffarpur,2017-2018,112.0,104.0,0.93
Bihar,Muzaffarpur,2018-2019,107.0,105.0,0.98
Bihar,Muzaffarpur,2019-2020,110.0,105.0,0.95
Bihar,Muzaffarpur,2020-2021,107.0,103.0,0.96
Bihar,Muzaffarpur,2021-2022,110.0,106.0,0.96
Bihar,Muzaffarpur,2022-2023,110.0,106.0,0.96
Bihar,Nalanda,2013-2014,514.0,643.0,1.25
Bihar,Nalanda,2014-2015,505.0,510.0,1.01
Bihar,Nalanda,2015-2016,540.0,569.0,1.05
Bihar,Nalanda,2016-2017,881.0,973.0,1.1
Bihar,Nalanda,2017-2018,417.0,430.0,1.03
Bihar,Nalanda,2018-2019,785.0,834.0,1.06
Bihar,Nalanda,2019-2020,826.0,881.0,1.07
Bihar,Nalanda,2020-2021,417.0,439.0,1.05
Bihar,Nalanda,2021-2022,563.0,597.0,1.06
Bihar,Nalanda,2022-2023,790.0,837.0,1.06
Bihar,Nawada,2013-2014,242.0,182.0,0.75
Bihar,Nawada,2014-2015,219.0,221.0,1.01
Bihar,Nawada,2015-2016,83.0,83.0,1.0
Bihar,Nawada,2016-2017,95.0,87.0,0.92
Bihar,Nawada,2017-2018,116.0,95.0,0.82
Bihar,Nawada,2018-2019,130.0,119.0,0.92
Bihar,Nawada,2019-2020,140.0,124.0,0.89
Bihar,Nawada,2020-2021,146.0,127.0,0.87
Bihar,Nawada,2021-2022,145.0,143.0,0.99
Bihar,Nawada,2022-2023,143.0,131.0,0.92
Bihar,Pashchim champaran,2013-2014,490.0,519.0,1.06
Bihar,Pashchim champaran,2014-2015,454.0,352.0,0.78
Bihar,Pashchim champaran,2015-2016,346.0,364.0,1.05
Bihar,Pashchim champaran,2016-2017,303.0,292.0,0.96
Bihar,Pashchim champaran,2017-2018,286.0,266.0,0.93
Bihar,Pashchim champaran,2018-2019,258.0,254.0,0.98
Bihar,Pashchim champaran,2019-2020,189.0,181.0,0.96
Bihar,Pashchim champaran,2020-2021,156.0,149.0,0.96
Bihar,Pashchim champaran,2021-2022,137.0,132.0,0.96
Bihar,Pashchim champaran,2022-2023,124.0,119.0,0.96
Bihar,Patna,2013-2014,767.0,959.0,1.25
Bihar,Patna,2014-2015,750.0,758.0,1.01
Bihar,Patna,2015-2016,750.0,790.0,1.05
Bihar,Patna,2016-2017,756.0,835.0,1.1
Bihar,Patna,2017-2018,797.0,822.0,1.03
Bihar,Patna,2018-2019,705.0,749.0,1.06
Bihar,Patna,2019-2020,2342.0,2497.0,1.07
Bihar,Patna,2020-2021,6101.0,6424.0,1.05
Bihar,Patna,2021-2022,2099.0,2227.0,1.06
Bihar,Patna,2022-2023,1935.0,2051.0,1.06
Bihar,Purbi champaran,2013-2014,95.0,100.0,1.05
Bihar,Purbi champaran,2014-2015,548.0,425.0,0.78
Bihar,Purbi champaran,2015-2016,223.0,235.0,1.05
Bihar,Purbi champaran,2016-2017,191.0,184.0,0.96
Bihar,Purbi champaran,2017-2018,33.0,31.0,0.94
Bihar,Purbi champaran,2018-2019,35.0,34.0,0.97
Bihar,Purbi champaran,2019-2020,35.0,34.0,0.97
Bihar,Purbi champaran,2020-2021,33.0,32.0,0.97
Bihar,Purbi champaran,2021-2022,33.0,32.0,0.97
Bihar,Purbi champaran,2022-2023,34.0,33.0,0.97
Bihar,Purnia,2013-2014,158.0,167.0,1.06
Bihar,Purnia,2014-2015,165.0,167.0,1.01
Bihar,Purnia,2015-2016,153.0,161.0,1.05
Bihar,Purnia,2016-2017,159.0,164.0,1.03
Bihar,Purnia,2017-2018,139.0,143.0,1.03
Bihar,Purnia,2019-2020,9.0,9.0,1.0
Bihar,Purnia,2020-2021,10.0,10.0,1.0
Bihar,Purnia,2021-2022,9.0,9.0,1.0
Bihar,Purnia,2022-2023,11.0,11.0,1.0
Bihar,Rohtas,2013-2014,515.0,644.0,1.25
Bihar,Rohtas,2014-2015,338.0,341.0,1.01
Bihar,Rohtas,2015-2016,312.0,329.0,1.05
Bihar,Rohtas,2016-2017,388.0,428.0,1.1
Bihar,Rohtas,2017-2018,390.0,402.0,1.03
Bihar,Rohtas,2018-2019,389.0,414.0,1.06
Bihar,Rohtas,2019-2020,388.0,414.0,1.07
Bihar,Rohtas,2020-2021,120.0,126.0,1.05
Bihar,Rohtas,2021-2022,130.0,138.0,1.06
Bihar,Rohtas,2022-2023,45.0,48.0,1.07
Bihar,Saharsa,2013-2014,169.0,179.0,1.06
Bihar,Saharsa,2014-2015,194.0,196.0,1.01
Bihar,Saharsa,2015-2016,191.0,193.0,1.01
Bihar,Saharsa,2016-2017,194.0,199.0,1.03
Bihar,Saharsa,2017-2018,193.0,199.0,1.03
Bihar,Saharsa,2018-2019,197.0,202.0,1.03
Bihar,Saharsa,2019-2020,196.0,201.0,1.03
Bihar,Saharsa,2020-2021,200.0,205.0,1.03
Bihar,Saharsa,2021-2022,433.0,449.0,1.04
Bihar,Saharsa,2022-2023,427.0,439.0,1.03
Bihar,Samastipur,2013-2014,535.0,567.0,1.06
Bihar,Samastipur,2014-2015,663.0,670.0,1.01
Bihar,Samastipur,2015-2016,638.0,672.0,1.05
Bihar,Samastipur,2016-2017,751.0,782.0,1.04
Bihar,Samastipur,2017-2018,936.0,965.0,1.03
Bihar,Samastipur,2018-2019,884.0,921.0,1.04
Bihar,Samastipur,2019-2020,590.0,612.0,1.04
Bihar,Samastipur,2020-2021,577.0,598.0,1.04
Bihar,Samastipur,2021-2022,588.0,610.0,1.04
Bihar,Samastipur,2022-2023,593.0,615.0,1.04
Bihar,Saran,2013-2014,194.0,243.0,1.25
Bihar,Saran,2014-2015,180.0,225.0,1.25
Bihar,Saran,2015-2016,89.0,73.0,0.82
Bihar,Saran,2016-2017,131.0,145.0,1.11
Bihar,Saran,2017-2018,111.0,114.0,1.03
Bihar,Saran,2018-2019,246.0,242.0,0.98
Bihar,Saran,2019-2020,192.0,200.0,1.04
Bihar,Saran,2020-2021,132.0,135.0,1.02
Bihar,Saran,2021-2022,143.0,147.0,1.03
Bihar,Saran,2022-2023,131.0,134.0,1.02
Bihar,Sheikhpura,2013-2014,64.0,68.0,1.06
Bihar,Sheikhpura,2014-2015,130.0,131.0,1.01
Bihar,Sheikhpura,2015-2016,135.0,158.0,1.17
Bihar,Sheikhpura,2016-2017,110.0,106.0,0.96
Bihar,Sheikhpura,2017-2018,139.0,164.0,1.18
Bihar,Sheikhpura,2018-2019,131.0,145.0,1.11
Bihar,Sheikhpura,2019-2020,167.0,181.0,1.08
Bihar,Sheikhpura,2020-2021,148.0,166.0,1.12
Bihar,Sheikhpura,2021-2022,148.0,163.0,1.1
Bihar,Sheikhpura,2022-2023,149.0,200.0,1.34
Bihar,Sheohar,2013-2014,67.0,71.0,1.06
Bihar,Sheohar,2014-2015,71.0,55.0,0.77
Bihar,Sheohar,2015-2016,55.0,58.0,1.05
Bihar,Sheohar,2016-2017,66.0,64.0,0.97
Bihar,Sheohar,2017-2018,64.0,60.0,0.94
Bihar,Sheohar,2018-2019,53.0,52.0,0.98
Bihar,Sheohar,2019-2020,20.0,19.0,0.95
Bihar,Sheohar,2020-2021,20.0,19.0,0.95
Bihar,Sheohar,2021-2022,23.0,22.0,0.96
Bihar,Sheohar,2022-2023,22.0,21.0,0.95
Bihar,Sitamarhi,2013-2014,18.0,19.0,1.06
Bihar,Sitamarhi,2014-2015,15.0,12.0,0.8
Bihar,Sitamarhi,2015-2016,15.0,16.0,1.07
Bihar,Sitamarhi,2016-2017,16.0,15.0,0.94
Bihar,Sitamarhi,2017-2018,16.0,15.0,0.94
Bihar,Sitamarhi,2018-2019,15.0,15.0,1.0
Bihar,Sitamarhi,2019-2020,16.0,15.0,0.94
Bihar,Sitamarhi,2020-2021,16.0,15.0,0.94
Bihar,Sitamarhi,2021-2022,16.0,15.0,0.94
Bihar,Sitamarhi,2022-2023,15.0,14.0,0.93
Bihar,Siwan,2013-2014,812.0,1015.0,1.25
Bihar,Siwan,2014-2015,773.0,966.0,1.25
Bihar,Siwan,2015-2016,771.0,631.0,0.82
Bihar,Siwan,2016-2017,765.0,846.0,1.11
Bihar,Siwan,2017-2018,771.0,795.0,1.03
Bihar,Siwan,2018-2019,770.0,758.0,0.98
Bihar,Siwan,2019-2020,770.0,802.0,1.04
Bihar,Siwan,2020-2021,770.0,785.0,1.02
Bihar,Siwan,2021-2022,769.0,788.0,1.02
Bihar,Siwan,2022-2023,769.0,789.0,1.03
Bihar,Supaul,2013-2014,309.0,328.0,1.06
Bihar,Supaul,2014-2015,393.0,397.0,1.01
Bihar,Supaul,2015-2016,394.0,398.0,1.01
Bihar,Supaul,2016-2017,296.0,304.0,1.03
Bihar,Supaul,2017-2018,459.0,473.0,1.03
Bihar,Supaul,2018-2019,452.0,462.0,1.02
Bihar,Supaul,2019-2020,452.0,464.0,1.03
Bihar,Supaul,2020-2021,453.0,465.0,1.03
Bihar,Supaul,2021-2022,433.0,449.0,1.04
Bihar,Supaul,2022-2023,391.0,402.0,1.03
Bihar,Vaishali,2013-2014,11.0,12.0,1.09
Bihar,Vaishali,2014-2015,19.0,15.0,0.79
Bihar,Vaishali,2016-2017,10.0,10.0,1.0
Chhattisgarh,Balod,2013-2014,429.0,126.0,0.29
Chhattisgarh,Balod,2014-2015,395.0,129.0,0.33
Chhattisgarh,Balod,2015-2016,413.0,111.0,0.27
Chhattisgarh,Balod,2016-2017,388.0,127.0,0.33
Chhattisgarh,Balod,2017-2018,739.0,259.0,0.35
Chhattisgarh,Balod,2018-2019,688.0,246.0,0.36
Chhattisgarh,Balod,2019-2020,929.0,334.0,0.36
Chhattisgarh,Balod,2020-2021,662.0,253.0,0.38
Chhattisgarh,Balod,2021-2022,1895.0,631.0,0.33
Chhattisgarh,Balod,2022-2023,1926.0,724.0,0.38
Chhattisgarh,Baloda bazar,2013-2014,2073.0,809.0,0.39
Chhattisgarh,Baloda bazar,2014-2015,1908.0,869.0,0.46
Chhattisgarh,Baloda bazar,2015-2016,1975.0,707.0,0.36
Chhattisgarh,Baloda bazar,2016-2017,1704.0,832.0,0.49
Chhattisgarh,Baloda bazar,2017-2018,475.0,155.0,0.33
Chhattisgarh,Baloda bazar,2018-2019,966.0,315.0,0.33
Chhattisgarh,Baloda bazar,2019-2020,584.0,197.0,0.34
Chhattisgarh,Baloda bazar,2020-2021,892.0,360.0,0.4
Chhattisgarh,Baloda bazar,2021-2022,429.0,145.0,0.34
Chhattisgarh,Baloda bazar,2022-2023,413.0,171.0,0.41
Chhattisgarh,Balrampur,2013-2014,638.0,221.0,0.35
Chhattisgarh,Balrampur,2014-2015,711.0,303.0,0.43
Chhattisgarh,Balrampur,2015-2016,612.0,244.0,0.4
Chhattisgarh,Balrampur,2016-2017,814.0,359.0,0.44
Chhattisgarh,Balrampur,2017-2018,928.0,422.0,0.45
Chhattisgarh,Balrampur,2018-2019,976.0,388.0,0.4
Chhattisgarh,Balrampur,2019-2020,1037.0,464.0,0.45
Chhattisgarh,Balrampur,2020-2021,630.0,311.0,0.49
Chhattisgarh,Balrampur,2021-2022,761.0,336.0,0.44
Chhattisgarh,Balrampur,2022-2023,173.0,71.0,0.41
Chhattisgarh,Bastar,2013-2014,121.0,34.0,0.28
Chhattisgarh,Bastar,2014-2015,58.0,16.0,0.28
Chhattisgarh,Bastar,2015-2016,59.0,9.0,0.15
Chhattisgarh,Bastar,2016-2017,97.0,33.0,0.34
Chhattisgarh,Bastar,2017-2018,110.0,34.0,0.31
Chhattisgarh,Bastar,2018-2019,115.0,38.0,0.33
Chhattisgarh,Bastar,2019-2020,158.0,52.0,0.33
Chhattisgarh,Bastar,2020-2021,100.0,34.0,0.34
Chhattisgarh,Bastar,2021-2022,107.0,35.0,0.33
Chhattisgarh,Bastar,2022-2023,89.0,32.0,0.36
Chhattisgarh,Bemetara,2013-2014,480.0,151.0,0.31
Chhattisgarh,Bemetara,2014-2015,418.0,127.0,0.3
Chhattisgarh,Bemetara,2015-2016,333.0,119.0,0.36
Chhattisgarh,Bemetara,2016-2017,297.0,112.0,0.38
Chhattisgarh,Bemetara,2017-2018,240.0,90.0,0.38
Chhattisgarh,Bemetara,2018-2019,207.0,85.0,0.41
Chhattisgarh,Bemetara,2019-2020,403.0,161.0,0.4
Chhattisgarh,Bemetara,2020-2021,885.0,471.0,0.53
Chhattisgarh,Bemetara,2021-2022,1465.0,554.0,0.38
Chhattisgarh,Bemetara,2022-2023,2082.0,1025.0,0.49
Chhattisgarh,Bilaspur,2013-2014,761.0,298.0,0.39
Chhattisgarh,Bilaspur,2014-2015,659.0,258.0,0.39
Chhattisgarh,Bilaspur,2015-2016,573.0,207.0,0.36
Chhattisgarh,Bilaspur,2016-2017,726.0,263.0,0.36
Chhattisgarh,Bilaspur,2017-2018,344.0,104.0,0.3
Chhattisgarh,Bilaspur,2018-2019,458.0,179.0,0.39
Chhattisgarh,Bilaspur,2019-2020,171.0,62.0,0.36
Chhattisgarh,Bilaspur,2020-2021,182.0,88.0,0.48
Chhattisgarh,Bilaspur,2021-2022,242.0,87.0,0.36
Chhattisgarh,Bilaspur,2022-2023,223.0,108.0,0.48
Chhattisgarh,Dantewada,2013-2014,1.0,0.0,0.0
Chhattisgarh,Dantewada,2014-2015,12.0,2.0,0.17
Chhattisgarh,Dantewada,2015-2016,9.0,1.0,0.11
Chhattisgarh,Dantewada,2016-2017,9.0,3.0,0.33
Chhattisgarh,Dantewada,2017-2018,6.0,1.0,0.17
Chhattisgarh,Dantewada,2018-2019,3.0,1.0,0.33
Chhattisgarh,Dantewada,2019-2020,1.0,0.0,0.0
Chhattisgarh,Dantewada,2020-2021,1.0,0.0,0.0
Chhattisgarh,Dantewada,2021-2022,2.0,1.0,0.5
Chhattisgarh,Dantewada,2022-2023,2.0,1.0,0.5
Chhattisgarh,Dhamtari,2013-2014,553.0,216.0,0.39
Chhattisgarh,Dhamtari,2014-2015,966.0,377.0,0.39
Chhattisgarh,Dhamtari,2015-2016,1091.0,450.0,0.41
Chhattisgarh,Dhamtari,2016-2017,1036.0,427.0,0.41
Chhattisgarh,Dhamtari,2017-2018,1292.0,532.0,0.41
Chhattisgarh,Dhamtari,2018-2019,781.0,322.0,0.41
Chhattisgarh,Dhamtari,2019-2020,673.0,287.0,0.43
Chhattisgarh,Dhamtari,2020-2021,935.0,430.0,0.46
Chhattisgarh,Dhamtari,2021-2022,909.0,400.0,0.44
Chhattisgarh,Dhamtari,2022-2023,909.0,399.0,0.44
Chhattisgarh,Durg,2013-2014,192.0,46.0,0.24
Chhattisgarh,Durg,2014-2015,182.0,60.0,0.33
Chhattisgarh,Durg,2015-2016,200.0,67.0,0.34
Chhattisgarh,Durg,2016-2017,152.0,59.0,0.39
Chhattisgarh,Durg,2017-2018,45.0,15.0,0.33
Chhattisgarh,Durg,2018-2019,68.0,24.0,0.35
Chhattisgarh,Durg,2019-2020,67.0,18.0,0.27
Chhattisgarh,Durg,2020-2021,93.0,47.0,0.51
Chhattisgarh,Durg,2021-2022,52.0,18.0,0.35
Chhattisgarh,Durg,2022-2023,70.0,33.0,0.47
Chhattisgarh,Gariyaband,2013-2014,450.0,146.0,0.32
Chhattisgarh,Gariyaband,2014-2015,261.0,119.0,0.46
Chhattisgarh,Gariyaband,2015-2016,190.0,74.0,0.39
Chhattisgarh,Gariyaband,2016-2017,366.0,143.0,0.39
Chhattisgarh,Gariyaband,2017-2018,400.0,143.0,0.36
Chhattisgarh,Gariyaband,2018-2019,406.0,137.0,0.34
Chhattisgarh,Gariyaband,2019-2020,409.0,146.0,0.36
Chhattisgarh,Gariyaband,2020-2021,881.0,394.0,0.45
Chhattisgarh,Gariyaband,2021-2022,1377.0,538.0,0.39
Chhattisgarh,Gariyaband,2022-2023,882.0,395.0,0.45
Chhattisgarh,Gaurella-pendra-marwahi,2019-2020,197.0,71.0,0.36
Chhattisgarh,Gaurella-pendra-marwahi,2020-2021,177.0,89.0,0.5
Chhattisgarh,Gaurella-pendra-marwahi,2021-2022,147.0,59.0,0.4
Chhattisgarh,Gaurella-pendra-marwahi,2022-2023,122.0,62.0,0.51
Chhattisgarh,Janjgir-champa,2013-2014,212.0,87.0,0.41
Chhattisgarh,Janjgir-champa,2014-2015,236.0,85.0,0.36
Chhattisgarh,Janjgir-champa,2015-2016,191.0,79.0,0.41
Chhattisgarh,Janjgir-champa,2016-2017,192.0,79.0,0.41
