State,District,Year,pulses_area,pulses_production,pulses_yield
Madhya Pradesh,Rewa,2020-2021,286.0,259.0,0.91
Madhya Pradesh,Rewa,2021-2022,291.0,237.0,0.81
Madhya Pradesh,Rewa,2022-2023,304.0,254.0,0.84
Madhya Pradesh,Sagar,2013-2014,15442.0,8901.0,0.58
Madhya Pradesh,Sagar,2014-2015,11000.0,8000.0,0.73
Madhya Pradesh,Sagar,2015-2016,26000.0,28000.0,1.08
Madhya Pradesh,Sagar,2016-2017,55000.0,23000.0,0.42
Madhya Pradesh,Sagar,2017-2018,3630.0,4090.0,1.13
Madhya Pradesh,Sagar,2018-2019,960.0,1171.0,1.22
Madhya Pradesh,Sagar,2019-2020,772.0,821.0,1.06
Madhya Pradesh,Sagar,2020-2021,495.0,494.0,1.0
Madhya Pradesh,Sagar,2021-2022,954.0,878.0,0.92
Madhya Pradesh,Sagar,2022-2023,1615.0,1562.0,0.97
Madhya Pradesh,Satna,2013-2014,2787.0,967.0,0.35
Madhya Pradesh,Satna,2014-2015,2000.0,3000.0,1.5
Madhya Pradesh,Satna,2015-2016,6000.0,6000.0,1.0
Madhya Pradesh,Satna,2016-2017,7000.0,7000.0,1.0
Madhya Pradesh,Satna,2017-2018,11500.0,12220.0,1.06
Madhya Pradesh,Satna,2018-2019,917.0,338.0,0.37
Madhya Pradesh,Satna,2019-2020,352.0,175.0,0.5
Madhya Pradesh,Satna,2020-2021,450.0,498.0,1.11
Madhya Pradesh,Satna,2021-2022,358.0,296.0,0.83
Madhya Pradesh,Satna,2022-2023,511.0,422.0,0.83
Madhya Pradesh,Sehore,2013-2014,1414.0,665.0,0.47
Madhya Pradesh,Sehore,2014-2015,1000.0,3000.0,3.0
Madhya Pradesh,Sehore,2015-2016,4000.0,4000.0,1.0
Madhya Pradesh,Sehore,2017-2018,8700.0,5260.0,0.6
Madhya Pradesh,Sehore,2018-2019,234.0,117.0,0.5
Madhya Pradesh,Sehore,2019-2020,143.0,84.0,0.59
Madhya Pradesh,Sehore,2020-2021,107.0,143.0,1.34
Madhya Pradesh,Sehore,2021-2022,14.0,9.0,0.64
Madhya Pradesh,Sehore,2022-2023,51.0,44.0,0.86
Madhya Pradesh,Seoni,2013-2014,8759.0,6332.0,0.72
Madhya Pradesh,Seoni,2014-2015,7000.0,8000.0,1.14
Madhya Pradesh,Seoni,2015-2016,28000.0,16000.0,0.57
Madhya Pradesh,Seoni,2016-2017,42000.0,27000.0,0.64
Madhya Pradesh,Seoni,2017-2018,10340.0,8500.0,0.82
Madhya Pradesh,Seoni,2018-2019,2514.0,1272.0,0.51
Madhya Pradesh,Seoni,2019-2020,2723.0,1673.0,0.61
Madhya Pradesh,Seoni,2020-2021,2088.0,1207.0,0.58
Madhya Pradesh,Seoni,2021-2022,2129.0,1277.0,0.6
Madhya Pradesh,Seoni,2022-2023,1961.0,1243.0,0.63
Madhya Pradesh,Shahdol,2013-2014,1860.0,1815.0,0.98
Madhya Pradesh,Shahdol,2014-2015,2000.0,2000.0,1.0
Madhya Pradesh,Shahdol,2015-2016,2000.0,2000.0,1.0
Madhya Pradesh,Shahdol,2017-2018,6400.0,4100.0,0.64
Madhya Pradesh,Shahdol,2018-2019,306.0,189.0,0.62
Madhya Pradesh,Shahdol,2019-2020,488.0,360.0,0.74
Madhya Pradesh,Shahdol,2020-2021,838.0,761.0,0.91
Madhya Pradesh,Shahdol,2021-2022,717.0,528.0,0.74
Madhya Pradesh,Shahdol,2022-2023,824.0,625.0,0.76
Madhya Pradesh,Shajapur,2013-2014,367.0,212.0,0.58
Madhya Pradesh,Shajapur,2014-2015,1000.0,1000.0,1.0
Madhya Pradesh,Shajapur,2015-2016,2000.0,1000.0,0.5
Madhya Pradesh,Shajapur,2017-2018,380.0,220.0,0.58
Madhya Pradesh,Shajapur,2018-2019,79.0,30.0,0.38
Madhya Pradesh,Shajapur,2019-2020,77.0,40.0,0.52
Madhya Pradesh,Shajapur,2020-2021,111.0,84.0,0.76
Madhya Pradesh,Shajapur,2021-2022,26.0,11.0,0.42
Madhya Pradesh,Shajapur,2022-2023,37.0,23.0,0.62
Madhya Pradesh,Sheopur,2013-2014,23.0,31.0,1.35
Madhya Pradesh,Sheopur,2017-2018,140.0,130.0,0.93
Madhya Pradesh,Sheopur,2018-2019,11.0,17.0,1.55
Madhya Pradesh,Sheopur,2019-2020,9.0,12.0,1.33
Madhya Pradesh,Sheopur,2020-2021,26.0,31.0,1.19
Madhya Pradesh,Sheopur,2021-2022,5.0,4.0,0.8
Madhya Pradesh,Sheopur,2022-2023,21.0,24.0,1.14
Madhya Pradesh,Shivpuri,2013-2014,1398.0,837.0,0.6
Madhya Pradesh,Shivpuri,2014-2015,2000.0,3000.0,1.5
Madhya Pradesh,Shivpuri,2015-2016,7000.0,4000.0,0.57
Madhya Pradesh,Shivpuri,2018-2019,394.0,273.0,0.69
Madhya Pradesh,Shivpuri,2019-2020,477.0,310.0,0.65
Madhya Pradesh,Shivpuri,2020-2021,1239.0,1759.0,1.42
Madhya Pradesh,Shivpuri,2021-2022,1140.0,857.0,0.75
Madhya Pradesh,Shivpuri,2022-2023,1189.0,1023.0,0.86
Madhya Pradesh,Sidhi,2013-2014,677.0,314.0,0.46
Madhya Pradesh,Sidhi,2014-2015,1000.0,1000.0,1.0
Madhya Pradesh,Sidhi,2015-2016,3000.0,2000.0,0.67
Madhya Pradesh,Sidhi,2017-2018,700.0,360.0,0.51
Madhya Pradesh,Sidhi,2018-2019,546.0,271.0,0.5
Madhya Pradesh,Sidhi,2019-2020,468.0,233.0,0.5
Madhya Pradesh,Sidhi,2020-2021,557.0,585.0,1.05
Madhya Pradesh,Sidhi,2021-2022,418.0,291.0,0.7
Madhya Pradesh,Sidhi,2022-2023,454.0,316.0,0.7
Madhya Pradesh,Singrauli,2013-2014,919.0,1350.0,1.47
Madhya Pradesh,Singrauli,2015-2016,2000.0,2000.0,1.0
Madhya Pradesh,Singrauli,2018-2019,1053.0,1316.0,1.25
Madhya Pradesh,Singrauli,2019-2020,952.0,1259.0,1.32
Madhya Pradesh,Singrauli,2020-2021,2089.0,2214.0,1.06
Madhya Pradesh,Singrauli,2021-2022,3427.0,3050.0,0.89
Madhya Pradesh,Singrauli,2022-2023,4236.0,4558.0,1.08
Madhya Pradesh,Tikamgarh,2013-2014,8877.0,6470.0,0.73
Madhya Pradesh,Tikamgarh,2014-2015,7000.0,6000.0,0.86
Madhya Pradesh,Tikamgarh,2015-2016,4000.0,3000.0,0.75
Madhya Pradesh,Tikamgarh,2016-2017,13000.0,16000.0,1.23
Madhya Pradesh,Tikamgarh,2017-2018,14100.0,16780.0,1.19
Madhya Pradesh,Tikamgarh,2018-2019,2399.0,2028.0,0.85
Madhya Pradesh,Tikamgarh,2019-2020,1718.0,2129.0,1.24
Madhya Pradesh,Tikamgarh,2020-2021,4062.0,5281.0,1.3
Madhya Pradesh,Tikamgarh,2021-2022,7962.0,7245.0,0.91
Madhya Pradesh,Tikamgarh,2022-2023,3518.0,3905.0,1.11
Madhya Pradesh,Ujjain,2013-2014,762.0,480.0,0.63
Madhya Pradesh,Ujjain,2014-2015,1000.0,1000.0,1.0
Madhya Pradesh,Ujjain,2015-2016,7000.0,4000.0,0.57
Madhya Pradesh,Ujjain,2017-2018,16890.0,7970.0,0.47
Madhya Pradesh,Ujjain,2018-2019,8208.0,3155.0,0.38
Madhya Pradesh,Ujjain,2019-2020,5305.0,3329.0,0.63
Madhya Pradesh,Ujjain,2020-2021,5455.0,5509.0,1.01
Madhya Pradesh,Ujjain,2021-2022,4091.0,2250.0,0.55
Madhya Pradesh,Ujjain,2022-2023,2715.0,2036.0,0.75
Madhya Pradesh,Umaria,2013-2014,2581.0,1884.0,0.73
Madhya Pradesh,Umaria,2014-2015,3000.0,3000.0,1.0
Madhya Pradesh,Umaria,2015-2016,2000.0,1000.0,0.5
Madhya Pradesh,Umaria,2016-2017,3000.0,2000.0,0.67
Madhya Pradesh,Umaria,2017-2018,4400.0,2520.0,0.57
Madhya Pradesh,Umaria,2018-2019,1032.0,597.0,0.58
Madhya Pradesh,Umaria,2019-2020,628.0,369.0,0.59
Madhya Pradesh,Umaria,2020-2021,1162.0,790.0,0.68
Madhya Pradesh,Umaria,2021-2022,1037.0,615.0,0.59
Madhya Pradesh,Umaria,2022-2023,1985.0,1211.0,0.61
Madhya Pradesh,Vidisha,2013-2014,6918.0,4001.0,0.58
Madhya Pradesh,Vidisha,2014-2015,5000.0,8000.0,1.6
Madhya Pradesh,Vidisha,2015-2016,6000.0,3000.0,0.5
Madhya Pradesh,Vidisha,2016-2017,14000.0,15000.0,1.07
Madhya Pradesh,Vidisha,2017-2018,20500.0,21220.0,1.04
Madhya Pradesh,Vidisha,2018-2019,341.0,230.0,0.67
Madhya Pradesh,Vidisha,2019-2020,144.0,97.0,0.67
Madhya Pradesh,Vidisha,2020-2021,303.0,194.0,0.64
Madhya Pradesh,Vidisha,2021-2022,170.0,123.0,0.72
Madhya Pradesh,Vidisha,2022-2023,212.0,171.0,0.81
Manipur,Bishnupur,2013-2014,2715.0,2482.0,0.91
Manipur,Bishnupur,2014-2015,2715.0,2647.0,0.97
Manipur,Bishnupur,2015-2016,2730.0,2580.0,0.95
Manipur,Bishnupur,2016-2017,2735.0,2601.0,0.95
Manipur,Bishnupur,2017-2018,2724.0,2607.0,0.96
Manipur,Bishnupur,2018-2019,2441.0,2336.0,0.96
Manipur,Chandel,2013-2014,1288.0,1181.0,0.92
Manipur,Chandel,2014-2015,1288.0,1202.0,0.93
Manipur,Chandel,2015-2016,1310.0,1205.0,0.92
Manipur,Chandel,2016-2017,1311.0,1219.2,0.93
Manipur,Chandel,2017-2018,1314.0,1233.0,0.94
Manipur,Chandel,2018-2019,1490.0,1259.0,0.84
Manipur,Churachandpur,2013-2014,1284.0,1183.0,0.92
Manipur,Churachandpur,2014-2015,1294.0,1235.0,0.95
Manipur,Churachandpur,2015-2016,1320.0,1241.0,0.94
Manipur,Churachandpur,2016-2017,1322.0,1253.0,0.95
Manipur,Churachandpur,2017-2018,1330.0,1282.0,0.96
Manipur,Churachandpur,2018-2019,1410.0,1327.0,0.94
Manipur,Imphal east,2013-2014,2460.0,2374.0,0.97
Manipur,Imphal east,2014-2015,2470.0,2373.7,0.96
Manipur,Imphal east,2015-2016,2495.0,2370.0,0.95
Manipur,Imphal east,2016-2017,2497.0,2407.1,0.96
Manipur,Imphal east,2017-2018,2500.0,2425.0,0.97
Manipur,Imphal east,2018-2019,2505.0,2410.0,0.96
Manipur,Imphal west,2013-2014,2436.0,2287.0,0.94
Manipur,Imphal west,2014-2015,2437.0,2318.0,0.95
Manipur,Imphal west,2015-2016,2460.0,2312.0,0.94
Manipur,Imphal west,2016-2017,2463.0,2298.0,0.93
Manipur,Imphal west,2017-2018,2467.0,2344.0,0.95
Manipur,Imphal west,2018-2019,2468.0,2325.0,0.94
Manipur,Senapati,2013-2014,1544.0,1326.0,0.86
Manipur,Senapati,2014-2015,1544.0,1356.0,0.88
Manipur,Senapati,2015-2016,1560.0,1342.0,0.86
Manipur,Senapati,2016-2017,1565.0,1354.0,0.87
Manipur,Senapati,2017-2018,1570.0,1361.0,0.87
Manipur,Senapati,2018-2019,1577.0,1419.0,0.9
Manipur,Tamenglong,2013-2014,1744.0,1561.0,0.9
Manipur,Tamenglong,2014-2015,1754.0,1621.0,0.92
Manipur,Tamenglong,2015-2016,1775.0,1748.0,0.98
Manipur,Tamenglong,2016-2017,1780.0,1584.0,0.89
Manipur,Tamenglong,2017-2018,1782.0,1584.0,0.89
Manipur,Tamenglong,2018-2019,1789.0,1700.0,0.95
Manipur,Thoubal,2013-2014,2647.0,2438.0,0.92
Manipur,Thoubal,2014-2015,2667.0,2552.0,0.96
Manipur,Thoubal,2015-2016,2700.0,2619.0,0.97
Manipur,Thoubal,2016-2017,2702.0,2545.3,0.94
Manipur,Thoubal,2017-2018,2702.0,2570.0,0.95
Manipur,Thoubal,2018-2019,2710.0,2610.0,0.96
Manipur,Ukhrul,2013-2014,1922.0,1714.0,0.89
Manipur,Ukhrul,2014-2015,1932.0,1801.0,0.93
Manipur,Ukhrul,2015-2016,1940.0,1775.0,0.91
Manipur,Ukhrul,2016-2017,1945.0,1770.0,0.91
Manipur,Ukhrul,2017-2018,1950.0,1786.0,0.92
Manipur,Ukhrul,2018-2019,1955.0,1805.0,0.92
Meghalaya,East garo hills,2013-2014,193.0,205.0,1.06
Meghalaya,East garo hills,2014-2015,194.0,210.0,1.08
Meghalaya,East garo hills,2015-2016,195.0,218.0,1.12
Meghalaya,East garo hills,2016-2017,217.0,221.0,1.02
Meghalaya,East garo hills,2017-2018,218.0,222.0,1.02
Meghalaya,East garo hills,2018-2019,220.0,225.0,1.02
Meghalaya,East garo hills,2019-2020,221.0,227.0,1.03
Meghalaya,East garo hills,2020-2021,221.0,227.0,1.03
Meghalaya,East garo hills,2022-2023,222.0,230.0,1.04
Meghalaya,East jaintia hills,2013-2014,18.0,15.0,0.83
Meghalaya,East jaintia hills,2014-2015,18.0,17.0,0.94
Meghalaya,East jaintia hills,2015-2016,19.0,19.0,1.0
Meghalaya,East jaintia hills,2016-2017,19.0,19.0,1.0
Meghalaya,East jaintia hills,2017-2018,19.0,19.0,1.0
Meghalaya,East jaintia hills,2018-2019,20.0,20.0,1.0
Meghalaya,East jaintia hills,2019-2020,20.0,20.0,1.0
Meghalaya,East jaintia hills,2020-2021,20.0,20.0,1.0
Meghalaya,East jaintia hills,2022-2023,21.0,22.0,1.05
Meghalaya,East khasi hills,2013-2014,562.0,1973.0,3.51
Meghalaya,East khasi hills,2014-2015,563.0,1993.0,3.54
Meghalaya,East khasi hills,2015-2016,565.0,2018.0,3.57
Meghalaya,East khasi hills,2016-2017,570.0,2041.0,3.58
Meghalaya,East khasi hills,2017-2018,571.0,2046.0,3.58
Meghalaya,East khasi hills,2018-2019,572.0,2050.0,3.58
Meghalaya,East khasi hills,2019-2020,572.0,2050.0,3.58
Meghalaya,East khasi hills,2020-2021,572.0,2050.0,3.58
Meghalaya,East khasi hills,2022-2023,573.0,2054.0,3.58
Meghalaya,North garo hills,2013-2014,105.0,113.0,1.08
Meghalaya,North garo hills,2014-2015,106.0,119.0,1.12
Meghalaya,North garo hills,2015-2016,107.0,124.0,1.16
Meghalaya,North garo hills,2016-2017,108.0,125.0,1.16
Meghalaya,North garo hills,2017-2018,110.0,128.0,1.16
Meghalaya,North garo hills,2018-2019,112.0,131.0,1.17
Meghalaya,North garo hills,2019-2020,112.0,131.0,1.17
Meghalaya,North garo hills,2020-2021,112.0,131.0,1.17
Meghalaya,North garo hills,2022-2023,113.0,133.0,1.18
Meghalaya,Ri bhoi,2013-2014,56.0,62.0,1.11
Meghalaya,Ri bhoi,2014-2015,58.0,66.0,1.14
Meghalaya,Ri bhoi,2015-2016,60.0,71.0,1.18
Meghalaya,Ri bhoi,2016-2017,63.0,72.0,1.14
Meghalaya,Ri bhoi,2017-2018,63.0,72.0,1.14
Meghalaya,Ri bhoi,2018-2019,63.0,72.0,1.14
Meghalaya,Ri bhoi,2019-2020,63.0,72.0,1.14
Meghalaya,Ri bhoi,2020-2021,63.0,72.0,1.14
Meghalaya,Ri bhoi,2022-2023,64.0,75.0,1.17
Meghalaya,South garo hills,2013-2014,98.0,320.0,3.27
Meghalaya,South garo hills,2014-2015,100.0,331.0,3.31
Meghalaya,South garo hills,2015-2016,102.0,359.0,3.52
Meghalaya,South garo hills,2016-2017,103.0,362.0,3.51
Meghalaya,South garo hills,2017-2018,104.0,366.0,3.52
Meghalaya,South garo hills,2018-2019,105.0,370.0,3.52
Meghalaya,South garo hills,2019-2020,106.0,374.0,3.53
Meghalaya,South garo hills,2020-2021,106.0,374.0,3.53
Meghalaya,South garo hills,2022-2023,127.0,630.0,4.96
Meghalaya,South west garo hills,2013-2014,295.0,373.0,1.26
Meghalaya,South west garo hills,2014-2015,303.0,409.0,1.35
Meghalaya,South west garo hills,2015-2016,317.0,431.0,1.36
Meghalaya,South west garo hills,2016-2017,319.0,435.0,1.36
Meghalaya,South west garo hills,2017-2018,320.0,437.0,1.37
Meghalaya,South west garo hills,2018-2019,322.0,441.0,1.37
Meghalaya,South west garo hills,2019-2020,323.0,444.0,1.37
Meghalaya,South west garo hills,2020-2021,323.0,444.0,1.37
Meghalaya,South west garo hills,2022-2023,324.0,446.0,1.38
Meghalaya,South west khasi hills,2013-2014,6.0,11.0,1.83
Meghalaya,South west khasi hills,2014-2015,6.0,13.0,2.17
Meghalaya,South west khasi hills,2015-2016,6.0,14.0,2.33
Meghalaya,South west khasi hills,2016-2017,6.0,14.0,2.33
Meghalaya,South west khasi hills,2017-2018,6.0,14.0,2.33
Meghalaya,South west khasi hills,2018-2019,6.0,14.0,2.33
Meghalaya,South west khasi hills,2019-2020,6.0,14.0,2.33
Meghalaya,South west khasi hills,2020-2021,6.0,14.0,2.33
Meghalaya,South west khasi hills,2022-2023,9.0,25.0,2.78
Meghalaya,West garo hills,2013-2014,720.0,862.0,1.2
Meghalaya,West garo hills,2014-2015,730.0,889.0,1.22
Meghalaya,West garo hills,2015-2016,741.0,934.0,1.26
Meghalaya,West garo hills,2016-2017,748.0,942.0,1.26
Meghalaya,West garo hills,2017-2018,749.0,945.0,1.26
Meghalaya,West garo hills,2018-2019,750.0,947.0,1.26
Meghalaya,West garo hills,2019-2020,751.0,952.0,1.27
Meghalaya,West garo hills,2020-2021,751.0,952.0,1.27
Meghalaya,West garo hills,2022-2023,752.0,955.0,1.27
Meghalaya,West jaintia hills,2013-2014,100.0,105.0,1.05
Meghalaya,West jaintia hills,2014-2015,102.0,111.0,1.09
Meghalaya,West jaintia hills,2015-2016,103.0,116.0,1.13
Meghalaya,West jaintia hills,2016-2017,104.0,117.0,1.13
Meghalaya,West jaintia hills,2017-2018,104.0,117.0,1.13
Meghalaya,West jaintia hills,2018-2019,106.0,120.0,1.13
Meghalaya,West jaintia hills,2019-2020,107.0,122.0,1.14
Meghalaya,West jaintia hills,2020-2021,107.0,122.0,1.14
Meghalaya,West jaintia hills,2022-2023,120.0,136.0,1.13
Meghalaya,West khasi hills,2013-2014,54.0,115.0,2.13
Meghalaya,West khasi hills,2014-2015,55.0,122.0,2.22
Meghalaya,West khasi hills,2015-2016,56.0,128.0,2.29
Meghalaya,West khasi hills,2016-2017,57.0,130.0,2.28
Meghalaya,West khasi hills,2017-2018,57.0,130.0,2.28
Meghalaya,West khasi hills,2018-2019,59.0,135.0,2.29
Meghalaya,West khasi hills,2019-2020,59.0,135.0,2.29
Meghalaya,West khasi hills,2020-2021,59.0,135.0,2.29
Meghalaya,West khasi hills,2022-2023,60.0,138.0,2.3
Nagaland,Chumoukedima,2022-2023,266.0,290.0,1.09
Nagaland,Dimapur,2013-2014,890.0,970.0,1.09
Nagaland,Dimapur,2014-2015,890.0,970.0,1.09
Nagaland,Dimapur,2015-2016,910.0,1010.0,1.11
Nagaland,Dimapur,2016-2017,910.0,1010.0,1.11
Nagaland,Dimapur,2017-2018,920.0,1020.0,1.11
Nagaland,Dimapur,2018-2019,930.0,1030.0,1.11
Nagaland,Dimapur,2019-2020,932.0,1032.0,1.11
Nagaland,Dimapur,2020-2021,933.0,1044.0,1.12
Nagaland,Dimapur,2021-2022,415.0,465.0,1.12
Nagaland,Dimapur,2022-2023,100.0,109.0,1.09
Nagaland,Kiphire,2013-2014,510.0,580.0,2.35
Nagaland,Kiphire,2014-2015,510.0,590.0,2.38
Nagaland,Kiphire,2015-2016,510.0,590.0,2.38
Nagaland,Kiphire,2016-2017,520.0,610.0,2.4400000000000004
Nagaland,Kiphire,2017-2018,520.0,610.0,2.4400000000000004
Nagaland,Kiphire,2018-2019,520.0,610.0,2.4400000000000004
Nagaland,Kiphire,2019-2020,521.0,610.0,2.4400000000000004
Nagaland,Kiphire,2020-2021,352.0,388.0,1.1
Nagaland,Kiphire,2021-2022,136.0,125.0,0.92
Nagaland,Kiphire,2022-2023,214.0,215.0,1.0
Nagaland,Kohima,2013-2014,990.0,1160.0,2.43
Nagaland,Kohima,2014-2015,990.0,1180.0,2.47
Nagaland,Kohima,2015-2016,1000.0,1190.0,2.46
Nagaland,Kohima,2016-2017,1000.0,1190.0,2.46
Nagaland,Kohima,2017-2018,1000.0,1190.0,2.46
Nagaland,Kohima,2018-2019,980.0,1160.0,2.45
Nagaland,Kohima,2019-2020,972.0,1161.0,2.49
Nagaland,Kohima,2020-2021,653.0,723.0,1.11
Nagaland,Kohima,2021-2022,530.0,583.0,1.1
Nagaland,Kohima,2022-2023,585.0,636.0,1.09
Nagaland,Longleng,2013-2014,530.0,610.0,2.41
Nagaland,Longleng,2014-2015,530.0,630.0,2.51
Nagaland,Longleng,2015-2016,530.0,630.0,2.51
Nagaland,Longleng,2016-2017,530.0,620.0,2.4400000000000004
Nagaland,Longleng,2017-2018,530.0,620.0,2.4400000000000004
Nagaland,Longleng,2018-2019,530.0,620.0,2.4400000000000004
Nagaland,Longleng,2019-2020,531.0,620.0,2.43
Nagaland,Longleng,2020-2021,382.0,426.0,1.12
Nagaland,Longleng,2021-2022,240.0,269.0,1.12
Nagaland,Longleng,2022-2023,378.0,410.0,1.08
Nagaland,Mokokchung,2013-2014,870.0,1000.0,2.43
Nagaland,Mokokchung,2014-2015,880.0,1030.0,2.48
Nagaland,Mokokchung,2015-2016,880.0,1030.0,2.48
Nagaland,Mokokchung,2016-2017,880.0,1030.0,2.46
Nagaland,Mokokchung,2017-2018,870.0,1030.0,2.52
Nagaland,Mokokchung,2018-2019,870.0,1030.0,2.52
Nagaland,Mokokchung,2019-2020,872.0,1031.0,2.51
Nagaland,Mokokchung,2020-2021,653.0,730.0,1.12
Nagaland,Mokokchung,2021-2022,150.0,168.0,1.12
Nagaland,Mokokchung,2022-2023,257.0,262.0,1.02
Nagaland,Mon,2013-2014,1190.0,1340.0,2.41
Nagaland,Mon,2014-2015,1190.0,1350.0,2.46
Nagaland,Mon,2015-2016,1190.0,1350.0,2.46
Nagaland,Mon,2016-2017,1200.0,1350.0,2.41
Nagaland,Mon,2017-2018,1200.0,1360.0,2.42
Nagaland,Mon,2018-2019,1200.0,1360.0,2.42
Nagaland,Mon,2019-2020,1203.0,1362.0,2.42
Nagaland,Mon,2020-2021,994.0,1095.0,1.1
Nagaland,Mon,2021-2022,750.0,836.0,1.11
Nagaland,Mon,2022-2023,1183.0,1294.0,1.09
Nagaland,Noklak,2021-2022,200.0,226.0,1.13
Nagaland,Noklak,2022-2023,315.0,352.0,1.12
Nagaland,Nuiland,2022-2023,298.0,326.0,1.09
Nagaland,Peren,2013-2014,690.0,800.0,2.39
Nagaland,Peren,2014-2015,690.0,810.0,2.41
Nagaland,Peren,2015-2016,690.0,810.0,2.41
Nagaland,Peren,2016-2017,700.0,820.0,2.41
Nagaland,Peren,2017-2018,700.0,830.0,2.46
Nagaland,Peren,2018-2019,710.0,840.0,2.46
Nagaland,Peren,2019-2020,712.0,840.0,2.46
Nagaland,Peren,2020-2021,493.0,547.0,1.11
Nagaland,Peren,2021-2022,240.0,264.0,1.1
Nagaland,Peren,2022-2023,378.0,412.0,1.09
Nagaland,Phek,2013-2014,980.0,1130.0,2.4000000000000004
Nagaland,Phek,2014-2015,1000.0,1180.0,2.45
Nagaland,Phek,2015-2016,1020.0,1210.0,2.48
Nagaland,Phek,2016-2017,1020.0,1200.0,2.47
Nagaland,Phek,2017-2018,1030.0,1230.0,2.49
Nagaland,Phek,2018-2019,1030.0,1230.0,2.49
Nagaland,Phek,2019-2020,1032.0,1231.0,2.4800000000000004
Nagaland,Phek,2020-2021,712.0,798.0,1.12
Nagaland,Phek,2021-2022,300.0,335.0,1.12
Nagaland,Phek,2022-2023,483.0,522.0,1.08
Nagaland,Shamator,2022-2023,174.0,187.0,1.07
Nagaland,Tseminyu,2022-2023,251.0,273.0,1.09
Nagaland,Tuensang,2013-2014,1040.0,1170.0,2.4000000000000004
Nagaland,Tuensang,2014-2015,1040.0,1200.0,2.48
Nagaland,Tuensang,2015-2016,1040.0,1200.0,2.48
Nagaland,Tuensang,2016-2017,1040.0,1210.0,2.49
Nagaland,Tuensang,2017-2018,1040.0,1210.0,2.49
Nagaland,Tuensang,2018-2019,1040.0,1210.0,2.49
Nagaland,Tuensang,2019-2020,1042.0,1211.0,2.49
Nagaland,Tuensang,2020-2021,833.0,929.0,1.12
Nagaland,Tuensang,2021-2022,322.0,316.0,0.98
Nagaland,Tuensang,2022-2023,284.0,306.0,1.08
Nagaland,Wokha,2013-2014,920.0,1060.0,2.4000000000000004
Nagaland,Wokha,2014-2015,930.0,1100.0,2.47
Nagaland,Wokha,2015-2016,950.0,1140.0,2.5
Nagaland,Wokha,2016-2017,960.0,1150.0,2.5
Nagaland,Wokha,2017-2018,970.0,1150.0,2.48
Nagaland,Wokha,2018-2019,980.0,1150.0,2.4400000000000004
Nagaland,Wokha,2019-2020,982.0,1151.0,2.4400000000000004
Nagaland,Wokha,2020-2021,693.0,771.0,1.11
Nagaland,Wokha,2021-2022,199.0,222.0,1.12
Nagaland,Wokha,2022-2023,324.0,346.0,1.07
Nagaland,Zunheboto,2013-2014,800.0,900.0,2.37
Nagaland,Zunheboto,2014-2015,800.0,920.0,2.4000000000000004
Nagaland,Zunheboto,2015-2016,800.0,920.0,2.4000000000000004
Nagaland,Zunheboto,2016-2017,790.0,920.0,2.47
Nagaland,Zunheboto,2017-2018,790.0,920.0,2.47
Nagaland,Zunheboto,2018-2019,790.0,920.0,2.47
Nagaland,Zunheboto,2019-2020,791.0,921.0,2.46
Nagaland,Zunheboto,2020-2021,602.0,669.0,1.11
Nagaland,Zunheboto,2021-2022,190.0,211.0,1.11
Nagaland,Zunheboto,2022-2023,300.0,329.0,1.1
Odisha,Anugul,2019-2020,1380.0,1080.0,0.78
Odisha,Balangir,2019-2020,2290.0,1810.0,0.79
Odisha,Baleshwar,2019-2020,660.0,510.0,0.77
Odisha,Bargarh,2019-2020,1940.0,1730.0,0.89
Odisha,Bhadrak,2019-2020,100.0,80.0,0.8
Odisha,Boudh,2019-2020,730.0,590.0,0.81
Odisha,Cuttack,2019-2020,660.0,510.0,0.77
Odisha,Deogarh,2019-2020,70.0,50.0,0.71
Odisha,Dhenkanal,2019-2020,680.0,520.0,0.76
Odisha,Gajapati,2019-2020,210.0,160.0,0.76
Odisha,Ganjam,2019-2020,2650.0,2030.0,0.77
Odisha,Jagatsinghapur,2019-2020,100.0,80.0,0.8
Odisha,Jajapur,2019-2020,350.0,260.0,0.74
Odisha,Jharsuguda,2019-2020,380.0,300.0,0.79
Odisha,Kalahandi,2019-2020,1360.0,1030.0,0.76
Odisha,Kandhamal,2019-2020,730.0,530.0,0.73
Odisha,Kendrapara,2019-2020,140.0,110.0,0.79
Odisha,Kendujhar,2019-2020,2680.0,1980.0,0.74
Odisha,Khordha,2019-2020,170.0,130.0,0.76
Odisha,Koraput,2019-2020,5450.0,4030.0,0.74
Odisha,Malkangiri,2019-2020,300.0,230.0,0.77
Odisha,Mayurbhanj,2019-2020,2250.0,1760.0,0.78
Odisha,Nabarangpur,2019-2020,1450.0,1120.0,0.77
Odisha,Nayagarh,2019-2020,970.0,730.0,0.75
Odisha,Nuapada,2019-2020,920.0,630.0,0.68
Odisha,Puri,2019-2020,60.0,50.0,0.83
Odisha,Rayagada,2019-2020,1980.0,1470.0,0.74
Odisha,Sambalpur,2019-2020,500.0,390.0,0.78
Odisha,Sonepur,2019-2020,1000.0,790.0,0.79
Odisha,Sundargarh,2019-2020,1240.0,930.0,0.75
Punjab,Amritsar,2014-2015,400.0,430.0,1.08
Punjab,Amritsar,2015-2016,600.0,900.0,1.5
Punjab,Amritsar,2016-2017,800.0,800.0,1.0
