State,District,Year,cotton_area,cotton_production,cotton_yield
Haryana,Rewari,2019-2020,"18,900.00","46,800.00",2.48
Haryana,Rewari,2020-2021,"12,490.00",21.16,0.0
Haryana,Rewari,2021-2022,"9,416.00","16,000.00",1.7
Haryana,Rewari,2022-2023,"7,250.00","13,950.00",1.92
Haryana,Rohtak,2013-2014,"14,000.00","29,000.00",2.07
Haryana,Rohtak,2014-2015,"17,000.00","34,000.00",2.0
Haryana,Rohtak,2015-2016,"17,000.00","32,000.00",1.88
Haryana,Rohtak,2016-2017,"15,000.00","36,500.00",2.43
Haryana,Rohtak,2017-2018,"14,500.00","39,300.00",2.71
Haryana,Rohtak,2018-2019,"12,700.00","37,400.00",2.94
Haryana,Rohtak,2019-2020,"14,500.00","40,900.00",2.82
Haryana,Rohtak,2020-2021,"15,470.00",47.59,0.0
Haryana,Rohtak,2021-2022,"13,411.00","41,300.00",3.08
Haryana,Rohtak,2022-2023,"9,510.00","19,530.00",2.05
Haryana,Sirsa,2013-2014,"1,79,000.00","7,34,000.00",4.1
Haryana,Sirsa,2014-2015,"1,90,000.00","6,95,000.00",3.66
Haryana,Sirsa,2015-2016,"1,74,000.00","3,03,000.00",1.74
Haryana,Sirsa,2016-2017,"1,78,600.00","7,29,100.00",4.08
Haryana,Sirsa,2017-2018,"1,98,800.00","3,74,700.00",1.88
Haryana,Sirsa,2018-2019,"1,93,200.00","6,35,300.00",3.29
Haryana,Sirsa,2019-2020,"1,98,900.00","8,35,400.00",4.2
Haryana,Sirsa,2020-2021,"2,09,190.00",499.59,0.0
Haryana,Sirsa,2021-2022,"1,87,543.00","4,47,800.00",2.39
Haryana,Sirsa,2022-2023,"1,91,550.00","2,97,570.00",1.55
Haryana,Sonipat,2013-2014,"3,000.00","10,000.00",3.33
Haryana,Sonipat,2014-2015,"4,000.00","11,000.00",2.75
Haryana,Sonipat,2015-2016,"4,000.00","10,000.00",2.5
Haryana,Sonipat,2016-2017,"3,400.00","12,200.00",3.59
Haryana,Sonipat,2017-2018,"3,800.00","15,200.00",4.0
Haryana,Sonipat,2018-2019,"4,600.00","15,100.00",3.28
Haryana,Sonipat,2019-2020,"3,700.00","10,400.00",2.81
Haryana,Sonipat,2020-2021,"5,790.00",20.88,0.0
Haryana,Sonipat,2021-2022,"5,791.00","20,900.00",3.61
Haryana,Sonipat,2022-2023,"2,820.00","7,080.00",2.51
Himachal Pradesh,Kangra,2013-2014,1,0.5,0.5
Himachal Pradesh,Kangra,2014-2015,4,1.57,0.39
Himachal Pradesh,Kangra,2016-2017,3,1,0.33
Himachal Pradesh,Kangra,2018-2019,25,9,0.36
Himachal Pradesh,Kangra,2019-2020,15,7,0.47
Himachal Pradesh,Solan,2013-2014,3,1,0.33
Himachal Pradesh,Solan,2016-2017,27,11,0.41
Jammu and Kashmir,Samba,2015-2016,2,1,0.5
Jammu and Kashmir,Samba,2016-2017,4,2,0.5
Jammu and Kashmir,Samba,2017-2018,5,2.6,0.52
Karnataka,Bagalkot,2013-2014,606354,"1,795.00653",4.8
Karnataka,Bagalkot,2014-2015,"3,299.00210350","8,996.00334663",6.21
Karnataka,Bagalkot,2015-2016,"1,618.002002","6,401.002394",7.16
Karnataka,Bagalkot,2016-2017,794210,"1,664.0067",2.42
Karnataka,Bagalkot,2017-2018,"1,389.00143","4,859.00108",4.26
Karnataka,Bagalkot,2018-2019,"1,006.00","1,973.00",1.96
Karnataka,Bagalkot,2019-2020,"1,052.00169","3,039.00122",3.61
Karnataka,Bagalkot,2020-2021,"2,433.00242","6,998.00144",3.48
Karnataka,Bagalkot,2021-2022,"1,606.00262","4,743.00209",3.75
Karnataka,Bagalkot,2022-2023,"2,536.00209","8,280.00188",4.16
Karnataka,Bangalore rural,2013-2014,2,6,3.0
Karnataka,Bangalore rural,2015-2016,2,4,2.0
Karnataka,Bangalore rural,2018-2019,3,6,2.0
Karnataka,Bangalore rural,2019-2020,21,61,4.0
Karnataka,Bangalore rural,2020-2021,2,6,3.0
Karnataka,Bangalore rural,2021-2022,1,3,3.0
Karnataka,Bangalore rural,2022-2023,2,6,3.0
Karnataka,Belgaum,2013-2014,"29,844.001,256.00265","83,384.002,316.00955",8.23
Karnataka,Belgaum,2014-2015,"39,811.0047029","1,08,785.0074955",6.220000000000001
Karnataka,Belgaum,2015-2016,"39,429.0011039","58,828.0013283",4.82
Karnataka,Belgaum,2016-2017,"54,634.0090","1,45,320.0029",2.98
Karnataka,Belgaum,2017-2018,"30,997.00","1,01,675.00",3.28
Karnataka,Belgaum,2018-2019,"63,580.00","1,67,339.00",2.63
Karnataka,Belgaum,2019-2020,"42,272.001,020.00","92,597.00735",2.91
Karnataka,Belgaum,2020-2021,"39,046.001,104.00","95,088.00656",3.03
Karnataka,Belgaum,2021-2022,"22,435.001,463.00","54,768.001,171.00",3.24
Karnataka,Belgaum,2022-2023,"30,394.001,933.00","69,012.001,739.00",3.17
Karnataka,Bellary,2013-2014,"72,108.001,096.001,095.00","1,84,949.002,021.003,947.00",8.0
Karnataka,Bellary,2014-2015,"78,646.002,687.001,010.00","2,42,150.004,369.001,913.00",6.6
Karnataka,Bellary,2015-2016,"65,890.001,171.00989","1,42,491.002,716.002,095.00",6.6000000000000005
Karnataka,Bellary,2016-2017,"48,032.0028","1,33,665.009",3.1
Karnataka,Bellary,2017-2018,"58,997.00164","1,98,794.00124",4.13
Karnataka,Bellary,2018-2019,"45,465.00155","1,19,916.0074",3.12
Karnataka,Bellary,2019-2020,"55,927.00971","1,71,886.00700",3.79
Karnataka,Bellary,2020-2021,"49,105.001,211.00","1,67,246.00719",4.0
Karnataka,Bellary,2021-2022,"32,812.002,187.00","98,823.001,750.00",3.81
Karnataka,Bellary,2022-2023,"34,739.001,238.00","1,21,791.001,114.00",4.41
Karnataka,Bengaluru urban,2018-2019,14,27,1.93
Karnataka,Bengaluru urban,2019-2020,3,9,3.0
Karnataka,Bengaluru urban,2022-2023,2,6,3.0
Karnataka,Bidar,2013-2014,319,945,2.96
Karnataka,Bidar,2014-2015,291,794,2.73
Karnataka,Bidar,2015-2016,283,520,1.84
Karnataka,Bidar,2016-2017,51,107,2.1
Karnataka,Bidar,2017-2018,490,"1,714.00",3.5
Karnataka,Bidar,2018-2019,446,875,1.96
Karnataka,Bidar,2019-2020,"3,087.0011","8,918.008",3.62
Karnataka,Bidar,2020-2021,"3,396.0013","9,768.008",3.5
Karnataka,Bidar,2021-2022,"2,560.0045","7,559.0036",3.75
Karnataka,Bidar,2022-2023,"3,543.00","8,107.00",2.29
Karnataka,Bijapur,2013-2014,"9,881.0044692","23,301.001,201.00332",8.66
Karnataka,Bijapur,2014-2015,"14,303.0022437","32,450.0035770",5.75
Karnataka,Bijapur,2015-2016,"7,578.001309","11,264.0015519",4.789999999999999
Karnataka,Bijapur,2016-2017,"10,272.0046","27,322.0015",2.99
Karnataka,Bijapur,2017-2018,"12,003.00117","32,262.0088",3.44
Karnataka,Bijapur,2018-2019,"34,297.00272","59,029.00131",2.2
Karnataka,Bijapur,2019-2020,"50,936.00570","1,04,459.00411",2.77
Karnataka,Bijapur,2020-2021,"46,446.00775","98,356.00460",2.71
Karnataka,Bijapur,2021-2022,"35,046.00611","99,159.00488",3.63
Karnataka,Bijapur,2022-2023,"83,073.002,365.00","2,46,775.002,128.00",3.87
Karnataka,Chamarajanagar,2013-2014,"10,166.00","30,108.00",2.96
Karnataka,Chamarajanagar,2014-2015,"15,063.00","17,592.00",1.17
Karnataka,Chamarajanagar,2015-2016,"13,584.00","14,271.00",1.05
Karnataka,Chamarajanagar,2016-2017,"8,975.00","2,307.00",0.26
Karnataka,Chamarajanagar,2017-2018,"10,014.00","22,215.00",2.22
Karnataka,Chamarajanagar,2018-2019,"7,097.00","8,526.00",1.2
Karnataka,Chamarajanagar,2019-2020,"10,031.0060","12,724.0043",1.99
Karnataka,Chamarajanagar,2020-2021,"8,906.00278","11,997.00165",1.94
Karnataka,Chamarajanagar,2021-2022,"7,074.00272","13,065.00218",2.6500000000000004
Karnataka,Chamarajanagar,2022-2023,"8,593.0054","16,528.0049",2.83
Karnataka,Chikballapur,2013-2014,160,474,2.96
Karnataka,Chikballapur,2014-2015,67,183,2.73
Karnataka,Chikballapur,2015-2016,107,197,1.84
Karnataka,Chikballapur,2016-2017,109,228,2.09
Karnataka,Chikballapur,2017-2018,40,140,3.5
Karnataka,Chikballapur,2018-2019,118,231,1.96
Karnataka,Chikballapur,2019-2020,18241,52630,3.62
Karnataka,Chikballapur,2020-2021,8360,23936,3.48
Karnataka,Chikballapur,2021-2022,11795,34476,3.74
Karnataka,Chikballapur,2022-2023,97401,317361,4.17
Karnataka,Chikmagalur,2013-2014,"1,299.00","1,386.00",1.07
Karnataka,Chikmagalur,2014-2015,"1,843.00","3,018.00",1.64
Karnataka,Chikmagalur,2015-2016,"1,364.00","1,867.00",1.37
Karnataka,Chikmagalur,2016-2017,"1,570.00","1,009.00",0.64
Karnataka,Chikmagalur,2017-2018,"1,883.00","3,893.00",2.07
Karnataka,Chikmagalur,2018-2019,"1,689.00","2,775.00",1.64
Karnataka,Chikmagalur,2019-2020,"1,063.005","2,020.004",2.7
Karnataka,Chikmagalur,2020-2021,9933,"5,888.002",6.6
Karnataka,Chikmagalur,2021-2022,"1,687.0061","4,464.0049",3.45
Karnataka,Chikmagalur,2022-2023,"3,703.0043","8,845.0039",3.3000000000000003
Karnataka,Chitradurga,2013-2014,"20,250.00716","34,287.001,320.00",3.53
Karnataka,Chitradurga,2014-2015,"28,366.009184","48,504.00141159",5.15
Karnataka,Chitradurga,2015-2016,"16,703.004411","22,121.005323",4.609999999999999
Karnataka,Chitradurga,2016-2017,"8,788.00","8,004.00",0.91
Karnataka,Chitradurga,2017-2018,"10,255.0059","19,656.0045",2.68
Karnataka,Chitradurga,2018-2019,"9,459.0024","16,544.0012",2.25
Karnataka,Chitradurga,2019-2020,"17,023.00878","30,440.00633",2.51
Karnataka,Chitradurga,2020-2021,"11,119.00192","26,555.00114",2.98
Karnataka,Chitradurga,2021-2022,"10,822.00","23,363.00",2.16
Karnataka,Chitradurga,2022-2023,"21,067.002,765.00","33,459.002,488.00",2.49
Karnataka,Davangere,2013-2014,"19,895.00131552","25,348.002421,990.00",6.73
Karnataka,Davangere,2014-2015,"20,325.00259130","29,075.00412246",4.91
Karnataka,Davangere,2015-2016,"15,483.00205","37,376.00245",3.61
Karnataka,Davangere,2016-2017,"9,109.0048","10,638.0015",1.48
Karnataka,Davangere,2017-2018,"4,740.0028","6,728.0021",2.17
Karnataka,Davangere,2018-2019,"3,038.00","5,636.00",1.86
Karnataka,Davangere,2019-2020,"2,580.00245","4,642.00177",2.52
Karnataka,Davangere,2020-2021,"1,654.00102","3,940.0061",2.98
Karnataka,Davangere,2021-2022,"1,026.00233","1,998.00187",2.75
Karnataka,Davangere,2022-2023,"2,071.00152","3,204.00137",2.45
Karnataka,Dharwad,2013-2014,"60,529.0029,968.00","79,824.0055,262.00",3.16
Karnataka,Dharwad,2014-2015,"80,222.0016,962.00","1,67,657.0018,388.00",3.17
Karnataka,Dharwad,2015-2016,"55,443.0011,445.00","52,669.0010,872.00",1.9
Karnataka,Dharwad,2016-2017,"64,507.005,765.00","89,395.003,157.00",1.94
Karnataka,Dharwad,2017-2018,"34,189.008,444.00","58,652.005,473.00",2.37
Karnataka,Dharwad,2018-2019,"51,001.002,004.00","75,808.00784",1.88
Karnataka,Dharwad,2019-2020,"80,677.002,118.00","1,64,550.001,491.00",2.74
Karnataka,Dharwad,2020-2021,"84,861.004,107.00","1,57,242.002,319.00",2.41
Karnataka,Dharwad,2021-2022,"53,479.002,419.00","1,01,609.001,309.00",2.44
Karnataka,Dharwad,2022-2023,"46,840.002,194.00","85,139.001,807.00",2.64
Karnataka,Gadag,2013-2014,"25,670.0032,535.00","1,00,411.0059,632.00",5.74
Karnataka,Gadag,2014-2015,"64,795.0033,366.00","1,98,055.0065,817.00",5.03
Karnataka,Gadag,2015-2016,"31,488.0017,358.00","62,464.0023,279.00",3.3200000000000003
Karnataka,Gadag,2016-2017,"36,249.0016,878.00","67,857.004,244.00",2.12
Karnataka,Gadag,2017-2018,"22,095.0013,135.00","88,773.0010,790.00",4.84
Karnataka,Gadag,2018-2019,"24,238.001,433.00","32,235.00657",1.79
Karnataka,Gadag,2019-2020,"30,731.004,627.00","81,398.003,387.00",3.38
Karnataka,Gadag,2020-2021,"31,224.003,631.00","71,999.002,307.00",2.95
Karnataka,Gadag,2021-2022,"19,395.002,176.00","50,656.002,355.00",3.69
Karnataka,Gadag,2022-2023,"19,992.002,657.00","38,102.002,563.00",2.87
Karnataka,Gulbarga,2013-2014,"47,273.00","2,69,445.00",5.7
Karnataka,Gulbarga,2014-2015,"82,637.00","3,38,020.00",4.09
Karnataka,Gulbarga,2015-2016,"49,322.00","1,03,630.00",2.1
Karnataka,Gulbarga,2016-2017,"32,830.00","1,07,321.00",3.27
Karnataka,Gulbarga,2017-2018,"62,289.00","3,24,402.00",5.21
Karnataka,Gulbarga,2018-2019,"68,183.00","2,03,077.00",2.98
Karnataka,Gulbarga,2019-2020,"1,00,845.00439","3,79,250.00316",4.48
Karnataka,Gulbarga,2020-2021,"1,06,528.001,254.00","2,53,787.00745",2.97
Karnataka,Gulbarga,2021-2022,"67,065.00441","2,05,930.00353",3.87
Karnataka,Gulbarga,2022-2023,"1,32,631.001,702.00","4,33,002.001,532.00",4.16
Karnataka,Hassan,2013-2014,281,832,2.96
Karnataka,Hassan,2014-2015,400,"1,091.00",2.73
Karnataka,Hassan,2015-2016,354,651,1.84
Karnataka,Hassan,2016-2017,97,94,0.97
Karnataka,Hassan,2017-2018,125,416,3.33
Karnataka,Hassan,2018-2019,48,54,1.13
Karnataka,Hassan,2019-2020,3476,"1,002.004",3.56
Karnataka,Hassan,2020-2021,4188,"1,180.005",3.45
Karnataka,Hassan,2021-2022,65014,"1,643.0011",3.32
Karnataka,Hassan,2022-2023,"1,538.0022","3,790.0019",3.32
Karnataka,Haveri,2013-2014,"96,977.00821","1,92,919.001,514.00",3.83
Karnataka,Haveri,2014-2015,"1,05,249.00244534","2,11,727.002811,012.00",5.06
Karnataka,Haveri,2015-2016,"84,065.0031247","1,78,977.00134100",4.69
Karnataka,Haveri,2016-2017,"74,804.0096","95,305.0031",1.59
Karnataka,Haveri,2017-2018,"69,947.00240","2,09,112.00181",3.74
Karnataka,Haveri,2018-2019,"80,839.0083","1,54,491.00260",5.04
Karnataka,Haveri,2019-2020,"54,770.00","75,596.00",1.38
Karnataka,Haveri,2020-2021,"39,410.00","79,052.00",2.01
Karnataka,Haveri,2021-2022,"25,572.00","60,771.00",2.38
Karnataka,Haveri,2022-2023,"29,104.00438","22,770.00394",1.6800000000000002
Karnataka,Kodagu,2020-2021,1,3,3.0
Karnataka,Kolar,2019-2020,3,2,0.67
Karnataka,Kolar,2020-2021,313,98,3.62
Karnataka,Kolar,2021-2022,119,327,3.69
Karnataka,Kolar,2022-2023,1121,3108,3.89
Karnataka,Koppal,2013-2014,"4,447.007,653.00","12,077.0014,112.00",4.5600000000000005
Karnataka,Koppal,2014-2015,"12,128.0010,772.00","36,529.0013,182.00",4.23
Karnataka,Koppal,2015-2016,"17,294.0010,471.00","11,113.0011,702.00",1.7600000000000002
Karnataka,Koppal,2016-2017,"1,598.001,451.00","2,411.00300",1.72
Karnataka,Koppal,2017-2018,"3,364.003,242.00","10,301.002,446.00",3.81
Karnataka,Koppal,2018-2019,"6,574.00536","12,453.00258",2.37
Karnataka,Koppal,2019-2020,"8,336.00317","14,487.00229",2.46
Karnataka,Koppal,2020-2021,"11,933.00768","26,814.00456",2.84
Karnataka,Koppal,2021-2022,"13,081.004,185.00","28,778.003,348.00",3.0
Karnataka,Koppal,2022-2023,"15,585.001,861.00","32,178.001,675.00",2.96
Karnataka,Mandya,2013-2014,4,12,3.0
Karnataka,Mandya,2014-2015,5,14,2.8
Karnataka,Mandya,2018-2019,4,8,2.0
Karnataka,Mandya,2019-2020,1,3,3.0
Karnataka,Mandya,2020-2021,2,6,3.0
Karnataka,Mandya,2021-2022,5,14,2.8
Karnataka,Mandya,2022-2023,21,61,4.0
Karnataka,Mysore,2013-2014,"46,165.0010","1,36,724.0036",6.5600000000000005
Karnataka,Mysore,2014-2015,"48,174.00","85,874.00",1.78
Karnataka,Mysore,2015-2016,"49,160.00","65,105.00",1.32
Karnataka,Mysore,2016-2017,"39,754.00","25,991.00",0.65
Karnataka,Mysore,2017-2018,"48,027.00","1,13,791.00",2.37
Karnataka,Mysore,2018-2019,"43,453.00","54,633.00",1.26
Karnataka,Mysore,2019-2020,"36,379.00","45,536.00",1.25
Karnataka,Mysore,2020-2021,"29,774.005","50,090.003",2.28
Karnataka,Mysore,2021-2022,"25,570.0064","33,993.0051",2.13
Karnataka,Mysore,2022-2023,"33,357.0072","40,814.0064",2.11
Karnataka,Raichur,2013-2014,"55,755.00","1,65,126.00",2.96
Karnataka,Raichur,2014-2015,"1,04,970.00","3,02,671.00",2.88
Karnataka,Raichur,2015-2016,"45,159.00250","1,24,408.00299",3.95
Karnataka,Raichur,2016-2017,"47,054.00","1,75,117.00",3.72
Karnataka,Raichur,2017-2018,"85,850.00","2,18,757.00",2.55
Karnataka,Raichur,2018-2019,"1,23,580.00","2,18,909.00",1.77
Karnataka,Raichur,2019-2020,"1,49,434.001,716.00","3,62,406.001,237.00",3.1500000000000004
Karnataka,Raichur,2020-2021,"1,69,434.001,250.00","5,28,235.00743",3.71
Karnataka,Raichur,2021-2022,"1,69,518.00646","4,27,785.00517",3.3200000000000003
Karnataka,Raichur,2022-2023,"2,26,260.004,897.00","9,71,589.004,407.00",5.19
Karnataka,Ramanagara,2014-2015,1,3,3.0
Karnataka,Ramanagara,2015-2016,1,2,2.0
Karnataka,Ramanagara,2016-2017,1,2,2.0
Karnataka,Ramanagara,2018-2019,1,2,2.0
Karnataka,Ramanagara,2019-2020,32,91,3.5
Karnataka,Ramanagara,2020-2021,2,6,3.0
Karnataka,Ramanagara,2021-2022,23,62,3.67
Karnataka,Ramanagara,2022-2023,1,3,3.0
Karnataka,Shimoga,2013-2014,7381,"1,905.004",6.58
Karnataka,Shimoga,2014-2015,849,"2,111.00",2.49
Karnataka,Shimoga,2015-2016,544,"2,629.00",4.83
Karnataka,Shimoga,2016-2017,503,"1,054.00",2.1
Karnataka,Shimoga,2017-2018,"1,253.00","4,383.00",3.5
Karnataka,Shimoga,2018-2019,"1,494.00","2,930.00",1.96
Karnataka,Shimoga,2019-2020,4843,"1,398.002",3.56
Karnataka,Shimoga,2020-2021,3116,8954,3.55
Karnataka,Shimoga,2021-2022,263,776,2.95
Karnataka,Shimoga,2022-2023,268,873,3.26
Karnataka,Tumkur,2013-2014,75327,"1,675.00425",7.790000000000001
Karnataka,Tumkur,2014-2015,"1,742.0029","4,507.00317",5.98
Karnataka,Tumkur,2015-2016,"1,526.008","2,746.0017",3.93
Karnataka,Tumkur,2016-2017,"1,101.002","14,267.001",13.46
Karnataka,Tumkur,2017-2018,736,391,0.53
Karnataka,Tumkur,2018-2019,"1,512.00","1,817.00",1.2
Karnataka,Tumkur,2019-2020,"2,151.00","4,159.00",1.93
Karnataka,Tumkur,2020-2021,"3,065.00","6,905.00",2.25
Karnataka,Tumkur,2021-2022,"4,430.00","6,045.00",1.36
Karnataka,Tumkur,2022-2023,"7,332.0054","12,034.0049",2.55
Karnataka,Uttar kannad,2013-2014,"1,351.00","2,763.00",2.05
Karnataka,Uttar kannad,2014-2015,"1,412.00","2,612.00",1.85
Karnataka,Uttar kannad,2015-2016,"1,268.00","2,359.00",1.86
Karnataka,Uttar kannad,2016-2017,"1,110.00","3,387.00",3.05
Karnataka,Uttar kannad,2017-2018,"1,210.00","4,354.00",3.6
Karnataka,Uttar kannad,2018-2019,956,"2,388.00",2.5
Karnataka,Uttar kannad,2019-2020,5114,"1,356.003",3.4
Karnataka,Uttar kannad,2020-2021,395,981,2.48
Karnataka,Uttar kannad,2021-2022,243,671,2.76
Karnataka,Uttar kannad,2022-2023,367,681,1.86
Karnataka,Vijayanagar,2022-2023,"4,243.002,328.00","9,036.002,096.00",3.03
Karnataka,Yadgir,2013-2014,"80,504.00","3,81,928.00",4.74
Karnataka,Yadgir,2014-2015,"1,03,866.00","3,62,752.00",3.49
Karnataka,Yadgir,2015-2016,"1,01,418.00","1,97,787.00",1.95
Karnataka,Yadgir,2016-2017,"43,011.00","1,03,589.00",2.41
Karnataka,Yadgir,2017-2018,"61,479.00","3,99,542.00",6.5
Karnataka,Yadgir,2018-2019,"1,45,784.00","2,56,612.00",1.76
Karnataka,Yadgir,2019-2020,"1,54,240.001,187.00","7,56,742.00856",5.63
Karnataka,Yadgir,2020-2021,"1,60,440.004,019.00","7,02,161.002,388.00",4.97
Karnataka,Yadgir,2021-2022,"1,62,796.001,326.00","7,12,470.001,061.00",5.18
Karnataka,Yadgir,2022-2023,"2,16,034.00625","8,48,887.00563",4.83
Kerala,Palakkad,2016-2017,80,120,1.5
Kerala,Palakkad,2017-2018,84,132,1.57
Kerala,Palakkad,2018-2019,59.4,89.51,1.51
Kerala,Palakkad,2019-2020,54,81.77,1.51
Kerala,Palakkad,2020-2021,5,34,6.8
Kerala,Palakkad,2021-2022,4,22,5.5
Kerala,Palakkad,2022-2023,5.2,51.76,9.95
Kerala,Thrissur,2015-2016,109,196,1.8
Madhya Pradesh,Alirajpur,2013-2014,"7,870.00","16,717.00",2.12
Madhya Pradesh,Alirajpur,2014-2015,"27,000.00","27,000.00",1.0
Madhya Pradesh,Alirajpur,2015-2016,"9,000.00","11,000.00",1.22
Madhya Pradesh,Alirajpur,2016-2017,"7,000.00","7,000.00",1.0
Madhya Pradesh,Alirajpur,2017-2018,"9,000.00","9,250.00",1.03
Madhya Pradesh,Alirajpur,2018-2019,"11,171.00","21,527.00",1.93
Madhya Pradesh,Alirajpur,2019-2020,"20,379.00","25,718.00",1.26
Madhya Pradesh,Alirajpur,2020-2021,"17,143.00","21,634.00",1.26
Madhya Pradesh,Alirajpur,2021-2022,"18,839.00","1,41,847.05",7.53
Madhya Pradesh,Alirajpur,2022-2023,"22,403.00","22,739.00",1.01
Madhya Pradesh,Barwani,2013-2014,"65,882.00","1,98,850.00",3.02
Madhya Pradesh,Barwani,2014-2015,"76,000.00","81,000.00",1.07
Madhya Pradesh,Barwani,2015-2016,"70,000.00","80,000.00",1.14
Madhya Pradesh,Barwani,2016-2017,"62,000.00","1,35,000.00",2.18
Madhya Pradesh,Barwani,2017-2018,"64,000.00","1,32,160.00",2.07
Madhya Pradesh,Barwani,2018-2019,"72,709.00","2,65,679.00",3.65
Madhya Pradesh,Barwani,2019-2020,"81,857.00","1,33,591.00",1.63
Madhya Pradesh,Barwani,2020-2021,"79,136.00","1,40,862.00",1.78
Madhya Pradesh,Barwani,2021-2022,"76,869.00","8,04,864.70",10.47
Madhya Pradesh,Barwani,2022-2023,"90,095.00","1,79,289.00",1.99
Madhya Pradesh,Betul,2013-2014,214,221,1.03
Madhya Pradesh,Betul,2014-2015,"5,000.00","5,000.00",1.0
Madhya Pradesh,Betul,2017-2018,300,460,1.53
Madhya Pradesh,Betul,2018-2019,529,295,0.56
Madhya Pradesh,Betul,2019-2020,"1,613.00",903,0.56
Madhya Pradesh,Betul,2020-2021,"1,280.00",960,0.75
Madhya Pradesh,Betul,2021-2022,904,"4,547.05",5.03
Madhya Pradesh,Betul,2022-2023,"1,575.00","1,024.00",0.65
Madhya Pradesh,Bhind,2019-2020,2,1,0.5
Madhya Pradesh,Burhanpur,2013-2014,"42,221.00","1,19,578.00",2.83
Madhya Pradesh,Burhanpur,2014-2015,"61,000.00","51,000.00",0.84
Madhya Pradesh,Burhanpur,2015-2016,"43,000.00","48,000.00",1.12
Madhya Pradesh,Burhanpur,2016-2017,"45,000.00","98,000.00",2.18
Madhya Pradesh,Burhanpur,2017-2018,"47,100.00","95,000.00",2.02
Madhya Pradesh,Burhanpur,2018-2019,"13,485.00","43,678.00",3.24
Madhya Pradesh,Burhanpur,2019-2020,"35,819.00","64,188.00",1.79
Madhya Pradesh,Burhanpur,2020-2021,"27,800.00","50,318.00",1.81
Madhya Pradesh,Burhanpur,2021-2022,"23,467.00","2,20,588.23",9.4
Madhya Pradesh,Burhanpur,2022-2023,"26,342.00","51,499.00",1.96
Madhya Pradesh,Chhatarpur,2018-2019,16,24,1.5
Madhya Pradesh,Chhindwara,2013-2014,"34,093.00","38,227.00",1.12
Madhya Pradesh,Chhindwara,2014-2015,"15,000.00","10,000.00",0.67
Madhya Pradesh,Chhindwara,2015-2016,"44,000.00","51,000.00",1.16
Madhya Pradesh,Chhindwara,2016-2017,"45,000.00","48,000.00",1.07
Madhya Pradesh,Chhindwara,2017-2018,"47,600.00","53,360.00",1.12
Madhya Pradesh,Chhindwara,2018-2019,"17,462.00","30,698.00",1.76
Madhya Pradesh,Chhindwara,2019-2020,"58,194.00","1,39,840.00",2.4
Madhya Pradesh,Chhindwara,2020-2021,"51,245.00","1,28,625.00",2.51
Madhya Pradesh,Chhindwara,2021-2022,"50,152.00","6,34,276.40",12.65
Madhya Pradesh,Chhindwara,2022-2023,"59,386.00","1,01,550.00",1.71
Madhya Pradesh,Damoh,2021-2022,4,23.53,5.88
Madhya Pradesh,Datia,2018-2019,1,2,2.0
Madhya Pradesh,Datia,2021-2022,1,5.88,5.88
Madhya Pradesh,Dewas,2013-2014,"6,625.00","12,930.00",1.95
Madhya Pradesh,Dewas,2014-2015,"8,000.00","8,000.00",1.0
Madhya Pradesh,Dewas,2015-2016,"9,000.00","11,000.00",1.22
Madhya Pradesh,Dewas,2016-2017,"11,000.00","6,000.00",0.55
Madhya Pradesh,Dewas,2017-2018,"6,000.00","8,700.00",1.45
Madhya Pradesh,Dewas,2018-2019,300,433,1.44
Madhya Pradesh,Dewas,2019-2020,"1,097.00",975,0.89
Madhya Pradesh,Dewas,2020-2021,441,392,0.89
Madhya Pradesh,Dewas,2021-2022,431,"3,676.47",8.53
Madhya Pradesh,Dewas,2022-2023,561,813,1.45
Madhya Pradesh,Dhar,2013-2014,"96,409.00","2,35,076.00",2.44
Madhya Pradesh,Dhar,2014-2015,"1,08,000.00","80,000.00",0.74
Madhya Pradesh,Dhar,2015-2016,"92,000.00","1,25,000.00",1.36
Madhya Pradesh,Dhar,2016-2017,"1,01,000.00","1,11,000.00",1.1
Madhya Pradesh,Dhar,2017-2018,"98,000.00","1,96,000.00",2.0
Madhya Pradesh,Dhar,2018-2019,"81,273.00","1,27,842.00",1.57
Madhya Pradesh,Dhar,2019-2020,"1,03,299.00","1,83,872.00",1.78
Madhya Pradesh,Dhar,2020-2021,"1,00,462.00","1,78,822.00",1.78
Madhya Pradesh,Dhar,2021-2022,"1,10,255.00","9,63,111.76",8.74
Madhya Pradesh,Dhar,2022-2023,"1,17,816.00","1,74,957.00",1.49
Madhya Pradesh,Dindori,2018-2019,7,10,1.43
Madhya Pradesh,Guna,2014-2015,"5,000.00","3,000.00",0.6
Madhya Pradesh,Guna,2018-2019,71,48,0.68
Madhya Pradesh,Guna,2019-2020,101,78,0.77
Madhya Pradesh,Guna,2020-2021,27,21,0.78
Madhya Pradesh,Guna,2021-2022,44,229.41,5.21
Madhya Pradesh,Guna,2022-2023,23,18,0.78
Madhya Pradesh,Harda,2013-2014,100,157,1.57
Madhya Pradesh,Harda,2014-2015,"4,000.00","3,000.00",0.75
Madhya Pradesh,Harda,2017-2018,50,80,1.6
Madhya Pradesh,Harda,2018-2019,13,15,1.15
Madhya Pradesh,Harda,2019-2020,23,16,0.7
Madhya Pradesh,Harda,2020-2021,2,1,0.5
Madhya Pradesh,Harda,2021-2022,12,82.35,6.86
Madhya Pradesh,Indore,2013-2014,38,35,0.92
