State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,5. Imphal west,2013 - 2014,,,,45,41,0.91,,,
,,2014 - 2015,,,,45,45,1,,,
,,2015 - 2016,,,,64,72,1.13,,,
,,2016 - 2017,,,,64,77,1.2,,,
,,2017 - 2018,,,,64,77,1.2,,,
,,2018 - 2019,,,,80,89,1.11,,,
,6. Senapati,2013 - 2014,,,,65,64,0.98,,,
,,2014 - 2015,,,,64,64,1,,,
,,2015 - 2016,,,,64,71,1.11,,,
,,2016 - 2017,,,,64,71,1.11,,,
,,2017 - 2018,,,,66,78,1.18,,,
,,2018 - 2019,,,,67,78,1.16,,,
,7. Tamenglong,2013 - 2014,,,,71,66,0.93,,,
,,2014 - 2015,,,,43,41,0.95,,,
,,2015 - 2016,,,,44,45,1.02,,,
,,2016 - 2017,,,,44,49,1.11,,,
,,2017 - 2018,,,,41,45,1.1,,,
,,2018 - 2019,,,,41,44,1.07,,,
,8. Thoubal,2013 - 2014,,,,60,58,0.97,,,
,,2014 - 2015,,,,60,58,0.97,,,
,,2015 - 2016,,,,60,67,1.12,,,
,,2016 - 2017,,,,60,66,1.1,,,
,,2017 - 2018,,,,60,60,1,,,
,,2018 - 2019,,,,58,58,1,,,
,9. Ukhrul,2013 - 2014,,,,45,47,1.04,,,
,,2014 - 2015,,,,43,44,1.02,,,
,,2015 - 2016,,,,43,48,1.12,,,
,,2016 - 2017,,,,43,51,1.19,,,
,,2017 - 2018,,,,43,55,1.28,,,
,,2018 - 2019,,,,43,43,1,,,
17. Meghalaya,1. East garo hills,2013 - 2014,,,,70,67,0.96,,,
,,2014 - 2015,,,,71,69,0.97,,,
,,2015 - 2016,,,,72,71,0.99,,,
,,2016 - 2017,,,,73,72,0.99,,,
,,2017 - 2018,,,,74,73,0.99,,,
,,2018 - 2019,,,,75,74,0.99,,,
,,2019 - 2020,,,,75,74,0.99,,,
,,2020 - 2021,,,,75,74,0.99,,,
,,2021 - 2022,,,,75,74,0.99,,,
,,2022 - 2023,,,,93,92,0.99,,,
,2. North garo hills,2013 - 2014,,,,48,45,0.94,,,
,,2014 - 2015,,,,48,46,0.96,,,
,,2015 - 2016,,,,48,47,0.98,,,
,,2016 - 2017,,,,48,48,1,,,
,,2017 - 2018,,,,48,48,1,,,
,,2018 - 2019,,,,49,49,1,,,
,,2019 - 2020,,,,50,50,1,,,
,,2020 - 2021,,,,50,50,1,,,
,,2021 - 2022,,,,50,50,1,,,
,,2022 - 2023,,,,51,51,1,,,
,3. South garo hills,2013 - 2014,,,,135,102,0.76,,,
,,2014 - 2015,,,,136,105,0.77,,,
,,2015 - 2016,,,,137,106,0.77,,,
,,2016 - 2017,,,,139,107,0.77,,,
,,2017 - 2018,,,,140,108,0.77,,,
,,2018 - 2019,,,,141,109,0.77,,,
,,2019 - 2020,,,,141,109,0.77,,,
,,2020 - 2021,,,,142,110,0.77,,,
,,2021 - 2022,,,,143,111,0.78,,,
,,2022 - 2023,,,,144,112,0.78,,,
,4. South west garo hills,2013 - 2014,,,,315,439,1.39,,,
,,2014 - 2015,,,,316,444,1.41,,,
,,2015 - 2016,,,,317,450,1.42,,,
,,2016 - 2017,,,,322,457,1.42,,,
,,2017 - 2018,,,,323,459,1.42,,,
,,2018 - 2019,,,,324,461,1.42,,,
,,2019 - 2020,,,,325,464,1.43,,,
,,2020 - 2021,,,,326,467,1.43,,,
,,2021 - 2022,,,,327,470,1.44,,,
,,2022 - 2023,,,,328,473,1.44,,,
,5. West garo hills,2013 - 2014,,,,573,772,1.35,,,
,,2014 - 2015,,,,577,801,1.39,,,
,,2015 - 2016,,,,579,819,1.41,,,
,,2016 - 2017,,,,591,833,1.41,,,
,,2017 - 2018,,,,593,837,1.41,,,
,,2018 - 2019,,,,594,839,1.41,,,
,,2019 - 2020,,,,595,843,1.42,,,
,,2020 - 2021,,,,596,847,1.42,,,
,,2021 - 2022,,,,597,851,1.43,,,
,,2022 - 2023,,,,598,855,1.43,,,
18. Mizoram,1. Aizawl,2014 - 2015,,,,7,7,1,,,
,,2015 - 2016,,,,20,18,0.9,,,
,,2016 - 2017,,,,20,18,0.9,,,
,,2017 - 2018,,,,22,19,0.86,,,
,,2018 - 2019,,,,34,39,1.15,,,
,,2019 - 2020,,,,34,34,1,,,
,,2020 - 2021,,,,24,25,1.04,,,
,,2021 - 2022,,,,15,15,1,,,
,,2022 - 2023,,,,9,8,0.89,,,
,2. Champhai,2013 - 2014,,,,10,11,1.1,,,
,,2014 - 2015,,,,13,19,1.46,,,
,,2015 - 2016,,,,5,6,1.2,,,
,,2016 - 2017,,,,6,9,1.5,,,
,,2017 - 2018,2,4,2,2,3,1.5,,,
,,2018 - 2019,,,,21,19,0.9,,,
,,2019 - 2020,,,,24,32,1.33,,,
,,2021 - 2022,,,,10,12,1.2,,,
,,2022 - 2023,,,,12,14,1.17,,,
,3. Hnahthial,2020 - 2021,,,,2,4,2,,,
,,2021 - 2022,,,,6,3,0.5,,,
,,2022 - 2023,,,,2,4,2,,,
,4. Khawzawl,2020 - 2021,,,,11,13,1.18,,,
,,2021 - 2022,,,,11,10,0.91,,,
,,2022 - 2023,,,,10,9,0.9,,,
,5. Kolasib,2013 - 2014,,,,34,39,1.15,,,
,,2014 - 2015,,,,35,30,0.86,,,
,,2015 - 2016,,,,44,39,0.89,,,
,,2016 - 2017,46,41,0.89,46,40,0.87,,,
,,2017 - 2018,46,41,0.89,37,32,0.86,,,
,,2018 - 2019,46,41,0.89,37,32,0.86,,,
,,2019 - 2020,47,44,0.94,32,32,1,,,
,,2020 - 2021,27,29,1.07,110,109,0.99,,,
,,2021 - 2022,29,33,1.14,95,100,1.05,,,
,,2022 - 2023,17,19,1.12,79,79,1,,,
,6. Lawngtlai,2013 - 2014,,,,23,9,0.39,,,
,,2014 - 2015,,,,28,11,0.39,,,
,,2015 - 2016,,,,24,29,1.21,,,
,,2016 - 2017,,,,28,34,1.21,,,
,,2017 - 2018,,,,53.8,65.1,1.21,,,
,,2018 - 2019,,,,33,40,1.21,,,
,,2019 - 2020,,,,42,61,1.45,,,
,,2020 - 2021,,,,62,63,1.02,,,
,,2021 - 2022,,,,53,56,1.06,,,
,,2022 - 2023,,,,45,47,1.04,,,
,7. Lunglei,2013 - 2014,,,,31,34,1.1,,,
,,2014 - 2015,,,,22,24,1.09,,,
,,2015 - 2016,,,,31,37,1.19,,,
,,2016 - 2017,,,,15,30,2,,,
,,2017 - 2018,2,1,0.5,15,27,1.8,,,
,,2018 - 2019,,,,15,30,2,,,
,,2019 - 2020,,,,16,32,2,,,
,,2020 - 2021,,,,17,32,1.88,,,
,8. Mamit,2014 - 2015,,,,8,7,0.88,,,
,,2017 - 2018,,,,2,2,1,,,
,,2020 - 2021,,,,5,2,0.4,,,
,,2022 - 2023,,,,10,36,3.6,,,
,9. Saiha,2016 - 2017,,,,2,2,1,,,
,,2017 - 2018,,,,2,2.5,1.25,,,
,,2018 - 2019,,,,3,3,1,,,
,,2019 - 2020,,,,2,2.2,1.1,,,
,,2020 - 2021,,,,3,3,1,,,
,,2021 - 2022,,,,3,3,1,,,
,,2022 - 2023,,,,3,3,1,,,
,10. Saitual,2020 - 2021,,,,3,4,1.33,,,
,,2021 - 2022,,,,2,5,2.5,,,
,11. Serchhip,2013 - 2014,,,,122,103,0.84,,,
,,2014 - 2015,,,,144,121,0.84,,,
,,2015 - 2016,,,,144,121,0.84,,,
,,2016 - 2017,,,,155,133,0.86,,,
,,2017 - 2018,,,,139,123.7,0.89,,,
,,2018 - 2019,,,,140,127,0.91,,,
,,2019 - 2020,,,,140,132,0.94,,,
,,2020 - 2021,,,,140,132,0.94,,,
,,2021 - 2022,,,,148,143,0.97,,,
,,2022 - 2023,,,,148,143,0.97,,,
19. Nagaland,1. Chumoukedima,2022 - 2023,,,,60,55,0.92,,,
,2. Dimapur,2013 - 2014,,,,480,440,0.92,,,
,,2014 - 2015,,,,500,460,0.92,,,
,,2015 - 2016,,,,500,460,0.92,,,
,,2016 - 2017,,,,520,470,0.9,,,
,,2017 - 2018,,,,520,480,0.92,,,
,,2018 - 2019,,,,520,480,0.92,,,
,,2019 - 2020,,,,520,480,0.92,,,
,,2020 - 2021,,,,520,480,0.92,,,
,,2021 - 2022,,,,150,142,0.95,,,
,,2022 - 2023,,,,18,17,0.94,,,
,3. Kiphire,2013 - 2014,,,,100,70,0.7,,,
,,2014 - 2015,,,,100,70,0.7,,,
,,2015 - 2016,,,,100,70,0.7,,,
,,2016 - 2017,,,,100,90,0.9,,,
,,2017 - 2018,,,,100,90,0.9,,,
,,2018 - 2019,,,,100,90,0.9,,,
,,2019 - 2020,,,,100,90,0.9,,,
,,2020 - 2021,,,,100,92,0.92,,,
,,2021 - 2022,,,,1,1,1,,,
,,2022 - 2023,,,,2,2,1,,,
,4. Kohima,2013 - 2014,,,,290,260,0.9,,,
,,2014 - 2015,,,,290,260,0.9,,,
,,2015 - 2016,,,,290,260,0.9,,,
,,2016 - 2017,,,,300,270,0.9,,,
,,2017 - 2018,,,,300,280,0.93,,,
,,2018 - 2019,,,,310,280,0.9,,,
,,2019 - 2020,,,,310,280,0.9,,,
,,2020 - 2021,,,,310,285,0.92,,,
,5. Longleng,2013 - 2014,,,,90,80,0.89,,,
,,2014 - 2015,,,,90,80,0.89,,,
,,2015 - 2016,,,,100,90,0.9,,,
,,2016 - 2017,,,,110,100,0.91,,,
,,2017 - 2018,,,,110,100,0.91,,,
,,2018 - 2019,,,,110,100,0.91,,,
,,2019 - 2020,,,,110,100,0.91,,,
,,2020 - 2021,,,,110,100,0.91,,,
,6. Mokokchung,2013 - 2014,,,,290,260,0.9,,,
,,2014 - 2015,,,,290,260,0.9,,,
,,2015 - 2016,,,,290,260,0.9,,,
,,2016 - 2017,,,,300,270,0.9,,,
,,2017 - 2018,,,,300,270,0.9,,,
,,2018 - 2019,,,,300,270,0.9,,,
,,2019 - 2020,,,,300,270,0.9,,,
,,2020 - 2021,,,,300,275,0.92,,,
,,2021 - 2022,,,,45,36,0.8,,,
,,2022 - 2023,,,,88,86,0.98,,,
,7. Mon,2013 - 2014,,,,310,280,0.9,,,
,,2014 - 2015,,,,310,280,0.9,,,
,,2015 - 2016,,,,320,290,0.91,,,
,,2016 - 2017,,,,330,300,0.91,,,
,,2017 - 2018,,,,330,300,0.91,,,
,,2018 - 2019,,,,330,300,0.91,,,
,,2019 - 2020,,,,330,300,0.91,,,
,,2020 - 2021,,,,330,302,0.92,,,
,,2021 - 2022,,,,100,90,0.9,,,
,,2022 - 2023,,,,153,149,0.97,,,
,8. Nuiland,2022 - 2023,,,,82,79,0.96,,,
,9. Peren,2013 - 2014,,,,200,180,0.9,,,
,,2014 - 2015,,,,210,190,0.9,,,
,,2015 - 2016,,,,220,200,0.91,,,
,,2016 - 2017,,,,230,210,0.91,,,
,,2017 - 2018,,,,230,210,0.91,,,
,,2018 - 2019,,,,230,210,0.91,,,
,,2019 - 2020,,,,230,210,0.91,,,
,,2020 - 2021,,,,230,212,0.92,,,
,,2021 - 2022,,,,90,68,0.76,,,
,,2022 - 2023,,,,138,129,0.93,,,
,10. Phek,2013 - 2014,,,,430,390,0.91,,,
,,2014 - 2015,,,,440,410,0.93,,,
,,2015 - 2016,,,,440,410,0.93,,,
,,2016 - 2017,,,,460,420,0.91,,,
,,2017 - 2018,,,,460,420,0.91,,,
,,2018 - 2019,,,,460,420,0.91,,,
,,2019 - 2020,,,,460,420,0.91,,,
,,2020 - 2021,,,,460,422,0.92,,,
,,2021 - 2022,,,,19,19,1,,,
,,2022 - 2023,,,,29,28,0.97,,,
,11. Tuensang,2013 - 2014,,,,310,280,0.9,,,
,,2014 - 2015,,,,310,280,0.9,,,
,,2015 - 2016,,,,310,280,0.9,,,
,,2016 - 2017,,,,360,320,0.89,,,
,,2017 - 2018,,,,360,320,0.89,,,
,,2018 - 2019,,,,360,320,0.89,,,
,,2019 - 2020,,,,360,320,0.89,,,
,,2020 - 2021,,,,360,330,0.92,,,
,12. Wokha,2013 - 2014,,,,190,170,0.89,,,
,,2014 - 2015,,,,190,170,0.89,,,
,,2015 - 2016,,,,200,180,0.9,,,
,,2016 - 2017,,,,210,190,0.9,,,
,,2017 - 2018,,,,210,190,0.9,,,
,,2018 - 2019,,,,210,190,0.9,,,
,,2019 - 2020,,,,210,190,0.9,,,
,,2020 - 2021,,,,210,192,0.91,,,
,,2021 - 2022,,,,4,6,1.5,,,
,,2022 - 2023,,,,56,52,0.93,,,
,13. Zunheboto,2013 - 2014,,,,280,250,0.89,,,
,,2014 - 2015,,,,280,250,0.89,,,
,,2015 - 2016,,,,280,250,0.89,,,
,,2016 - 2017,,,,280,250,0.89,,,
,,2017 - 2018,,,,280,260,0.93,,,
,,2018 - 2019,,,,280,260,0.93,,,
,,2019 - 2020,,,,280,260,0.93,,,
,,2020 - 2021,,,,280,260,0.93,,,
,,2021 - 2022,,,,24,19,0.79,,,
,,2022 - 2023,,,,37,33,0.89,,,
20. Odisha,1. Anugul,2019 - 2020,,,,"9,250.00","9,570.00",1.03,,,
,2. Balangir,2019 - 2020,,,,"8,600.00","10,310.00",1.2,,,
,3. Bargarh,2019 - 2020,,,,"2,060.00","1,900.00",0.92,,,
,4. Boudh,2019 - 2020,,,,"4,810.00","4,500.00",0.94,,,
,5. Cuttack,2019 - 2020,,,,310,270,0.87,,,
,6. Deogarh,2019 - 2020,,,,"2,900.00","3,120.00",1.08,,,
,7. Dhenkanal,2019 - 2020,,,,"3,050.00","2,830.00",0.93,,,
,8. Gajapati,2019 - 2020,,,,"3,100.00","2,810.00",0.91,,,
,9. Ganjam,2019 - 2020,,,,"15,470.00","15,750.00",1.02,,,
,10. Jajapur,2019 - 2020,,,,450,360,0.8,,,
,11. Jharsuguda,2019 - 2020,,,,310,320,1.03,,,
,12. Kalahandi,2019 - 2020,,,,"19,350.00","34,520.00",1.78,,,
,13. Kandhamal,2019 - 2020,,,,"4,570.00","3,360.00",0.74,,,
,14. Kendrapara,2019 - 2020,,,,10,10,1,,,
,15. Kendujhar,2019 - 2020,,,,"2,690.00","3,030.00",1.13,,,
,16. Khordha,2019 - 2020,,,,480,200,0.42,,,
,17. Koraput,2019 - 2020,,,,"4,410.00","4,700.00",1.07,,,
,18. Malkangiri,2019 - 2020,,,,"1,180.00",850,0.72,,,
,19. Mayurbhanj,2019 - 2020,,,,"5,800.00","4,810.00",0.83,,,
,20. Nabarangpur,2019 - 2020,,,,"1,250.00","1,130.00",0.9,,,
,21. Nayagarh,2019 - 2020,,,,"1,000.00",890,0.89,,,
,22. Nuapada,2019 - 2020,,,,"5,040.00","5,550.00",1.1,,,
,23. Rayagada,2019 - 2020,,,,"16,120.00","19,300.00",1.2,,,
,24. Sambalpur,2019 - 2020,,,,"2,790.00","3,190.00",1.14,,,
,25. Sonepur,2019 - 2020,,,,"6,130.00","5,010.00",0.82,,,
,26. Sundargarh,2019 - 2020,,,,"7,500.00","6,290.00",0.84,,,
21. Punjab,1. Amritsar,2013 - 2014,,,,200,200,1,,,
,,2014 - 2015,,,,200,180,0.9,,,
,,2015 - 2016,,,,200,200,1,,,
,,2016 - 2017,,,,400,300,0.75,,,
,,2017 - 2018,,,,400,400,1,,,
,,2018 - 2019,,,,300,300,1,,,
,,2019 - 2020,,,,300,300,1,,,
,,2020 - 2021,,,,100,100,1,,,
,,2021 - 2022,,,,100,100,1,,,
,,2022 - 2023,,,,100,100,1,,,
,2. Barnala,2013 - 2014,,,,100,100,1,,,
,,2014 - 2015,,,,100,90,0.9,,,
,,2016 - 2017,,,,100,100,1,,,
,,2017 - 2018,,,,100,100,1,,,
,,2018 - 2019,,,,100,100,1,,,
,,2020 - 2021,,,,100,100,1,,,
,,2021 - 2022,,,,100,100,1,,,
,3. Bathinda,2016 - 2017,,,,200,200,1,,,
,4. Faridkot,2016 - 2017,,,,100,100,1,,,
,5. Fazilka,2016 - 2017,,,,"2,400.00","2,100.00",0.88,,,
,,2017 - 2018,,,,200,300,1.5,,,
,6. Firozepur,2017 - 2018,,,,100,100,1,,,
,7. Jalandhar,2013 - 2014,,,,400,400,1,,,
,,2014 - 2015,,,,400,350,0.88,,,
,,2015 - 2016,,,,400,410,1.03,,,
,,2016 - 2017,,,,300,300,1,,,
,,2017 - 2018,,,,300,300,1,,,
,,2018 - 2019,,,,300,300,1,,,
,,2019 - 2020,,,,200,300,1.5,,,
,,2020 - 2021,,,,300,400,1.33,,,
,,2021 - 2022,,,,200,200,1,,,
,,2022 - 2023,,,,300,300,1,,,
,8. Ludhiana,2013 - 2014,,,,900,800,0.89,,,
,,2014 - 2015,,,,700,760,1.09,,,
,,2015 - 2016,,,,700,750,1.07,,,
,,2016 - 2017,,,,700,500,0.71,,,
,,2017 - 2018,,,,600,600,1,,,
,,2018 - 2019,,,,600,600,1,,,
,,2019 - 2020,,,,600,600,1,,,
,,2020 - 2021,,,,500,600,1.2,,,
,,2021 - 2022,,,,400,400,1,,,
,,2022 - 2023,,,,300,400,1.33,,,
,9. Malerkotla,2021 - 2022,,,,100,100,1,,,
,,2022 - 2023,,,,100,100,1,,,
,10. Mansa,2016 - 2017,,,,100,100,1,,,
,11. Moga,2013 - 2014,,,,200,200,1,,,
,,2014 - 2015,,,,200,100,0.5,,,
,,2015 - 2016,,,,300,300,1,,,
,,2016 - 2017,,,,200,200,1,,,
,,2017 - 2018,,,,200,200,1,,,
,,2018 - 2019,,,,300,400,1.33,,,
,,2019 - 2020,,,,300,300,1,,,
,,2020 - 2021,,,,300,400,1.33,,,
,,2021 - 2022,,,,200,300,1.5,,,
,,2022 - 2023,,,,200,200,1,,,
,12. Muktsar,2016 - 2017,,,,500,400,0.8,,,
,,2017 - 2018,,,,200,200,1,,,
,13. Rupnagar,2014 - 2015,,,,100,90,0.9,,,
,,2015 - 2016,,,,100,100,1,,,
,,2016 - 2017,,,,100,100,1,,,
,14. S.a.s nagar,2013 - 2014,,,,300,300,1,,,
,,2014 - 2015,,,,300,280,0.93,,,
,,2015 - 2016,,,,200,200,1,,,
,,2016 - 2017,,,,200,200,1,,,
,,2017 - 2018,,,,200,200,1,,,
,,2018 - 2019,,,,200,200,1,,,
,,2019 - 2020,,,,200,200,1,,,
,,2020 - 2021,,,,200,200,1,,,
,,2021 - 2022,,,,100,100,1,,,
,,2022 - 2023,,,,100,100,1,,,
,15. Sangrur,2013 - 2014,,,,400,300,0.75,,,
,,2014 - 2015,,,,300,370,1.23,,,
,,2015 - 2016,,,,300,330,1.1,,,
,,2016 - 2017,,,,200,200,1,,,
,,2017 - 2018,,,,200,200,1,,,
,,2018 - 2019,,,,200,200,1,,,
,,2019 - 2020,,,,100,100,1,,,
,,2020 - 2021,,,,100,100,1,,,
,,2021 - 2022,,,,100,100,1,,,
,16. Tarn taran,2013 - 2014,,,,400,300,0.75,,,
,,2014 - 2015,,,,300,170,0.57,,,
,,2015 - 2016,,,,400,340,0.85,,,
,,2016 - 2017,,,,200,100,0.5,,,
,,2017 - 2018,,,,100,100,1,,,
,,2018 - 2019,,,,300,300,1,,,
,,2019 - 2020,,,,300,400,1.33,,,
,,2020 - 2021,,,,200,200,1,,,
,,2021 - 2022,,,,200,100,0.5,,,
,,2022 - 2023,,,,100,100,1,,,
22. Rajasthan,1. Ajmer,2014 - 2015,,,,1,1,1,,,
,,2016 - 2017,,,,2,,0,,,
,2. Alwar,2013 - 2014,,,,"2,139.00","2,324.00",1.09,,,
,,2014 - 2015,,,,"1,453.00","1,775.00",1.22,,,
,,2015 - 2016,,,,"1,071.00","1,151.00",1.07,,,
,,2016 - 2017,,,,"1,921.00","2,187.00",1.14,,,
,,2017 - 2018,,,,826,902,1.09,,,
,,2018 - 2019,,,,641,770,1.2,,,
,,2019 - 2020,,,,94,115,1.22,,,
,,2020 - 2021,,,,70,84,1.2,,,
,,2021 - 2022,,,,79,84,1.06,,,
,,2022 - 2023,,,,23,36,1.57,,,
,3. Banswara,2013 - 2014,,,,"4,901.00","2,403.00",0.49,,,
,,2014 - 2015,,,,"4,756.00","2,055.00",0.43,,,
,,2015 - 2016,,,,"4,760.00","1,761.00",0.37,,,
,,2016 - 2017,,,,"4,362.00","3,491.00",0.8,,,
,,2017 - 2018,,,,"6,195.00","5,880.00",0.95,,,
,,2018 - 2019,,,,"4,046.00","3,303.00",0.82,,,
,,2019 - 2020,,,,"4,101.00","2,094.00",0.51,,,
,,2020 - 2021,,,,"3,722.00","2,806.00",0.75,,,
,,2021 - 2022,,,,"3,560.00","2,594.00",0.73,,,
,,2022 - 2023,,,,"3,408.00","2,859.00",0.84,,,
,4. Baran,2014 - 2015,,,,3,,0,,,
,,2015 - 2016,,,,8,4,0.5,,,
,,2016 - 2017,,,,29,30,1.03,,,
,,2017 - 2018,,,,11,9,0.82,,,
,,2018 - 2019,,,,1,1,1,,,
,5. Bharatpur,2013 - 2014,,,,47,60,1.28,,,
,,2014 - 2015,,,,123,125,1.02,,,
,,2015 - 2016,,,,111,114,1.03,,,
,,2016 - 2017,,,,184,174,0.95,,,
,,2017 - 2018,,,,26,26,1,,,
,,2018 - 2019,,,,18,18,1,,,
,,2019 - 2020,,,,16,16,1,,,
,,2021 - 2022,,,,6,6,1,,,
,6. Bhilwara,2013 - 2014,,,,3,1,0.33,,,
,,2016 - 2017,,,,15,30,2,,,
,,2017 - 2018,,,,18,28,1.56,,,
,,2018 - 2019,,,,2,2,1,,,
,,2019 - 2020,,,,5,4,0.8,,,
,,2020 - 2021,,,,6,5,0.83,,,
,,2022 - 2023,,,,36,38,1.06,,,
,7. Bikaner,2016 - 2017,,,,14,14,1,,,
,,2017 - 2018,,,,5,5,1,,,
,,2022 - 2023,,,,1,1,1,,,
,8. Bundi,2013 - 2014,,,,10,8,0.8,,,
,,2014 - 2015,,,,3,2,0.67,,,
,,2015 - 2016,,,,11,11,1,,,
,,2016 - 2017,,,,65,45,0.69,,,
,,2017 - 2018,,,,7,5,0.71,,,
,,2019 - 2020,,,,2,2,1,,,
,,2020 - 2021,,,,2,2,1,,,
,,2021 - 2022,,,,1,1,1,,,
,,2022 - 2023,,,,9,4,0.44,,,
,9. Chittorgarh,2013 - 2014,,,,5,3,0.6,,,
,,2015 - 2016,,,,6,1,0.17,,,
,,2016 - 2017,,,,9,3,0.33,,,
,,2017 - 2018,,,,4,1,0.25,,,
,,2019 - 2020,,,,5,2,0.4,,,
,,2020 - 2021,,,,7,3,0.43,,,
,10. Dausa,2013 - 2014,,,,37,54,1.46,,,
,,2014 - 2015,,,,21,32,1.52,,,
,,2015 - 2016,,,,24,43,1.79,,,
,,2016 - 2017,,,,36,26,0.72,,,
,,2017 - 2018,,,,11,7,0.64,,,
,,2021 - 2022,,,,1,1,1,,,
,11. Dholpur,2013 - 2014,,,,604,604,1,,,
,,2014 - 2015,,,,522,505,0.97,,,
,,2015 - 2016,,,,516,472,0.91,,,
,,2016 - 2017,,,,444,710,1.6,,,
,,2017 - 2018,,,,403,644,1.6,,,
,,2018 - 2019,,,,431,693,1.61,,,
,,2019 - 2020,,,,209,336,1.61,,,
,,2020 - 2021,,,,202,314,1.55,,,
,,2021 - 2022,,,,50,50,1,,,
,,2022 - 2023,,,,41,41,1,,,
,12. Dungarpur,2013 - 2014,,,,"1,732.00",603,0.35,,,
,,2014 - 2015,,,,"1,496.00",434,0.29,,,
,,2015 - 2016,,,,"1,439.00",519,0.36,,,
,,2016 - 2017,,,,"1,317.00","1,054.00",0.8,,,
,,2017 - 2018,,,,"1,318.00","1,018.00",0.77,,,
,,2018 - 2019,,,,"1,256.00","1,005.00",0.8,,,
,,2019 - 2020,,,,"1,187.00",275,0.23,,,
,,2020 - 2021,,,,999,797,0.8,,,
,,2021 - 2022,,,,"1,001.00",706,0.71,,,
,,2022 - 2023,,,,928,313,0.34,,,
,13. Ganganagar,2013 - 2014,,,,1,2,2,,,
,,2015 - 2016,,,,14,17,1.21,,,
,,2016 - 2017,,,,"3,133.00","6,266.00",2,,,
,,2017 - 2018,,,,78,156,2,,,
,,2018 - 2019,,,,49,67,1.37,,,
,,2019 - 2020,,,,13,18,1.38,,,
,,2020 - 2021,,,,9,13,1.44,,,
,,2022 - 2023,,,,1,2,2,,,
,14. Hanumangarh,2013 - 2014,,,,1,,0,,,
,,2015 - 2016,,,,16,13,0.81,,,
,,2016 - 2017,,,,"1,864.00",774,0.42,,,
,,2017 - 2018,,,,48,36,0.75,,,
,,2018 - 2019,,,,22,17,0.77,,,
,,2019 - 2020,,,,1,,0,,,
,,2021 - 2022,,,,1,1,1,,,
,,2022 - 2023,,,,1,1,1,,,
,15. Jaipur,2013 - 2014,,,,599,599,1,,,
,,2014 - 2015,,,,620,620,1,,,
,,2015 - 2016,,,,439,146,0.33,,,
,,2016 - 2017,,,,249,80,0.32,,,
,,2017 - 2018,,,,81,51,0.63,,,
,,2018 - 2019,,,,41,26,0.63,,,
,,2019 - 2020,,,,22,18,0.82,,,
,,2020 - 2021,,,,27,27,1,,,
,,2021 - 2022,,,,47,24,0.51,,,
,,2022 - 2023,,,,1,1,1,,,
,16. Jaisalmer,2015 - 2016,,,,8,1,0.13,,,
,,2016 - 2017,,,,1,1,1,,,
,,2017 - 2018,,,,4,1,0.25,,,
,17. Jalore,2014 - 2015,,,,1,,0,,,
,,2015 - 2016,,,,3,,0,,,
,,2018 - 2019,,,,2,,0,,,
,18. Jhalawar,2013 - 2014,,,,136,109,0.8,,,
,,2014 - 2015,,,,113,113,1,,,
,,2015 - 2016,,,,53,32,0.6,,,
,,2016 - 2017,,,,168,40,0.24,,,
,,2017 - 2018,,,,145,116,0.8,,,
,,2018 - 2019,,,,55,44,0.8,,,
,,2019 - 2020,,,,46,18,0.39,,,
,,2020 - 2021,,,,6,9,1.5,,,
,,2021 - 2022,,,,9,6,0.67,,,
,,2022 - 2023,,,,1,1,1,,,
,19. Jhunjhunu,2020 - 2021,,,,1,0,0,,,
,20. Karauli,2013 - 2014,,,,314,374,1.19,,,
,,2014 - 2015,,,,347,420,1.21,,,
,,2015 - 2016,,,,259,238,0.92,,,
,,2016 - 2017,,,,184,183,0.99,,,
,,2017 - 2018,,,,179,194,1.08,,,
,,2018 - 2019,,,,114,125,1.1,,,
,,2019 - 2020,,,,150,74,0.49,,,
,,2020 - 2021,,,,147,152,1.03,,,
,,2021 - 2022,,,,127,125,0.98,,,
,,2022 - 2023,,,,21,16,0.76,,,
,21. Kota,2013 - 2014,,,,16,4,0.25,,,
,,2014 - 2015,,,,9,5,0.56,,,
,,2015 - 2016,,,,1,1,1,,,
,,2016 - 2017,,,,26,26,1,,,
,,2017 - 2018,,,,5,5,1,,,
,,2018 - 2019,,,,7,7,1,,,
,,2019 - 2020,,,,12,5,0.42,,,
,,2020 - 2021,,,,7,7,1,,,
,,2021 - 2022,,,,5,0,0,,,
,,2022 - 2023,,,,2,1,0.5,,,
,22. Pali,2013 - 2014,,,,56,,0,,,
,,2014 - 2015,,,,49,24,0.49,,,
,,2015 - 2016,,,,76,38,0.5,,,
,,2016 - 2017,,,,40,17,0.43,,,
,,2017 - 2018,,,,61,31,0.51,,,
,,2018 - 2019,,,,49,49,1,,,
,,2019 - 2020,,,,47,47,1,,,
,,2020 - 2021,,,,14,14,1,,,
,,2021 - 2022,,,,58,58,1,,,
,23. Pratapgarh,2013 - 2014,,,,625,257,0.41,,,
,,2014 - 2015,,,,497,497,1,,,
,,2015 - 2016,,,,372,239,0.64,,,
,,2016 - 2017,,,,310,465,1.5,,,
,,2017 - 2018,,,,286,429,1.5,,,
,,2018 - 2019,,,,315,473,1.5,,,
,,2019 - 2020,,,,290,264,0.91,,,
