State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2016 - 2017,72,68,0.94,,,,,,
,,2017 - 2018,76,71.8,0.94,,,,,,
,,2018 - 2019,86,81,0.94,,,,,,
,4. Imphal east,2013 - 2014,90,88,0.98,,,,,,
,,2014 - 2015,80,77.2,0.97,,,,,,
,,2015 - 2016,90,88,0.98,,,,,,
,,2016 - 2017,91,88.7,0.97,,,,,,
,,2017 - 2018,92,87.4,0.95,,,,,,
,,2018 - 2019,95,91,0.96,,,,,,
,5. Imphal west,2013 - 2014,92,87,0.95,,,,,,
,,2014 - 2015,82,73,0.89,,,,,,
,,2015 - 2016,95,90,0.95,,,,,,
,,2016 - 2017,96,89.2,0.93,,,,,,
,,2017 - 2018,98,91,0.93,,,,,,
,,2018 - 2019,99,92,0.93,,,,,,
,6. Senapati,2013 - 2014,64,55,0.86,,,,,,
,,2014 - 2015,64,48.4,0.76,,,,,,
,,2015 - 2016,67,58,0.87,,,,,,
,,2016 - 2017,69,60,0.87,,,,,,
,,2017 - 2018,74,64.6,0.87,,,,,,
,,2018 - 2019,80,73,0.91,,,,,,
,7. Tamenglong,2013 - 2014,80,71,0.89,,,,,,
,,2014 - 2015,80,66.8,0.84,,,,,,
,,2015 - 2016,85,79,0.93,,,,,,
,,2016 - 2017,89,84,0.94,,,,,,
,,2017 - 2018,95,72.2,0.76,,,,,,
,,2018 - 2019,99,83,0.84,,,,,,
,8. Thoubal,2013 - 2014,96,88,0.92,,,,,,
,,2014 - 2015,86,73.3,0.85,,,,,,
,,2015 - 2016,98,90,0.92,,,,,,
,,2016 - 2017,100,92.7,0.93,,,,,,
,,2017 - 2018,100,91.4,0.91,,,,,,
,,2018 - 2019,105,100,0.95,,,,,,
,9. Ukhrul,2013 - 2014,73,65,0.89,,,,,,
,,2014 - 2015,73,60.2,0.82,,,,,,
,,2015 - 2016,90,84,0.93,,,,,,
,,2016 - 2017,95,86,0.91,,,,,,
,,2017 - 2018,100,90.7,0.91,,,,,,
,,2018 - 2019,105,97,0.92,,,,,,
17. Meghalaya,1. East garo hills,2013 - 2014,312,288,0.92,,,,,,
,,2014 - 2015,313,296,0.95,,,,,,
,,2015 - 2016,314,304,0.97,,,,,,
,,2016 - 2017,319,310,0.97,,,,,,
,,2017 - 2018,321,313,0.98,,,,,,
,,2018 - 2019,322,315,0.98,,,,,,
,,2019 - 2020,323,317,0.98,,,,,,
,,2020 - 2021,323,317,0.98,,,,,,
,,2022 - 2023,323,317,0.98,,,,,,
,2. North garo hills,2013 - 2014,405,408,1.01,,,,,,
,,2014 - 2015,407,416,1.02,,,,,,
,,2015 - 2016,410,431,1.05,,,,,,
,,2016 - 2017,416,439,1.06,,,,,,
,,2017 - 2018,418,442,1.06,,,,,,
,,2018 - 2019,420,445,1.06,,,,,,
,,2019 - 2020,421,448,1.06,,,,,,
,,2020 - 2021,421,448,1.06,,,,,,
,,2022 - 2023,421,448,1.06,,,,,,
,3. South garo hills,2013 - 2014,69,70,1.01,,,,,,
,,2014 - 2015,70,74,1.06,,,,,,
,,2015 - 2016,71,77,1.08,,,,,,
,,2016 - 2017,71,78,1.1,,,,,,
,,2017 - 2018,71,78,1.1,,,,,,
,,2018 - 2019,71,78,1.1,,,,,,
,,2019 - 2020,71,78,1.1,,,,,,
,,2020 - 2021,71,78,1.1,,,,,,
,,2022 - 2023,93,112,1.2,,,,,,
,4. South west garo hills,2013 - 2014,276,312,1.13,,,,,,
,,2014 - 2015,277,322,1.16,,,,,,
,,2015 - 2016,278,334,1.2,,,,,,
,,2016 - 2017,282,340,1.21,,,,,,
,,2017 - 2018,284,343,1.21,,,,,,
,,2018 - 2019,286,346,1.21,,,,,,
,,2019 - 2020,287,348,1.21,,,,,,
,,2020 - 2021,287,348,1.21,,,,,,
,,2022 - 2023,287,348,1.21,,,,,,
,5. West garo hills,2013 - 2014,743,745,1,,,,,,
,,2014 - 2015,747,763,1.02,,,,,,
,,2015 - 2016,751,786,1.05,,,,,,
,,2016 - 2017,762,801,1.05,,,,,,
,,2017 - 2018,764,805,1.05,,,,,,
,,2018 - 2019,766,808,1.05,,,,,,
,,2019 - 2020,767,813,1.06,,,,,,
,,2020 - 2021,767,813,1.06,,,,,,
,,2022 - 2023,767,813,1.06,,,,,,
18. Nagaland,1. Chumoukedima,2022 - 2023,40,35,0.88,,,,,,
,2. Dimapur,2013 - 2014,100,100,1,,,,,,
,,2015 - 2016,110,110,1,,,,,,
,,2016 - 2017,100,80,0.8,,,,,,
,,2017 - 2018,110,90,0.82,,,,,,
,,2018 - 2019,100,90,0.9,,,,,,
,,2019 - 2020,100,90,0.9,,,,,,
,,2020 - 2021,100,90,0.9,,,,,,
,,2021 - 2022,85,78,0.92,,,,,,
,,2022 - 2023,41,33,0.8,,,,,,
,3. Kiphire,2013 - 2014,30,20,0.67,,,,,,
,,2015 - 2016,30,20,0.67,,,,,,
,,2016 - 2017,30,20,0.67,,,,,,
,,2017 - 2018,40,30,0.75,,,,,,
,,2018 - 2019,40,30,0.75,,,,,,
,,2019 - 2020,40,30,0.75,,,,,,
,,2020 - 2021,40,30,0.75,,,,,,
,,2021 - 2022,20,17,0.85,,,,,,
,,2022 - 2023,32,26,0.81,,,,,,
,4. Kohima,2013 - 2014,60,40,0.67,,,,,,
,,2015 - 2016,70,50,0.71,,,,,,
,,2016 - 2017,60,50,0.83,,,,,,
,,2017 - 2018,60,50,0.83,,,,,,
,,2018 - 2019,60,50,0.83,,,,,,
,,2019 - 2020,60,50,0.83,,,,,,
,,2020 - 2021,60,50,0.83,,,,,,
,,2021 - 2022,21,17,0.81,,,,,,
,,2022 - 2023,13,11,0.85,,,,,,
,5. Longleng,2013 - 2014,40,30,0.75,,,,,,
,,2015 - 2016,40,30,0.75,,,,,,
,,2016 - 2017,40,30,0.75,,,,,,
,,2017 - 2018,40,30,0.75,,,,,,
,,2018 - 2019,40,30,0.75,,,,,,
,,2019 - 2020,40,30,0.75,,,,,,
,,2020 - 2021,40,30,0.75,,,,,,
,,2021 - 2022,15,12,0.8,,,,,,
,,2022 - 2023,24,19,0.79,,,,,,
,6. Mokokchung,2013 - 2014,70,50,0.71,,,,,,
,,2015 - 2016,70,50,0.71,,,,,,
,,2016 - 2017,70,60,0.86,,,,,,
,,2017 - 2018,70,60,0.86,,,,,,
,,2018 - 2019,70,60,0.86,,,,,,
,,2019 - 2020,70,60,0.86,,,,,,
,,2020 - 2021,70,60,0.86,,,,,,
,,2021 - 2022,26,19,0.73,,,,,,
,,2022 - 2023,41,33,0.8,,,,,,
,7. Mon,2013 - 2014,70,60,0.86,,,,,,
,,2015 - 2016,70,60,0.86,,,,,,
,,2016 - 2017,70,60,0.86,,,,,,
,,2017 - 2018,70,60,0.86,,,,,,
,,2018 - 2019,70,60,0.86,,,,,,
,,2019 - 2020,70,60,0.86,,,,,,
,,2020 - 2021,70,60,0.86,,,,,,
,,2021 - 2022,25,21,0.84,,,,,,
,,2022 - 2023,39,34,0.87,,,,,,
,8. Noklak,2021 - 2022,15,12,0.8,,,,,,
,,2022 - 2023,24,19,0.79,,,,,,
,9. Nuiland,2022 - 2023,52,46,0.88,,,,,,
,10. Peren,2013 - 2014,70,60,0.86,,,,,,
,,2015 - 2016,80,70,0.88,,,,,,
,,2016 - 2017,80,70,0.88,,,,,,
,,2017 - 2018,90,80,0.89,,,,,,
,,2018 - 2019,90,70,0.78,,,,,,
,,2019 - 2020,90,70,0.78,,,,,,
,,2020 - 2021,90,70,0.78,,,,,,
,,2021 - 2022,30,23,0.77,,,,,,
,,2022 - 2023,49,41,0.84,,,,,,
,11. Phek,2013 - 2014,80,70,0.88,,,,,,
,,2015 - 2016,80,70,0.88,,,,,,
,,2016 - 2017,80,70,0.88,,,,,,
,,2017 - 2018,80,70,0.88,,,,,,
,,2018 - 2019,80,70,0.88,,,,,,
,,2019 - 2020,80,70,0.88,,,,,,
,,2020 - 2021,80,70,0.88,,,,,,
,,2021 - 2022,22,18,0.82,,,,,,
,,2022 - 2023,35,29,0.83,,,,,,
,12. Shamator,2022 - 2023,23,19,0.83,,,,,,
,13. Tseminyu,2022 - 2023,20,16,0.8,,,,,,
,14. Tuensang,2013 - 2014,70,60,0.86,,,,,,
,,2015 - 2016,70,60,0.86,,,,,,
,,2016 - 2017,70,60,0.86,,,,,,
,,2017 - 2018,70,60,0.86,,,,,,
,,2018 - 2019,70,60,0.86,,,,,,
,,2019 - 2020,70,60,0.86,,,,,,
,,2020 - 2021,70,60,0.86,,,,,,
,,2021 - 2022,30,25,0.83,,,,,,
,,2022 - 2023,24,20,0.83,,,,,,
,15. Wokha,2013 - 2014,90,80,0.89,,,,,,
,,2015 - 2016,90,80,0.89,,,,,,
,,2016 - 2017,90,70,0.78,,,,,,
,,2017 - 2018,90,80,0.89,,,,,,
,,2018 - 2019,80,70,0.88,,,,,,
,,2019 - 2020,80,70,0.88,,,,,,
,,2020 - 2021,80,70,0.88,,,,,,
,,2021 - 2022,30,25,0.83,,,,,,
,,2022 - 2023,48,39,0.81,,,,,,
,16. Zunheboto,2013 - 2014,60,50,0.83,,,,,,
,,2015 - 2016,60,50,0.83,,,,,,
,,2016 - 2017,60,50,0.83,,,,,,
,,2017 - 2018,60,50,0.83,,,,,,
,,2018 - 2019,60,50,0.83,,,,,,
,,2019 - 2020,60,50,0.83,,,,,,
,,2020 - 2021,60,50,0.83,,,,,,
,,2021 - 2022,55,47,0.85,,,,,,
,,2022 - 2023,85,68,0.8,,,,,,
19. Odisha,1. Anugul,2019 - 2020,"1,560.00","1,220.00",0.78,,,,,,
,2. Balangir,2019 - 2020,"1,050.00",830,0.79,,,,,,
,3. Baleshwar,2019 - 2020,90,70,0.78,,,,,,
,4. Bargarh,2019 - 2020,280,200,0.71,,,,,,
,5. Boudh,2019 - 2020,290,230,0.79,,,,,,
,6. Cuttack,2019 - 2020,390,300,0.77,,,,,,
,7. Deogarh,2019 - 2020,100,70,0.7,,,,,,
,8. Dhenkanal,2019 - 2020,670,540,0.81,,,,,,
,9. Ganjam,2019 - 2020,470,380,0.81,,,,,,
,10. Jagatsinghapur,2019 - 2020,20,20,1,,,,,,
,11. Jajapur,2019 - 2020,100,80,0.8,,,,,,
,12. Jharsuguda,2019 - 2020,110,90,0.82,,,,,,
,13. Kalahandi,2019 - 2020,"5,900.00","4,680.00",0.79,,,,,,
,14. Kandhamal,2019 - 2020,170,130,0.76,,,,,,
,15. Kendrapara,2019 - 2020,30,30,1,,,,,,
,16. Kendujhar,2019 - 2020,"4,110.00","3,310.00",0.81,,,,,,
,17. Khordha,2019 - 2020,190,140,0.74,,,,,,
,18. Koraput,2019 - 2020,"1,540.00","1,080.00",0.7,,,,,,
,19. Malkangiri,2019 - 2020,260,210,0.81,,,,,,
,20. Mayurbhanj,2019 - 2020,"3,020.00","2,280.00",0.75,,,,,,
,21. Nabarangpur,2019 - 2020,"2,300.00","1,730.00",0.75,,,,,,
,22. Nayagarh,2019 - 2020,560,450,0.8,,,,,,
,23. Nuapada,2019 - 2020,"1,600.00","1,260.00",0.79,,,,,,
,24. Puri,2019 - 2020,10,10,1,,,,,,
,25. Rayagada,2019 - 2020,140,110,0.79,,,,,,
,26. Sambalpur,2019 - 2020,190,150,0.79,,,,,,
,27. Sonepur,2019 - 2020,410,310,0.76,,,,,,
,28. Sundargarh,2019 - 2020,"2,260.00","1,760.00",0.78,,,,,,
20. Punjab,1. Amritsar,2013 - 2014,100,120,1.2,,,,,,
,2. Barnala,2013 - 2014,100,120,1.2,,,,,,
,,2014 - 2015,100,100,1,,,,,,
,,2018 - 2019,100,100,1,,,,,,
,,2020 - 2021,100,200,2,,,,,,
,,2021 - 2022,100,100,1,,,,,,
,,2022 - 2023,100,200,2,,,,,,
,3. Bathinda,2013 - 2014,200,230,1.15,,,,,,
,,2014 - 2015,200,210,1.05,,,,,,
,,2015 - 2016,200,190,0.95,,,,,,
,,2016 - 2017,200,300,1.5,,,,,,
,,2017 - 2018,100,100,1,,,,,,
,,2018 - 2019,200,300,1.5,,,,,,
,,2019 - 2020,200,300,1.5,,,,,,
,,2020 - 2021,100,100,1,,,,,,
,,2021 - 2022,100,200,2,,,,,,
,,2022 - 2023,100,100,1,,,,,,
,4. Fazilka,2013 - 2014,"1,100.00","1,400.00",1.27,,,,,,
,,2014 - 2015,900,960,1.07,,,,,,
,,2015 - 2016,800,"1,090.00",1.36,,,,,,
,,2016 - 2017,900,"1,200.00",1.33,,,,,,
,,2017 - 2018,"1,100.00","1,200.00",1.09,,,,,,
,,2018 - 2019,"1,100.00","1,500.00",1.36,,,,,,
,,2019 - 2020,"1,100.00","1,300.00",1.18,,,,,,
,,2020 - 2021,"1,000.00","1,400.00",1.4,,,,,,
,,2021 - 2022,"1,100.00","1,400.00",1.27,,,,,,
,,2022 - 2023,"1,100.00","1,000.00",0.91,,,,,,
,5. Gurdaspur,2022 - 2023,100,100,1,,,,,,
,6. Hoshiarpur,2015 - 2016,200,250,1.25,,,,,,
,,2016 - 2017,100,100,1,,,,,,
,,2018 - 2019,100,100,1,,,,,,
,,2020 - 2021,100,100,1,,,,,,
,,2021 - 2022,100,200,2,,,,,,
,,2022 - 2023,100,100,1,,,,,,
,7. Mansa,2014 - 2015,100,130,1.3,,,,,,
,,2015 - 2016,100,130,1.3,,,,,,
,,2016 - 2017,100,200,2,,,,,,
,,2017 - 2018,100,200,2,,,,,,
,,2018 - 2019,100,200,2,,,,,,
,,2019 - 2020,100,100,1,,,,,,
,,2020 - 2021,100,100,1,,,,,,
,,2021 - 2022,100,100,1,,,,,,
,,2022 - 2023,100,200,2,,,,,,
,8. Moga,2013 - 2014,100,120,1.2,,,,,,
,,2014 - 2015,100,110,1.1,,,,,,
,,2020 - 2021,100,100,1,,,,,,
,,2021 - 2022,100,100,1,,,,,,
,9. Muktsar,2013 - 2014,100,130,1.3,,,,,,
,,2014 - 2015,100,110,1.1,,,,,,
,,2015 - 2016,100,130,1.3,,,,,,
,,2016 - 2017,100,200,2,,,,,,
,,2017 - 2018,100,100,1,,,,,,
,10. Pathankot,2015 - 2016,100,130,1.3,,,,,,
,,2016 - 2017,100,100,1,,,,,,
,,2017 - 2018,100,100,1,,,,,,
,,2018 - 2019,100,100,1,,,,,,
,,2020 - 2021,100,100,1,,,,,,
,11. Patiala,2014 - 2015,100,110,1.1,,,,,,
,12. Rupnagar,2014 - 2015,100,140,1.4,,,,,,
,,2015 - 2016,100,130,1.3,,,,,,
,,2022 - 2023,100,100,1,,,,,,
,13. S.a.s nagar,2014 - 2015,100,80,0.8,,,,,,
,,2015 - 2016,100,130,1.3,,,,,,
,,2017 - 2018,100,100,1,,,,,,
,,2018 - 2019,100,100,1,,,,,,
,,2019 - 2020,100,100,1,,,,,,
,,2020 - 2021,100,100,1,,,,,,
,,2021 - 2022,100,100,1,,,,,,
,14. Sangrur,2013 - 2014,200,250,1.25,,,,,,
,,2016 - 2017,100,100,1,,,,,,
,,2017 - 2018,100,200,2,,,,,,
,,2018 - 2019,100,100,1,,,,,,
,,2020 - 2021,100,200,2,,,,,,
21. Rajasthan,1. Ajmer,2013 - 2014,"1,67,018.00","1,78,028.00",1.07,,,,,,
,,2014 - 2015,"82,743.00","38,464.00",0.46,,,,,,
,,2015 - 2016,"19,690.00","16,423.00",0.83,,,,,,
,,2016 - 2017,"1,49,361.00","1,25,353.00",0.84,,,,,,
,,2017 - 2018,"66,193.00","61,421.00",0.93,,,,,,
,,2018 - 2019,"91,332.00","86,129.00",0.94,,,,,,
,,2019 - 2020,"1,73,649.00","2,44,495.00",1.41,,,,,,
,,2020 - 2021,"1,00,043.00","1,21,129.00",1.21,,,,,,
,,2021 - 2022,"1,95,788.00","2,10,588.00",1.08,,,,,,
,,2022 - 2023,"1,73,621.00","1,71,651.00",0.99,,,,,,
,2. Alwar,2013 - 2014,"15,093.00","21,147.00",1.4,,,,,,
,,2014 - 2015,"12,261.00","11,685.00",0.95,,,,,,
,,2015 - 2016,"8,472.00","6,354.00",0.75,,,,,,
,,2016 - 2017,"11,057.00","16,298.00",1.47,,,,,,
,,2017 - 2018,"7,494.00","14,604.00",1.95,,,,,,
,,2018 - 2019,"11,770.00","16,654.00",1.41,,,,,,
,,2019 - 2020,"13,901.00","19,582.00",1.41,,,,,,
,,2020 - 2021,"10,539.00","14,209.00",1.35,,,,,,
,,2021 - 2022,"8,155.00","13,150.00",1.61,,,,,,
,,2022 - 2023,"7,249.00","11,869.00",1.64,,,,,,
,3. Banswara,2013 - 2014,"15,089.00","14,910.00",0.99,,,,,,
,,2014 - 2015,"14,295.00","14,087.00",0.99,,,,,,
,,2015 - 2016,"12,345.00","13,236.00",1.07,,,,,,
,,2016 - 2017,"11,925.00","13,045.00",1.09,,,,,,
,,2017 - 2018,"11,978.00","11,748.00",0.98,,,,,,
,,2018 - 2019,"14,877.00","16,989.00",1.14,,,,,,
,,2019 - 2020,"16,065.00","18,157.00",1.13,,,,,,
,,2020 - 2021,"14,468.00","18,587.00",1.28,,,,,,
,,2021 - 2022,"17,385.00","20,557.00",1.18,,,,,,
,,2022 - 2023,"16,994.00","19,081.00",1.12,,,,,,
,4. Baran,2013 - 2014,"9,217.00","8,853.00",0.96,,,,,,
,,2014 - 2015,"6,901.00","7,208.00",1.04,,,,,,
,,2015 - 2016,"8,635.00","11,739.00",1.36,,,,,,
,,2016 - 2017,"14,059.00","24,921.00",1.77,,,,,,
,,2017 - 2018,"71,017.00","1,30,884.00",1.84,,,,,,
,,2018 - 2019,"37,642.00","77,254.00",2.05,,,,,,
,,2019 - 2020,"47,274.00","89,422.00",1.89,,,,,,
,,2020 - 2021,"35,727.00","69,226.00",1.94,,,,,,
,,2021 - 2022,"50,585.00","98,934.00",1.96,,,,,,
,,2022 - 2023,"32,570.00","55,335.00",1.7,,,,,,
,5. Barmer,2013 - 2014,"1,209.00","1,031.00",0.85,,,,,,
,,2014 - 2015,103,75,0.73,,,,,,
,,2015 - 2016,102,91,0.89,,,,,,
,,2016 - 2017,"2,014.00","1,834.00",0.91,,,,,,
,,2017 - 2018,"2,847.00","3,057.00",1.07,,,,,,
,,2018 - 2019,278,320,1.15,,,,,,
,,2019 - 2020,"1,554.00",874,0.56,,,,,,
,,2020 - 2021,"1,516.00","1,989.00",1.31,,,,,,
,,2021 - 2022,"1,856.00","1,447.00",0.78,,,,,,
,,2022 - 2023,779,889,1.14,,,,,,
,6. Bharatpur,2013 - 2014,"4,919.00","7,017.00",1.43,,,,,,
,,2014 - 2015,"5,213.00","6,593.00",1.26,,,,,,
,,2015 - 2016,"3,465.00","2,510.00",0.72,,,,,,
,,2016 - 2017,"4,176.00","4,912.00",1.18,,,,,,
,,2017 - 2018,"3,455.00","2,823.00",0.82,,,,,,
,,2018 - 2019,"3,850.00","5,753.00",1.49,,,,,,
,,2019 - 2020,"3,950.00","3,501.00",0.89,,,,,,
,,2020 - 2021,"3,537.00","4,474.00",1.26,,,,,,
,,2021 - 2022,"1,170.00","1,594.00",1.36,,,,,,
,,2022 - 2023,923,"1,251.00",1.36,,,,,,
,7. Bhilwara,2013 - 2014,"45,739.00","56,984.00",1.25,,,,,,
,,2014 - 2015,"26,654.00","19,362.00",0.73,,,,,,
,,2015 - 2016,"12,255.00","10,523.00",0.86,,,,,,
,,2016 - 2017,"33,410.00","37,458.00",1.12,,,,,,
,,2017 - 2018,"34,021.00","38,512.00",1.13,,,,,,
,,2018 - 2019,"52,857.00","62,404.00",1.18,,,,,,
,,2019 - 2020,"79,724.00","1,30,794.00",1.64,,,,,,
,,2020 - 2021,"81,105.00","1,31,276.00",1.62,,,,,,
,,2021 - 2022,"1,27,072.00","1,90,760.00",1.5,,,,,,
,,2022 - 2023,"1,06,282.00","1,34,872.00",1.27,,,,,,
,8. Bikaner,2013 - 2014,"2,30,205.00","1,77,409.00",0.77,,,,,,
,,2014 - 2015,"2,20,951.00","1,70,868.00",0.77,,,,,,
,,2015 - 2016,"2,41,724.00","2,22,289.00",0.92,,,,,,
,,2016 - 2017,"2,26,587.00","1,93,588.00",0.85,,,,,,
,,2017 - 2018,"2,55,775.00","2,34,964.00",0.92,,,,,,
,,2018 - 2019,"2,44,225.00","2,44,478.00",1,,,,,,
,,2019 - 2020,"2,39,677.00","2,26,709.00",0.95,,,,,,
,,2020 - 2021,"2,44,732.00","1,91,265.00",0.78,,,,,,
,,2021 - 2022,"2,11,245.00","1,64,366.00",0.78,,,,,,
,,2022 - 2023,"1,16,512.00","94,364.00",0.81,,,,,,
,9. Bundi,2013 - 2014,"2,013.00","2,528.00",1.26,,,,,,
,,2014 - 2015,"1,624.00",559,0.34,,,,,,
,,2015 - 2016,"2,357.00","2,664.00",1.13,,,,,,
,,2016 - 2017,"7,169.00","10,818.00",1.51,,,,,,
,,2017 - 2018,"50,597.00","64,815.00",1.28,,,,,,
,,2018 - 2019,"24,572.00","35,361.00",1.44,,,,,,
,,2019 - 2020,"25,237.00","46,915.00",1.86,,,,,,
,,2020 - 2021,"21,987.00","39,880.00",1.81,,,,,,
,,2021 - 2022,"11,461.00","17,567.00",1.53,,,,,,
,,2022 - 2023,"17,811.00","30,694.00",1.72,,,,,,
,10. Chittorgarh,2013 - 2014,"6,717.00","9,180.00",1.37,,,,,,
,,2014 - 2015,"5,338.00","5,467.00",1.02,,,,,,
,,2015 - 2016,"4,827.00","5,378.00",1.11,,,,,,
,,2016 - 2017,"7,030.00","10,645.00",1.51,,,,,,
,,2017 - 2018,"17,052.00","25,041.00",1.47,,,,,,
,,2018 - 2019,"38,202.00","65,872.00",1.72,,,,,,
,,2019 - 2020,"46,982.00","1,00,252.00",2.13,,,,,,
,,2020 - 2021,"72,168.00","1,30,433.00",1.81,,,,,,
,,2021 - 2022,"1,04,915.00","1,86,154.00",1.77,,,,,,
,,2022 - 2023,"93,683.00","1,05,311.00",1.12,,,,,,
,11. Churu,2013 - 2014,"3,87,681.00","97,570.00",0.25,,,,,,
,,2014 - 2015,"2,19,686.00","68,547.00",0.31,,,,,,
,,2015 - 2016,"1,13,173.00","42,048.00",0.37,,,,,,
,,2016 - 2017,"2,19,107.00","76,132.00",0.35,,,,,,
,,2017 - 2018,"1,07,092.00","41,017.00",0.38,,,,,,
,,2018 - 2019,"1,55,947.00","65,325.00",0.42,,,,,,
,,2019 - 2020,"3,88,036.00","63,771.00",0.16,,,,,,
,,2020 - 2021,"1,83,774.00","28,630.00",0.16,,,,,,
,,2021 - 2022,"2,82,270.00","2,58,614.00",0.92,,,,,,
,,2022 - 2023,"3,32,749.00","57,140.00",0.17,,,,,,
,12. Dausa,2013 - 2014,"18,393.00","28,884.00",1.57,,,,,,
,,2014 - 2015,"18,919.00","24,290.00",1.28,,,,,,
,,2015 - 2016,"11,181.00","12,824.00",1.15,,,,,,
,,2016 - 2017,"14,655.00","21,826.00",1.49,,,,,,
,,2017 - 2018,"9,659.00","13,805.00",1.43,,,,,,
,,2018 - 2019,"16,456.00","26,415.00",1.61,,,,,,
,,2019 - 2020,"23,902.00","33,402.00",1.4,,,,,,
,,2020 - 2021,"15,171.00","20,058.00",1.32,,,,,,
,,2021 - 2022,"30,279.00","50,706.00",1.67,,,,,,
,,2022 - 2023,"27,762.00","42,901.00",1.55,,,,,,
,13. Dholpur,2013 - 2014,"1,321.00","2,168.00",1.64,,,,,,
,,2014 - 2015,"1,399.00","1,355.00",0.97,,,,,,
,,2015 - 2016,949,916,0.97,,,,,,
,,2016 - 2017,971,884,0.91,,,,,,
,,2017 - 2018,707,759,1.07,,,,,,
,,2018 - 2019,623,718,1.15,,,,,,
,,2019 - 2020,678,732,1.08,,,,,,
,,2020 - 2021,717,749,1.04,,,,,,
,,2021 - 2022,310,362,1.17,,,,,,
,,2022 - 2023,188,175,0.93,,,,,,
,14. Dungarpur,2013 - 2014,"16,701.00","18,374.00",1.1,,,,,,
,,2014 - 2015,"13,600.00","17,883.00",1.31,,,,,,
,,2015 - 2016,"10,841.00","10,919.00",1.01,,,,,,
,,2016 - 2017,"11,873.00","13,827.00",1.16,,,,,,
,,2017 - 2018,"11,703.00","14,616.00",1.25,,,,,,
,,2018 - 2019,"13,343.00","16,720.00",1.25,,,,,,
,,2019 - 2020,"14,489.00","20,691.00",1.43,,,,,,
,,2020 - 2021,"14,861.00","18,773.00",1.26,,,,,,
,,2021 - 2022,"17,980.00","24,850.00",1.38,,,,,,
,,2022 - 2023,"17,239.00","21,902.00",1.27,,,,,,
,15. Ganganagar,2013 - 2014,"78,274.00","82,380.00",1.05,,,,,,
,,2014 - 2015,"57,931.00","59,836.00",1.03,,,,,,
,,2015 - 2016,"67,746.00","80,398.00",1.19,,,,,,
,,2016 - 2017,"91,336.00","90,360.00",0.99,,,,,,
,,2017 - 2018,"98,512.00","98,909.00",1,,,,,,
,,2018 - 2019,"73,080.00","88,269.00",1.21,,,,,,
,,2019 - 2020,"86,834.00","1,13,395.00",1.31,,,,,,
,,2020 - 2021,"85,767.00","95,541.00",1.11,,,,,,
,,2021 - 2022,"64,618.00","74,832.00",1.16,,,,,,
,,2022 - 2023,"30,826.00","34,721.00",1.13,,,,,,
,16. Hanumangarh,2013 - 2014,"1,03,234.00","64,675.00",0.63,,,,,,
,,2014 - 2015,"78,682.00","65,448.00",0.83,,,,,,
,,2015 - 2016,"88,405.00","48,697.00",0.55,,,,,,
,,2016 - 2017,"1,09,031.00","74,050.00",0.68,,,,,,
,,2017 - 2018,"97,943.00","66,500.00",0.68,,,,,,
,,2018 - 2019,"1,10,432.00","1,06,885.00",0.97,,,,,,
,,2019 - 2020,"2,46,995.00","1,63,588.00",0.66,,,,,,
,,2020 - 2021,"1,30,559.00","45,591.00",0.35,,,,,,
,,2021 - 2022,"2,35,343.00","1,53,243.00",0.65,,,,,,
,,2022 - 2023,"1,67,640.00","82,397.00",0.49,,,,,,
,17. Jaipur,2013 - 2014,"1,44,230.00","1,75,109.00",1.21,,,,,,
,,2014 - 2015,"1,18,627.00","86,174.00",0.73,,,,,,
,,2015 - 2016,"15,175.00","12,939.00",0.85,,,,,,
,,2016 - 2017,"1,00,184.00","1,05,101.00",1.05,,,,,,
,,2017 - 2018,"26,462.00","25,797.00",0.97,,,,,,
,,2018 - 2019,"79,750.00","88,884.00",1.11,,,,,,
,,2019 - 2020,"1,21,117.00","1,52,151.00",1.26,,,,,,
,,2020 - 2021,"73,962.00","97,122.00",1.31,,,,,,
,,2021 - 2022,"1,26,802.00","1,74,167.00",1.37,,,,,,
,,2022 - 2023,"1,24,585.00","1,55,866.00",1.25,,,,,,
,18. Jaisalmer,2013 - 2014,"1,43,649.00","1,27,053.00",0.88,,,,,,
,,2014 - 2015,"1,07,829.00","48,549.00",0.45,,,,,,
,,2015 - 2016,"1,31,688.00","1,32,675.00",1.01,,,,,,
,,2016 - 2017,"1,52,935.00","1,36,888.00",0.9,,,,,,
,,2017 - 2018,"1,59,083.00","1,25,620.00",0.79,,,,,,
,,2018 - 2019,"1,62,658.00","1,81,000.00",1.11,,,,,,
,,2019 - 2020,"1,71,163.00","1,54,241.00",0.9,,,,,,
,,2020 - 2021,"1,90,118.00","94,116.00",0.5,,,,,,
,,2021 - 2022,"1,76,242.00","1,57,896.00",0.9,,,,,,
,,2022 - 2023,"1,57,352.00","1,42,300.00",0.9,,,,,,
,19. Jalore,2013 - 2014,"14,017.00","10,756.00",0.77,,,,,,
,,2014 - 2015,360,229,0.64,,,,,,
,,2015 - 2016,"1,587.00","1,183.00",0.75,,,,,,
,,2016 - 2017,"16,874.00","19,741.00",1.17,,,,,,
,,2017 - 2018,"27,234.00","31,497.00",1.16,,,,,,
,,2018 - 2019,379,424,1.12,,,,,,
