State,District,Year,rice_area,rice_production,rice_yield
Telangana,Jayashankar,2021-2022,63081.0,184387.0,5.83
Telangana,Jayashankar,2022-2023,78505.0,249920.0,6.34
Telangana,Jogulamba,2016-2017,22039.0,56412.0,5.18
Telangana,Jogulamba,2017-2018,26050.0,61542.0,4.82
Telangana,Jogulamba,2018-2019,27404.0,71878.0,5.38
Telangana,Jogulamba,2019-2020,45414.0,144349.0,6.35
Telangana,Jogulamba,2020-2021,56305.0,166986.0,5.970000000000001
Telangana,Jogulamba,2021-2022,52824.0,140535.0,5.53
Telangana,Jogulamba,2022-2023,63949.0,211069.0,6.58
Telangana,Kamareddy,2016-2017,79950.0,311934.0,7.81
Telangana,Kamareddy,2017-2018,93931.0,315188.0,6.83
Telangana,Kamareddy,2018-2019,78114.0,320509.0,8.01
Telangana,Kamareddy,2019-2020,159195.0,691237.0,8.66
Telangana,Kamareddy,2020-2021,199643.0,760974.0,7.63
Telangana,Kamareddy,2021-2022,176072.0,701671.0,8.120000000000001
Telangana,Kamareddy,2022-2023,227016.0,896100.0,7.84
Telangana,Karimnagar,2013-2014,417912.0,1500835.0,7.19
Telangana,Karimnagar,2014-2015,278433.0,990963.0,7.15
Telangana,Karimnagar,2015-2016,170398.0,553962.0,6.47
Telangana,Karimnagar,2016-2017,94981.0,387493.0,8.030000000000001
Telangana,Karimnagar,2017-2018,101888.0,368408.0,7.12
Telangana,Karimnagar,2018-2019,103319.0,386471.0,7.470000000000001
Telangana,Karimnagar,2019-2020,169127.0,618010.0,7.27
Telangana,Karimnagar,2020-2021,209420.0,771310.0,7.34
Telangana,Karimnagar,2021-2022,196430.0,666618.0,6.86
Telangana,Karimnagar,2022-2023,220070.0,705789.0,6.42
Telangana,Khammam,2013-2014,191784.0,575284.0,6.19
Telangana,Khammam,2014-2015,145708.0,456179.0,6.59
Telangana,Khammam,2015-2016,121722.0,369342.0,5.74
Telangana,Khammam,2016-2017,68734.0,260449.0,7.629999999999999
Telangana,Khammam,2017-2018,107336.0,346363.0,6.5
Telangana,Khammam,2018-2019,114280.0,394874.0,6.71
Telangana,Khammam,2019-2020,174289.0,654074.0,7.52
Telangana,Khammam,2020-2021,204583.0,675523.0,6.66
Telangana,Khammam,2021-2022,156779.0,460767.0,5.96
Telangana,Khammam,2022-2023,204301.0,710948.0,6.949999999999999
Telangana,Komaram bheem asifabad,2016-2017,14816.0,39916.0,5.29
Telangana,Komaram bheem asifabad,2017-2018,9574.0,19229.0,4.51
Telangana,Komaram bheem asifabad,2018-2019,14511.0,31043.0,4.44
Telangana,Komaram bheem asifabad,2019-2020,29227.0,82850.0,5.8
Telangana,Komaram bheem asifabad,2020-2021,28960.0,85370.0,6.359999999999999
Telangana,Komaram bheem asifabad,2021-2022,24134.0,60012.0,5.21
Telangana,Komaram bheem asifabad,2022-2023,31107.0,88043.0,5.74
Telangana,Mahabubabad,2016-2017,47781.0,159521.0,6.62
Telangana,Mahabubabad,2017-2018,53002.0,140624.0,5.66
Telangana,Mahabubabad,2018-2019,53725.0,173208.0,6.63
Telangana,Mahabubabad,2019-2020,92890.0,312710.0,6.73
Telangana,Mahabubabad,2020-2021,127819.0,403170.0,6.3100000000000005
Telangana,Mahabubabad,2021-2022,122790.0,357141.0,5.96
Telangana,Mahabubabad,2022-2023,144217.0,460664.0,6.3
Telangana,Mahbubnagar,2013-2014,168630.0,478700.0,5.640000000000001
Telangana,Mahbubnagar,2014-2015,160770.0,418097.0,5.28
Telangana,Mahbubnagar,2015-2016,96278.0,215022.0,4.43
Telangana,Mahbubnagar,2016-2017,52329.0,142165.0,5.369999999999999
Telangana,Mahbubnagar,2017-2018,59119.0,142899.0,4.88
Telangana,Mahbubnagar,2018-2019,18631.0,46476.0,5.029999999999999
Telangana,Mahbubnagar,2019-2020,31081.0,105067.0,6.77
Telangana,Mahbubnagar,2020-2021,95206.0,318234.0,6.66
Telangana,Mahbubnagar,2021-2022,98212.0,334337.0,6.859999999999999
Telangana,Mahbubnagar,2022-2023,135890.0,467054.0,6.9
Telangana,Mancherial,2016-2017,42223.0,139943.0,6.8100000000000005
Telangana,Mancherial,2017-2018,47334.0,121571.0,5.609999999999999
Telangana,Mancherial,2018-2019,60287.0,203485.0,6.890000000000001
Telangana,Mancherial,2019-2020,103753.0,338178.0,6.92
Telangana,Mancherial,2020-2021,110936.0,335396.0,6.34
Telangana,Mancherial,2021-2022,91124.0,246070.0,5.609999999999999
Telangana,Mancherial,2022-2023,105604.0,330641.0,6.31
Telangana,Medak,2013-2014,170970.0,624485.0,7.33
Telangana,Medak,2014-2015,110893.0,363084.0,6.66
Telangana,Medak,2015-2016,84171.0,239779.0,5.699999999999999
Telangana,Medak,2016-2017,77219.0,284970.0,7.19
Telangana,Medak,2017-2018,77541.0,241337.0,6.32
Telangana,Medak,2018-2019,43150.0,146955.0,6.7
Telangana,Medak,2019-2020,80081.0,330580.0,8.120000000000001
Telangana,Medak,2020-2021,148146.0,548409.0,7.56
Telangana,Medak,2021-2022,161341.0,605051.0,7.5
Telangana,Medak,2022-2023,224666.0,785776.0,6.98
Telangana,Medchal,2016-2017,6429.0,22592.0,6.52
Telangana,Medchal,2017-2018,9396.0,33903.0,7.23
Telangana,Medchal,2018-2019,6734.0,25841.0,7.52
Telangana,Medchal,2019-2020,9016.0,33551.0,7.380000000000001
Telangana,Medchal,2020-2021,11976.0,39917.0,6.75
Telangana,Medchal,2021-2022,9453.0,33944.0,7.0
Telangana,Medchal,2022-2023,13028.0,49878.0,7.609999999999999
Telangana,Mulugu,2018-2019,49296.0,175413.0,6.97
Telangana,Mulugu,2019-2020,54402.0,192688.0,7.25
Telangana,Mulugu,2020-2021,62399.0,189071.0,6.279999999999999
Telangana,Mulugu,2021-2022,51517.0,154587.0,6.04
Telangana,Mulugu,2022-2023,60282.0,189052.0,6.4
Telangana,Nagarkurnool,2016-2017,19209.0,48325.0,5.12
Telangana,Nagarkurnool,2017-2018,25906.0,73991.0,5.35
Telangana,Nagarkurnool,2018-2019,32550.0,82098.0,5.04
Telangana,Nagarkurnool,2019-2020,60390.0,205727.0,6.79
Telangana,Nagarkurnool,2020-2021,99655.0,307843.0,6.04
Telangana,Nagarkurnool,2021-2022,75035.0,228119.0,6.01
Telangana,Nagarkurnool,2022-2023,112760.0,383727.0,6.779999999999999
Telangana,Nalgonda,2013-2014,393743.0,1205285.0,6.109999999999999
Telangana,Nalgonda,2014-2015,323375.0,1041359.0,6.470000000000001
Telangana,Nalgonda,2015-2016,212730.0,620453.0,5.76
Telangana,Nalgonda,2016-2017,137550.0,474867.0,6.88
Telangana,Nalgonda,2017-2018,160735.0,477884.0,5.85
Telangana,Nalgonda,2018-2019,179755.0,574358.0,6.4
Telangana,Nalgonda,2019-2020,277871.0,957186.0,6.890000000000001
Telangana,Nalgonda,2020-2021,345953.0,1220314.0,7.03
Telangana,Nalgonda,2021-2022,362236.0,1209455.0,6.67
Telangana,Nalgonda,2022-2023,429354.0,1521865.0,7.07
Telangana,Narayanapet,2018-2019,30521.0,76088.0,5.029999999999999
Telangana,Narayanapet,2019-2020,59998.0,195301.0,6.54
Telangana,Narayanapet,2020-2021,80798.0,261165.0,6.47
Telangana,Narayanapet,2021-2022,79096.0,259056.0,6.65
Telangana,Narayanapet,2022-2023,120920.0,405414.0,6.71
Telangana,Nirmal,2016-2017,37593.0,115598.0,6.15
Telangana,Nirmal,2017-2018,36190.0,107691.0,6.109999999999999
Telangana,Nirmal,2018-2019,43343.0,143956.0,6.69
Telangana,Nirmal,2019-2020,79462.0,298989.0,7.52
Telangana,Nirmal,2020-2021,81477.0,278746.0,6.91
Telangana,Nirmal,2021-2022,70938.0,236713.0,6.83
Telangana,Nirmal,2022-2023,94498.0,313667.0,6.65
Telangana,Nizamabad,2013-2014,260812.0,1044192.0,7.98
Telangana,Nizamabad,2014-2015,169272.0,620525.0,7.4
Telangana,Nizamabad,2015-2016,98029.0,262787.0,5.66
Telangana,Nizamabad,2016-2017,186022.0,755076.0,8.1
Telangana,Nizamabad,2017-2018,173281.0,653761.0,7.569999999999999
Telangana,Nizamabad,2018-2019,168354.0,691659.0,8.16
Telangana,Nizamabad,2019-2020,273891.0,1121505.0,8.18
Telangana,Nizamabad,2020-2021,311839.0,1211752.0,7.77
Telangana,Nizamabad,2021-2022,293740.0,1139369.0,7.77
Telangana,Nizamabad,2022-2023,331040.0,1305515.0,7.890000000000001
Telangana,Peddapalli,2016-2017,96439.0,399210.0,8.15
Telangana,Peddapalli,2017-2018,88665.0,303881.0,7.01
Telangana,Peddapalli,2018-2019,98117.0,388119.0,7.890000000000001
Telangana,Peddapalli,2019-2020,155927.0,616848.0,7.91
Telangana,Peddapalli,2020-2021,162961.0,567042.0,6.99
Telangana,Peddapalli,2021-2022,153105.0,510204.0,6.76
Telangana,Peddapalli,2022-2023,170600.0,624819.0,7.33
Telangana,Rajanna,2016-2017,54266.0,212740.0,7.78
Telangana,Rajanna,2017-2018,45625.0,144575.0,6.33
Telangana,Rajanna,2018-2019,42001.0,152056.0,7.220000000000001
Telangana,Rajanna,2019-2020,94569.0,389479.0,8.29
Telangana,Rajanna,2020-2021,127873.0,454680.0,7.05
Telangana,Rajanna,2021-2022,118247.0,459997.0,7.92
Telangana,Rajanna,2022-2023,141003.0,511406.0,7.26
Telangana,Rangareddi,2013-2014,45040.0,102874.0,4.55
Telangana,Rangareddi,2014-2015,34882.0,91214.0,5.32
Telangana,Rangareddi,2015-2016,24283.0,61406.0,4.96
Telangana,Rangareddi,2016-2017,18411.0,52033.0,5.72
Telangana,Rangareddi,2017-2018,25355.0,70667.0,5.61
Telangana,Rangareddi,2018-2019,20027.0,54250.0,5.01
Telangana,Rangareddi,2019-2020,30618.0,92166.0,6.05
Telangana,Rangareddi,2020-2021,69062.0,236041.0,6.73
Telangana,Rangareddi,2021-2022,59357.0,199874.0,6.54
Telangana,Rangareddi,2022-2023,87391.0,315929.0,7.25
Telangana,Sangareddy,2016-2017,26406.0,104482.0,7.710000000000001
Telangana,Sangareddy,2017-2018,39357.0,148031.0,7.62
Telangana,Sangareddy,2018-2019,24026.0,71027.0,5.76
Telangana,Sangareddy,2019-2020,31514.0,115280.0,7.01
Telangana,Sangareddy,2020-2021,64627.0,215760.0,6.66
Telangana,Sangareddy,2021-2022,54822.0,205202.0,7.27
Telangana,Sangareddy,2022-2023,101047.0,384936.0,7.53
Telangana,Siddipet,2016-2017,71425.0,258255.0,6.93
Telangana,Siddipet,2017-2018,79870.0,283062.0,7.02
Telangana,Siddipet,2018-2019,64006.0,184672.0,5.69
Telangana,Siddipet,2019-2020,114697.0,432602.0,7.54
Telangana,Siddipet,2020-2021,202964.0,774123.0,7.529999999999999
Telangana,Siddipet,2021-2022,226943.0,856406.0,7.64
Telangana,Siddipet,2022-2023,289288.0,934587.0,6.46
Telangana,Suryapet,2016-2017,140924.0,498104.0,7.0600000000000005
Telangana,Suryapet,2017-2018,155582.0,560512.0,7.16
Telangana,Suryapet,2018-2019,175504.0,605362.0,6.91
Telangana,Suryapet,2019-2020,279827.0,1002945.0,7.16
Telangana,Suryapet,2020-2021,337207.0,1184755.0,7.0
Telangana,Suryapet,2021-2022,367403.0,1200413.0,6.53
Telangana,Suryapet,2022-2023,384553.0,1359409.0,7.07
Telangana,Vikarabad,2016-2017,20479.0,54011.0,5.279999999999999
Telangana,Vikarabad,2017-2018,19486.0,57037.0,5.779999999999999
Telangana,Vikarabad,2018-2019,15161.0,44286.0,5.8
Telangana,Vikarabad,2019-2020,24748.0,83727.0,6.74
Telangana,Vikarabad,2020-2021,58782.0,173973.0,5.92
Telangana,Vikarabad,2021-2022,53696.0,157083.0,5.91
Telangana,Vikarabad,2022-2023,91210.0,295879.0,6.48
Telangana,Wanaparthy,2016-2017,45642.0,128757.0,5.68
Telangana,Wanaparthy,2017-2018,55851.0,130235.0,4.84
Telangana,Wanaparthy,2018-2019,58722.0,172491.0,5.82
Telangana,Wanaparthy,2019-2020,102049.0,337353.0,6.609999999999999
Telangana,Wanaparthy,2020-2021,131043.0,412789.0,6.42
Telangana,Wanaparthy,2021-2022,91892.0,324554.0,6.84
Telangana,Wanaparthy,2022-2023,140192.0,492892.0,7.02
Telangana,Warangal,2013-2014,254853.0,800524.0,6.279999999999999
Telangana,Warangal,2014-2015,142007.0,437435.0,6.29
Telangana,Warangal,2015-2016,181073.0,572942.0,6.32
Telangana,Warangal,2016-2017,56850.0,209748.0,7.42
Telangana,Warangal,2017-2018,54000.0,147274.0,5.71
Telangana,Warangal,2018-2019,54239.0,183006.0,6.79
Telangana,Warangal,2019-2020,79668.0,286264.0,7.21
Telangana,Warangal,2020-2021,99175.0,338313.0,6.87
Telangana,Warangal,2021-2022,77708.0,245704.0,6.37
Telangana,Warangal,2022-2023,100323.0,340724.0,6.82
Telangana,Warangal urban,2016-2017,37970.0,137924.0,7.21
Telangana,Warangal urban,2017-2018,34797.0,117914.0,6.7
Telangana,Warangal urban,2018-2019,28700.0,97551.0,6.779999999999999
Telangana,Warangal urban,2019-2020,56849.0,207951.0,7.3
Telangana,Warangal urban,2020-2021,81999.0,270837.0,6.57
Telangana,Warangal urban,2021-2022,98829.0,349807.0,7.23
Telangana,Warangal urban,2022-2023,114086.0,424236.0,7.449999999999999
Telangana,Yadadri,2016-2017,77776.0,283458.0,7.21
Telangana,Yadadri,2017-2018,98930.0,342339.0,6.93
Telangana,Yadadri,2018-2019,86690.0,298677.0,6.91
Telangana,Yadadri,2019-2020,132583.0,481685.0,7.31
Telangana,Yadadri,2020-2021,182299.0,591429.0,6.42
Telangana,Yadadri,2021-2022,170422.0,563670.0,6.65
Telangana,Yadadri,2022-2023,238648.0,829921.0,6.96
The Dadra & Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2021-2022,15853.0,32800.0,2.07
The Dadra & Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2022-2023,15853.0,33038.0,2.08
The Dadra & Nagar Haveli and Daman and Diu,Daman,2021-2022,1434.0,2776.0,1.94
The Dadra & Nagar Haveli and Daman and Diu,Daman,2022-2023,1434.0,2791.0,1.95
Tripura,Dhalai,2013-2014,32839.0,81231.0,2.47
Tripura,Dhalai,2014-2015,32274.0,82856.0,2.57
Tripura,Dhalai,2015-2016,31722.0,78770.0,5.27
Tripura,Dhalai,2016-2017,34902.0,87262.0,9.57
Tripura,Dhalai,2017-2018,33848.0,87769.0,9.69
Tripura,Dhalai,2018-2019,34321.0,89252.18,9.75
Tripura,Dhalai,2019-2020,34247.0,87682.0,9.6
Tripura,Dhalai,2020-2021,34711.0,94639.0,10.21
Tripura,Dhalai,2021-2022,30277.0,84316.0,10.46
Tripura,Dhalai,2022-2023,28609.0,81456.0,10.5
Tripura,Gomati,2013-2014,31355.0,90682.0,2.89
Tripura,Gomati,2014-2015,35009.0,107500.0,3.07
Tripura,Gomati,2015-2016,37868.0,106934.0,5.66
Tripura,Gomati,2016-2017,39704.0,115579.0,9.58
Tripura,Gomati,2017-2018,38430.0,112753.0,9.71
Tripura,Gomati,2018-2019,37984.0,113552.35,9.65
Tripura,Gomati,2019-2020,38228.0,116989.0,9.96
Tripura,Gomati,2020-2021,38105.0,115724.0,10.04
Tripura,Gomati,2021-2022,38736.0,123952.0,10.47
Tripura,Gomati,2022-2023,37593.0,125568.0,10.71
Tripura,Khowai,2013-2014,24338.0,67649.0,2.78
Tripura,Khowai,2014-2015,23381.0,67131.0,2.87
Tripura,Khowai,2015-2016,25304.0,76114.0,6.12
Tripura,Khowai,2016-2017,27384.0,78428.0,9.59
Tripura,Khowai,2017-2018,26389.0,78231.0,10.08
Tripura,Khowai,2018-2019,25267.0,72715.23999999999,9.68
Tripura,Khowai,2019-2020,24210.0,70040.0,9.76
Tripura,Khowai,2020-2021,23726.0,70942.0,10.17
Tripura,Khowai,2021-2022,23480.0,75008.0,10.75
Tripura,Khowai,2022-2023,23304.0,74492.0,10.69
Tripura,North tripura,2013-2014,32584.0,78887.0,2.42
Tripura,North tripura,2014-2015,32623.0,83278.0,2.55
Tripura,North tripura,2015-2016,30581.0,81233.0,5.35
Tripura,North tripura,2016-2017,30418.0,80234.0,9.57
Tripura,North tripura,2017-2018,29357.0,74772.0,9.31
Tripura,North tripura,2018-2019,27461.0,69682.64,9.15
Tripura,North tripura,2019-2020,28671.0,78400.0,9.93
Tripura,North tripura,2020-2021,27414.0,74219.0,10.25
Tripura,North tripura,2021-2022,26624.0,76375.0,10.48
Tripura,North tripura,2022-2023,24764.0,74284.0,7.539999999999999
Tripura,Sepahijala,2013-2014,49364.0,149425.0,3.03
Tripura,Sepahijala,2014-2015,47973.0,150378.0,3.13
Tripura,Sepahijala,2015-2016,51270.0,166990.0,6.52
Tripura,Sepahijala,2016-2017,50271.0,162201.0,10.06
Tripura,Sepahijala,2017-2018,51143.0,163330.0,9.93
Tripura,Sepahijala,2018-2019,50103.0,159165.55,9.66
Tripura,Sepahijala,2019-2020,49907.0,158899.0,10.03
Tripura,Sepahijala,2020-2021,49363.0,159533.0,10.08
Tripura,Sepahijala,2021-2022,48771.0,164576.0,10.69
Tripura,Sepahijala,2022-2023,45632.0,158797.0,10.69
Tripura,South tripura,2013-2014,42246.0,127322.0,3.01
Tripura,South tripura,2014-2015,42639.0,128021.0,3.0
Tripura,South tripura,2015-2016,42734.0,132102.0,6.26
Tripura,South tripura,2016-2017,44752.0,144087.0,10.239999999999998
Tripura,South tripura,2017-2018,45537.0,151504.0,10.61
Tripura,South tripura,2018-2019,44541.0,142748.53,10.22
Tripura,South tripura,2019-2020,45015.0,149659.0,10.48
Tripura,South tripura,2020-2021,43389.0,141779.0,10.38
Tripura,South tripura,2021-2022,41516.0,138309.0,10.86
Tripura,South tripura,2022-2023,38999.0,131843.0,10.69
Tripura,Unakoti,2013-2014,17245.0,47041.0,2.73
Tripura,Unakoti,2014-2015,17674.0,51830.0,2.93
Tripura,Unakoti,2015-2016,23120.0,69777.0,6.22
Tripura,Unakoti,2016-2017,23013.0,64732.0,10.12
Tripura,Unakoti,2017-2018,22334.0,66533.0,10.55
Tripura,Unakoti,2018-2019,23142.0,66056.72,9.59
Tripura,Unakoti,2019-2020,20126.0,60179.0,10.16
Tripura,Unakoti,2020-2021,21142.0,62168.0,10.44
Tripura,Unakoti,2021-2022,21752.0,66565.0,10.8
Tripura,Unakoti,2022-2023,19701.0,62657.0,11.06
Tripura,West tripura,2013-2014,24283.0,69594.0,2.87
Tripura,West tripura,2014-2015,25700.0,75960.0,2.96
Tripura,West tripura,2015-2016,27194.0,82928.0,6.13
Tripura,West tripura,2016-2017,26662.0,82121.0,9.71
Tripura,West tripura,2017-2018,27030.0,77200.0,9.32
Tripura,West tripura,2018-2019,26545.0,80026.79000000001,9.670000000000002
Tripura,West tripura,2019-2020,26931.0,88396.0,10.2
Tripura,West tripura,2020-2021,25943.0,84028.0,10.72
Tripura,West tripura,2021-2022,24584.0,81778.0,10.85
Tripura,West tripura,2022-2023,23196.0,79725.0,10.71
Uttar Pradesh,Agra,2013-2014,8691.0,22475.0,2.59
Uttar Pradesh,Agra,2014-2015,10164.0,24231.0,2.38
Uttar Pradesh,Agra,2015-2016,9401.0,22553.0,2.4
Uttar Pradesh,Agra,2016-2017,4872.0,13281.0,2.73
Uttar Pradesh,Agra,2017-2018,5252.0,13109.0,2.5
Uttar Pradesh,Agra,2018-2019,5432.0,13374.0,2.46
Uttar Pradesh,Agra,2019-2020,5330.0,13730.0,5.17
Uttar Pradesh,Agra,2020-2021,5962.0,16223.0,2.72
Uttar Pradesh,Agra,2021-2022,5129.0,13135.0,2.56
Uttar Pradesh,Agra,2022-2023,6842.0,18391.0,2.69
Uttar Pradesh,Aligarh,2013-2014,87525.0,196144.0,2.24
Uttar Pradesh,Aligarh,2014-2015,90420.0,201998.0,2.23
Uttar Pradesh,Aligarh,2015-2016,87723.0,205798.0,2.35
Uttar Pradesh,Aligarh,2016-2017,79388.0,201328.0,2.54
Uttar Pradesh,Aligarh,2017-2018,83454.0,222906.0,2.67
Uttar Pradesh,Aligarh,2018-2019,95680.0,230780.0,2.41
Uttar Pradesh,Aligarh,2019-2020,92758.0,242098.0,5.22
Uttar Pradesh,Aligarh,2020-2021,83341.0,219354.0,2.63
Uttar Pradesh,Aligarh,2021-2022,88227.0,220038.0,2.49
Uttar Pradesh,Aligarh,2022-2023,89046.0,222590.0,5.94
Uttar Pradesh,Allahabad,2013-2014,159525.0,420986.0,2.64
Uttar Pradesh,Allahabad,2014-2015,149419.0,313780.0,2.1
Uttar Pradesh,Allahabad,2015-2016,146462.0,268465.0,1.83
Uttar Pradesh,Allahabad,2016-2017,166477.0,459976.0,2.76
Uttar Pradesh,Allahabad,2017-2018,167118.0,458572.0,2.74
Uttar Pradesh,Allahabad,2018-2019,154505.0,482056.0,3.12
Uttar Pradesh,Allahabad,2019-2020,154773.0,483047.0,3.12
Uttar Pradesh,Allahabad,2020-2021,157847.0,496271.0,3.14
Uttar Pradesh,Allahabad,2021-2022,155944.0,464714.0,6.18
Uttar Pradesh,Allahabad,2022-2023,155753.0,469972.0,6.46
Uttar Pradesh,Ambedkar nagar,2013-2014,115279.0,314251.0,2.73
Uttar Pradesh,Ambedkar nagar,2014-2015,118607.0,290706.0,2.45
Uttar Pradesh,Ambedkar nagar,2015-2016,112181.0,236814.0,2.11
Uttar Pradesh,Ambedkar nagar,2016-2017,116358.0,296015.0,2.54
Uttar Pradesh,Ambedkar nagar,2017-2018,118326.0,379590.0,3.21
Uttar Pradesh,Ambedkar nagar,2018-2019,118618.0,359175.0,3.03
Uttar Pradesh,Ambedkar nagar,2019-2020,114525.0,352050.0,3.07
Uttar Pradesh,Ambedkar nagar,2020-2021,115918.0,350884.0,3.03
Uttar Pradesh,Ambedkar nagar,2021-2022,127900.0,351469.0,2.75
Uttar Pradesh,Ambedkar nagar,2022-2023,116373.0,317116.0,2.72
Uttar Pradesh,Amethi,2013-2014,123251.0,280396.0,2.27
Uttar Pradesh,Amethi,2014-2015,97395.0,147846.0,1.52
Uttar Pradesh,Amethi,2015-2016,92511.0,181969.0,1.97
Uttar Pradesh,Amethi,2016-2017,116456.0,271110.0,2.33
Uttar Pradesh,Amethi,2017-2018,113979.0,277083.0,2.43
Uttar Pradesh,Amethi,2018-2019,121428.0,335384.0,2.76
Uttar Pradesh,Amethi,2019-2020,119019.0,325517.0,5.470000000000001
Uttar Pradesh,Amethi,2020-2021,119311.0,318202.0,2.67
Uttar Pradesh,Amethi,2021-2022,119900.0,288839.0,2.41
Uttar Pradesh,Amethi,2022-2023,119900.0,322531.0,2.69
Uttar Pradesh,Amroha,2013-2014,28128.0,59181.0,4.1
Uttar Pradesh,Amroha,2014-2015,23147.0,61640.0,5.28
Uttar Pradesh,Amroha,2015-2016,23743.0,53588.0,4.529999999999999
Uttar Pradesh,Amroha,2016-2017,26688.0,54897.0,2.06
Uttar Pradesh,Amroha,2017-2018,22202.0,47423.0,2.14
Uttar Pradesh,Amroha,2018-2019,27007.0,67680.0,2.51
Uttar Pradesh,Amroha,2019-2020,26952.0,68728.0,2.55
Uttar Pradesh,Amroha,2020-2021,26974.0,75770.0,2.81
Uttar Pradesh,Amroha,2021-2022,26894.0,74227.0,2.76
Uttar Pradesh,Amroha,2022-2023,28772.0,71182.0,2.47
Uttar Pradesh,Auraiya,2013-2014,53582.0,176070.0,3.29
Uttar Pradesh,Auraiya,2014-2015,55752.0,175898.0,3.16
Uttar Pradesh,Auraiya,2015-2016,53479.0,150811.0,2.82
Uttar Pradesh,Auraiya,2016-2017,52248.0,159670.0,3.06
Uttar Pradesh,Auraiya,2017-2018,49897.0,148094.0,2.97
Uttar Pradesh,Auraiya,2018-2019,49084.0,151522.0,3.09
Uttar Pradesh,Auraiya,2019-2020,47090.0,164910.0,7.17
Uttar Pradesh,Auraiya,2020-2021,30680.0,111092.0,3.62
Uttar Pradesh,Auraiya,2021-2022,49592.0,168811.0,3.4
Uttar Pradesh,Auraiya,2022-2023,58154.0,215102.0,7.15
Uttar Pradesh,Azamgarh,2013-2014,217062.0,477971.0,2.2
Uttar Pradesh,Azamgarh,2014-2015,202341.0,400028.0,1.98
Uttar Pradesh,Azamgarh,2015-2016,207312.0,408405.0,1.97
Uttar Pradesh,Azamgarh,2016-2017,210850.0,474202.0,2.25
Uttar Pradesh,Azamgarh,2017-2018,216041.0,512233.0,2.37
Uttar Pradesh,Azamgarh,2018-2019,213970.0,525724.0,2.46
Uttar Pradesh,Azamgarh,2019-2020,212454.0,526249.0,4.96
Uttar Pradesh,Azamgarh,2020-2021,212305.0,512292.0,2.41
Uttar Pradesh,Azamgarh,2021-2022,213390.0,510002.0,2.39
Uttar Pradesh,Azamgarh,2022-2023,212382.0,519988.0,5.890000000000001
Uttar Pradesh,Baghpat,2013-2014,7931.0,24126.0,3.04
Uttar Pradesh,Baghpat,2014-2015,5792.0,14515.0,2.51
Uttar Pradesh,Baghpat,2015-2016,6362.0,17470.0,2.75
Uttar Pradesh,Baghpat,2016-2017,5375.0,13927.0,2.59
Uttar Pradesh,Baghpat,2017-2018,4223.0,11770.0,2.79
Uttar Pradesh,Baghpat,2018-2019,5866.0,16736.0,2.85
Uttar Pradesh,Baghpat,2019-2020,9586.0,29506.0,3.08
Uttar Pradesh,Baghpat,2020-2021,5443.0,16236.0,2.98
Uttar Pradesh,Baghpat,2021-2022,5052.0,14590.0,2.89
Uttar Pradesh,Baghpat,2022-2023,4807.0,13416.0,2.79
Uttar Pradesh,Bahraich,2013-2014,159025.0,375935.0,2.36
Uttar Pradesh,Bahraich,2014-2015,165249.0,367679.0,2.22
Uttar Pradesh,Bahraich,2015-2016,168151.0,317469.0,1.89
Uttar Pradesh,Bahraich,2016-2017,159187.0,360081.0,2.26
Uttar Pradesh,Bahraich,2017-2018,164735.0,418921.0,2.54
Uttar Pradesh,Bahraich,2018-2019,162206.0,422871.0,2.61
Uttar Pradesh,Bahraich,2019-2020,162178.0,433502.0,2.67
Uttar Pradesh,Bahraich,2020-2021,162847.0,439198.0,2.7
Uttar Pradesh,Bahraich,2021-2022,170957.0,398159.0,2.33
Uttar Pradesh,Bahraich,2022-2023,170957.0,397988.0,2.33
Uttar Pradesh,Ballia,2013-2014,118000.0,261960.0,2.22
Uttar Pradesh,Ballia,2014-2015,122464.0,251908.0,2.06
Uttar Pradesh,Ballia,2015-2016,115763.0,196103.0,1.69
Uttar Pradesh,Ballia,2016-2017,115908.0,276556.0,2.39
Uttar Pradesh,Ballia,2017-2018,115870.0,290023.0,5.0
Uttar Pradesh,Ballia,2018-2019,117147.0,291813.0,2.49
Uttar Pradesh,Ballia,2019-2020,117384.0,333136.0,2.84
Uttar Pradesh,Ballia,2020-2021,116409.0,297309.0,2.55
Uttar Pradesh,Ballia,2021-2022,117814.0,301957.0,2.56
Uttar Pradesh,Ballia,2022-2023,115736.0,284649.0,5.9
Uttar Pradesh,Balrampur,2013-2014,105387.0,232800.0,2.21
Uttar Pradesh,Balrampur,2014-2015,108030.0,198235.0,1.83
Uttar Pradesh,Balrampur,2015-2016,107782.0,194331.0,1.8
Uttar Pradesh,Balrampur,2016-2017,117531.0,253162.0,2.15
Uttar Pradesh,Balrampur,2017-2018,107125.0,262456.0,2.45
Uttar Pradesh,Balrampur,2018-2019,108909.0,294708.0,2.71
Uttar Pradesh,Balrampur,2019-2020,107710.0,298572.0,5.54
Uttar Pradesh,Balrampur,2020-2021,108645.0,312246.0,2.87
Uttar Pradesh,Balrampur,2021-2022,134699.0,341731.0,2.54
Uttar Pradesh,Balrampur,2022-2023,134699.0,287313.0,2.13
Uttar Pradesh,Banda,2013-2014,56350.0,101881.0,1.81
Uttar Pradesh,Banda,2014-2015,45895.0,81923.0,1.79
