State,District,Year,gram_area,gram_production,gram_yield
Madhya Pradesh,Shahdol,2018-2019,3970.0,4248.0,1.07
Madhya Pradesh,Shahdol,2019-2020,5208.0,8671.0,1.66
Madhya Pradesh,Shahdol,2020-2021,4407.0,5972.0,1.36
Madhya Pradesh,Shahdol,2021-2022,4087.0,6719.0,1.64
Madhya Pradesh,Shahdol,2022-2023,8800.0,12100.0,1.38
Madhya Pradesh,Shajapur,2013-2014,65673.0,41340.0,0.63
Madhya Pradesh,Shajapur,2014-2015,62000.0,110000.0,1.77
Madhya Pradesh,Shajapur,2015-2016,75000.0,82000.0,1.09
Madhya Pradesh,Shajapur,2016-2017,70000.0,73000.0,1.04
Madhya Pradesh,Shajapur,2017-2018,81300.0,77480.0,0.95
Madhya Pradesh,Shajapur,2018-2019,96983.0,71379.0,0.74
Madhya Pradesh,Shajapur,2019-2020,30657.0,79279.0,2.59
Madhya Pradesh,Shajapur,2020-2021,22386.0,34923.0,1.56
Madhya Pradesh,Shajapur,2021-2022,7935.0,9839.0,1.24
Madhya Pradesh,Shajapur,2022-2023,18600.0,24180.0,1.3
Madhya Pradesh,Sheopur,2013-2014,8230.0,17125.0,2.08
Madhya Pradesh,Sheopur,2014-2015,38000.0,38000.0,1.0
Madhya Pradesh,Sheopur,2015-2016,19000.0,21000.0,1.11
Madhya Pradesh,Sheopur,2016-2017,20000.0,36000.0,1.8
Madhya Pradesh,Sheopur,2017-2018,25530.0,47280.0,1.85
Madhya Pradesh,Sheopur,2018-2019,17251.0,42644.0,2.47
Madhya Pradesh,Sheopur,2019-2020,16429.0,37409.0,2.28
Madhya Pradesh,Sheopur,2020-2021,39135.0,71147.0,1.82
Madhya Pradesh,Sheopur,2021-2022,17365.0,33341.0,1.92
Madhya Pradesh,Sheopur,2022-2023,28300.0,54619.0,1.93
Madhya Pradesh,Shivpuri,2013-2014,87837.0,81467.0,0.93
Madhya Pradesh,Shivpuri,2014-2015,85000.0,103000.0,1.21
Madhya Pradesh,Shivpuri,2015-2016,78000.0,79000.0,1.01
Madhya Pradesh,Shivpuri,2016-2017,87000.0,121000.0,1.39
Madhya Pradesh,Shivpuri,2017-2018,32000.0,43200.0,1.35
Madhya Pradesh,Shivpuri,2018-2019,91069.0,101633.0,1.12
Madhya Pradesh,Shivpuri,2019-2020,86406.0,118808.0,1.37
Madhya Pradesh,Shivpuri,2020-2021,81214.0,128318.0,1.58
Madhya Pradesh,Shivpuri,2021-2022,31314.0,46846.0,1.5
Madhya Pradesh,Shivpuri,2022-2023,32320.0,51712.0,1.6
Madhya Pradesh,Sidhi,2013-2014,19299.0,12349.0,0.64
Madhya Pradesh,Sidhi,2014-2015,29000.0,17000.0,0.59
Madhya Pradesh,Sidhi,2015-2016,30000.0,30000.0,1.0
Madhya Pradesh,Sidhi,2016-2017,35000.0,48000.0,1.37
Madhya Pradesh,Sidhi,2017-2018,38600.0,50100.0,1.3
Madhya Pradesh,Sidhi,2018-2019,15368.0,16013.0,1.04
Madhya Pradesh,Sidhi,2019-2020,11850.0,14635.0,1.24
Madhya Pradesh,Sidhi,2020-2021,10302.0,17770.0,1.72
Madhya Pradesh,Sidhi,2021-2022,7450.0,9216.0,1.24
Madhya Pradesh,Sidhi,2022-2023,17000.0,22457.0,1.32
Madhya Pradesh,Singrauli,2013-2014,14244.0,12477.0,0.88
Madhya Pradesh,Singrauli,2014-2015,19000.0,15000.0,0.79
Madhya Pradesh,Singrauli,2015-2016,33000.0,38000.0,1.15
Madhya Pradesh,Singrauli,2016-2017,30000.0,35000.0,1.17
Madhya Pradesh,Singrauli,2017-2018,28000.0,26600.0,0.95
Madhya Pradesh,Singrauli,2018-2019,10997.0,27921.0,2.54
Madhya Pradesh,Singrauli,2019-2020,11756.0,26827.0,2.28
Madhya Pradesh,Singrauli,2020-2021,11728.0,21110.0,1.8
Madhya Pradesh,Singrauli,2021-2022,7862.0,10590.0,1.35
Madhya Pradesh,Singrauli,2022-2023,32300.0,42604.0,1.32
Madhya Pradesh,Tikamgarh,2013-2014,19670.0,4864.0,0.25
Madhya Pradesh,Tikamgarh,2014-2015,28000.0,10000.0,0.36
Madhya Pradesh,Tikamgarh,2015-2016,17000.0,16000.0,0.94
Madhya Pradesh,Tikamgarh,2016-2017,19000.0,25000.0,1.32
Madhya Pradesh,Tikamgarh,2017-2018,12400.0,14090.0,1.14
Madhya Pradesh,Tikamgarh,2018-2019,10387.0,13545.0,1.3
Madhya Pradesh,Tikamgarh,2019-2020,5416.0,9267.0,1.71
Madhya Pradesh,Tikamgarh,2020-2021,7849.0,11381.0,1.45
Madhya Pradesh,Tikamgarh,2021-2022,6513.0,11977.0,1.84
Madhya Pradesh,Tikamgarh,2022-2023,6200.0,7725.0,1.25
Madhya Pradesh,Ujjain,2013-2014,125099.0,114117.0,0.91
Madhya Pradesh,Ujjain,2014-2015,116000.0,152000.0,1.31
Madhya Pradesh,Ujjain,2015-2016,114000.0,136000.0,1.19
Madhya Pradesh,Ujjain,2016-2017,104000.0,138000.0,1.33
Madhya Pradesh,Ujjain,2017-2018,195200.0,289680.0,1.48
Madhya Pradesh,Ujjain,2018-2019,230532.0,194569.0,0.84
Madhya Pradesh,Ujjain,2019-2020,50357.0,73572.0,1.46
Madhya Pradesh,Ujjain,2020-2021,39187.0,56822.0,1.45
Madhya Pradesh,Ujjain,2021-2022,19757.0,28766.0,1.46
Madhya Pradesh,Ujjain,2022-2023,16160.0,25856.0,1.6
Madhya Pradesh,Umaria,2013-2014,7251.0,3995.0,0.55
Madhya Pradesh,Umaria,2014-2015,8000.0,7000.0,0.88
Madhya Pradesh,Umaria,2015-2016,19000.0,14000.0,0.74
Madhya Pradesh,Umaria,2016-2017,18000.0,25000.0,1.39
Madhya Pradesh,Umaria,2017-2018,16500.0,20410.0,1.24
Madhya Pradesh,Umaria,2018-2019,8119.0,10668.0,1.31
Madhya Pradesh,Umaria,2019-2020,9185.0,9718.0,1.06
Madhya Pradesh,Umaria,2020-2021,10390.0,16832.0,1.62
Madhya Pradesh,Umaria,2021-2022,84190.0,96650.0,1.15
Madhya Pradesh,Umaria,2022-2023,18090.0,29849.0,1.65
Madhya Pradesh,Vidisha,2013-2014,197217.0,108151.0,0.55
Madhya Pradesh,Vidisha,2014-2015,172000.0,170000.0,0.99
Madhya Pradesh,Vidisha,2015-2016,162000.0,204000.0,1.26
Madhya Pradesh,Vidisha,2016-2017,173000.0,203000.0,1.17
Madhya Pradesh,Vidisha,2017-2018,207040.0,351970.0,1.7
Madhya Pradesh,Vidisha,2018-2019,202075.0,260071.0,1.29
Madhya Pradesh,Vidisha,2019-2020,115759.0,179426.0,1.55
Madhya Pradesh,Vidisha,2020-2021,113505.0,198634.0,1.75
Madhya Pradesh,Vidisha,2021-2022,78513.0,123344.0,1.57
Madhya Pradesh,Vidisha,2022-2023,94130.0,174141.0,1.85
Maharashtra,Ahilyanagar,2013-2014,120700.0,93300.0,0.77
Maharashtra,Ahilyanagar,2014-2015,115200.0,85200.0,0.74
Maharashtra,Ahilyanagar,2015-2016,135100.0,54300.0,0.4
Maharashtra,Ahilyanagar,2016-2017,160100.0,130600.0,0.82
Maharashtra,Ahilyanagar,2017-2018,208005.0,166000.0,0.8
Maharashtra,Ahilyanagar,2018-2019,149700.0,78400.0,0.52
Maharashtra,Ahilyanagar,2019-2020,97038.0,82529.0,0.85
Maharashtra,Ahilyanagar,2020-2021,107760.0,92042.58,0.85
Maharashtra,Ahilyanagar,2021-2022,114238.91,112409.95,0.98
Maharashtra,Ahilyanagar,2022-2023,113139.7,112159.91,0.99
Maharashtra,Akola,2013-2014,95100.0,121200.0,1.27
Maharashtra,Akola,2014-2015,91100.0,59600.0,0.65
Maharashtra,Akola,2015-2016,93400.0,60600.0,0.65
Maharashtra,Akola,2016-2017,105600.0,109200.0,1.03
Maharashtra,Akola,2017-2018,75300.0,80700.0,1.07
Maharashtra,Akola,2018-2019,84600.0,82500.0,0.98
Maharashtra,Akola,2019-2020,78542.0,98591.0,1.26
Maharashtra,Akola,2020-2021,84270.88,97007.73,1.15
Maharashtra,Akola,2021-2022,99878.4,125929.68,1.26
Maharashtra,Akola,2022-2023,120523.35,134040.04,1.11
Maharashtra,Amravati,2013-2014,89900.0,103300.0,1.15
Maharashtra,Amravati,2014-2015,126500.0,100400.0,0.79
Maharashtra,Amravati,2015-2016,125700.0,99600.0,0.79
Maharashtra,Amravati,2016-2017,133700.0,164200.0,1.23
Maharashtra,Amravati,2017-2018,103900.0,130900.0,1.26
Maharashtra,Amravati,2018-2019,86310.0,89500.0,1.04
Maharashtra,Amravati,2019-2020,94783.0,114439.0,1.21
Maharashtra,Amravati,2020-2021,94782.5,117826.31,1.24
Maharashtra,Amravati,2021-2022,109169.14,133859.92,1.23
Maharashtra,Amravati,2022-2023,126217.26,114980.14,0.91
Maharashtra,Beed,2013-2014,63400.0,47260.0,0.75
Maharashtra,Beed,2014-2015,64400.0,24000.0,0.37
Maharashtra,Beed,2015-2016,70600.0,18600.0,0.26
Maharashtra,Beed,2016-2017,118200.0,100900.0,0.85
Maharashtra,Beed,2017-2018,138400.0,83500.0,0.6
Maharashtra,Beed,2018-2019,35450.0,31700.0,0.89
Maharashtra,Beed,2019-2020,57618.0,57360.0,1.0
Maharashtra,Beed,2020-2021,57617.56,64518.7,1.12
Maharashtra,Beed,2021-2022,57617.57,62629.72,1.09
Maharashtra,Beed,2022-2023,173460.0,178259.64,1.03
Maharashtra,Bhandara,2013-2014,11100.0,5700.0,0.51
Maharashtra,Bhandara,2014-2015,16500.0,8200.0,0.5
Maharashtra,Bhandara,2015-2016,6900.0,2700.0,0.39
Maharashtra,Bhandara,2016-2017,11000.0,7400.0,0.67
Maharashtra,Bhandara,2017-2018,11400.0,12100.0,1.06
Maharashtra,Bhandara,2018-2019,11460.0,13200.0,1.15
Maharashtra,Bhandara,2019-2020,17551.0,12267.0,0.7
Maharashtra,Bhandara,2020-2021,19220.17,7984.86,0.42
Maharashtra,Bhandara,2021-2022,22055.01,18859.9,0.86
Maharashtra,Bhandara,2022-2023,19984.2,15789.92,0.79
Maharashtra,Buldhana,2013-2014,79000.0,63100.0,0.8
Maharashtra,Buldhana,2014-2015,57200.0,36600.0,0.64
Maharashtra,Buldhana,2015-2016,55700.0,31000.0,0.56
Maharashtra,Buldhana,2016-2017,70100.0,78400.0,1.12
Maharashtra,Buldhana,2017-2018,132200.0,107700.0,0.81
Maharashtra,Buldhana,2018-2019,108510.0,75200.0,0.69
Maharashtra,Buldhana,2019-2020,160241.0,212906.0,1.33
Maharashtra,Buldhana,2020-2021,191664.24,239103.61,1.25
Maharashtra,Buldhana,2021-2022,216416.47,355909.87,1.64
Maharashtra,Buldhana,2022-2023,208150.63,206710.23,0.99
Maharashtra,Chandrapur,2013-2014,32800.0,17200.0,0.52
Maharashtra,Chandrapur,2014-2015,29100.0,12000.0,0.41
Maharashtra,Chandrapur,2015-2016,28600.0,18500.0,0.65
Maharashtra,Chandrapur,2016-2017,27900.0,15500.0,0.56
Maharashtra,Chandrapur,2017-2018,23900.0,15900.0,0.67
Maharashtra,Chandrapur,2018-2019,26390.0,25100.0,0.95
Maharashtra,Chandrapur,2019-2020,41619.0,34463.0,0.83
Maharashtra,Chandrapur,2020-2021,44587.08,41172.93,0.92
Maharashtra,Chandrapur,2021-2022,34522.46,32470.1,0.94
Maharashtra,Chandrapur,2022-2023,62915.17,81380.14,1.29
Maharashtra,Chhatrapati Sambhajinagar,2013-2014,42900.0,32600.0,0.76
Maharashtra,Chhatrapati Sambhajinagar,2014-2015,41800.0,16300.0,0.39
Maharashtra,Chhatrapati Sambhajinagar,2015-2016,46800.0,17200.0,0.37
Maharashtra,Chhatrapati Sambhajinagar,2016-2017,66400.0,73200.0,1.1
Maharashtra,Chhatrapati Sambhajinagar,2017-2018,86400.0,57800.0,0.67
Maharashtra,Chhatrapati Sambhajinagar,2018-2019,40650.0,24400.0,0.6
Maharashtra,Chhatrapati Sambhajinagar,2019-2020,62755.0,63036.0,1.0
Maharashtra,Chhatrapati Sambhajinagar,2020-2021,67451.19,38999.78,0.58
Maharashtra,Chhatrapati Sambhajinagar,2021-2022,67451.19,54669.86,0.81
Maharashtra,Chhatrapati Sambhajinagar,2022-2023,64781.93,44529.8,0.69
Maharashtra,Dharashiv,2013-2014,85900.0,74700.0,0.87
Maharashtra,Dharashiv,2014-2015,112900.0,48700.0,0.43
Maharashtra,Dharashiv,2015-2016,68400.0,15400.0,0.23
Maharashtra,Dharashiv,2016-2017,77700.0,61600.0,0.79
Maharashtra,Dharashiv,2017-2018,153482.0,117900.0,0.77
Maharashtra,Dharashiv,2018-2019,86910.0,51900.0,0.6
Maharashtra,Dharashiv,2019-2020,196818.0,177959.0,0.9
Maharashtra,Dharashiv,2020-2021,217137.96,253623.75,1.17
Maharashtra,Dharashiv,2021-2022,227885.51,214410.64,0.94
Maharashtra,Dharashiv,2022-2023,256907.07,237379.56,0.92
Maharashtra,Dhule,2013-2014,42300.0,53260.0,1.26
Maharashtra,Dhule,2014-2015,22300.0,17800.0,0.8
Maharashtra,Dhule,2015-2016,28000.0,23640.0,0.84
Maharashtra,Dhule,2016-2017,33100.0,94800.0,2.86
Maharashtra,Dhule,2017-2018,69700.0,149700.0,2.15
Maharashtra,Dhule,2018-2019,61270.0,53500.0,0.87
Maharashtra,Dhule,2019-2020,61271.0,81577.0,1.33
Maharashtra,Dhule,2020-2021,66194.01,63555.27,0.96
Maharashtra,Dhule,2021-2022,66688.94,75890.01,1.14
Maharashtra,Dhule,2022-2023,34017.88,24959.94,0.73
Maharashtra,Gadchiroli,2013-2014,3600.0,1700.0,0.47
Maharashtra,Gadchiroli,2014-2015,3800.0,2300.0,0.61
Maharashtra,Gadchiroli,2015-2016,10200.0,4500.0,0.44
Maharashtra,Gadchiroli,2016-2017,16100.0,7200.0,0.45
Maharashtra,Gadchiroli,2017-2018,13700.0,7300.0,0.53
Maharashtra,Gadchiroli,2018-2019,13390.0,7800.0,0.58
Maharashtra,Gadchiroli,2019-2020,13539.0,10778.0,0.8
Maharashtra,Gadchiroli,2020-2021,13654.15,6974.77,0.51
Maharashtra,Gadchiroli,2021-2022,16601.69,7862.06,0.47
Maharashtra,Gadchiroli,2022-2023,5481.63,2722.01,0.5
Maharashtra,Gondia,2013-2014,5900.0,2900.0,0.49
Maharashtra,Gondia,2014-2015,5200.0,3400.0,0.65
Maharashtra,Gondia,2015-2016,4100.0,2000.0,0.49
Maharashtra,Gondia,2016-2017,5100.0,2600.0,0.51
Maharashtra,Gondia,2017-2018,4000.0,2700.0,0.68
Maharashtra,Gondia,2018-2019,4160.0,3200.0,0.77
Maharashtra,Gondia,2019-2020,8743.0,3429.0,0.39
Maharashtra,Gondia,2020-2021,7229.59,5143.47,0.71
Maharashtra,Gondia,2021-2022,7235.06,4290.03,0.59
Maharashtra,Gondia,2022-2023,7283.59,5660.01,0.78
Maharashtra,Hingoli,2013-2014,99300.0,105400.0,1.06
Maharashtra,Hingoli,2014-2015,77300.0,220400.0,2.85
Maharashtra,Hingoli,2015-2016,68800.0,26500.0,0.39
Maharashtra,Hingoli,2016-2017,69900.0,78700.0,1.13
Maharashtra,Hingoli,2017-2018,75199.0,84000.0,1.12
Maharashtra,Hingoli,2018-2019,60650.0,43000.0,0.71
Maharashtra,Hingoli,2019-2020,90216.0,94151.0,1.04
Maharashtra,Hingoli,2020-2021,110417.4,102079.79,0.92
Maharashtra,Hingoli,2021-2022,111511.95,137799.78,1.24
Maharashtra,Hingoli,2022-2023,137266.49,170170.64,1.24
Maharashtra,Jalgaon,2013-2014,34400.0,39800.0,1.16
Maharashtra,Jalgaon,2014-2015,51600.0,54400.0,1.05
Maharashtra,Jalgaon,2015-2016,49100.0,46500.0,0.95
Maharashtra,Jalgaon,2016-2017,64300.0,89200.0,1.39
Maharashtra,Jalgaon,2017-2018,72300.0,92200.0,1.28
Maharashtra,Jalgaon,2018-2019,65870.0,71000.0,1.08
Maharashtra,Jalgaon,2019-2020,71507.0,98618.0,1.38
Maharashtra,Jalgaon,2020-2021,78638.76,89338.23,1.14
Maharashtra,Jalgaon,2021-2022,86095.29,130880.34,1.52
Maharashtra,Jalgaon,2022-2023,86656.42,91950.26,1.06
Maharashtra,Jalna,2013-2014,26900.0,23600.0,0.88
Maharashtra,Jalna,2014-2015,27100.0,6800.0,0.25
Maharashtra,Jalna,2015-2016,29800.0,8400.0,0.28
Maharashtra,Jalna,2016-2017,56300.0,67600.0,1.2
Maharashtra,Jalna,2017-2018,59200.0,43000.0,0.73
Maharashtra,Jalna,2018-2019,23880.0,11200.0,0.47
Maharashtra,Jalna,2019-2020,29420.0,30081.0,1.02
Maharashtra,Jalna,2020-2021,38665.51,48275.35,1.25
Maharashtra,Jalna,2021-2022,43046.97,56779.81,1.32
Maharashtra,Jalna,2022-2023,105875.02,127700.1,1.21
Maharashtra,Kolhapur,2013-2014,11400.0,13600.0,1.19
Maharashtra,Kolhapur,2014-2015,6300.0,5700.0,0.9
Maharashtra,Kolhapur,2015-2016,4800.0,4000.0,0.83
Maharashtra,Kolhapur,2016-2017,8900.0,7500.0,0.84
Maharashtra,Kolhapur,2017-2018,5400.0,4600.0,0.85
Maharashtra,Kolhapur,2018-2019,5430.0,6400.0,1.18
Maharashtra,Kolhapur,2019-2020,4557.0,4834.0,1.06
Maharashtra,Kolhapur,2020-2021,4864.89,4518.9,0.93
Maharashtra,Kolhapur,2021-2022,4817.59,4850.01,1.01
Maharashtra,Kolhapur,2022-2023,4913.73,5430.02,1.11
Maharashtra,Latur,2013-2014,88200.0,131500.0,1.49
Maharashtra,Latur,2014-2015,67000.0,20000.0,0.3
Maharashtra,Latur,2015-2016,77700.0,19000.0,0.24
Maharashtra,Latur,2016-2017,161100.0,158200.0,0.98
Maharashtra,Latur,2017-2018,209351.0,147500.0,0.7
Maharashtra,Latur,2018-2019,142580.0,77600.0,0.54
Maharashtra,Latur,2019-2020,181313.0,203875.0,1.12
Maharashtra,Latur,2020-2021,212429.22,216574.7,1.02
Maharashtra,Latur,2021-2022,233114.31,235270.62,1.01
Maharashtra,Latur,2022-2023,314408.71,269429.4,0.86
Maharashtra,Nagpur,2013-2014,71700.0,45100.0,0.63
Maharashtra,Nagpur,2014-2015,67000.0,46600.0,0.7
Maharashtra,Nagpur,2015-2016,67400.0,50900.0,0.76
Maharashtra,Nagpur,2016-2017,63400.0,49200.0,0.78
Maharashtra,Nagpur,2017-2018,64400.0,74600.0,1.16
Maharashtra,Nagpur,2018-2019,58670.0,65100.0,1.11
Maharashtra,Nagpur,2019-2020,61265.0,56723.0,0.93
Maharashtra,Nagpur,2020-2021,65535.05,92843.44,1.42
Maharashtra,Nagpur,2021-2022,67699.91,119549.92,1.77
Maharashtra,Nagpur,2022-2023,90673.69,119630.33,1.32
Maharashtra,Nanded,2013-2014,65300.0,59600.0,0.91
Maharashtra,Nanded,2014-2015,51200.0,25700.0,0.5
Maharashtra,Nanded,2015-2016,46600.0,15400.0,0.33
Maharashtra,Nanded,2016-2017,93900.0,149600.0,1.59
Maharashtra,Nanded,2017-2018,123586.0,155400.0,1.26
Maharashtra,Nanded,2018-2019,106640.0,133200.0,1.25
Maharashtra,Nanded,2019-2020,142087.0,214156.0,1.51
Maharashtra,Nanded,2020-2021,148350.16,161880.39,1.09
Maharashtra,Nanded,2021-2022,158843.64,145940.77,0.92
Maharashtra,Nanded,2022-2023,275754.59,290490.92,1.05
Maharashtra,Nandurbar,2013-2014,24300.0,20800.0,0.86
Maharashtra,Nandurbar,2014-2015,18900.0,13400.0,0.71
Maharashtra,Nandurbar,2015-2016,18400.0,15100.0,0.82
Maharashtra,Nandurbar,2016-2017,21200.0,22700.0,1.07
Maharashtra,Nandurbar,2017-2018,26500.0,32100.0,1.21
Maharashtra,Nandurbar,2018-2019,27440.0,26200.0,0.95
Maharashtra,Nandurbar,2019-2020,32014.0,31413.0,0.98
Maharashtra,Nandurbar,2020-2021,33559.6,32938.19,0.98
Maharashtra,Nandurbar,2021-2022,31046.67,38319.97,1.23
Maharashtra,Nandurbar,2022-2023,21761.83,24319.93,1.12
Maharashtra,Nashik,2013-2014,40000.0,26220.0,0.66
Maharashtra,Nashik,2014-2015,40900.0,28500.0,0.7
Maharashtra,Nashik,2015-2016,39900.0,26630.0,0.67
Maharashtra,Nashik,2016-2017,59600.0,42500.0,0.71
Maharashtra,Nashik,2017-2018,72500.0,61700.0,0.85
Maharashtra,Nashik,2018-2019,63080.0,47400.0,0.75
Maharashtra,Nashik,2019-2020,63084.0,52623.0,0.83
Maharashtra,Nashik,2020-2021,64028.1,54036.07,0.84
Maharashtra,Nashik,2021-2022,65088.25,59659.89,0.92
Maharashtra,Nashik,2022-2023,32439.78,31920.1,0.98
Maharashtra,Palghar,2014-2015,1200.0,900.0,0.75
Maharashtra,Palghar,2015-2016,1800.0,1200.0,0.67
Maharashtra,Palghar,2016-2017,1900.0,1800.0,0.95
Maharashtra,Palghar,2017-2018,1900.0,1700.0,0.89
Maharashtra,Palghar,2018-2019,1000.0,900.0,0.9
Maharashtra,Palghar,2019-2020,997.0,726.0,0.73
Maharashtra,Palghar,2020-2021,1008.7,924.63,0.92
Maharashtra,Palghar,2021-2022,1008.7,926.69,0.92
Maharashtra,Palghar,2022-2023,2009.06,1739.91,0.87
Maharashtra,Parbhani,2013-2014,67000.0,47800.0,0.71
Maharashtra,Parbhani,2014-2015,45600.0,28400.0,0.62
Maharashtra,Parbhani,2015-2016,41300.0,8600.0,0.21
Maharashtra,Parbhani,2016-2017,71630.0,59825.0,0.84
Maharashtra,Parbhani,2017-2018,107869.0,67192.0,0.62
Maharashtra,Parbhani,2018-2019,53830.0,38500.0,0.72
Maharashtra,Parbhani,2019-2020,58221.0,51901.0,0.89
Maharashtra,Parbhani,2020-2021,58220.7,52173.54,0.9
Maharashtra,Parbhani,2021-2022,66551.96,80929.85,1.22
Maharashtra,Parbhani,2022-2023,172793.0,210090.37,1.22
Maharashtra,Pune,2013-2014,50600.0,41200.0,0.81
Maharashtra,Pune,2014-2015,59900.0,51800.0,0.86
Maharashtra,Pune,2015-2016,63700.0,54500.0,0.86
Maharashtra,Pune,2016-2017,80500.0,86500.0,1.07
Maharashtra,Pune,2017-2018,90303.0,102700.0,1.14
Maharashtra,Pune,2018-2019,83400.0,61400.0,0.74
Maharashtra,Pune,2019-2020,82442.0,88439.0,1.07
Maharashtra,Pune,2020-2021,80274.03,68143.54,0.85
Maharashtra,Pune,2021-2022,85922.87,90709.63,1.06
Maharashtra,Pune,2022-2023,29458.13,32350.04,1.1
Maharashtra,Raigad,2015-2016,900.0,600.0,0.67
Maharashtra,Raigad,2016-2017,900.0,800.0,0.89
Maharashtra,Raigad,2017-2018,7.0,0.0,0.0
Maharashtra,Raigad,2019-2020,1290.0,539.0,0.42
Maharashtra,Raigad,2020-2021,1335.73,1224.39,0.92
Maharashtra,Raigad,2021-2022,985.16,905.07,0.92
Maharashtra,Raigad,2022-2023,966.98,837.43,0.87
Maharashtra,Ratnagiri,2015-2016,20.0,10.0,0.5
Maharashtra,Ratnagiri,2019-2020,211.0,101.0,0.48
Maharashtra,Ratnagiri,2020-2021,66.66,61.1,0.92
Maharashtra,Ratnagiri,2021-2022,24.9,22.88,0.92
Maharashtra,Sangli,2013-2014,27400.0,20400.0,0.74
Maharashtra,Sangli,2014-2015,27100.0,26500.0,0.98
Maharashtra,Sangli,2015-2016,22300.0,14000.0,0.63
Maharashtra,Sangli,2016-2017,28300.0,23600.0,0.83
Maharashtra,Sangli,2017-2018,29400.0,26900.0,0.91
Maharashtra,Sangli,2018-2019,17310.0,11900.0,0.69
Maharashtra,Sangli,2019-2020,22047.0,19322.0,0.88
Maharashtra,Sangli,2020-2021,25469.0,30007.41,1.18
Maharashtra,Sangli,2021-2022,24671.68,28409.93,1.15
Maharashtra,Sangli,2022-2023,24875.12,26370.12,1.06
Maharashtra,Satara,2013-2014,25700.0,20500.0,0.8
Maharashtra,Satara,2014-2015,34100.0,25900.0,0.76
Maharashtra,Satara,2015-2016,27900.0,21700.0,0.78
Maharashtra,Satara,2016-2017,32000.0,25600.0,0.8
Maharashtra,Satara,2017-2018,31000.0,28900.0,0.93
Maharashtra,Satara,2018-2019,27520.0,24900.0,0.9
Maharashtra,Satara,2019-2020,28312.0,27602.0,0.97
Maharashtra,Satara,2020-2021,29564.61,28111.31,0.95
Maharashtra,Satara,2021-2022,34108.66,39339.91,1.15
Maharashtra,Satara,2022-2023,33916.31,32479.95,0.96
Maharashtra,Solapur,2013-2014,35400.0,19700.0,0.56
Maharashtra,Solapur,2014-2015,39500.0,29600.0,0.75
Maharashtra,Solapur,2015-2016,45800.0,13500.0,0.29
Maharashtra,Solapur,2016-2017,56500.0,38100.0,0.67
Maharashtra,Solapur,2017-2018,68249.0,46100.0,0.68
Maharashtra,Solapur,2018-2019,50690.0,28100.0,0.55
Maharashtra,Solapur,2019-2020,66926.0,54322.0,0.81
Maharashtra,Solapur,2020-2021,67433.02,56586.4,0.84
Maharashtra,Solapur,2021-2022,76792.41,61579.83,0.8
Maharashtra,Solapur,2022-2023,93995.97,66470.19,0.71
Maharashtra,Thane,2013-2014,3300.0,3900.0,1.18
Maharashtra,Thane,2014-2015,3400.0,2900.0,0.85
Maharashtra,Thane,2015-2016,1300.0,900.0,0.69
Maharashtra,Thane,2016-2017,1400.0,1300.0,0.93
Maharashtra,Thane,2017-2018,1400.0,1200.0,0.86
Maharashtra,Thane,2018-2019,1110.0,1000.0,0.9
Maharashtra,Thane,2019-2020,1276.0,894.0,0.7
Maharashtra,Thane,2020-2021,2011.72,1844.05,0.92
Maharashtra,Thane,2021-2022,3148.2,2892.25,0.92
Maharashtra,Thane,2022-2023,3356.96,2907.23,0.87
Maharashtra,Wardha,2013-2014,36400.0,27500.0,0.76
Maharashtra,Wardha,2014-2015,31000.0,24400.0,0.79
Maharashtra,Wardha,2015-2016,28600.0,22300.0,0.78
Maharashtra,Wardha,2016-2017,29600.0,33800.0,1.14
Maharashtra,Wardha,2017-2018,31400.0,36800.0,1.17
Maharashtra,Wardha,2018-2019,32550.0,44200.0,1.36
Maharashtra,Wardha,2019-2020,41741.0,42329.0,1.01
Maharashtra,Wardha,2020-2021,47736.67,80663.59,1.69
Maharashtra,Wardha,2021-2022,33089.84,50149.97,1.52
Maharashtra,Wardha,2022-2023,85792.13,118150.35,1.38
Maharashtra,Washim,2013-2014,94000.0,100700.0,1.07
Maharashtra,Washim,2014-2015,53900.0,28700.0,0.53
Maharashtra,Washim,2015-2016,51500.0,19200.0,0.37
Maharashtra,Washim,2016-2017,55100.0,49700.0,0.9
Maharashtra,Washim,2017-2018,49600.0,35100.0,0.71
Maharashtra,Washim,2018-2019,64590.0,56400.0,0.87
Maharashtra,Washim,2019-2020,60153.0,55415.0,0.92
Maharashtra,Washim,2020-2021,66284.34,104518.56,1.58
Maharashtra,Washim,2021-2022,81031.37,103100.26,1.27
Maharashtra,Washim,2022-2023,83721.06,96729.64,1.16
Maharashtra,Yavatmal,2013-2014,45600.0,37100.0,0.81
Maharashtra,Yavatmal,2014-2015,38500.0,32600.0,0.85
Maharashtra,Yavatmal,2015-2016,80900.0,59700.0,0.74
Maharashtra,Yavatmal,2016-2017,147700.0,109100.0,0.74
Maharashtra,Yavatmal,2017-2018,94100.0,75000.0,0.8
Maharashtra,Yavatmal,2018-2019,99180.0,112000.0,1.13
Maharashtra,Yavatmal,2019-2020,113611.0,162693.0,1.43
Maharashtra,Yavatmal,2020-2021,123818.66,142517.28,1.15
Maharashtra,Yavatmal,2021-2022,123818.66,127919.53,1.03
Maharashtra,Yavatmal,2022-2023,141324.66,96410.27,0.68
Manipur,Bishnupur,2013-2014,97.0,89.0,0.92
